syear,migback,sampreg,ple0024,proportion,n,lower_confidence,upper_confidence
2009,No migration background,West,2.0,0.3194671784162104,18254,0.31270300537595125,0.3262313514564696
2009,No migration background,West,1.0,0.30371959135293786,18254,0.2970483671034731,0.3103908156024026
2009,No migration background,East,2.0,0.13060901958570864,18254,0.12572056935375267,0.1354974698176646
2009,No migration background,East,1.0,0.11520009030874301,18254,0.1105685441906372,0.11983163642684881
2009,Direct migration background,West,1.0,0.04650900265281933,18254,0.0434540543876507,0.04956395091798795
2009,Direct migration background,West,2.0,0.04137269289383078,18254,0.038483617729056785,0.04426176805860478
2009,Indirect migration background,West,1.0,0.026923294011401477,18254,0.024575204312160242,0.029271383710642713
2009,Indirect migration background,West,2.0,0.010046847660439126,18254,0.00860007838144243,0.011493616939435822
2009,Direct migration background,East,2.0,0.0027092622904554948,18254,0.0019551891580911647,0.003463335422819825
2009,Indirect migration background,East,1.0,0.0015804030027657052,18254,0.0010041442701688046,0.0021566617353626057
2009,Direct migration background,East,1.0,0.001298188180843258,18254,0.0007758355425665855,0.0018205408191199304
2009,Indirect migration background,East,2.0,0.0005644296438448947,18254,0.0002198740090058036,0.0009089852786839858
2011,No migration background,West,2.0,0.3942335837642697,28898,0.38859913306609156,0.39986803446244784
2011,No migration background,West,1.0,0.2404136988974534,28898,0.2354866106022841,0.2453407871926227
2011,No migration background,East,2.0,0.1456727485608352,28898,0.14160528692695698,0.14974021019471342
2011,No migration background,East,1.0,0.08449604839496536,28898,0.08128925862831024,0.08770283816162047
2011,Direct migration background,West,2.0,0.05015123426675773,28898,0.04763477316144925,0.05266769537206621
2011,Direct migration background,West,1.0,0.04234559469216509,28898,0.04002376317792786,0.04466742620640232
2011,Indirect migration background,West,1.0,0.02327056298175432,28898,0.021532310886572006,0.02500881507693663
2011,Indirect migration background,West,2.0,0.012830520050736658,28898,0.01153292204979026,0.014128118051683056
2011,Direct migration background,East,2.0,0.0032686115718606693,28898,0.0026105100388861867,0.003926713104835152
2011,Indirect migration background,East,1.0,0.0014635574202361205,28898,0.0010227904719470934,0.0019043243685251477
2011,Direct migration background,East,1.0,0.0013172016782125086,28898,0.0008990227931133556,0.0017353805633116615
2011,Indirect migration background,East,2.0,0.0005366377207532443,28898,0.000269616230432963,0.0008036592110735256
2013,No migration background,West,2.0,0.41917544516336025,31177,0.41369823618862295,0.42465265413809755
2013,No migration background,West,1.0,0.2219667397465376,31177,0.21735375580253358,0.22657972369054163
2013,No migration background,East,2.0,0.15293299823538847,31177,0.14893770745400897,0.15692828901676797
2013,No migration background,East,1.0,0.07694775680444896,31177,0.07398940354139001,0.0799061100675079
2013,Direct migration background,West,2.0,0.05208277632212181,31177,0.04961633277033169,0.05454921987391193
2013,Direct migration background,West,1.0,0.035131811133094486,31177,0.03308808276303089,0.03717553950315808
2013,Indirect migration background,West,1.0,0.020373242072616437,31177,0.01880504982654872,0.021941434318684155
2013,Indirect migration background,West,2.0,0.01470509598417197,31177,0.013368943695274998,0.01604124827306894
2013,Direct migration background,East,2.0,0.0032083845783647934,31177,0.002580638066676499,0.003836131090053088
2013,Direct migration background,East,1.0,0.001443773060264157,31177,0.0010222953238498166,0.0018652507966784972
2013,Indirect migration background,East,1.0,0.0013902999839580771,31177,0.0009766899567476713,0.001803910011168483
