"ple0024","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","309","0.597919505504473","0.55387188239969","0.641967128609257"
"Ja","2009","Hauptschule","2386","0.383070521666457","0.37088504558508","0.395255997747834"
"Ja","2009","Realschule","2565","0.525350871974677","0.511118591085779","0.539583152863576"
"Ja","2009","(Fach-)Abitur","1203","0.580618378551652","0.558827985478469","0.602408771624835"
"Ja","2009","AkademikerIn","1965","0.508445513084554","0.492882656690277","0.524008369478832"
"Nein","2009","(noch) kein Abschluss","167","0.402080494495527","0.358032871390743","0.44612811760031"
"Nein","2009","Hauptschule","3728","0.616929478333543","0.604744002252166","0.62911495441492"
"Nein","2009","Realschule","2164","0.474649128025323","0.460416847136424","0.488881408914222"
"Nein","2009","(Fach-)Abitur","767","0.419381621448348","0.397591228375165","0.441172014521531"
"Nein","2009","AkademikerIn","1999","0.491554486915446","0.475991630521168","0.507117343309723"
"Ja","2010","(noch) kein Abschluss","","","",""
"Ja","2010","Hauptschule","","","",""
"Ja","2010","Realschule","","","",""
"Ja","2010","(Fach-)Abitur","","","",""
"Ja","2010","AkademikerIn","","","",""
"Nein","2010","(noch) kein Abschluss","","","",""
"Nein","2010","Hauptschule","","","",""
"Nein","2010","Realschule","","","",""
"Nein","2010","(Fach-)Abitur","","","",""
"Nein","2010","AkademikerIn","","","",""
"Ja","2011","(noch) kein Abschluss","314","0.499263149749342","0.457702701023307","0.540823598475377"
"Ja","2011","Hauptschule","2026","0.271474888538434","0.261115871272577","0.281833905804291"
"Ja","2011","Realschule","2282","0.398584146387771","0.385580752472555","0.411587540302987"
"Ja","2011","(Fach-)Abitur","1246","0.506525313088796","0.48653986562772","0.526510760549871"
"Ja","2011","AkademikerIn","1882","0.428270845519599","0.413864375978953","0.442677315060246"
"Nein","2011","(noch) kein Abschluss","242","0.500736850250658","0.459176401524622","0.542297298976693"
"Nein","2011","Hauptschule","5054","0.728525111461566","0.718166094195709","0.738884128727423"
"Nein","2011","Realschule","3164","0.601415853612229","0.588412459697013","0.614419247527445"
"Nein","2011","(Fach-)Abitur","1158","0.493474686911205","0.473489239450129","0.51346013437228"
"Nein","2011","AkademikerIn","2650","0.571729154480401","0.557322684939754","0.586135624021047"
"Ja","2012","(noch) kein Abschluss","","","",""
"Ja","2012","Hauptschule","","","",""
"Ja","2012","Realschule","","","",""
"Ja","2012","(Fach-)Abitur","","","",""
"Ja","2012","AkademikerIn","","","",""
"Nein","2012","(noch) kein Abschluss","","","",""
"Nein","2012","Hauptschule","","","",""
"Nein","2012","Realschule","","","",""
