year,regtyp,sex,ple0024,proportion,n,lower_confidence,upper_confidence
2009,Urban regions,female,2.0,0.17706157927414348,18254,0.1715239626665049,0.18259919588178206
2009,Urban regions,female,1.0,0.16368459671501948,18254,0.15831717149501007,0.16905202193502888
2009,Urban regions,male,1.0,0.15956426031495174,18254,0.15425178266182443,0.16487673796807906
2009,Urban regions,male,2.0,0.14720325111474855,18254,0.1420633055778392,0.1523431966516579
2009,Rural regions,female,2.0,0.09584015352486312,18254,0.09156970583189852,0.10011060121782772
2009,Rural regions,female,1.0,0.08669639329457583,18254,0.08261427909800076,0.0907785074911509
2009,Rural regions,male,1.0,0.0852853191849636,18254,0.08123343510151962,0.08933720326840758
2009,Rural regions,male,2.0,0.0846644465767342,18254,0.08062596830142169,0.08870292485204673
2011,Urban regions,female,2.0,0.21109376524538978,28898,0.2063886249735086,0.21579890551727096
2011,Urban regions,male,2.0,0.17279734608254463,28898,0.16843824769354,0.17715644447154927
2011,Urban regions,female,1.0,0.13172016782125084,28898,0.12782094393322763,0.13561939170927406
2011,Urban regions,male,1.0,0.12806127427066055,28898,0.1242084955131226,0.1319140530281985
2011,Rural regions,female,2.0,0.12049956093277393,28898,0.11674609100666522,0.12425303085888265
2011,Rural regions,male,2.0,0.10230266367450483,28898,0.09880860159336996,0.1057967257556397
2011,Rural regions,male,1.0,0.0679578495462972,28898,0.06505610104760398,0.07085959804499042
2011,Rural regions,female,1.0,0.0655673724265782,28898,0.06271346379425903,0.06842128105889737
2013,Urban regions,female,2.0,0.22341051280680177,31177,0.21878684668158974,0.2280341789320138
2013,Urban regions,male,2.0,0.18148762098283513,31177,0.17720928349766052,0.18576595846800975
2013,Rural regions,female,2.0,0.12828191005828565,31177,0.12456989569478914,0.13199392442178218
2013,Urban regions,female,1.0,0.11806855248382439,31177,0.1144865701164271,0.12165053485122168
2013,Urban regions,male,1.0,0.11555531789743864,31177,0.11200661847605246,0.11910401731882482
2013,Rural regions,male,2.0,0.10956633335115769,31177,0.10609913841284031,0.11303352828947506
2013,Rural regions,female,1.0,0.061975295438746594,31177,0.05929886875585607,0.06465172212163711
2013,Rural regions,male,1.0,0.06165445698091011,31177,0.05898451056056741,0.06432440340125282
2015,Urban regions,female,2.0,0.2130936063855519,27342,0.20823974154881136,0.2179474712222924
2015,Urban regions,male,2.0,0.16096912037410305,27342,0.15661298678532487,0.16532525396288122
2015,Urban regions,female,1.0,0.138353624123196,27342,0.13426101060309326,0.14244623764329872
2015,Urban regions,male,1.0,0.13347577199064742,27342,0.1294445890488039,0.13750695493249093
2015,Rural regions,female,2.0,0.1205353543497541,27342,0.11667606492739666,0.12439464377211154
2015,Rural regions,male,2.0,0.09485608320567604,27342,0.09138286279699304,0.09832930361435904
2015,Rural regions,female,1.0,0.07058776102555833,27342,0.06755170466918428,0.07362381738193238
2015,Rural regions,male,1.0,0.06812867854551319,27342,0.06514203159686831,0.07111532549415807
2017,Urban regions,female,2.0,0.21283130474348766,31140,0.20828510588940702,0.2173775035975683
2017,Urban regions,male,2.0,0.16994653623023548,31140,0.16577490452952734,0.17411816793094362
2017,Urban regions,female,1.0,0.13688241762408523,31140,0.13306468435458477,0.1407001508935857
2017,Urban regions,male,1.0,0.1263034163728055,31140,0.12261377092656198,0.12999306181904904
2017,Rural regions,female,2.0,0.12019868805217457,31140,0.11658676130744437,0.12381061479690476
2017,Rural regions,male,2.0,0.09763773556288628,31140,0.09434090916274705,0.10093456196302551
2017,Rural regions,female,1.0,0.0682137034087893,31140,0.06541349251319377,0.07101391430438482
2017,Rural regions,male,1.0,0.06798619800553596,31140,0.06519031936327575,0.07078207664779616
2019,Urban regions,female,2.0,0.22850733114333788,29565,0.22372121646423654,0.23329344582243922
2019,Urban regions,male,2.0,0.1887669257271052,29565,0.18430622686385825,0.19322762459035217
2019,Rural regions,female,2.0,0.12607162887589135,29565,0.12228795469930231,0.1298553030524804
2019,Urban regions,male,1.0,0.11894079000080122,29565,0.11525071590524849,0.12263086409635396
2019,Urban regions,female,1.0,0.11325214325775178,29565,0.10963978830173604,0.11686449821376751
2019,Rural regions,male,2.0,0.10616136527521833,29565,0.10264996823740068,0.10967276231303598
2019,Rural regions,male,1.0,0.061733835429853376,29565,0.05899041867143936,0.0644772521882674
2019,Rural regions,female,1.0,0.05656598029004086,29565,0.053932678981630996,0.059199281598450726
2021,Urban regions,female,2.0,0.23110252662351222,19931,0.2252502062795788,0.23695484696744562
2021,Urban regions,male,2.0,0.18579035289204426,19931,0.1803906330384432,0.19119007274564534
2021,Urban regions,male,1.0,0.14413238671956566,19931,0.1392562529399597,0.14900852049917163
2021,Rural regions,female,2.0,0.11756107746920025,19931,0.11308944981296451,0.12203270512543599
2021,Urban regions,female,1.0,0.11703904781791606,19931,0.11257603981431862,0.12150205582151351
2021,Rural regions,male,2.0,0.0949571935685947,19931,0.09088723467832482,0.09902715245886456
2021,Rural regions,male,1.0,0.06019001879306744,19931,0.056888043701788474,0.06349199388434641
2021,Rural regions,female,1.0,0.049227396116099394,19931,0.046223857025627056,0.05223093520657173
