year,quintil_oecd,sex,ple0024,proportion,n,lower_confidence,upper_confidence
2009,5. Quintil,male,1.0,0.08003612349720607,18254,0.07609966698112272,0.08397258001328942
2009,4. Quintil,female,2.0,0.07845572049444037,18254,0.07455497640067066,0.08235646458821008
2009,5. Quintil,female,1.0,0.0766495456341367,18254,0.07279018711875099,0.08050890414952241
2009,3. Quintil,female,2.0,0.07625444488344528,18254,0.07240422253063197,0.08010466723625859
2009,5. Quintil,male,2.0,0.0724163233053,18254,0.06865646193305217,0.07617618467754783
2009,5. Quintil,female,2.0,0.0723598803409155,18254,0.06860137016949946,0.07611839051233155
2009,4. Quintil,male,1.0,0.06959417508607552,18254,0.06590270201775793,0.0732856481543931
2009,4. Quintil,female,1.0,0.06818310097646328,18254,0.06452647353619266,0.0718397284167339
2009,4. Quintil,male,2.0,0.06784444319015635,18254,0.06419624531605286,0.07149264106425984
2009,3. Quintil,female,1.0,0.06524806682846983,18254,0.06166537825404663,0.06883075540289303
2009,3. Quintil,male,2.0,0.059490884461251906,18254,0.056059386338147624,0.06292238258435619
2009,3. Quintil,male,1.0,0.05926511260371395,18254,0.05583972098834144,0.06269050421908645
2009,2. Quintil,female,2.0,0.04583168708020545,18254,0.042797988241908266,0.04886538591850263
2009,2. Quintil,female,1.0,0.040300276570525484,18254,0.03744729644430338,0.04315325669674759
2009,2. Quintil,male,1.0,0.035954168312919796,18254,0.033253318017820145,0.03865501860801945
2009,2. Quintil,male,2.0,0.03211604673477451,18254,0.02955834596783983,0.034673747501709186
2011,5. Quintil,female,2.0,0.0959117962728071,28898,0.09251661011419249,0.09930698243142172
2011,4. Quintil,female,2.0,0.09488730607864182,28898,0.09150838876390974,0.0982662233933739
2011,5. Quintil,male,2.0,0.09230168796955801,28898,0.08896436864256604,0.09563900729654998
2011,3. Quintil,female,2.0,0.0885940091716265,28898,0.0853177345695248,0.09187028377372822
2011,4. Quintil,male,2.0,0.08039808761830422,28898,0.07726303401986655,0.0835331412167419
2011,5. Quintil,male,1.0,0.0693238364718509,28898,0.06639521819752445,0.07225245474617736
2011,5. Quintil,female,1.0,0.06717728558883794,28898,0.06429104214067424,0.07006352903700164
2011,3. Quintil,male,2.0,0.06576251341594302,28898,0.06290465950576941,0.06862036732611664
2011,4. Quintil,male,1.0,0.05454190652746609,28898,0.05192367241243214,0.057160140642500044
2011,4. Quintil,female,1.0,0.053712557322665624,28898,0.05111316619905193,0.05631194844627932
2011,2. Quintil,female,2.0,0.0522002146550883,28898,0.04963563244444069,0.054764796865735904
2011,3. Quintil,female,1.0,0.045223924285296126,28898,0.0428280884046244,0.047619760165967855
2011,3. Quintil,male,1.0,0.04317494389696556,28898,0.04083150119833094,0.045518386595600174
2011,2. Quintil,male,2.0,0.036637720753244216,28898,0.03447160719471067,0.03880383431177776
2011,2. Quintil,female,1.0,0.03117377305102937,28898,0.029170040256684866,0.03317750584537388
2011,2. Quintil,male,1.0,0.02897843692067519,28898,0.02704435843837633,0.030912515402974048
2013,5. Quintil,female,2.0,0.11721298326292712,31177,0.11364227195970955,0.12078369456614468
2013,5. Quintil,male,2.0,0.11042190257205498,31177,0.10694286944971246,0.11390093569439749
2013,4. Quintil,female,2.0,0.10625100262018074,31177,0.10283031660496876,0.10967168863539271
2013,4. Quintil,male,2.0,0.08807015667611358,31177,0.0849243356666254,0.09121597768560176
2013,3. Quintil,female,2.0,0.08331105288487246,31177,0.0802434352984051,0.08637867047133983
2013,5. Quintil,male,1.0,0.07213517993690177,31177,0.06926337575232731,0.07500698412147623
2013,5. Quintil,female,1.0,0.07004972996096466,31177,0.06721656406724584,0.07288289585468348
2013,3. Quintil,male,2.0,0.061066253141543236,31177,0.05840824062913178,0.06372426565395468
2013,4. Quintil,female,1.0,0.050799422490775896,31177,0.04836190750564849,0.0532369374759033
2013,4. Quintil,male,1.0,0.05053205710924549,31177,0.048100622735741186,0.0529634914827498
2013,2. Quintil,female,2.0,0.044917384097107105,31177,0.04261823779389566,0.04721653040031855
2013,3. Quintil,female,1.0,0.036201272659216084,31177,0.0341278205763066,0.038274724742125565
2013,3. Quintil,male,1.0,0.03561306881984921,31177,0.03355590315286012,0.037670234486838296
2013,2. Quintil,male,2.0,0.031495641944281054,31177,0.029556922652937325,0.033434361235624786
2013,2. Quintil,female,1.0,0.02299342281161435,31177,0.021329667456879097,0.024657178166349606
2013,2. Quintil,male,1.0,0.01892946901235228,31177,0.017416750084096974,0.020442187940607585
2015,5. Quintil,female,2.0,0.10795775215673627,27342,0.10427933855158088,0.11163616576189166
2015,4. Quintil,female,2.0,0.09864548899459809,27342,0.09511099404726583,0.10217998394193034
2015,5. Quintil,male,2.0,0.09667016044505361,27342,0.09316740086292524,0.10017292002718198
2015,3. Quintil,female,2.0,0.07929533177457067,27342,0.07609256794817106,0.08249809560097028
2015,5. Quintil,male,1.0,0.07723937756994276,27342,0.07407487945563988,0.08040387568424563
2015,4. Quintil,male,2.0,0.0751027977102314,27342,0.07197876392098415,0.07822683149947865
2015,5. Quintil,female,1.0,0.07405466419414658,27342,0.07095074923098894,0.07715857915730422
2015,4. Quintil,female,1.0,0.05946142062404257,27342,0.05665826712899185,0.06226457411909329
2015,4. Quintil,male,1.0,0.058010158832540515,27342,0.05523928935476074,0.06078102831032029
2015,3. Quintil,male,2.0,0.05139885511569781,27342,0.048781519126996235,0.05401619110439939
2015,3. Quintil,female,1.0,0.04906071111827784,27342,0.04650045008241552,0.05162097215414016
2015,2. Quintil,female,2.0,0.04773038780940095,27342,0.045203311384171316,0.05025746423463058
2015,3. Quintil,male,1.0,0.041038458437474806,27342,0.03868700141034764,0.04338991546460197
2015,2. Quintil,male,2.0,0.03265339030879626,27342,0.03054672216254882,0.034760058455043694
2015,2. Quintil,female,1.0,0.026364589212287348,27342,0.024465481415920434,0.028263697008654262
2015,2. Quintil,male,1.0,0.02531645569620253,27342,0.023454479172404678,0.027178432220000385
2017,5. Quintil,female,2.0,0.12766844879232547,31140,0.12396181783675345,0.1313750797478975
2017,5. Quintil,male,2.0,0.1188715731998635,31140,0.11527693339814565,0.12246621300158134
2017,4. Quintil,female,2.0,0.0994577787889129,31140,0.09613372391359795,0.10278183366422786
2017,5. Quintil,female,1.0,0.08406324650210442,31140,0.08098124682067408,0.08714524618353477
2017,5. Quintil,male,1.0,0.08277404921700224,31140,0.07971362214852369,0.08583447628548078
2017,4. Quintil,male,2.0,0.07549387631289577,31140,0.07255955596015798,0.07842819666563355
2017,3. Quintil,female,2.0,0.06681075342206044,31140,0.06403740257141528,0.0695841042727056
2017,4. Quintil,female,1.0,0.05695218594774959,31140,0.05437812501906482,0.05952624687643436
2017,4. Quintil,male,1.0,0.054639214348007434,31140,0.05211487473788159,0.05716355395813328
2017,3. Quintil,male,2.0,0.0450460698441588,31140,0.04274242019318368,0.04734971949513392
2017,3. Quintil,female,1.0,0.042316005005118874,31140,0.040080064662609834,0.044551945347627915
2017,2. Quintil,female,2.0,0.0390930117923634,31140,0.03694029445556521,0.04124572912916159
2017,3. Quintil,male,1.0,0.03734880370075456,31140,0.03524274926395511,0.039454858137554005
2017,2. Quintil,male,2.0,0.028172752436203694,31140,0.026334919872002104,0.030010585000405283
2017,2. Quintil,female,1.0,0.021764683577901643,31140,0.020144013496195726,0.02338535365960756
2017,2. Quintil,male,1.0,0.019527547112577256,31140,0.017990672939013002,0.02106442128614151
2019,5. Quintil,female,2.0,0.16807150978162858,29565,0.1638090805743844,0.17233393898887275
2019,5. Quintil,male,2.0,0.1613674677539499,29565,0.15717411908728246,0.16556081642061732
2019,5. Quintil,male,1.0,0.09816913004273337,29565,0.09477743224428681,0.10156082784117992
2019,4. Quintil,female,2.0,0.09566001489787117,29565,0.09230728769246221,0.09901274210328012
2019,5. Quintil,female,1.0,0.08472184106323755,29565,0.08154758928499184,0.08789609284148325
2019,4. Quintil,male,2.0,0.07448935586309641,29565,0.07149636805318396,0.07748234367300885
2019,3. Quintil,female,2.0,0.06033637824910809,29565,0.05762217131640719,0.06305058518180899
2019,4. Quintil,female,1.0,0.04316462147645744,29565,0.040848028632403624,0.04548121432051126
2019,4. Quintil,male,1.0,0.04312541655231897,29565,0.04080982855015284,0.0454410045544851
2019,3. Quintil,male,2.0,0.03853844042811777,29565,0.0363442204741232,0.04073266038211234
2019,2. Quintil,female,2.0,0.03042302113145411,29565,0.028465261149903897,0.03238078111300432
