year,age_gr,regtyp,ple0024,proportion,n,lower_confidence,upper_confidence
2009,46-65 J.,Urban regions,2.0,0.12541626686233562,18254,0.12061169514233233,0.1302208385823389
2009,66 und älter,Urban regions,2.0,0.11819156742112095,18254,0.113508208760743,0.12287492608149891
2009,30-45 J.,Urban regions,1.0,0.1131681435909014,18254,0.10857235770773206,0.11776392947407073
2009,46-65 J.,Urban regions,1.0,0.09843652988654965,18254,0.09411484249358393,0.10275821727951537
2009,17-29 J.,Urban regions,1.0,0.07913303606705424,18254,0.07521693033469035,0.08304914179941814
2009,46-65 J.,Rural regions,2.0,0.07320652480668284,18254,0.06942781598487414,0.07698523362849154
2009,66 und älter,Rural regions,2.0,0.06445786532708697,18254,0.060895432504067384,0.06802029815010656
2009,30-45 J.,Rural regions,1.0,0.057966924422870686,18254,0.05457692009049682,0.06135692875524455
2009,30-45 J.,Urban regions,2.0,0.05599142066941356,18254,0.05265619087046272,0.0593266504683644
2009,46-65 J.,Rural regions,1.0,0.054298131737878876,18254,0.05101077666740789,0.057585486808349864
2009,17-29 J.,Rural regions,1.0,0.04244510921713608,18254,0.0395204671977193,0.04536975123655286
2009,66 und älter,Urban regions,1.0,0.032511147485465935,18254,0.02993828732450502,0.03508400764642685
2009,30-45 J.,Rural regions,2.0,0.03087430151831574,18254,0.028364925900784887,0.0333836771358466
2009,17-29 J.,Urban regions,2.0,0.0246655754360219,18254,0.022415487709970296,0.026915663162073507
2009,66 und älter,Rural regions,1.0,0.017271547101653777,18254,0.015381557415972429,0.019161536787335124
2009,17-29 J.,Rural regions,2.0,0.011965908449511769,18254,0.010388530188876841,0.013543286710146697
2011,46-65 J.,Urban regions,2.0,0.15435652258756952,28898,0.150190915316589,0.15852212985855002
2011,66 und älter,Urban regions,2.0,0.1358669138452532,28898,0.13191625661940415,0.13981757107110226
2011,46-65 J.,Rural regions,2.0,0.09854619962923213,28898,0.09510971935540813,0.10198267990305612
2011,30-45 J.,Urban regions,1.0,0.08766708947214362,28898,0.08440634217577979,0.09092783676850745
2011,46-65 J.,Urban regions,1.0,0.08030051712362182,28898,0.07716720023056729,0.08343383401667635
2011,66 und älter,Rural regions,2.0,0.07590984486291345,28898,0.07285613057103205,0.07896355915479486
2011,17-29 J.,Urban regions,1.0,0.06790906429895599,28898,0.0650082816198712,0.07080984697804078
2011,30-45 J.,Urban regions,2.0,0.06527466094253098,28898,0.06242668380728521,0.06812263807777676
2011,30-45 J.,Rural regions,1.0,0.04556542101668455,28898,0.04316098649690488,0.047969855536464226
2011,46-65 J.,Rural regions,1.0,0.04210166845545907,28898,0.03978623907443374,0.0444170978364844
2011,30-45 J.,Rural regions,2.0,0.03483266660161967,28898,0.03271860885189242,0.03694672435134692
2011,17-29 J.,Rural regions,1.0,0.033905746902136796,28898,0.03181900572851054,0.03599248807576305
2011,17-29 J.,Urban regions,2.0,0.028393013952580738,28898,0.026477994277443306,0.03030803362771817
2011,66 und älter,Urban regions,1.0,0.02390477119718997,28898,0.02214356352540741,0.025665978868972532
2011,17-29 J.,Rural regions,2.0,0.013513513513513514,28898,0.012182287215753188,0.01484473981127384
2011,66 und älter,Rural regions,1.0,0.011952385598594985,28898,0.010699422118915827,0.013205349078274144
2013,46-65 J.,Urban regions,2.0,0.16549917116731724,31177,0.16137392178803212,0.16962442054660237
2013,66 und älter,Urban regions,2.0,0.14673012138388322,31177,0.14280239020982516,0.15065785255794129
2013,46-65 J.,Rural regions,2.0,0.10758782952783273,31177,0.10414826687111695,0.11102739218454852
2013,66 und älter,Rural regions,2.0,0.08202769905352655,31177,0.07898167054961984,0.08507372755743327
2013,30-45 J.,Urban regions,1.0,0.07780332602534624,31177,0.074829950466571,0.0807767015841215
2013,46-65 J.,Urban regions,1.0,0.07315116838671729,31177,0.07026079468676212,0.07604154208667245
2013,30-45 J.,Urban regions,2.0,0.06283086465964387,31177,0.06013725651451337,0.06552447280477437
2013,17-29 J.,Urban regions,1.0,0.060424576225870275,31177,0.057779662315072595,0.06306949013666795
2013,46-65 J.,Rural regions,1.0,0.04277846104486391,31177,0.04053221296212894,0.04502470912759888
2013,30-45 J.,Rural regions,1.0,0.03946313031388696,31177,0.03730194655342264,0.04162431407435128
2013,30-45 J.,Rural regions,2.0,0.03470402652264585,31177,0.03267232881551977,0.03673572422977193
2013,17-29 J.,Rural regions,1.0,0.029944922731404738,31177,0.02805302043298914,0.03183682502982034
2013,17-29 J.,Urban regions,2.0,0.02983797657879258,31177,0.027949351599673745,0.03172660155791141
2013,66 und älter,Urban regions,1.0,0.022244799743329234,31177,0.02060772605918907,0.023881873427469398
2013,17-29 J.,Rural regions,2.0,0.013528688305438212,31177,0.012246331192087342,0.014811045418789082
2013,66 und älter,Rural regions,1.0,0.011443238329501096,31177,0.010262607317082891,0.012623869341919301
2015,46-65 J.,Urban regions,2.0,0.14855276949125212,27342,0.14433716190978604,0.1527683770727182
2015,66 und älter,Urban regions,2.0,0.10836088043215351,27342,0.10467643820091138,0.11204532266339565
2015,30-45 J.,Urban regions,1.0,0.10670805450294284,27342,0.10304843240021602,0.11036767660566965
2015,46-65 J.,Rural regions,2.0,0.08856728210916713,27342,0.08519953169750263,0.09193503252083163
2015,30-45 J.,Urban regions,2.0,0.0851003789405789,27342,0.08179292806331727,0.08840782981784052
2015,46-65 J.,Urban regions,1.0,0.07659437232927517,27342,0.07344201368640481,0.07974673097214553
2015,17-29 J.,Urban regions,1.0,0.07280496654035314,27342,0.06972527667746685,0.07588465640323942
2015,66 und älter,Rural regions,2.0,0.06337176489558978,27342,0.06048392936220613,0.06625960042897343
2015,30-45 J.,Rural regions,1.0,0.05518826090461985,27342,0.052481580825525884,0.05789494098371381
2015,30-45 J.,Rural regions,2.0,0.04599693622510683,27342,0.04351391593102168,0.048479956519191986
2015,46-65 J.,Rural regions,1.0,0.04095783278239136,27342,0.03860858801876981,0.04330707754601291
2015,17-29 J.,Rural regions,1.0,0.03398371361767314,27342,0.03183603855865584,0.03613138867669044
2015,17-29 J.,Urban regions,2.0,0.0320486978956704,27342,0.02996097487192,0.034136420919420804
2015,17-29 J.,Rural regions,2.0,0.017455454325566395,27342,0.015903129385861064,0.019007779265271727
2015,66 und älter,Urban regions,1.0,0.01572200274127227,27342,0.014247472261664975,0.017196533220879568
2015,66 und älter,Rural regions,1.0,0.008586632266387164,27342,0.007492978761440368,0.00968028577133396
