year,quintil_oecd,sampreg,ple0024,proportion,n,lower_confidence,upper_confidence
2009,5. Quintil,West,1.0,0.13653553084608003,18254,0.13155446680375346,0.1415165948884066
2009,5. Quintil,West,2.0,0.12643224022125643,18254,0.12161105003848925,0.1312534304040236
2009,4. Quintil,West,1.0,0.10577411525653327,18254,0.10131251796883183,0.11023571254423471
2009,4. Quintil,West,2.0,0.10340351075238471,18254,0.09898634997313135,0.10782067153163807
2009,3. Quintil,West,2.0,0.08810746740418807,18254,0.08399544722847808,0.09221948757989805
2009,3. Quintil,West,1.0,0.08517243325619461,18254,0.08112298180128144,0.08922188471110779
2009,2. Quintil,West,2.0,0.05294350059265113,18254,0.04969508699836898,0.05619191418693328
2009,2. Quintil,West,1.0,0.04966980865835074,18254,0.04651799484100289,0.05282162247569858
2009,3. Quintil,East,2.0,0.04763786194050912,18254,0.04454789210626066,0.05072783177475758
2009,4. Quintil,East,2.0,0.042896652932212,18254,0.039957188772378444,0.04583611709204556
2009,3. Quintil,East,1.0,0.039340746175989164,18254,0.036520525904012245,0.04216096644796608
2009,4. Quintil,East,1.0,0.03200316080600553,18254,0.0294498101886861,0.034556511423324957
2009,2. Quintil,East,1.0,0.026584636225094542,18254,0.024250955132768863,0.02891831731742022
2009,2. Quintil,East,2.0,0.025004233222328837,18254,0.022739144677006586,0.027269321767651088
2009,5. Quintil,East,1.0,0.020150138285262742,18254,0.01811170814793398,0.022188568422591502
2009,5. Quintil,East,2.0,0.01834396342495908,18254,0.016397244248666603,0.020290682601251556
2011,5. Quintil,West,2.0,0.16352814908771587,28898,0.15926388489226936,0.16779241328316238
2011,4. Quintil,West,2.0,0.12771977753927213,28898,0.12387138585507837,0.1315681692234659
2011,5. Quintil,West,1.0,0.11698702312420724,28898,0.11328128636088124,0.12069275988753324
2011,3. Quintil,West,2.0,0.10518099326763587,28898,0.10164380307659367,0.10871818345867808
2011,4. Quintil,West,1.0,0.0837642696848473,28898,0.08057012052331265,0.08695841884638196
2011,3. Quintil,West,1.0,0.06420138550102449,28898,0.06137529817661298,0.06702747282543599
2011,2. Quintil,West,2.0,0.06078641818714021,28898,0.058031506782833316,0.06354132959144711
2011,3. Quintil,East,2.0,0.04917552931993365,28898,0.04668238812467767,0.051668670515189634
2011,4. Quintil,East,2.0,0.04756561615767392,28898,0.045111549956185236,0.050019682359162605
2011,2. Quintil,West,1.0,0.041077178261293784,28898,0.038788871168755054,0.043365485353832514
2011,2. Quintil,East,2.0,0.028051517221192313,28898,0.026147714343169422,0.029955320099215203
2011,5. Quintil,East,2.0,0.024685335154649234,28898,0.02289631979524756,0.026474350514050907
2011,4. Quintil,East,1.0,0.024490194165284418,28898,0.022708085787662605,0.02627230254290623
2011,3. Quintil,East,1.0,0.024197482681237194,28898,0.02242579062098184,0.02596917474149255
2011,5. Quintil,East,1.0,0.019514098936481608,28898,0.017919258987214633,0.021108938885748583
2011,2. Quintil,East,1.0,0.01907503171041077,28898,0.017497882776023013,0.02065218064479853
2013,5. Quintil,West,2.0,0.19367948238062135,31177,0.18929281633325826,0.19806614842798445
2013,4. Quintil,West,2.0,0.14009945992192932,31177,0.13624661746284486,0.14395230238101378
