"ple0024","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","91","0.530425904276707","0.453573932977735","0.607277875575679"
"Ja","2009","(noch) kein Abschluss","2","54","0.550929560752091","0.451430782920048","0.650428338584134"
"Ja","2009","(noch) kein Abschluss","3","43","0.575389961173649","0.454292685439877","0.696487236907421"
"Ja","2009","(noch) kein Abschluss","4","63","0.767974670272593","0.677703391364734","0.858245949180453"
"Ja","2009","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","58","0.840525446238781","0.754758449719294","0.926292442758268"
"Ja","2009","Hauptschule","1 Einkommensschwächstes Quintil","550","0.406278697873282","0.380422193104433","0.432135202642131"
"Ja","2009","Hauptschule","2","606","0.354022061621997","0.3311885795983","0.376855543645694"
"Ja","2009","Hauptschule","3","481","0.375484611562097","0.348997584043412","0.401971639080782"
"Ja","2009","Hauptschule","4","498","0.395231388267228","0.367488721559322","0.422974054975134"
"Ja","2009","Hauptschule","5 Einkommensstärkstes Quintil","251","0.406488314719035","0.366023407855306","0.446953221582764"
"Ja","2009","Realschule","1 Einkommensschwächstes Quintil","385","0.525503673450681","0.488695633678707","0.562311713222656"
"Ja","2009","Realschule","2","562","0.510456217260969","0.479596435988982","0.541315998532956"
"Ja","2009","Realschule","3","540","0.523789478891318","0.492694580483415","0.554884377299221"
"Ja","2009","Realschule","4","609","0.552019708293294","0.522896056801885","0.581143359784703"
"Ja","2009","Realschule","5 Einkommensstärkstes Quintil","469","0.506762200531045","0.474153424469824","0.539370976592266"
"Ja","2009","(Fach-)Abitur","1 Einkommensschwächstes Quintil","190","0.600419931707039","0.545359354735374","0.655480508678703"
"Ja","2009","(Fach-)Abitur","2","223","0.605232409790626","0.553122349667299","0.657342469913953"
"Ja","2009","(Fach-)Abitur","3","228","0.596272589533794","0.545589464901971","0.646955714165617"
"Ja","2009","(Fach-)Abitur","4","286","0.536559747598543","0.492586297908927","0.580533197288158"
"Ja","2009","(Fach-)Abitur","5 Einkommensstärkstes Quintil","276","0.58478442470921","0.540424210284517","0.629144639133902"
"Ja","2009","AkademikerIn","1 Einkommensschwächstes Quintil","107","0.530558536801117","0.464461283904215","0.596655789698019"
"Ja","2009","AkademikerIn","2","192","0.4949584725313","0.445652733865692","0.544264211196908"
"Ja","2009","AkademikerIn","3","235","0.427111939387353","0.385352039390787","0.468871839383918"
"Ja","2009","AkademikerIn","4","472","0.506470519608161","0.474111373069829","0.538829666146493"
"Ja","2009","AkademikerIn","5 Einkommensstärkstes Quintil","959","0.534552946769394","0.512088868158318","0.557017025380469"
"Nein","2009","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","71","0.469574095723293","0.392722124424321","0.546426067022265"
"Nein","2009","(noch) kein Abschluss","2","42","0.449070439247909","0.349571661415866","0.548569217079952"
"Nein","2009","(noch) kein Abschluss","3","21","","",""
"Nein","2009","(noch) kein Abschluss","4","21","","",""
"Nein","2009","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","12","","",""
"Nein","2009","Hauptschule","1 Einkommensschwächstes Quintil","836","0.593721302126718","0.567864797357869","0.619577806895567"
"Nein","2009","Hauptschule","2","1079","0.645977938378003","0.623144456354306","0.6688114204017"
"Nein","2009","Hauptschule","3","803","0.624515388437903","0.598028360919218","0.651002415956588"
"Nein","2009","Hauptschule","4","695","0.604768611732772","0.577025945024866","0.632511278440678"
"Nein","2009","Hauptschule","5 Einkommensstärkstes Quintil","315","0.593511685280965","0.553046778417236","0.633976592144694"
"Nein","2009","Realschule","1 Einkommensschwächstes Quintil","322","0.474496326549319","0.437688286777344","0.511304366321293"
"Nein","2009","Realschule","2","446","0.489543782739031","0.458684001467044","0.520403564011018"
"Nein","2009","Realschule","3","451","0.476210521108682","0.445115622700779","0.507305419516585"
"Nein","2009","Realschule","4","511","0.447980291706706","0.418856640215297","0.477103943198115"
"Nein","2009","Realschule","5 Einkommensstärkstes Quintil","434","0.493237799468955","0.460629023407734","0.525846575530176"
"Nein","2009","(Fach-)Abitur","1 Einkommensschwächstes Quintil","114","0.399580068292961","0.344519491321297","0.454640645264626"
"Nein","2009","(Fach-)Abitur","2","115","0.394767590209374","0.342657530086047","0.446877650332701"
"Nein","2009","(Fach-)Abitur","3","132","0.403727410466206","0.353044285834383","0.454410535098029"
"Nein","2009","(Fach-)Abitur","4","208","0.463440252401458","0.419466802711842","0.507413702091073"
"Nein","2009","(Fach-)Abitur","5 Einkommensstärkstes Quintil","198","0.41521557529079","0.370855360866098","0.459575789715483"
"Nein","2009","AkademikerIn","1 Einkommensschwächstes Quintil","112","0.469441463198883","0.403344210301981","0.535538716095785"
"Nein","2009","AkademikerIn","2","203","0.5050415274687","0.455735788803092","0.554347266134308"
"Nein","2009","AkademikerIn","3","304","0.572888060612647","0.531128160616082","0.614647960609213"
"Nein","2009","AkademikerIn","4","445","0.493529480391839","0.461170333853507","0.525888626930171"
"Nein","2009","AkademikerIn","5 Einkommensstärkstes Quintil","935","0.465447053230606","0.442982974619531","0.487911131841682"
"Ja","2010","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","(noch) kein Abschluss","2","","","",""
"Ja","2010","(noch) kein Abschluss","3","","","",""
"Ja","2010","(noch) kein Abschluss","4","","","",""
"Ja","2010","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Hauptschule","2","","","",""
"Ja","2010","Hauptschule","3","","","",""
"Ja","2010","Hauptschule","4","","","",""
"Ja","2010","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Realschule","2","","","",""
"Ja","2010","Realschule","3","","","",""
"Ja","2010","Realschule","4","","","",""
"Ja","2010","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","(Fach-)Abitur","2","","","",""
"Ja","2010","(Fach-)Abitur","3","","","",""
"Ja","2010","(Fach-)Abitur","4","","","",""
"Ja","2010","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","AkademikerIn","2","","","",""
"Ja","2010","AkademikerIn","3","","","",""
"Ja","2010","AkademikerIn","4","","","",""
"Ja","2010","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","(noch) kein Abschluss","2","","","",""
"Nein","2010","(noch) kein Abschluss","3","","","",""
"Nein","2010","(noch) kein Abschluss","4","","","",""
"Nein","2010","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Hauptschule","2","","","",""
"Nein","2010","Hauptschule","3","","","",""
"Nein","2010","Hauptschule","4","","","",""
"Nein","2010","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Realschule","2","","","",""
"Nein","2010","Realschule","3","","","",""
"Nein","2010","Realschule","4","","","",""
"Nein","2010","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","(Fach-)Abitur","2","","","",""
"Nein","2010","(Fach-)Abitur","3","","","",""
"Nein","2010","(Fach-)Abitur","4","","","",""
"Nein","2010","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","AkademikerIn","2","","","",""
"Nein","2010","AkademikerIn","3","","","",""
"Nein","2010","AkademikerIn","4","","","",""
"Nein","2010","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","92","0.443187620082018","0.373103812589906","0.513271427574129"
"Ja","2011","(noch) kein Abschluss","2","52","0.452515116926192","0.358204884699631","0.546825349152753"
"Ja","2011","(noch) kein Abschluss","3","40","0.424832588164484","0.309033505649442","0.540631670679527"
"Ja","2011","(noch) kein Abschluss","4","62","0.58703841258052","0.48854650184081","0.685530323320231"
"Ja","2011","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","68","0.708095295914806","0.614167693266619","0.802022898562993"
"Ja","2011","Hauptschule","1 Einkommensschwächstes Quintil","465","0.275471780732177","0.252848353595971","0.298095207868383"
"Ja","2011","Hauptschule","2","494","0.248766359456887","0.229424690638272","0.268108028275501"
"Ja","2011","Hauptschule","3","405","0.262083536776554","0.239858236195868","0.284308837357241"
"Ja","2011","Hauptschule","4","414","0.278936234004108","0.255494230125972","0.302378237882244"
"Ja","2011","Hauptschule","5 Einkommensstärkstes Quintil","248","0.327971664624478","0.294439425272027","0.361503903976929"
"Ja","2011","Realschule","1 Einkommensschwächstes Quintil","355","0.386207236637976","0.352017130604331","0.42039734267162"
"Ja","2011","Realschule","2","449","0.416992776888271","0.38747715540606","0.446508398370483"
"Ja","2011","Realschule","3","435","0.387276937668258","0.357642796488327","0.416911078848188"
"Ja","2011","Realschule","4","563","0.400827854225602","0.374915344421207","0.426740364029997"
"Ja","2011","Realschule","5 Einkommensstärkstes Quintil","480","0.398668784462306","0.370767852556265","0.426569716368347"
"Ja","2011","(Fach-)Abitur","1 Einkommensschwächstes Quintil","236","0.598807441519741","0.551189467333007","0.646425415706474"
"Ja","2011","(Fach-)Abitur","2","215","0.49958201483315","0.450826105467367","0.548337924198933"
"Ja","2011","(Fach-)Abitur","3","214","0.530112818169973","0.480768998188327","0.57945663815162"
"Ja","2011","(Fach-)Abitur","4","288","0.467740115621298","0.427168322547968","0.508311908694628"
"Ja","2011","(Fach-)Abitur","5 Einkommensstärkstes Quintil","293","0.467504933882656","0.428199403596302","0.50681046416901"
"Ja","2011","AkademikerIn","1 Einkommensschwächstes Quintil","90","0.390559497317115","0.329839532824428","0.451279461809802"
"Ja","2011","AkademikerIn","2","161","0.399679599784518","0.349836082881341","0.449523116687695"
"Ja","2011","AkademikerIn","3","194","0.348025944336184","0.308748354159925","0.387303534512444"
"Ja","2011","AkademikerIn","4","451","0.430308765974278","0.400820873935544","0.459796658013012"
"Ja","2011","AkademikerIn","5 Einkommensstärkstes Quintil","986","0.460018487700931","0.439493113845915","0.480543861555948"
"Nein","2011","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","101","0.556812379917982","0.486728572425871","0.626896187410094"
"Nein","2011","(noch) kein Abschluss","2","55","0.547484883073808","0.453174650847247","0.64179511530037"
"Nein","2011","(noch) kein Abschluss","3","30","0.575167411835516","0.459368329320473","0.690966494350558"
"Nein","2011","(noch) kein Abschluss","4","34","0.41296158741948","0.314469676679769","0.51145349815919"
"Nein","2011","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","22","","",""
"Nein","2011","Hauptschule","1 Einkommensschwächstes Quintil","1033","0.724528219267823","0.701904792131617","0.747151646404029"
