year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,No migration background,Urban regions,,,,,,,,,,,,
1985,No migration background,Rural regions,,,,,,,,,,,,
1985,Direct migration background,Urban regions,,,,,,,,,,,,
1985,Direct migration background,Rural regions,,,,,,,,,,,,
1985,Indirect migration background,Urban regions,,,,,,,,,,,,
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,,,,,,,,,,,,
1986,No migration background,Rural regions,,,,,,,,,,,,
1986,Direct migration background,Urban regions,,,,,,,,,,,,
1986,Direct migration background,Rural regions,,,,,,,,,,,,
1986,Indirect migration background,Urban regions,,,,,,,,,,,,
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,,,,,,,,,,,,
1987,No migration background,Rural regions,,,,,,,,,,,,
1987,Direct migration background,Urban regions,,,,,,,,,,,,
1987,Direct migration background,Rural regions,,,,,,,,,,,,
1987,Indirect migration background,Urban regions,,,,,,,,,,,,
1987,Indirect migration background,Rural regions,,,,,,,,,,,,
1988,No migration background,Urban regions,,,,,,,,,,,,
1988,No migration background,Rural regions,,,,,,,,,,,,
1988,Direct migration background,Urban regions,,,,,,,,,,,,
1988,Direct migration background,Rural regions,,,,,,,,,,,,
1988,Indirect migration background,Urban regions,,,,,,,,,,,,
1988,Indirect migration background,Rural regions,,,,,,,,,,,,
1989,No migration background,Urban regions,,,,,,,,,,,,
1989,No migration background,Rural regions,,,,,,,,,,,,
1989,Direct migration background,Urban regions,,,,,,,,,,,,
1989,Direct migration background,Rural regions,,,,,,,,,,,,
1989,Indirect migration background,Urban regions,,,,,,,,,,,,
1989,Indirect migration background,Rural regions,,,,,,,,,,,,
1990,No migration background,Urban regions,,,,,,,,,,,,
1990,No migration background,Rural regions,,,,,,,,,,,,
1990,Direct migration background,Urban regions,,,,,,,,,,,,
1990,Direct migration background,Rural regions,,,,,,,,,,,,
1990,Indirect migration background,Urban regions,,,,,,,,,,,,
1990,Indirect migration background,Rural regions,,,,,,,,,,,,
1991,No migration background,Urban regions,,,,,,,,,,,,
1991,No migration background,Rural regions,,,,,,,,,,,,
1991,Direct migration background,Urban regions,,,,,,,,,,,,
1991,Direct migration background,Rural regions,,,,,,,,,,,,
1991,Indirect migration background,Urban regions,,,,,,,,,,,,
1991,Indirect migration background,Rural regions,,,,,,,,,,,,
1992,No migration background,Urban regions,,,,,,,,,,,,
1992,No migration background,Rural regions,,,,,,,,,,,,
1992,Direct migration background,Urban regions,,,,,,,,,,,,
1992,Direct migration background,Rural regions,,,,,,,,,,,,
1992,Indirect migration background,Urban regions,,,,,,,,,,,,
1992,Indirect migration background,Rural regions,,,,,,,,,,,,
1993,No migration background,Urban regions,,,,,,,,,,,,
1993,No migration background,Rural regions,,,,,,,,,,,,
1993,Direct migration background,Urban regions,,,,,,,,,,,,
1993,Direct migration background,Rural regions,,,,,,,,,,,,
1993,Indirect migration background,Urban regions,,,,,,,,,,,,
1993,Indirect migration background,Rural regions,,,,,,,,,,,,
1994,No migration background,Urban regions,,,,,,,,,,,,
1994,No migration background,Rural regions,,,,,,,,,,,,
1994,Direct migration background,Urban regions,,,,,,,,,,,,
1994,Direct migration background,Rural regions,,,,,,,,,,,,
1994,Indirect migration background,Urban regions,,,,,,,,,,,,
1994,Indirect migration background,Rural regions,,,,,,,,,,,,
1995,No migration background,Urban regions,,,,,,,,,,,,
1995,No migration background,Rural regions,,,,,,,,,,,,
1995,Direct migration background,Urban regions,,,,,,,,,,,,
1995,Direct migration background,Rural regions,,,,,,,,,,,,
1995,Indirect migration background,Urban regions,,,,,,,,,,,,
1995,Indirect migration background,Rural regions,,,,,,,,,,,,
1996,No migration background,Urban regions,,,,,,,,,,,,
1996,No migration background,Rural regions,,,,,,,,,,,,
1996,Direct migration background,Urban regions,,,,,,,,,,,,
1996,Direct migration background,Rural regions,,,,,,,,,,,,
1996,Indirect migration background,Urban regions,,,,,,,,,,,,
1996,Indirect migration background,Rural regions,,,,,,,,,,,,
1997,No migration background,Urban regions,,,,,,,,,,,,
1997,No migration background,Rural regions,,,,,,,,,,,,
1997,Direct migration background,Urban regions,,,,,,,,,,,,
1997,Direct migration background,Rural regions,,,,,,,,,,,,
1997,Indirect migration background,Urban regions,,,,,,,,,,,,
1997,Indirect migration background,Rural regions,,,,,,,,,,,,
1998,No migration background,Urban regions,,,,,,,,,,,,
1998,No migration background,Rural regions,,,,,,,,,,,,
1998,Direct migration background,Urban regions,,,,,,,,,,,,
1998,Direct migration background,Rural regions,,,,,,,,,,,,
1998,Indirect migration background,Urban regions,,,,,,,,,,,,
1998,Indirect migration background,Rural regions,,,,,,,,,,,,
1999,No migration background,Urban regions,,,,,,,,,,,,
1999,No migration background,Rural regions,,,,,,,,,,,,
1999,Direct migration background,Urban regions,,,,,,,,,,,,
1999,Direct migration background,Rural regions,,,,,,,,,,,,
1999,Indirect migration background,Urban regions,,,,,,,,,,,,
1999,Indirect migration background,Rural regions,,,,,,,,,,,,
2000,No migration background,Urban regions,,,,,,,,,,,,
2000,No migration background,Rural regions,,,,,,,,,,,,
2000,Direct migration background,Urban regions,,,,,,,,,,,,
2000,Direct migration background,Rural regions,,,,,,,,,,,,
2000,Indirect migration background,Urban regions,,,,,,,,,,,,
2000,Indirect migration background,Rural regions,,,,,,,,,,,,
2001,No migration background,Urban regions,,,,,,,,,,,,
2001,No migration background,Rural regions,,,,,,,,,,,,
2001,Direct migration background,Urban regions,,,,,,,,,,,,
2001,Direct migration background,Rural regions,,,,,,,,,,,,
2001,Indirect migration background,Urban regions,,,,,,,,,,,,
2001,Indirect migration background,Rural regions,,,,,,,,,,,,
2002,No migration background,Urban regions,12210,25.35599,25.27968,25.43229,22.43230,24.81633,27.72555,14.49243,35.66542,24.816326,24.74729,24.91349
2002,No migration background,Rural regions,7066,25.62917,25.52901,25.72933,22.64219,25.24934,28.06642,14.50585,36.20277,25.249338,25.07593,25.38147
2002,Direct migration background,Urban regions,2304,25.74845,25.57275,25.92416,22.84194,25.29938,28.34388,15.432098,36.59679,25.299376,25.09892,25.55933
2002,Direct migration background,Rural regions,477,26.03426,25.63689,26.43164,23.12091,25.71166,28.40550,15.19401,36.33240,25.711662,25.39062,26.12369
2002,Indirect migration background,Urban regions,667,23.54629,23.22753,23.86504,20.69910,23.14728,25.71166,13.18025,33.23051,23.147255,22.59646,23.45290
2002,Indirect migration background,Rural regions,97,23.33113,22.70192,23.96034,21.25850,23.22363,25.09939,17.959183,30.86072,23.038752,22.46003,24.22145
2003,No migration background,Urban regions,,,,,,,,,,,,
2003,No migration background,Rural regions,,,,,,,,,,,,
2003,Direct migration background,Urban regions,,,,,,,,,,,,
2003,Direct migration background,Rural regions,,,,,,,,,,,,
2003,Indirect migration background,Urban regions,,,,,,,,,,,,
2003,Indirect migration background,Rural regions,,,,,,,,,,,,
2004,No migration background,Urban regions,11474,25.49596,25.41462,25.57729,22.46003,24.96495,27.77778,14.48342,35.75440,24.964947,24.83565,25.05990
2004,No migration background,Rural regions,6608,25.89258,25.78386,26.00130,22.85472,25.39062,28.40816,14.52457,36.73832,25.390625,25.25952,25.60554
2004,Direct migration background,Urban regions,2072,25.94305,25.75652,26.12959,22.98190,25.60554,28.40888,14.84144,36.54934,25.605536,25.30693,25.91068
2004,Direct migration background,Rural regions,436,26.28173,25.84573,26.71773,22.81146,25.95174,28.88418,16.706205,37.99327,25.951557,25.42002,26.71235
2004,Indirect migration background,Urban regions,668,23.85089,23.54643,24.15535,21.00767,23.45714,26.11328,13.34924,33.77171,23.45679,22.72440,23.82834
2004,Indirect migration background,Rural regions,113,24.31963,23.73217,24.90708,22.03864,24.02743,26.02079,17.043303,31.99400,23.991213,22.94812,25.15008
2005,No migration background,Urban regions,,,,,,,,,,,,
2005,No migration background,Rural regions,,,,,,,,,,,,
2005,Direct migration background,Urban regions,,,,,,,,,,,,
2005,Direct migration background,Rural regions,,,,,,,,,,,,
2005,Indirect migration background,Urban regions,,,,,,,,,,,,
2005,Indirect migration background,Rural regions,,,,,,,,,,,,
2006,No migration background,Urban regions,11860,25.63926,25.55679,25.72173,22.49135,24.97929,28.04038,14.16781,36.36392,24.977043,24.85837,25.10243
2006,No migration background,Rural regions,6965,26.13366,26.02533,26.24200,23.03004,25.61728,28.68514,14.54739,37.16779,25.617285,25.46939,25.71166
2006,Direct migration background,Urban regions,1946,26.16932,25.96884,26.36979,22.85714,25.71166,28.90600,14.5281105,37.97928,25.711662,25.46925,25.95156
2006,Direct migration background,Rural regions,427,26.47947,26.03524,26.92369,23.19110,26.11911,29.05475,15.389351,37.85024,26.12245,25.38858,26.70528
2006,Indirect migration background,Urban regions,717,24.21778,23.92089,24.51468,21.35537,23.69292,26.54321,13.57361,34.32497,23.671253,23.12397,24.33748
2006,Indirect migration background,Rural regions,128,24.78478,24.01783,25.55172,21.74987,24.60245,27.17025,17.087444,35.30083,24.508945,23.03875,25.46401
2007,No migration background,Urban regions,,,,,,,,,,,,
2007,No migration background,Rural regions,,,,,,,,,,,,
2007,Direct migration background,Urban regions,,,,,,,,,,,,
2007,Direct migration background,Rural regions,,,,,,,,,,,,
2007,Indirect migration background,Urban regions,,,,,,,,,,,,
2007,Indirect migration background,Rural regions,,,,,,,,,,,,
2008,No migration background,Urban regions,10479,25.81693,25.72669,25.90718,22.59814,25.10272,28.34467,14.356606,36.96447,25.102392,24.96417,25.24959
2008,No migration background,Rural regions,6162,26.29319,26.17858,26.40780,23.14050,25.71166,29.00060,14.527376,37.79074,25.711662,25.55826,25.88057
2008,Direct migration background,Urban regions,1550,26.38752,26.15191,26.62313,23.37845,25.92593,28.75932,15.30714,36.83062,25.925926,25.65437,26.17248
2008,Direct migration background,Rural regions,347,26.60778,26.10638,27.10918,23.73866,25.85466,29.41176,15.22901,37.92142,25.85464,25.38965,26.52963
2008,Indirect migration background,Urban regions,693,24.53431,24.20947,24.85915,21.70792,24.22129,26.81364,14.04935,34.47221,24.221453,23.73866,24.80300
2008,Indirect migration background,Rural regions,123,24.37825,23.62428,25.13222,21.48314,23.83152,26.59006,18.115412,34.25044,23.781214,22.59814,25.35926
2009,No migration background,Urban regions,,,,,,,,,,,,
2009,No migration background,Rural regions,,,,,,,,,,,,
2009,Direct migration background,Urban regions,,,,,,,,,,,,
2009,Direct migration background,Rural regions,,,,,,,,,,,,
2009,Indirect migration background,Urban regions,,,,,,,,,,,,
2009,Indirect migration background,Rural regions,,,,,,,,,,,,
2010,No migration background,Urban regions,9246,26.03588,25.93320,26.13856,22.71584,25.24934,28.39506,14.420766,36.91389,25.249338,25.12783,25.39070
2010,No migration background,Rural regions,5381,26.52842,26.40437,26.65247,23.37680,25.90946,29.10546,14.78381,37.69845,25.909456,25.71166,26.06168
2010,Direct migration background,Urban regions,1187,26.41051,26.14566,26.67537,23.46842,25.95156,28.68514,15.64332,36.51024,25.951557,25.60554,26.34697
2010,Direct migration background,Rural regions,282,26.61251,26.03755,27.18747,23.56663,26.23457,29.12267,15.23257,37.45673,26.234568,25.50890,27.34375
2010,Indirect migration background,Urban regions,608,24.73958,24.35779,25.12137,21.21311,24.16716,27.43122,13.03084,36.75837,24.167162,23.43715,25.20920
2010,Indirect migration background,Rural regions,117,25.34971,24.42296,26.27646,21.77557,24.43743,27.37945,16.97531,35.78527,24.441803,22.86253,26.23614
2011,No migration background,Urban regions,,,,,,,,,,,,
2011,No migration background,Rural regions,,,,,,,,,,,,
2011,Direct migration background,Urban regions,,,,,,,,,,,,
2011,Direct migration background,Rural regions,,,,,,,,,,,,
2011,Indirect migration background,Urban regions,,,,,,,,,,,,
2011,Indirect migration background,Rural regions,,,,,,,,,,,,
2012,No migration background,Urban regions,11055,26.01316,25.92179,26.10454,22.67995,25.30864,28.40534,14.09187,36.99342,25.308641,25.18078,25.39343
