year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,n
1984,,,,,,,,,
1985,,,,,,,,,
1986,,,,,,,,,
1987,,,,,,,,,
1988,,,,,,,,,
1989,,,,,,,,,
1990,,,,,,,,,
1991,,,,,,,,,
1992,,,,,,,,,
1993,,,,,,,,,
1994,,,,,,,,,
1995,,,,,,,,,
1996,,,,,,,,,
1997,,,,,,,,,
1998,,,,,,,,,
1999,2.15186,2.09454,2.20918,0.00000,1.00000,4.00000,0.00000,10.00000,7994.00000
2000,,,,,,,,,
2001,1.82665,1.78170,1.87161,0.00000,1.00000,3.00000,0.00000,7.50000,12380.00000
2002,,,,,,,,,
2003,2.22325,2.17665,2.26985,0.00000,1.00000,4.00000,0.00000,10.00000,12452.00000
2004,,,,,,,,,
2005,2.37290,2.32374,2.42207,0.00000,2.00000,5.00000,0.00000,10.00000,11435.00000
2006,,,,,,,,,
2007,2.15124,2.10383,2.19865,0.00000,1.00000,4.00000,0.00000,10.00000,11498.00000
2008,,,,,,,,,
2009,2.48426,2.43322,2.53530,0.00000,2.00000,5.00000,0.00000,10.00000,10149.00000
2010,,,,,,,,,
2011,,,,,,,,,
2012,,,,,,,,,
2013,1.78168,1.73414,1.82921,0.00000,1.00000,3.00000,0.00000,7.50000,10617.00000
2014,,,,,,,,,
2015,2.00129,1.96158,2.04100,0.00000,1.00000,3.00000,0.00000,7.50000,16240.00000
2016,,,,,,,,,
2017,,,,,,,,,
2018,1.29689,1.26263,1.33115,0.00000,0.00000,2.00000,0.00000,5.00000,16062.00000
2019,,,,,,,,,
2020,,,,,,,,,
2021,1.36311,1.32042,1.40579,0.00000,0.00000,2.00000,0.00000,5.00000,11932.00000
2022,,,,,,,,,
