year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,No migration background,Urban regions,,,,,,,,,,,,
1985,No migration background,Rural regions,,,,,,,,,,,,
1985,Direct migration background,Urban regions,,,,,,,,,,,,
1985,Direct migration background,Rural regions,,,,,,,,,,,,
1985,Indirect migration background,Urban regions,,,,,,,,,,,,
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,,,,,,,,,,,,
1986,No migration background,Rural regions,,,,,,,,,,,,
1986,Direct migration background,Urban regions,,,,,,,,,,,,
1986,Direct migration background,Rural regions,,,,,,,,,,,,
1986,Indirect migration background,Urban regions,,,,,,,,,,,,
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,,,,,,,,,,,,
1987,No migration background,Rural regions,,,,,,,,,,,,
1987,Direct migration background,Urban regions,,,,,,,,,,,,
1987,Direct migration background,Rural regions,,,,,,,,,,,,
1987,Indirect migration background,Urban regions,,,,,,,,,,,,
1987,Indirect migration background,Rural regions,,,,,,,,,,,,
1988,No migration background,Urban regions,,,,,,,,,,,,
1988,No migration background,Rural regions,,,,,,,,,,,,
1988,Direct migration background,Urban regions,,,,,,,,,,,,
1988,Direct migration background,Rural regions,,,,,,,,,,,,
1988,Indirect migration background,Urban regions,,,,,,,,,,,,
1988,Indirect migration background,Rural regions,,,,,,,,,,,,
1989,No migration background,Urban regions,,,,,,,,,,,,
1989,No migration background,Rural regions,,,,,,,,,,,,
1989,Direct migration background,Urban regions,,,,,,,,,,,,
1989,Direct migration background,Rural regions,,,,,,,,,,,,
1989,Indirect migration background,Urban regions,,,,,,,,,,,,
1989,Indirect migration background,Rural regions,,,,,,,,,,,,
1990,No migration background,Urban regions,,,,,,,,,,,,
1990,No migration background,Rural regions,,,,,,,,,,,,
1990,Direct migration background,Urban regions,,,,,,,,,,,,
1990,Direct migration background,Rural regions,,,,,,,,,,,,
1990,Indirect migration background,Urban regions,,,,,,,,,,,,
1990,Indirect migration background,Rural regions,,,,,,,,,,,,
1991,No migration background,Urban regions,,,,,,,,,,,,
1991,No migration background,Rural regions,,,,,,,,,,,,
1991,Direct migration background,Urban regions,,,,,,,,,,,,
1991,Direct migration background,Rural regions,,,,,,,,,,,,
1991,Indirect migration background,Urban regions,,,,,,,,,,,,
1991,Indirect migration background,Rural regions,,,,,,,,,,,,
1992,No migration background,Urban regions,,,,,,,,,,,,
1992,No migration background,Rural regions,,,,,,,,,,,,
1992,Direct migration background,Urban regions,,,,,,,,,,,,
1992,Direct migration background,Rural regions,,,,,,,,,,,,
1992,Indirect migration background,Urban regions,,,,,,,,,,,,
1992,Indirect migration background,Rural regions,,,,,,,,,,,,
1993,No migration background,Urban regions,,,,,,,,,,,,
1993,No migration background,Rural regions,,,,,,,,,,,,
1993,Direct migration background,Urban regions,,,,,,,,,,,,
1993,Direct migration background,Rural regions,,,,,,,,,,,,
1993,Indirect migration background,Urban regions,,,,,,,,,,,,
1993,Indirect migration background,Rural regions,,,,,,,,,,,,
1994,No migration background,Urban regions,,,,,,,,,,,,
1994,No migration background,Rural regions,,,,,,,,,,,,
1994,Direct migration background,Urban regions,,,,,,,,,,,,
1994,Direct migration background,Rural regions,,,,,,,,,,,,
1994,Indirect migration background,Urban regions,,,,,,,,,,,,
1994,Indirect migration background,Rural regions,,,,,,,,,,,,
1995,No migration background,Urban regions,,,,,,,,,,,,
1995,No migration background,Rural regions,,,,,,,,,,,,
1995,Direct migration background,Urban regions,,,,,,,,,,,,
1995,Direct migration background,Rural regions,,,,,,,,,,,,
1995,Indirect migration background,Urban regions,,,,,,,,,,,,
1995,Indirect migration background,Rural regions,,,,,,,,,,,,
1996,No migration background,Urban regions,,,,,,,,,,,,
1996,No migration background,Rural regions,,,,,,,,,,,,
1996,Direct migration background,Urban regions,,,,,,,,,,,,
1996,Direct migration background,Rural regions,,,,,,,,,,,,
1996,Indirect migration background,Urban regions,,,,,,,,,,,,
1996,Indirect migration background,Rural regions,,,,,,,,,,,,
1997,No migration background,Urban regions,,,,,,,,,,,,
1997,No migration background,Rural regions,,,,,,,,,,,,
1997,Direct migration background,Urban regions,,,,,,,,,,,,
1997,Direct migration background,Rural regions,,,,,,,,,,,,
1997,Indirect migration background,Urban regions,,,,,,,,,,,,
1997,Indirect migration background,Rural regions,,,,,,,,,,,,
1998,No migration background,Urban regions,,,,,,,,,,,,
1998,No migration background,Rural regions,,,,,,,,,,,,
1998,Direct migration background,Urban regions,,,,,,,,,,,,
1998,Direct migration background,Rural regions,,,,,,,,,,,,
1998,Indirect migration background,Urban regions,,,,,,,,,,,,
1998,Indirect migration background,Rural regions,,,,,,,,,,,,
1999,No migration background,Urban regions,3889,1.994539030953716,1.9555749847560342,2.0335030771513978,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1999,No migration background,Rural regions,2563,2.473464172260863,2.4221785047045565,2.524749839817169,0.0,2.0,5.0,0.0,10.0,2.0,2.0,2.0
1999,Direct migration background,Urban regions,989,1.9617342278510788,1.8891475037020626,2.034320952000095,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1999,Direct migration background,Rural regions,185,2.6680165892388876,2.4692787039118045,2.8667544745659708,0.0,2.0,5.0,0.0,10.0,2.0,2.0,3.0
1999,Indirect migration background,Urban regions,318,2.5466564153101277,2.3980311867762687,2.6952816438439866,0.0,2.0,5.0,0.0,10.0,2.0,2.0,3.0
1999,Indirect migration background,Rural regions,50,1.934931878815898,1.6064380367330346,2.2634257208987614,0.0,2.0,2.0,0.0,5.0,2.0,2.0,4.0
2000,No migration background,Urban regions,,,,,,,,,,,,
2000,No migration background,Rural regions,,,,,,,,,,,,
2000,Direct migration background,Urban regions,,,,,,,,,,,,
2000,Direct migration background,Rural regions,,,,,,,,,,,,
2000,Indirect migration background,Urban regions,,,,,,,,,,,,
2000,Indirect migration background,Rural regions,,,,,,,,,,,,
2001,No migration background,Urban regions,6443,1.6585272518791636,1.6294909814070333,1.687563522351294,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
2001,No migration background,Rural regions,3904,2.146837255655297,2.105031799781693,2.188642711528901,0.0,1.0,4.0,0.0,10.0,1.0,1.0,1.0
2001,Direct migration background,Urban regions,1321,1.7969766398973441,1.7340874576074787,1.8598658221872095,0.0,1.0,3.0,0.0,7.5,1.0,1.0,2.0
2001,Direct migration background,Rural regions,264,1.8856499579809491,1.7431091196755566,2.0281907962863417,0.0,1.0,3.0,0.0,7.5,1.0,1.0,2.0
2001,Indirect migration background,Urban regions,392,2.008872788497062,1.8781258849646716,2.1396196920294526,0.0,1.0,3.0,0.0,7.5,1.0,1.0,2.0
2001,Indirect migration background,Rural regions,56,1.8917697729704592,1.626545529195103,2.1569940167458155,0.0,1.8957586236479682,3.0,0.0,7.5,2.0,2.0,4.0
2002,No migration background,Urban regions,,,,,,,,,,,,
2002,No migration background,Rural regions,,,,,,,,,,,,
2002,Direct migration background,Urban regions,,,,,,,,,,,,
2002,Direct migration background,Rural regions,,,,,,,,,,,,
2002,Indirect migration background,Urban regions,,,,,,,,,,,,
2002,Indirect migration background,Rural regions,,,,,,,,,,,,
2003,No migration background,Urban regions,6825,2.0642189970208547,2.034743168144953,2.0936948258967565,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2003,No migration background,Rural regions,3813,2.4034841233895707,2.3614767610280163,2.445491485751125,0.0,2.0,5.0,0.0,10.0,2.0,2.0,3.0
2003,Direct migration background,Urban regions,1138,2.486555024085631,2.4074297572076646,2.565680290963597,0.0,2.0,5.0,0.0,10.0,2.0,2.0,3.0
2003,Direct migration background,Rural regions,217,2.3937377344745703,2.214844324612615,2.5726311443365257,0.0,1.0,4.0,0.0,10.0,1.0,0.0,1.0
2003,Indirect migration background,Urban regions,401,2.4672243030645906,2.3372596506250485,2.5971889555041328,0.0,2.0,5.0,0.0,10.0,2.0,2.0,3.0
2003,Indirect migration background,Rural regions,58,1.9825572890893184,1.7071016159325572,2.2580129622460796,0.0,1.0,3.51083853013268,0.0,8.7770963253317,1.0,-1.0,2.0
2004,No migration background,Urban regions,,,,,,,,,,,,
2004,No migration background,Rural regions,,,,,,,,,,,,
2004,Direct migration background,Urban regions,,,,,,,,,,,,
2004,Direct migration background,Rural regions,,,,,,,,,,,,
2004,Indirect migration background,Urban regions,,,,,,,,,,,,
2004,Indirect migration background,Rural regions,,,,,,,,,,,,
2005,No migration background,Urban regions,6285,2.219266630255171,2.1880399533058026,2.250493307204539,0.0,1.0,4.0,0.0,10.0,1.0,1.0,1.0
2005,No migration background,Rural regions,3500,2.585018934703734,2.539710029799467,2.6303278396080008,0.0,2.0,5.0,0.0,10.0,2.0,2.0,2.0
2005,Direct migration background,Urban regions,1009,2.5095249801443162,2.43035740846129,2.5886925518273425,0.0,2.0,5.0,0.0,10.0,2.0,2.0,3.0
2005,Direct migration background,Rural regions,182,3.0137442983567158,2.802920053015656,3.2245685436977753,0.0,2.544325572752129,5.0,0.0,10.0,2.0,1.0,3.0
2005,Indirect migration background,Urban regions,399,2.2356449802049494,2.1189810225686934,2.3523089378412054,0.0,1.0,4.0,0.0,10.0,1.0,0.0,1.0
2005,Indirect migration background,Rural regions,60,2.9934667978647336,2.6860673703794955,3.3008662253499716,0.0,2.771494871223095,5.0,0.0,10.0,3.0,1.0,5.0
2006,No migration background,Urban regions,,,,,,,,,,,,
2006,No migration background,Rural regions,,,,,,,,,,,,
2006,Direct migration background,Urban regions,,,,,,,,,,,,
2006,Direct migration background,Rural regions,,,,,,,,,,,,
2006,Indirect migration background,Urban regions,,,,,,,,,,,,
2006,Indirect migration background,Rural regions,,,,,,,,,,,,
2007,No migration background,Urban regions,6277,2.0414783611671936,2.0110232491063913,2.071933473227996,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2007,No migration background,Rural regions,3645,2.2983886216518328,2.2564197014121166,2.340357541891549,0.0,1.0,4.0,0.0,10.0,1.0,0.0,1.0
2007,Direct migration background,Urban regions,884,2.1727654642008796,2.0915697814341834,2.2539611469675758,0.0,1.0,4.0,0.0,10.0,1.0,0.0,1.0
2007,Direct migration background,Rural regions,193,2.455099452515125,2.2684628113749707,2.6417360936552794,0.0,1.0,5.0,0.0,10.0,1.0,0.0,1.0
2007,Indirect migration background,Urban regions,424,2.21386321926891,2.0888851681958758,2.3388412703419443,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
2007,Indirect migration background,Rural regions,75,2.8208310031261283,2.534605204622093,3.1070568016301636,1.0,2.0,4.523544163885968,0.0,9.80886040971492,2.0,0.0,3.0
2008,No migration background,Urban regions,,,,,,,,,,,,
2008,No migration background,Rural regions,,,,,,,,,,,,
2008,Direct migration background,Urban regions,,,,,,,,,,,,
2008,Direct migration background,Rural regions,,,,,,,,,,,,
2008,Indirect migration background,Urban regions,,,,,,,,,,,,
2008,Indirect migration background,Rural regions,,,,,,,,,,,,
2009,No migration background,Urban regions,5536,2.3882154989950597,2.355017091722075,2.4214139062680444,0.0,2.0,4.0,0.0,10.0,2.0,2.0,2.0
2009,No migration background,Rural regions,3286,2.5160813062068597,2.472492154940892,2.5596704574728273,0.0,2.0,5.0,0.0,10.0,2.0,2.0,2.0
2009,Direct migration background,Urban regions,724,2.71853322487088,2.6268651394599702,2.8102013102817898,0.0,2.0,5.0,0.0,10.0,2.0,1.0,2.0
2009,Direct migration background,Rural regions,151,3.1123687037738685,2.8917414592688346,3.3329959482789024,0.0,2.4089610442365044,5.0,0.0,10.0,2.0,0.0,2.0
2009,Indirect migration background,Urban regions,380,2.560727314616617,2.4322509709962636,2.6892036582369707,0.0,2.0,4.0,0.0,10.0,2.0,1.0,3.0
2009,Indirect migration background,Rural regions,72,2.7319491620284326,2.4078304880730723,3.056067835983793,0.0,2.0,4.0,0.0,10.0,2.0,1.0,4.0
2010,No migration background,Urban regions,,,,,,,,,,,,
