year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,,,,,,,,,,,,
1984,Primary Level,,,,,,,,,,,,
1984,Lower Secondary Level,,,,,,,,,,,,
1984,Upper Secondary Level,,,,,,,,,,,,
1984,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,Pre-primary Level,,,,,,,,,,,,
1985,Primary Level,,,,,,,,,,,,
1985,Lower Secondary Level,,,,,,,,,,,,
1985,Upper Secondary Level,,,,,,,,,,,,
1985,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1985,First Stage of Tertiary Education,,,,,,,,,,,,
1985,Second Stage of Tertiary Education,,,,,,,,,,,,
1986,Pre-primary Level,,,,,,,,,,,,
1986,Primary Level,,,,,,,,,,,,
1986,Lower Secondary Level,,,,,,,,,,,,
1986,Upper Secondary Level,,,,,,,,,,,,
1986,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1986,First Stage of Tertiary Education,,,,,,,,,,,,
1986,Second Stage of Tertiary Education,,,,,,,,,,,,
1987,Pre-primary Level,,,,,,,,,,,,
1987,Primary Level,,,,,,,,,,,,
1987,Lower Secondary Level,,,,,,,,,,,,
1987,Upper Secondary Level,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1987,First Stage of Tertiary Education,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,,,,,,,,,,,,
1988,Pre-primary Level,,,,,,,,,,,,
1988,Primary Level,,,,,,,,,,,,
1988,Lower Secondary Level,,,,,,,,,,,,
1988,Upper Secondary Level,,,,,,,,,,,,
1988,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1988,First Stage of Tertiary Education,,,,,,,,,,,,
1988,Second Stage of Tertiary Education,,,,,,,,,,,,
1989,Pre-primary Level,,,,,,,,,,,,
1989,Primary Level,,,,,,,,,,,,
1989,Lower Secondary Level,,,,,,,,,,,,
1989,Upper Secondary Level,,,,,,,,,,,,
1989,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1989,First Stage of Tertiary Education,,,,,,,,,,,,
1989,Second Stage of Tertiary Education,,,,,,,,,,,,
1990,Pre-primary Level,,,,,,,,,,,,
1990,Primary Level,,,,,,,,,,,,
1990,Lower Secondary Level,,,,,,,,,,,,
1990,Upper Secondary Level,,,,,,,,,,,,
1990,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1990,First Stage of Tertiary Education,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,,,,,,,,,,,,
1991,Pre-primary Level,,,,,,,,,,,,
1991,Primary Level,,,,,,,,,,,,
1991,Lower Secondary Level,,,,,,,,,,,,
1991,Upper Secondary Level,,,,,,,,,,,,
1991,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1991,First Stage of Tertiary Education,,,,,,,,,,,,
1991,Second Stage of Tertiary Education,,,,,,,,,,,,
1992,Pre-primary Level,,,,,,,,,,,,
1992,Primary Level,,,,,,,,,,,,
1992,Lower Secondary Level,,,,,,,,,,,,
1992,Upper Secondary Level,,,,,,,,,,,,
1992,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1992,First Stage of Tertiary Education,,,,,,,,,,,,
1992,Second Stage of Tertiary Education,,,,,,,,,,,,
1993,Pre-primary Level,,,,,,,,,,,,
1993,Primary Level,,,,,,,,,,,,
1993,Lower Secondary Level,,,,,,,,,,,,
1993,Upper Secondary Level,,,,,,,,,,,,
1993,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1993,First Stage of Tertiary Education,,,,,,,,,,,,
1993,Second Stage of Tertiary Education,,,,,,,,,,,,
1994,Pre-primary Level,,,,,,,,,,,,
1994,Primary Level,,,,,,,,,,,,
1994,Lower Secondary Level,,,,,,,,,,,,
1994,Upper Secondary Level,,,,,,,,,,,,
1994,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1994,First Stage of Tertiary Education,,,,,,,,,,,,
1994,Second Stage of Tertiary Education,,,,,,,,,,,,
1995,Pre-primary Level,,,,,,,,,,,,
1995,Primary Level,,,,,,,,,,,,
1995,Lower Secondary Level,,,,,,,,,,,,
1995,Upper Secondary Level,,,,,,,,,,,,
1995,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1995,First Stage of Tertiary Education,,,,,,,,,,,,
1995,Second Stage of Tertiary Education,,,,,,,,,,,,
1996,Pre-primary Level,,,,,,,,,,,,
1996,Primary Level,,,,,,,,,,,,
1996,Lower Secondary Level,,,,,,,,,,,,
1996,Upper Secondary Level,,,,,,,,,,,,
1996,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1996,First Stage of Tertiary Education,,,,,,,,,,,,
1996,Second Stage of Tertiary Education,,,,,,,,,,,,
1997,Pre-primary Level,,,,,,,,,,,,
1997,Primary Level,,,,,,,,,,,,
1997,Lower Secondary Level,,,,,,,,,,,,
1997,Upper Secondary Level,,,,,,,,,,,,
1997,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1997,First Stage of Tertiary Education,,,,,,,,,,,,
1997,Second Stage of Tertiary Education,,,,,,,,,,,,
1998,Pre-primary Level,,,,,,,,,,,,
1998,Primary Level,,,,,,,,,,,,
1998,Lower Secondary Level,,,,,,,,,,,,
1998,Upper Secondary Level,,,,,,,,,,,,
1998,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1998,First Stage of Tertiary Education,,,,,,,,,,,,
1998,Second Stage of Tertiary Education,,,,,,,,,,,,
1999,Pre-primary Level,,,,,,,,,,,,
1999,Primary Level,179,2.003444325673357,1.8120349545357795,2.194853696810935,0.0,1.0,3.0,0.0,7.5,1.0,1.0,2.0
1999,Lower Secondary Level,1021,2.2713653818568833,2.189630069927731,2.3531006937860357,0.0,1.0,4.0,0.0,10.0,1.0,0.0,1.0
1999,Upper Secondary Level,4144,2.175417065811711,2.136920396523771,2.213913735099651,0.0,1.0,4.0,0.0,10.0,1.0,1.0,1.0
1999,Post-secondary Non-tertiary Level,358,2.222730553248868,2.0969965020544654,2.3484646044432704,0.0,1.0,4.0,0.0,10.0,1.0,0.0,1.0
1999,First Stage of Tertiary Education,586,2.102495383634889,2.0007351259740065,2.2042556412957715,0.0,1.0,4.0,0.0,10.0,1.0,1.0,1.0
1999,Second Stage of Tertiary Education,1481,2.00123523573975,1.9382018512261119,2.0642686202533875,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2000,Pre-primary Level,,,,,,,,,,,,
2000,Primary Level,,,,,,,,,,,,
2000,Lower Secondary Level,,,,,,,,,,,,
2000,Upper Secondary Level,,,,,,,,,,,,
2000,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2000,First Stage of Tertiary Education,,,,,,,,,,,,
2000,Second Stage of Tertiary Education,,,,,,,,,,,,
2001,Pre-primary Level,46,3.0209702627706854,2.552743683972447,3.4891968415689236,0.0,2.0,5.0,0.0,10.0,2.0,-1.0,4.0
2001,Primary Level,106,2.1767430702795747,1.9181556196709988,2.435330520888151,0.0,1.0,4.0,0.0,10.0,1.0,0.0,2.0
2001,Lower Secondary Level,1197,2.055868698847985,1.9797135021240078,2.132023895571962,0.0,1.0,4.0,0.0,10.0,1.0,1.0,2.0
2001,Upper Secondary Level,6554,1.791603659214568,1.7621763560427415,1.8210309623863947,0.0,0.0,3.0,0.0,7.5,0.0,-1.0,0.0
2001,Post-secondary Non-tertiary Level,694,1.9601513987163022,1.8641859099177345,2.05611688751487,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2001,First Stage of Tertiary Education,1114,1.7891408638081883,1.7190077270212198,1.8592740005951567,0.0,0.28866781961015886,3.0,0.0,7.5,0.0,-1.0,0.0
2001,Second Stage of Tertiary Education,2547,1.750690241437923,1.7035524773776887,1.7978280054981575,0.0,1.0,3.0,0.0,7.5,1.0,1.0,2.0
2002,Pre-primary Level,,,,,,,,,,,,
2002,Primary Level,,,,,,,,,,,,
2002,Lower Secondary Level,,,,,,,,,,,,
2002,Upper Secondary Level,,,,,,,,,,,,
2002,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2002,First Stage of Tertiary Education,,,,,,,,,,,,
2002,Second Stage of Tertiary Education,,,,,,,,,,,,
2003,Pre-primary Level,38,2.5318042537762193,2.198210076702402,2.8653984308500364,0.27869795754840343,2.0,5.0,0.0,8.0,2.0,0.9749999999999943,3.0
2003,Primary Level,80,2.4536148948312615,2.1026945724619615,2.8045352172005615,0.0,0.29769391340892026,5.0,0.0,10.0,0.0,-2.0,0.0
2003,Lower Secondary Level,1019,2.443662653402061,2.3544060905379074,2.532919216266215,0.0,1.0,5.0,0.0,10.0,1.0,0.0,1.0
2003,Upper Secondary Level,6085,2.2820922529287513,2.2498565773286052,2.3143279285288973,0.0,1.0,5.0,0.0,10.0,1.0,1.0,1.0
2003,Post-secondary Non-tertiary Level,778,2.383568924748852,2.2936489840150767,2.4734888654826275,0.0,2.0,4.0,0.0,10.0,2.0,2.0,3.0
2003,First Stage of Tertiary Education,1110,1.999718661427669,1.9293561587265566,2.0700811641287813,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2003,Second Stage of Tertiary Education,3147,2.0054445609703198,1.9626003889943524,2.048288732946287,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2004,Pre-primary Level,,,,,,,,,,,,
2004,Primary Level,,,,,,,,,,,,
2004,Lower Secondary Level,,,,,,,,,,,,
2004,Upper Secondary Level,,,,,,,,,,,,
2004,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2004,First Stage of Tertiary Education,,,,,,,,,,,,
2004,Second Stage of Tertiary Education,,,,,,,,,,,,
2005,Pre-primary Level,37,2.3384018928442845,1.8951371738970981,2.781666611791471,0.0,1.0,4.0,0.0,10.0,1.0,0.0,1.0249999999999995
2005,Primary Level,71,2.1593901948563645,1.8755816470452102,2.443198742667519,0.0,1.0,4.114561784610241,0.0,10.0,1.0,-1.0,2.0
2005,Lower Secondary Level,875,2.7756363957591312,2.6787221995134503,2.872550592004812,0.0,2.0,5.0,0.0,10.0,2.0,2.0,3.0
2005,Upper Secondary Level,5545,2.414705265938323,2.380627436818331,2.448783095058315,0.0,2.0,5.0,0.0,10.0,2.0,2.0,3.0
2005,Post-secondary Non-tertiary Level,772,2.4246299382618903,2.3423698402610045,2.506890036262776,0.0,2.0,4.0,0.0,10.0,2.0,2.0,3.0
2005,First Stage of Tertiary Education,1016,2.2843804231352465,2.205561465600756,2.363199380669737,0.0,1.0,4.0,0.0,10.0,1.0,0.0,1.0
2005,Second Stage of Tertiary Education,2930,2.0813564406803766,2.0357638794003314,2.126949001960422,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2006,Pre-primary Level,,,,,,,,,,,,
2006,Primary Level,,,,,,,,,,,,
2006,Lower Secondary Level,,,,,,,,,,,,
2006,Upper Secondary Level,,,,,,,,,,,,
2006,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2006,First Stage of Tertiary Education,,,,,,,,,,,,
2006,Second Stage of Tertiary Education,,,,,,,,,,,,
2007,Pre-primary Level,,,,,,,,,,,,
2007,Primary Level,62,2.177328710054587,1.8678571448629584,2.4868002752462153,0.0,1.0,5.0,0.0,10.0,1.0,-1.0,2.0
2007,Lower Secondary Level,782,2.471018858757919,2.368495442900076,2.573542274615762,0.0,1.0,4.0,0.0,10.0,1.0,0.0,1.0
2007,Upper Secondary Level,5631,2.2356504126557164,2.2023614962838876,2.2689393290275452,0.0,1.0,4.0,0.0,10.0,1.0,1.0,1.0
2007,Post-secondary Non-tertiary Level,813,2.16435501507522,2.0881955903584304,2.24051443979201,0.0,2.0,4.0,0.0,10.0,2.0,2.0,3.0
2007,First Stage of Tertiary Education,990,2.0875670502501733,2.0152696120646487,2.159864488435698,0.0,1.0,4.0,0.0,10.0,1.0,0.0,1.0
2007,Second Stage of Tertiary Education,3031,1.7895457163696795,1.7482231895430922,1.8308682431962668,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2008,Pre-primary Level,,,,,,,,,,,,
2008,Primary Level,,,,,,,,,,,,
2008,Lower Secondary Level,,,,,,,,,,,,
2008,Upper Secondary Level,,,,,,,,,,,,
2008,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2008,First Stage of Tertiary Education,,,,,,,,,,,,
2008,Second Stage of Tertiary Education,,,,,,,,,,,,
2009,Pre-primary Level,31,3.8616459736384865,3.199081461143856,4.524210486133117,1.0,2.0,7.606851161684245,0.0,10.0,2.0,-1.0,3.0
2009,Primary Level,53,2.8697128927058806,2.4589487484883974,3.280477036923364,0.0,2.0,5.0,0.0,10.0,2.0,-1.0,4.0
2009,Lower Secondary Level,655,2.8827288639482624,2.773837433493086,2.9916202944034387,0.0,2.0,5.0,0.0,10.0,2.0,2.0,2.0
2009,Upper Secondary Level,4976,2.583005719681024,2.547093364404773,2.6189180749572754,0.0,2.0,5.0,0.0,10.0,2.0,2.0,2.0
2009,Post-secondary Non-tertiary Level,702,2.708747061969549,2.6217400519182665,2.795754072020831,1.0,2.0,5.0,0.0,10.0,2.0,2.0,2.0
2009,First Stage of Tertiary Education,839,2.3034773238857746,2.2219001534463714,2.385054494325178,0.0,2.0,4.0,0.0,10.0,2.0,2.0,3.0
2009,Second Stage of Tertiary Education,2739,2.1012508977975486,2.057259923741895,2.145241871853202,0.0,1.0,3.0,0.0,7.5,1.0,0.0,1.0
2010,Pre-primary Level,,,,,,,,,,,,
2010,Primary Level,,,,,,,,,,,,
2010,Lower Secondary Level,,,,,,,,,,,,
2010,Upper Secondary Level,,,,,,,,,,,,
2010,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2010,First Stage of Tertiary Education,,,,,,,,,,,,
2010,Second Stage of Tertiary Education,,,,,,,,,,,,
2011,Pre-primary Level,,,,,,,,,,,,
2011,Primary Level,,,,,,,,,,,,
2011,Lower Secondary Level,,,,,,,,,,,,
2011,Upper Secondary Level,,,,,,,,,,,,
2011,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2011,First Stage of Tertiary Education,,,,,,,,,,,,
2011,Second Stage of Tertiary Education,,,,,,,,,,,,
2012,Pre-primary Level,,,,,,,,,,,,
2012,Primary Level,,,,,,,,,,,,
2012,Lower Secondary Level,,,,,,,,,,,,
2012,Upper Secondary Level,,,,,,,,,,,,
