year,sampreg,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,male,,,,,,,,,,,,
1984,West,female,,,,,,,,,,,,
1985,West,male,,,,,,,,,,,,
1985,West,female,,,,,,,,,,,,
1986,West,male,,,,,,,,,,,,
1986,West,female,,,,,,,,,,,,
1987,West,male,,,,,,,,,,,,
1987,West,female,,,,,,,,,,,,
1988,West,male,,,,,,,,,,,,
1988,West,female,,,,,,,,,,,,
1989,West,male,,,,,,,,,,,,
1989,West,female,,,,,,,,,,,,
1990,West,male,,,,,,,,,,,,
1990,West,female,,,,,,,,,,,,
1990,East,male,,,,,,,,,,,,
1990,East,female,,,,,,,,,,,,
1991,West,male,,,,,,,,,,,,
1991,West,female,,,,,,,,,,,,
1991,East,male,,,,,,,,,,,,
1991,East,female,,,,,,,,,,,,
1992,West,male,,,,,,,,,,,,
1992,West,female,,,,,,,,,,,,
1992,East,male,,,,,,,,,,,,
1992,East,female,,,,,,,,,,,,
1993,West,male,,,,,,,,,,,,
1993,West,female,,,,,,,,,,,,
1993,East,male,,,,,,,,,,,,
1993,East,female,,,,,,,,,,,,
1994,West,male,,,,,,,,,,,,
1994,West,female,,,,,,,,,,,,
1994,East,male,,,,,,,,,,,,
1994,East,female,,,,,,,,,,,,
1995,West,male,,,,,,,,,,,,
1995,West,female,,,,,,,,,,,,
1995,East,male,,,,,,,,,,,,
1995,East,female,,,,,,,,,,,,
1996,West,male,,,,,,,,,,,,
1996,West,female,,,,,,,,,,,,
1996,East,male,,,,,,,,,,,,
1996,East,female,,,,,,,,,,,,
1997,West,male,,,,,,,,,,,,
1997,West,female,,,,,,,,,,,,
1997,East,male,,,,,,,,,,,,
1997,East,female,,,,,,,,,,,,
1998,West,male,,,,,,,,,,,,
1998,West,female,,,,,,,,,,,,
1998,East,male,,,,,,,,,,,,
1998,East,female,,,,,,,,,,,,
1999,West,male,3318,1.8592368497850353,1.7767576427659422,1.9417160568041285,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1999,West,female,2514,1.965888972915537,1.8649368849421581,2.066841060888916,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
1999,East,male,1156,3.244880338816708,3.0856372415454625,3.404123436087953,1.0,3.0,5.0,0.0,10.0,3.0,3.0,3.0
1999,East,female,1006,3.349612401024641,3.166342884814005,3.5328819172352772,1.0,3.0,5.0,0.0,10.0,3.0,3.0,4.0
2000,West,male,,,,,,,,,,,,
2000,West,female,,,,,,,,,,,,
2000,East,male,,,,,,,,,,,,
2000,East,female,,,,,,,,,,,,
2001,West,male,5251,1.584013855913323,1.5199289805978051,1.6480987312288409,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
2001,West,female,4203,1.5519373418804756,1.4789655799814398,1.6249091037795114,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
2001,East,male,1548,3.038274997991804,2.8914706030553976,3.18507939292821,0.0,2.0,5.0,0.0,10.0,2.0,1.0,2.0
2001,East,female,1378,3.04993375605734,2.896712125512449,3.2031553866022313,0.0,2.0,5.0,0.0,10.0,2.0,1.0,2.0
2002,West,male,,,,,,,,,,,,
2002,West,female,,,,,,,,,,,,
2002,East,male,,,,,,,,,,,,
2002,East,female,,,,,,,,,,,,
2003,West,male,5240,1.9968297328587692,1.928707137652708,2.0649523280648303,0.0,1.0,3.0,0.0,7.5,1.0,1.0,1.0
2003,West,female,4435,2.058568691720646,1.9812366169324749,2.1359007665088168,0.0,1.0,4.0,0.0,10.0,1.0,1.0,1.0
