"pli0091_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Taeglich","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1985","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1985","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1985","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1985","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1985","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1985","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1985","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1985","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1985","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","kein Migrationshintergrund","62","0.26844533632542","0.210282311701475","0.326608360949364"
"Min 1x pro Woche","1985","(noch) kein Abschluss","direkter Migrationshintergrund","26","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","5","0.529265864408544","0.291992811110945","0.766538917706144"
"Min 1x pro Woche","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","Hauptschule","kein Migrationshintergrund","293","","",""
"Min 1x pro Woche","1985","Hauptschule","direkter Migrationshintergrund","138","","",""
"Min 1x pro Woche","1985","Hauptschule","indirekter Migrationshintergrund","16","","",""
"Min 1x pro Woche","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","Realschule","kein Migrationshintergrund","241","","",""
"Min 1x pro Woche","1985","Realschule","direkter Migrationshintergrund","24","","",""
"Min 1x pro Woche","1985","Realschule","indirekter Migrationshintergrund","13","","",""
"Min 1x pro Woche","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","kein Migrationshintergrund","106","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","direkter Migrationshintergrund","28","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","AkademikerIn","kein Migrationshintergrund","59","0.085486335509831","0.063721924837574","0.107250746182088"
"Min 1x pro Woche","1985","AkademikerIn","direkter Migrationshintergrund","8","0.0534280670128382","0.0112101905688916","0.0956459434567848"
"Min 1x pro Woche","1985","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Woche","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","kein Migrationshintergrund","62","0.286224151641346","0.226900247791106","0.345548055491586"
"Min 1x pro Monat","1985","(noch) kein Abschluss","direkter Migrationshintergrund","59","0.0719402652321545","0.0544039215496891","0.08947660891462"
"Min 1x pro Monat","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","Hauptschule","kein Migrationshintergrund","452","0.0885797013894256","0.0805424289040872","0.096616973874764"
"Min 1x pro Monat","1985","Hauptschule","direkter Migrationshintergrund","178","","",""
"Min 1x pro Monat","1985","Hauptschule","indirekter Migrationshintergrund","19","","",""
"Min 1x pro Monat","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","Realschule","kein Migrationshintergrund","311","0.181651062109743","0.162950992164766","0.20035113205472"
"Min 1x pro Monat","1985","Realschule","direkter Migrationshintergrund","29","","",""
"Min 1x pro Monat","1985","Realschule","indirekter Migrationshintergrund","8","0.242509719679893","0.0891396655817253","0.395879773778062"
"Min 1x pro Monat","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","kein Migrationshintergrund","147","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","direkter Migrationshintergrund","42","0.249713775806484","0.193529420155343","0.305898131457625"
"Min 1x pro Monat","1985","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","AkademikerIn","kein Migrationshintergrund","116","","",""
"Min 1x pro Monat","1985","AkademikerIn","direkter Migrationshintergrund","12","","",""
"Min 1x pro Monat","1985","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1985","(noch) kein Abschluss","kein Migrationshintergrund","62","0.26052491854409","0.20291701565239","0.31813282143579"
"Seltener","1985","(noch) kein Abschluss","direkter Migrationshintergrund","139","","",""
"Seltener","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Seltener","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1985","Hauptschule","kein Migrationshintergrund","1568","","",""
"Seltener","1985","Hauptschule","direkter Migrationshintergrund","398","0.270842173179632","0.248285337016245","0.29339900934302"
"Seltener","1985","Hauptschule","indirekter Migrationshintergrund","24","","",""
"Seltener","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1985","Realschule","kein Migrationshintergrund","624","0.360342937445008","0.33705738180186","0.383628493088157"
"Seltener","1985","Realschule","direkter Migrationshintergrund","41","0.343113205319748","0.263029310061019","0.423197100578478"
"Seltener","1985","Realschule","indirekter Migrationshintergrund","6","0.126430721752417","0.00750865494610775","0.245352788558726"
"Seltener","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1985","(Fach-)Abitur","kein Migrationshintergrund","162","","",""
"Seltener","1985","(Fach-)Abitur","direkter Migrationshintergrund","74","0.278507353971846","0.220321829204409","0.336692878739282"
"Seltener","1985","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Seltener","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1985","AkademikerIn","kein Migrationshintergrund","262","","",""
"Seltener","1985","AkademikerIn","direkter Migrationshintergrund","55","0.472325579646653","0.378604216631993","0.566046942661312"
"Seltener","1985","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Seltener","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1985","(noch) kein Abschluss","kein Migrationshintergrund","37","0.184805593489144","0.133862676274176","0.235748510704112"
"Nie","1985","(noch) kein Abschluss","direkter Migrationshintergrund","610","0.721921029930514","0.691512600804037","0.752329459056991"
"Nie","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.247004546322164","0.0419958514589136","0.452013241185415"
"Nie","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1985","Hauptschule","kein Migrationshintergrund","2488","","",""
"Nie","1985","Hauptschule","direkter Migrationshintergrund","777","0.549439452243681","0.524184545445845","0.574694359041517"
"Nie","1985","Hauptschule","indirekter Migrationshintergrund","20","","",""
"Nie","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1985","Realschule","kein Migrationshintergrund","457","0.314585484632863","0.292063794063152","0.337107175202574"
"Nie","1985","Realschule","direkter Migrationshintergrund","41","0.360589350734725","0.279590736724657","0.441587964744792"
"Nie","1985","Realschule","indirekter Migrationshintergrund","3","","",""
"Nie","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1985","(Fach-)Abitur","kein Migrationshintergrund","127","","",""
"Nie","1985","(Fach-)Abitur","direkter Migrationshintergrund","84","0.338277373395543","0.276865105622753","0.399689641168332"
"Nie","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1985","AkademikerIn","kein Migrationshintergrund","197","","",""
"Nie","1985","AkademikerIn","direkter Migrationshintergrund","34","0.372323465587556","0.281570047154933","0.463076884020178"
"Nie","1985","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Nie","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1986","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1986","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1986","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1986","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1986","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1986","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1986","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1986","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1986","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1986","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1986","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1986","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1986","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","kein Migrationshintergrund","59","0.254963708729206","0.196974641636113","0.312952775822299"
"Min 1x pro Woche","1986","(noch) kein Abschluss","direkter Migrationshintergrund","31","0.0508000337301434","0.0353995830072148","0.0662004844530721"
"Min 1x pro Woche","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","4","0.429967092438499","0.212996604241804","0.646937580635195"
"Min 1x pro Woche","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1986","Hauptschule","kein Migrationshintergrund","285","","",""
"Min 1x pro Woche","1986","Hauptschule","direkter Migrationshintergrund","120","","",""
"Min 1x pro Woche","1986","Hauptschule","indirekter Migrationshintergrund","16","","",""
"Min 1x pro Woche","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1986","Realschule","kein Migrationshintergrund","214","","",""
"Min 1x pro Woche","1986","Realschule","direkter Migrationshintergrund","20","","",""
"Min 1x pro Woche","1986","Realschule","indirekter Migrationshintergrund","13","","",""
"Min 1x pro Woche","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","kein Migrationshintergrund","103","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","direkter Migrationshintergrund","19","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","indirekter Migrationshintergrund","4","0.476158306007237","0.149869218323872","0.802447393690603"
"Min 1x pro Woche","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1986","AkademikerIn","kein Migrationshintergrund","50","0.0766568103914233","0.055882110257577","0.0974315105252695"
"Min 1x pro Woche","1986","AkademikerIn","direkter Migrationshintergrund","9","0.0839125950008827","0.0316226427419808","0.136202547259785"
"Min 1x pro Woche","1986","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","kein Migrationshintergrund","62","0.270449583141959","0.211349371345491","0.329549794938426"
"Min 1x pro Monat","1986","(noch) kein Abschluss","direkter Migrationshintergrund","59","0.083601055982337","0.0641890352853145","0.103013076679359"
"Min 1x pro Monat","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.210447589565788","0.0318006613858348","0.389094517745741"
"Min 1x pro Monat","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1986","Hauptschule","kein Migrationshintergrund","433","0.091085884061769","0.0826575545387111","0.099514213584827"
"Min 1x pro Monat","1986","Hauptschule","direkter Migrationshintergrund","181","","",""
