year,age_gr,quintil_oecd,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,1st Quintile,At least once per week,0.19145,127,760,0.16346,0.21944
1985,17-29 y.,1st Quintile,At least once per month,0.30326,185,760,0.27056,0.33596
1985,17-29 y.,1st Quintile,Seldom,0.31284,242,760,0.27985,0.34582
1985,17-29 y.,1st Quintile,Never,0.19245,206,760,0.16441,0.22050
1985,17-29 y.,2nd Quintile,At least once per week,0.26359,142,580,0.22770,0.29948
1985,17-29 y.,2nd Quintile,At least once per month,0.23932,130,580,0.20457,0.27408
1985,17-29 y.,2nd Quintile,Seldom,0.36725,188,580,0.32798,0.40651
1985,17-29 y.,2nd Quintile,Never,0.12984,120,580,0.10246,0.15722
1985,17-29 y.,3rd Quintile,At least once per week,0.28306,172,642,0.24818,0.31793
1985,17-29 y.,3rd Quintile,At least once per month,0.32542,187,642,0.28915,0.36169
1985,17-29 y.,3rd Quintile,Seldom,0.30479,203,642,0.26915,0.34043
1985,17-29 y.,3rd Quintile,Never,0.08673,80,642,0.06494,0.10852
1985,17-29 y.,4th Quintile,At least once per week,0.27529,168,628,0.24032,0.31025
1985,17-29 y.,4th Quintile,At least once per month,0.31433,189,628,0.27800,0.35067
1985,17-29 y.,4th Quintile,Seldom,0.33086,209,628,0.29403,0.36769
1985,17-29 y.,4th Quintile,Never,0.07952,62,628,0.05834,0.10069
1985,17-29 y.,5th Quintile,At least once per week,0.27069,137,468,0.23039,0.31099
1985,17-29 y.,5th Quintile,At least once per month,0.32802,159,468,0.28544,0.37060
1985,17-29 y.,5th Quintile,Seldom,0.35064,172,468,0.30736,0.39391
1985,30-45 y.,1st Quintile,At least once per month,0.09622,62,666,0.07380,0.11863
1985,30-45 y.,1st Quintile,Seldom,0.46687,247,666,0.42895,0.50479
1985,30-45 y.,1st Quintile,Never,0.41005,357,666,0.37267,0.44744
1985,30-45 y.,2nd Quintile,At least once per week,0.05492,40,743,0.03853,0.07131
1985,30-45 y.,2nd Quintile,At least once per month,0.10043,69,743,0.07881,0.12206
1985,30-45 y.,2nd Quintile,Seldom,0.48784,302,743,0.45188,0.52381
1985,30-45 y.,2nd Quintile,Never,0.35680,332,743,0.32233,0.39127
1985,30-45 y.,3rd Quintile,At least once per week,0.06741,40,636,0.04791,0.08691
1985,30-45 y.,3rd Quintile,At least once per month,0.11081,68,636,0.08639,0.13522
1985,30-45 y.,3rd Quintile,Seldom,0.48397,276,636,0.44510,0.52284
1985,30-45 y.,3rd Quintile,Never,0.33781,252,636,0.30102,0.37460
1985,30-45 y.,4th Quintile,At least once per month,0.14031,88,648,0.11355,0.16707
1985,30-45 y.,4th Quintile,Seldom,0.48638,307,648,0.44786,0.52489
1985,30-45 y.,4th Quintile,Never,0.33299,253,648,0.29668,0.36931
1985,30-45 y.,5th Quintile,At least once per week,0.08790,61,703,0.06695,0.10884
1985,30-45 y.,5th Quintile,At least once per month,0.19641,133,703,0.16702,0.22580
1985,30-45 y.,5th Quintile,Seldom,0.49414,335,703,0.45715,0.53112
1985,30-45 y.,5th Quintile,Never,0.22155,174,703,0.19083,0.25228
1985,46-65 y.,1st Quintile,Seldom,0.17414,92,517,0.14142,0.20686
1985,46-65 y.,1st Quintile,Never,0.79839,425,517,0.76378,0.83301
1985,46-65 y.,2nd Quintile,Seldom,0.27205,144,517,0.23365,0.31045
1985,46-65 y.,2nd Quintile,Never,0.66826,373,517,0.62764,0.70889
1985,46-65 y.,3rd Quintile,At least once per month,0.07030,45,663,0.05083,0.08978
1985,46-65 y.,3rd Quintile,Seldom,0.29039,184,663,0.25581,0.32497
1985,46-65 y.,3rd Quintile,Never,0.60314,434,663,0.56587,0.64041
1985,46-65 y.,4th Quintile,At least once per month,0.06391,44,679,0.04550,0.08233
1985,46-65 y.,4th Quintile,Seldom,0.29572,199,679,0.26136,0.33007
1985,46-65 y.,4th Quintile,Never,0.61674,436,679,0.58014,0.65334
1985,46-65 y.,5th Quintile,At least once per month,0.06300,58,769,0.04582,0.08018
1985,46-65 y.,5th Quintile,Seldom,0.33676,273,769,0.30333,0.37018
1985,46-65 y.,5th Quintile,Never,0.56605,438,769,0.53100,0.60110
1985,66 and older,1st Quintile,Never,0.93949,236,236,0.90900,0.96997
1985,66 and older,2nd Quintile,Never,0.92921,237,237,0.89649,0.96193
1985,66 and older,3rd Quintile,Never,0.88863,189,189,0.84366,0.93360
1985,66 and older,4th Quintile,Never,0.87401,166,166,0.82337,0.92464
1985,66 and older,5th Quintile,Never,0.87942,148,148,0.82678,0.93206
1986,17-29 y.,1st Quintile,At least once per week,0.17346,100,661,0.14457,0.20235
1986,17-29 y.,1st Quintile,At least once per month,0.32068,186,661,0.28507,0.35629
1986,17-29 y.,1st Quintile,Seldom,0.33616,210,661,0.30011,0.37220
1986,17-29 y.,1st Quintile,Never,0.16971,165,661,0.14107,0.19834
1986,17-29 y.,2nd Quintile,At least once per week,0.27588,152,610,0.24038,0.31138
1986,17-29 y.,2nd Quintile,At least once per month,0.29771,167,610,0.26139,0.33403
1986,17-29 y.,2nd Quintile,Seldom,0.28039,175,610,0.24471,0.31607
1986,17-29 y.,2nd Quintile,Never,0.14602,116,610,0.11797,0.17407
1986,17-29 y.,3rd Quintile,At least once per week,0.25952,155,620,0.22499,0.29406
1986,17-29 y.,3rd Quintile,At least once per month,0.33993,193,620,0.30262,0.37725
1986,17-29 y.,3rd Quintile,Seldom,0.30637,189,620,0.27005,0.34268
1986,17-29 y.,3rd Quintile,Never,0.09418,83,620,0.07117,0.11719
1986,17-29 y.,4th Quintile,At least once per week,0.27061,171,660,0.23669,0.30454
1986,17-29 y.,4th Quintile,At least once per month,0.36271,224,660,0.32600,0.39942
1986,17-29 y.,4th Quintile,Seldom,0.30640,202,660,0.27120,0.34160
1986,17-29 y.,4th Quintile,Never,0.06028,63,660,0.04211,0.07845
1986,17-29 y.,5th Quintile,At least once per week,0.23177,114,495,0.19456,0.26898
1986,17-29 y.,5th Quintile,At least once per month,0.38364,189,495,0.34076,0.42652
1986,17-29 y.,5th Quintile,Seldom,0.31433,157,495,0.27339,0.35527
1986,17-29 y.,5th Quintile,Never,0.07027,35,495,0.04773,0.09281
1986,30-45 y.,1st Quintile,At least once per month,0.09851,54,580,0.07424,0.12279
1986,30-45 y.,1st Quintile,Seldom,0.39074,191,580,0.35100,0.43048
1986,30-45 y.,1st Quintile,Never,0.47779,335,580,0.43710,0.51848
1986,30-45 y.,2nd Quintile,At least once per week,0.06449,36,683,0.04605,0.08292
1986,30-45 y.,2nd Quintile,At least once per month,0.10392,54,683,0.08102,0.12683
1986,30-45 y.,2nd Quintile,Seldom,0.42354,260,683,0.38645,0.46062
1986,30-45 y.,2nd Quintile,Never,0.40805,333,683,0.37116,0.44493
1986,30-45 y.,3rd Quintile,At least once per week,0.08070,39,647,0.05970,0.10171
1986,30-45 y.,3rd Quintile,At least once per month,0.11031,72,647,0.08615,0.13446
1986,30-45 y.,3rd Quintile,Seldom,0.49721,297,647,0.45865,0.53576
1986,30-45 y.,3rd Quintile,Never,0.31178,239,647,0.27606,0.34750
1986,30-45 y.,4th Quintile,At least once per week,0.06277,44,636,0.04391,0.08164
1986,30-45 y.,4th Quintile,At least once per month,0.15351,81,636,0.12547,0.18155
1986,30-45 y.,4th Quintile,Seldom,0.48948,288,636,0.45060,0.52836
1986,30-45 y.,4th Quintile,Never,0.29423,223,636,0.25879,0.32968
1986,30-45 y.,5th Quintile,At least once per week,0.05636,34,677,0.03898,0.07375
1986,30-45 y.,5th Quintile,At least once per month,0.15705,111,677,0.12962,0.18448
1986,30-45 y.,5th Quintile,Seldom,0.56546,368,677,0.52809,0.60283
1986,30-45 y.,5th Quintile,Never,0.22112,164,677,0.18984,0.25241
1986,46-65 y.,1st Quintile,Seldom,0.16829,92,523,0.13619,0.20038
1986,46-65 y.,1st Quintile,Never,0.78625,431,523,0.75108,0.82142
1986,46-65 y.,2nd Quintile,Seldom,0.25323,134,509,0.21542,0.29105
1986,46-65 y.,2nd Quintile,Never,0.69434,375,509,0.65428,0.73441
1986,46-65 y.,3rd Quintile,At least once per month,0.05368,32,595,0.03556,0.07181
1986,46-65 y.,3rd Quintile,Seldom,0.29333,164,595,0.25672,0.32995
1986,46-65 y.,3rd Quintile,Never,0.62703,399,595,0.58814,0.66592
1986,46-65 y.,4th Quintile,At least once per month,0.05659,43,718,0.03967,0.07350
1986,46-65 y.,4th Quintile,Seldom,0.34858,247,718,0.31370,0.38346
