syear,migback,sex,pli0091_h,proportion,n,lower_confidence,upper_confidence
1985,No migration background,female,5.0,0.18048422597212033,11026,0.17330553329236079,0.18766291865187987
1985,No migration background,female,4.0,0.12472487160674982,11026,0.1185575598291568,0.13089218338434283
1985,No migration background,male,5.0,0.12408290535583272,11026,0.11792923036167519,0.13023658034999025
1985,No migration background,male,4.0,0.12252384446074835,11026,0.11640351153659025,0.12864417738490647
1985,Direct migration background,female,5.0,0.08033749082905356,11026,0.0752638414648228,0.08541114019328432
1985,Direct migration background,male,5.0,0.06639765223771094,11026,0.06175031266708326,0.0710449918083386
1985,No migration background,male,3.0,0.05566764490095378,11026,0.05138796845656145,0.05994732134534611
1985,No migration background,female,3.0,0.045396184886280264,11026,0.04151049319954713,0.049281876573013396
1985,No migration background,male,2.0,0.043378576669112254,11026,0.039576203143079254,0.04718095019514525
1985,Direct migration background,male,4.0,0.037142333088774765,11026,0.0336124305555338,0.04067223562201573
1985,Direct migration background,female,4.0,0.029438738077769627,11026,0.02628360160721118,0.03259387454832807
1985,No migration background,female,2.0,0.027421129860601613,11026,0.024372868752728268,0.03046939096847496
1985,Direct migration background,male,3.0,0.020267791636096846,11026,0.017637499506258907,0.022898083765934784
1985,Direct migration background,male,2.0,0.01577402787967718,11026,0.013448263097660142,0.01809979266169422
1985,Direct migration background,female,3.0,0.009446074834922965,11026,0.007640515230119424,0.011251634439726505
1985,Direct migration background,female,2.0,0.004860601614086574,11026,0.0035624241938173344,0.006158779034355814
1985,Indirect migration background,male,2.0,0.0022927366104181952,11026,0.0013999951036213396,0.003185478117215051
1985,Indirect migration background,female,4.0,0.0022927366104181952,11026,0.0013999951036213396,0.003185478117215051
1985,Indirect migration background,female,5.0,0.001925898752751284,11026,0.0011075372401115656,0.0027442602653910022
1985,Indirect migration background,male,3.0,0.0016507703595011005,11026,0.0008930104020226953,0.002408530316979506
1985,Indirect migration background,female,3.0,0.0015590608950843726,11026,0.0008226167621455662,0.002295505028023179
1985,Indirect migration background,female,2.0,0.0011005135730007337,11026,0.0004816346763257284,0.001719392469675739
1985,Indirect migration background,male,4.0,0.0010088041085840058,11026,0.00041624547680886375,0.001601362740359148
1985,Indirect migration background,male,5.0,0.0008253851797505503,11026,0.0002893465276423631,0.0013614238318587373
1986,No migration background,female,5.0,0.17487379750452425,10583,0.1676365365349447,0.1821110584741038
1986,No migration background,female,4.0,0.12363082198304601,10583,0.11735950721719478,0.12990213674889725
1986,No migration background,male,5.0,0.12324983331745881,10583,0.11698682811927003,0.1295128385156476
1986,No migration background,male,4.0,0.11963044099438042,10583,0.11344735860082561,0.12581352338793522
