year,migback,quintil_oecd,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,No migration background,1st Quintile,At least once per week,0.06819,98,1296,0.05446,0.08192
1985,No migration background,1st Quintile,At least once per month,0.11647,165,1296,0.09900,0.13395
1985,No migration background,1st Quintile,Seldom,0.25272,378,1296,0.22905,0.27639
1985,No migration background,1st Quintile,Never,0.56262,655,1296,0.53560,0.58963
1985,No migration background,2nd Quintile,At least once per week,0.08484,130,1454,0.07051,0.09916
1985,No migration background,2nd Quintile,At least once per month,0.09696,154,1454,0.08174,0.11217
1985,No migration background,2nd Quintile,Seldom,0.31242,505,1454,0.28859,0.33626
1985,No migration background,2nd Quintile,Never,0.50578,665,1454,0.48007,0.53149
1985,No migration background,3rd Quintile,At least once per week,0.11357,190,1599,0.09802,0.12913
1985,No migration background,3rd Quintile,At least once per month,0.14025,230,1599,0.12322,0.15727
1985,No migration background,3rd Quintile,Seldom,0.30818,533,1599,0.28554,0.33082
1985,No migration background,3rd Quintile,Never,0.43800,646,1599,0.41368,0.46233
1985,No migration background,4th Quintile,At least once per week,0.09238,165,1691,0.07858,0.10619
1985,No migration background,4th Quintile,At least once per month,0.14346,255,1691,0.12674,0.16017
1985,No migration background,4th Quintile,Seldom,0.32780,590,1691,0.30542,0.35019
1985,No migration background,4th Quintile,Never,0.43636,681,1691,0.41271,0.46000
1985,No migration background,5th Quintile,At least once per week,0.09683,188,1845,0.08333,0.11033
1985,No migration background,5th Quintile,At least once per month,0.14996,297,1845,0.13366,0.16625
1985,No migration background,5th Quintile,Seldom,0.36024,689,1845,0.33833,0.38216
1985,No migration background,5th Quintile,Never,0.39297,671,1845,0.37068,0.41527
1985,Direct migration background,1st Quintile,At least once per week,0.04375,46,898,0.03037,0.05714
1985,Direct migration background,1st Quintile,At least once per month,0.10388,85,898,0.08392,0.12385
1985,Direct migration background,1st Quintile,Seldom,0.22427,206,898,0.19697,0.25157
1985,Direct migration background,1st Quintile,Never,0.62809,561,898,0.59646,0.65972
1985,Direct migration background,2nd Quintile,At least once per week,0.09068,59,639,0.06840,0.11296
1985,Direct migration background,2nd Quintile,At least once per month,0.10171,61,639,0.07826,0.12517
1985,Direct migration background,2nd Quintile,Seldom,0.24414,135,639,0.21081,0.27747
1985,Direct migration background,2nd Quintile,Never,0.56347,384,639,0.52498,0.60195
1985,Direct migration background,3rd Quintile,At least once per week,0.04343,42,551,0.02640,0.06047
1985,Direct migration background,3rd Quintile,At least once per month,0.13102,65,551,0.10282,0.15922
1985,Direct migration background,3rd Quintile,Seldom,0.27789,140,551,0.24045,0.31533
1985,Direct migration background,3rd Quintile,Never,0.54766,304,551,0.50606,0.58925
1985,Direct migration background,4th Quintile,At least once per week,0.09781,45,478,0.07115,0.12447
1985,Direct migration background,4th Quintile,At least once per month,0.12428,59,478,0.09468,0.15389
1985,Direct migration background,4th Quintile,Seldom,0.32965,142,478,0.28746,0.37184
1985,Direct migration background,4th Quintile,Never,0.44826,232,478,0.40363,0.49289
1985,Direct migration background,5th Quintile,At least once per week,0.08657,32,306,0.05501,0.11813
1985,Direct migration background,5th Quintile,At least once per month,0.17770,54,306,0.13480,0.22060
1985,Direct migration background,5th Quintile,Seldom,0.33799,103,306,0.28490,0.39107
1985,Direct migration background,5th Quintile,Never,0.39774,117,306,0.34281,0.45267
1986,No migration background,1st Quintile,At least once per week,0.05845,75,1214,0.04525,0.07166
1986,No migration background,1st Quintile,At least once per month,0.12136,160,1214,0.10298,0.13974
1986,No migration background,1st Quintile,Seldom,0.22808,322,1214,0.20447,0.25169
1986,No migration background,1st Quintile,Never,0.59211,657,1214,0.56445,0.61976
1986,No migration background,2nd Quintile,At least once per week,0.09474,142,1367,0.07921,0.11027
1986,No migration background,2nd Quintile,At least once per month,0.10594,165,1367,0.08962,0.12226
1986,No migration background,2nd Quintile,Seldom,0.25265,387,1367,0.22960,0.27569
1986,No migration background,2nd Quintile,Never,0.54668,673,1367,0.52028,0.57308
1986,No migration background,3rd Quintile,At least once per week,0.10314,163,1505,0.08777,0.11851
1986,No migration background,3rd Quintile,At least once per month,0.13956,222,1505,0.12204,0.15707
1986,No migration background,3rd Quintile,Seldom,0.32113,520,1505,0.29753,0.34472
1986,No migration background,3rd Quintile,Never,0.43618,600,1505,0.41112,0.46124
1986,No migration background,4th Quintile,At least once per week,0.10345,188,1676,0.08887,0.11803
1986,No migration background,4th Quintile,At least once per month,0.16385,280,1676,0.14612,0.18157
1986,No migration background,4th Quintile,Seldom,0.34589,615,1676,0.32311,0.36867
1986,No migration background,4th Quintile,Never,0.38681,593,1676,0.36349,0.41014
1986,No migration background,5th Quintile,At least once per week,0.08361,152,1773,0.07072,0.09649
1986,No migration background,5th Quintile,At least once per month,0.16041,305,1773,0.14333,0.17750
1986,No migration background,5th Quintile,Seldom,0.38556,709,1773,0.36290,0.40822
1986,No migration background,5th Quintile,Never,0.37042,607,1773,0.34794,0.39291
1986,Direct migration background,1st Quintile,At least once per week,0.05894,47,801,0.04262,0.07526
1986,Direct migration background,1st Quintile,At least once per month,0.09382,84,801,0.07362,0.11403
1986,Direct migration background,1st Quintile,Seldom,0.21362,167,801,0.18522,0.24202
1986,Direct migration background,1st Quintile,Never,0.63362,503,801,0.60023,0.66700
1986,Direct migration background,2nd Quintile,At least once per week,0.04613,52,677,0.03032,0.06194
1986,Direct migration background,2nd Quintile,At least once per month,0.09310,63,677,0.07119,0.11500
1986,Direct migration background,2nd Quintile,Seldom,0.33454,193,677,0.29897,0.37011
1986,Direct migration background,2nd Quintile,Never,0.52624,369,677,0.48860,0.56388
1986,Direct migration background,3rd Quintile,At least once per week,0.05370,40,544,0.03474,0.07266
1986,Direct migration background,3rd Quintile,At least once per month,0.13806,70,544,0.10905,0.16708
1986,Direct migration background,3rd Quintile,Seldom,0.27126,140,544,0.23386,0.30865
