year,pgisced97,sex,pli0091_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,No answer / don't know,female,Never,0.43341,37,37,0.27153,0.59528
1985,Pre-primary Level,male,At least once per week,0.38814,45,80,0.28068,0.49561
1985,Pre-primary Level,male,At least once per month,0.33966,35,80,0.23522,0.44409
1985,Primary Level,male,Seldom,0.26334,79,292,0.21273,0.31394
1985,Primary Level,male,Never,0.50718,213,292,0.44974,0.56463
1985,Primary Level,female,Seldom,0.20326,71,455,0.16624,0.24027
1985,Primary Level,female,Never,0.72007,384,455,0.67877,0.76137
1985,Lower Secondary Level,male,At least once per week,0.16318,163,1019,0.14048,0.18588
1985,Lower Secondary Level,male,At least once per month,0.17302,182,1019,0.14978,0.19626
1985,Lower Secondary Level,male,Seldom,0.28544,272,1019,0.25770,0.31318
1985,Lower Secondary Level,male,Never,0.37837,402,1019,0.34857,0.40816
1985,Lower Secondary Level,female,At least once per week,0.06133,139,2009,0.05084,0.07182
1985,Lower Secondary Level,female,At least once per month,0.08581,181,2009,0.07356,0.09806
1985,Lower Secondary Level,female,Seldom,0.20032,469,2009,0.18281,0.21782
1985,Lower Secondary Level,female,Never,0.65255,1220,2009,0.63172,0.67337
1985,Upper Secondary Level,male,At least once per week,0.10742,345,2809,0.09597,0.11887
1985,Upper Secondary Level,male,At least once per month,0.14300,424,2809,0.13005,0.15594
1985,Upper Secondary Level,male,Seldom,0.33677,960,2809,0.31929,0.35425
1985,Upper Secondary Level,male,Never,0.41281,1080,2809,0.39460,0.43102
1985,Upper Secondary Level,female,At least once per week,0.06195,148,2320,0.05214,0.07176
1985,Upper Secondary Level,female,At least once per month,0.11107,281,2320,0.09828,0.12386
1985,Upper Secondary Level,female,Seldom,0.35429,886,2320,0.33482,0.37376
1985,Upper Secondary Level,female,Never,0.47269,1005,2320,0.45237,0.49301
1985,Post-secondary Non-tertiary Level,male,At least once per month,0.18982,33,147,0.12620,0.25343
1985,Post-secondary Non-tertiary Level,male,Seldom,0.33319,58,147,0.25673,0.40965
1985,Post-secondary Non-tertiary Level,male,Never,0.33382,56,147,0.25733,0.41032
1985,Post-secondary Non-tertiary Level,female,Seldom,0.32204,33,74,0.21485,0.42923
1985,Post-secondary Non-tertiary Level,female,Never,0.38232,41,74,0.27084,0.49380
1985,First Stage of Tertiary Education,male,At least once per month,0.11388,45,332,0.07966,0.14811
1985,First Stage of Tertiary Education,male,Seldom,0.40482,149,332,0.35194,0.45770
1985,First Stage of Tertiary Education,male,Never,0.41547,138,332,0.36238,0.46856
1985,First Stage of Tertiary Education,female,At least once per month,0.12638,33,234,0.08371,0.16904
1985,First Stage of Tertiary Education,female,Seldom,0.32472,94,234,0.26459,0.38485
1985,First Stage of Tertiary Education,female,Never,0.47179,107,234,0.40769,0.53589
1985,Second Stage of Tertiary Education,male,At least once per week,0.08896,47,504,0.06408,0.11384
1985,Second Stage of Tertiary Education,male,At least once per month,0.18047,91,504,0.14686,0.21407
1985,Second Stage of Tertiary Education,male,Seldom,0.37490,199,504,0.33259,0.41720
1985,Second Stage of Tertiary Education,male,Never,0.35567,167,504,0.31384,0.39751
1985,Second Stage of Tertiary Education,female,At least once per month,0.14157,38,222,0.09561,0.18753
1985,Second Stage of Tertiary Education,female,Seldom,0.45347,119,222,0.38783,0.51910
1985,Second Stage of Tertiary Education,female,Never,0.33518,65,222,0.27294,0.39742
1986,Pre-primary Level,male,At least once per week,0.33419,42,83,0.23209,0.43629
1986,Pre-primary Level,male,At least once per month,0.35601,41,83,0.25237,0.45965
1986,Primary Level,male,Seldom,0.26296,71,268,0.21015,0.31577
1986,Primary Level,male,Never,0.53004,197,268,0.47017,0.58990
1986,Primary Level,female,Seldom,0.16827,72,421,0.13249,0.20404
1986,Primary Level,female,Never,0.71088,349,421,0.66752,0.75424
1986,Lower Secondary Level,male,At least once per week,0.16474,163,1002,0.14176,0.18772
1986,Lower Secondary Level,male,At least once per month,0.19069,183,1002,0.16635,0.21502
1986,Lower Secondary Level,male,Seldom,0.26097,268,1002,0.23376,0.28817
1986,Lower Secondary Level,male,Never,0.38360,388,1002,0.35348,0.41372
1986,Lower Secondary Level,female,At least once per week,0.06027,128,1876,0.04950,0.07105
1986,Lower Secondary Level,female,At least once per month,0.07827,168,1876,0.06611,0.09042
1986,Lower Secondary Level,female,Seldom,0.20309,442,1876,0.18488,0.22130
