year,age_gr,bula_h,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Schleswig-Holstein,Single,0.65750,60,60,0.53641,0.77859
1984,17-29 y.,Hamburg,Single,0.63633,37,37,0.47918,0.79347
1984,17-29 y.,Lower Saxony,Married,0.19668,76,288,0.15070,0.24267
1984,17-29 y.,Lower Saxony,Single,0.66059,212,288,0.60580,0.71537
1984,17-29 y.,North Rhine-Westphalia,Married,0.27287,292,821,0.24238,0.30336
1984,17-29 y.,North Rhine-Westphalia,Single,0.59864,529,821,0.56509,0.63219
1984,17-29 y.,Hesse,Married,0.26348,122,318,0.21499,0.31198
1984,17-29 y.,Hesse,Single,0.59355,196,318,0.53948,0.64762
1984,17-29 y.,"Rhineland-Palatinate, Saarland",Married,0.28109,74,208,0.21985,0.34233
1984,17-29 y.,"Rhineland-Palatinate, Saarland",Single,0.56209,134,208,0.49450,0.62968
1984,17-29 y.,Baden-Wuerttemberg,Married,0.25351,208,548,0.21705,0.28997
1984,17-29 y.,Baden-Wuerttemberg,Single,0.57864,340,548,0.53726,0.62002
1984,17-29 y.,Bavaria,Married,0.25416,160,496,0.21580,0.29251
1984,17-29 y.,Bavaria,Single,0.63698,336,496,0.59462,0.67934
1984,17-29 y.,Berlin,Single,0.59203,53,53,0.45845,0.72561
1984,30-45 y.,Schleswig-Holstein,Married,0.69963,105,105,0.61153,0.78774
1984,30-45 y.,Hamburg,Married,0.54369,77,77,0.43170,0.65567
1984,30-45 y.,Lower Saxony,Married,0.79237,312,312,0.74729,0.83745
1984,30-45 y.,North Rhine-Westphalia,Married,0.74720,837,949,0.71954,0.77487
1984,30-45 y.,North Rhine-Westphalia,Single,0.08616,70,949,0.06830,0.10403
1984,30-45 y.,North Rhine-Westphalia,Divorced,0.04932,42,949,0.03554,0.06311
1984,30-45 y.,Hesse,Married,0.66783,272,272,0.61175,0.72390
1984,30-45 y.,"Rhineland-Palatinate, Saarland",Married,0.74057,156,156,0.67157,0.80958
1984,30-45 y.,Baden-Wuerttemberg,Married,0.71141,551,597,0.67503,0.74779
1984,30-45 y.,Baden-Wuerttemberg,Single,0.09398,46,597,0.07055,0.11741
1984,30-45 y.,Bavaria,Married,0.75767,531,570,0.72246,0.79288
1984,30-45 y.,Bavaria,Single,0.07009,39,570,0.04912,0.09107
1984,30-45 y.,Berlin,Married,0.58569,89,89,0.48276,0.68861
1984,46-65 y.,Schleswig-Holstein,Married,0.74240,78,78,0.64472,0.84008
1984,46-65 y.,Hamburg,Married,0.60733,49,49,0.46917,0.74548
1984,46-65 y.,Lower Saxony,Married,0.74613,261,261,0.69322,0.79903
1984,46-65 y.,North Rhine-Westphalia,Married,0.68575,664,790,0.65336,0.71814
1984,46-65 y.,North Rhine-Westphalia,Single,0.04524,36,790,0.03073,0.05974
1984,46-65 y.,North Rhine-Westphalia,Divorced,0.05646,38,790,0.04036,0.07257
1984,46-65 y.,North Rhine-Westphalia,Widowed,0.08443,52,790,0.06503,0.10383
1984,46-65 y.,Hesse,Married,0.75863,308,308,0.71076,0.80650
1984,46-65 y.,"Rhineland-Palatinate, Saarland",Married,0.74598,215,215,0.68765,0.80430
1984,46-65 y.,Baden-Wuerttemberg,Married,0.68084,470,508,0.64027,0.72142
1984,46-65 y.,Baden-Wuerttemberg,Widowed,0.07858,38,508,0.05516,0.10200
1984,46-65 y.,Bavaria,Married,0.72988,460,493,0.69065,0.76912
1984,46-65 y.,Bavaria,Widowed,0.06774,33,493,0.04553,0.08994
1984,46-65 y.,Berlin,Married,0.66421,89,89,0.56554,0.76288
1984,66 and older,Lower Saxony,Married,0.34510,62,108,0.25502,0.43518
1984,66 and older,Lower Saxony,Widowed,0.34146,46,108,0.25161,0.43131
1984,66 and older,North Rhine-Westphalia,Married,0.32298,108,206,0.25896,0.38699
1984,66 and older,North Rhine-Westphalia,Widowed,0.39224,98,206,0.32540,0.45907
1984,66 and older,Hesse,Married,0.40553,46,81,0.29794,0.51313
1984,66 and older,Hesse,Widowed,0.39107,35,81,0.28414,0.49801
1984,66 and older,"Rhineland-Palatinate, Saarland",Married,0.33385,42,87,0.23418,0.43352
1984,66 and older,"Rhineland-Palatinate, Saarland",Widowed,0.45081,45,87,0.34565,0.55598
1984,66 and older,Baden-Wuerttemberg,Married,0.35650,89,157,0.28134,0.43167
1984,66 and older,Baden-Wuerttemberg,Widowed,0.35693,68,157,0.28175,0.43212
1984,66 and older,Bavaria,Married,0.42274,111,175,0.34934,0.49614
1984,66 and older,Bavaria,Widowed,0.31999,64,175,0.25068,0.38931
1985,17-29 y.,Schleswig-Holstein,Single,0.72635,62,62,0.61447,0.83823
1985,17-29 y.,Hamburg,Single,0.71124,39,39,0.56714,0.85533
1985,17-29 y.,Lower Saxony,Married,0.14692,49,275,0.10500,0.18884
1985,17-29 y.,Lower Saxony,Single,0.77808,226,275,0.72887,0.82728
1985,17-29 y.,North Rhine-Westphalia,Married,0.24411,239,784,0.21402,0.27420
1985,17-29 y.,North Rhine-Westphalia,Single,0.67533,545,784,0.64253,0.70813
1985,17-29 y.,Hesse,Married,0.22253,97,298,0.17523,0.26984
1985,17-29 y.,Hesse,Single,0.70354,201,298,0.65160,0.75548
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Married,0.28432,72,220,0.22458,0.34407
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Single,0.61001,148,220,0.54541,0.67461
1985,17-29 y.,Baden-Wuerttemberg,Married,0.20854,168,551,0.17459,0.24250
1985,17-29 y.,Baden-Wuerttemberg,Single,0.68328,383,551,0.64440,0.72216
1985,17-29 y.,Bavaria,Married,0.21658,136,479,0.17966,0.25351
1985,17-29 y.,Bavaria,Single,0.70092,343,479,0.65987,0.74196
1985,17-29 y.,Berlin,Single,0.66304,59,59,0.54140,0.78469
1985,30-45 y.,Schleswig-Holstein,Married,0.65895,93,93,0.56208,0.75582
1985,30-45 y.,Hamburg,Married,0.48168,60,60,0.35418,0.60918
1985,30-45 y.,Lower Saxony,Married,0.78204,281,281,0.73368,0.83040
1985,30-45 y.,North Rhine-Westphalia,Married,0.73084,774,895,0.70177,0.75991
1985,30-45 y.,North Rhine-Westphalia,Single,0.11516,81,895,0.09423,0.13608
1985,30-45 y.,North Rhine-Westphalia,Divorced,0.05485,40,895,0.03993,0.06978
1985,30-45 y.,Hesse,Married,0.73042,261,261,0.67649,0.78436
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Married,0.79304,141,141,0.72593,0.86015
1985,30-45 y.,Baden-Wuerttemberg,Married,0.74288,518,562,0.70671,0.77904
1985,30-45 y.,Baden-Wuerttemberg,Single,0.11430,44,562,0.08797,0.14063
1985,30-45 y.,Bavaria,Married,0.77832,495,536,0.74312,0.81352
1985,30-45 y.,Bavaria,Single,0.09510,41,536,0.07024,0.11996
1985,30-45 y.,Berlin,Married,0.50559,74,74,0.39090,0.62029
1985,46-65 y.,Schleswig-Holstein,Married,0.68439,70,70,0.57473,0.79406
1985,46-65 y.,Hamburg,Married,0.54225,45,45,0.39503,0.68946
1985,46-65 y.,Lower Saxony,Married,0.75618,257,257,0.70358,0.80878
1985,46-65 y.,North Rhine-Westphalia,Married,0.70866,651,737,0.67583,0.74148
1985,46-65 y.,North Rhine-Westphalia,Divorced,0.05656,35,737,0.03987,0.07325
1985,46-65 y.,North Rhine-Westphalia,Widowed,0.09176,51,737,0.07090,0.11261
1985,46-65 y.,Hesse,Married,0.71874,280,280,0.66598,0.77150
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Married,0.78778,215,215,0.73299,0.84256
1985,46-65 y.,Baden-Wuerttemberg,Married,0.75113,479,510,0.71356,0.78869
1985,46-65 y.,Baden-Wuerttemberg,Widowed,0.07278,31,510,0.05021,0.09535
1985,46-65 y.,Bavaria,Married,0.68151,407,445,0.63817,0.72485
1985,46-65 y.,Bavaria,Widowed,0.08510,38,445,0.05915,0.11106
1985,46-65 y.,Berlin,Married,0.62191,80,80,0.51497,0.72884
1985,66 and older,Lower Saxony,Married,0.37176,57,103,0.27797,0.46555
1985,66 and older,Lower Saxony,Widowed,0.40522,46,103,0.30995,0.50050
1985,66 and older,North Rhine-Westphalia,Married,0.37883,109,206,0.31243,0.44524
1985,66 and older,North Rhine-Westphalia,Widowed,0.44688,97,206,0.37882,0.51494
1985,66 and older,Hesse,Married,0.41393,44,79,0.30462,0.52324
1985,66 and older,Hesse,Widowed,0.43630,35,79,0.32624,0.54636
1985,66 and older,"Rhineland-Palatinate, Saarland",Married,0.36785,42,87,0.26594,0.46977
1985,66 and older,"Rhineland-Palatinate, Saarland",Widowed,0.53765,45,87,0.43227,0.64303
1985,66 and older,Baden-Wuerttemberg,Married,0.38567,80,148,0.30698,0.46435
1985,66 and older,Baden-Wuerttemberg,Widowed,0.43558,68,148,0.35543,0.51574
1985,66 and older,Bavaria,Married,0.41136,95,154,0.33339,0.48934
1985,66 and older,Bavaria,Widowed,0.32181,59,154,0.24778,0.39583
1986,17-29 y.,Schleswig-Holstein,Single,0.73128,62,62,0.62004,0.84253
1986,17-29 y.,Hamburg,Single,0.76425,42,42,0.63432,0.89418
1986,17-29 y.,Lower Saxony,Married,0.18334,67,321,0.14094,0.22574
1986,17-29 y.,Lower Saxony,Single,0.80574,254,321,0.76239,0.84909
1986,17-29 y.,North Rhine-Westphalia,Married,0.26688,241,782,0.23586,0.29790
1986,17-29 y.,North Rhine-Westphalia,Single,0.69211,541,782,0.65973,0.72448
1986,17-29 y.,Hesse,Married,0.23562,93,296,0.18719,0.28405
1986,17-29 y.,Hesse,Single,0.73001,203,296,0.67935,0.78067
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Married,0.26739,68,218,0.20850,0.32628
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Single,0.64877,150,218,0.58526,0.71228
1986,17-29 y.,Baden-Wuerttemberg,Married,0.24357,169,581,0.20864,0.27850
1986,17-29 y.,Baden-Wuerttemberg,Single,0.71385,412,581,0.67707,0.75064
1986,17-29 y.,Bavaria,Married,0.24382,135,475,0.20516,0.28248
1986,17-29 y.,Bavaria,Single,0.73573,340,475,0.69603,0.77542
1986,17-29 y.,Berlin,Single,0.70799,61,61,0.59294,0.82304
1986,30-45 y.,Schleswig-Holstein,Married,0.72792,89,89,0.63493,0.82090
1986,30-45 y.,Hamburg,Married,0.62476,68,68,0.50882,0.74070
1986,30-45 y.,Lower Saxony,Married,0.81465,273,273,0.76847,0.86083
1986,30-45 y.,North Rhine-Westphalia,Married,0.75287,755,888,0.72448,0.78125
1986,30-45 y.,North Rhine-Westphalia,Single,0.12590,86,888,0.10407,0.14774
1986,30-45 y.,North Rhine-Westphalia,Divorced,0.06628,47,888,0.04991,0.08266
1986,30-45 y.,Hesse,Married,0.75910,257,257,0.70671,0.81148
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Married,0.76778,144,144,0.69858,0.83699
1986,30-45 y.,Baden-Wuerttemberg,Married,0.81468,507,547,0.78209,0.84727
1986,30-45 y.,Baden-Wuerttemberg,Single,0.10466,40,547,0.07898,0.13034
1986,30-45 y.,Bavaria,Married,0.77468,471,524,0.73887,0.81048
1986,30-45 y.,Bavaria,Single,0.12926,53,524,0.10051,0.15802
1986,30-45 y.,Berlin,Married,0.55076,71,71,0.43424,0.66729
1986,46-65 y.,Schleswig-Holstein,Married,0.76566,74,74,0.66849,0.86283
1986,46-65 y.,Hamburg,Married,0.53904,42,42,0.38646,0.69162
1986,46-65 y.,Lower Saxony,Married,0.81788,284,284,0.77291,0.86284
1986,46-65 y.,North Rhine-Westphalia,Married,0.76199,699,790,0.73227,0.79171
1986,46-65 y.,North Rhine-Westphalia,Divorced,0.05362,33,790,0.03791,0.06934
1986,46-65 y.,North Rhine-Westphalia,Widowed,0.10556,58,790,0.08412,0.12701
1986,46-65 y.,Hesse,Married,0.82028,278,278,0.77506,0.86549
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Married,0.81576,222,222,0.76465,0.86688
1986,46-65 y.,Baden-Wuerttemberg,Married,0.79640,517,517,0.76165,0.83114
1986,46-65 y.,Bavaria,Married,0.77645,436,471,0.73878,0.81411
1986,46-65 y.,Bavaria,Widowed,0.08456,35,471,0.05941,0.10972
1986,46-65 y.,Berlin,Married,0.68445,92,92,0.58897,0.77994
1986,66 and older,Lower Saxony,Married,0.45646,63,109,0.36252,0.55040
1986,66 and older,Lower Saxony,Widowed,0.41042,46,109,0.31764,0.50319
1986,66 and older,North Rhine-Westphalia,Married,0.41202,113,205,0.34447,0.47956
1986,66 and older,North Rhine-Westphalia,Widowed,0.45484,92,205,0.38651,0.52317
1986,66 and older,Hesse,Married,0.47780,50,83,0.36969,0.58592
1986,66 and older,Hesse,Widowed,0.43559,33,83,0.32827,0.54291
1986,66 and older,"Rhineland-Palatinate, Saarland",Married,0.41004,47,91,0.30842,0.51165
1986,66 and older,"Rhineland-Palatinate, Saarland",Widowed,0.54567,44,91,0.44280,0.64854
1986,66 and older,Baden-Wuerttemberg,Married,0.42700,80,143,0.34564,0.50836
1986,66 and older,Baden-Wuerttemberg,Widowed,0.47785,63,143,0.39569,0.56001
1986,66 and older,Bavaria,Married,0.50250,109,168,0.42667,0.57834
1986,66 and older,Bavaria,Widowed,0.36981,59,168,0.29659,0.44303
1987,17-29 y.,Schleswig-Holstein,Single,0.70503,65,65,0.59330,0.81676
1987,17-29 y.,Hamburg,Single,0.81535,33,33,0.68091,0.94979
1987,17-29 y.,Lower Saxony,Married,0.20662,70,323,0.16239,0.25084
1987,17-29 y.,Lower Saxony,Single,0.77928,253,323,0.73398,0.82458
1987,17-29 y.,North Rhine-Westphalia,Married,0.26887,241,781,0.23775,0.29998
1987,17-29 y.,North Rhine-Westphalia,Single,0.68927,540,781,0.65680,0.72175
1987,17-29 y.,Hesse,Married,0.25880,96,299,0.20908,0.30853
1987,17-29 y.,Hesse,Single,0.71522,203,299,0.66398,0.76646
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Married,0.25362,59,216,0.19546,0.31177
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Single,0.68808,157,216,0.62616,0.75001
