year,age_gr,sampreg,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,West,Married,0.25096,996,2990,0.23542,0.26651
1984,17-29 y.,West,"Married, living apart",0.01074,43,2990,0.00704,0.01443
1984,17-29 y.,West,Single,0.61003,1913,2990,0.59255,0.62752
1984,17-29 y.,West,Divorced,0.01329,38,2990,0.00919,0.01740
1984,30-45 y.,West,Married,0.72800,2954,3486,0.71322,0.74277
1984,30-45 y.,West,"Married, living apart",0.02041,78,3486,0.01572,0.02511
1984,30-45 y.,West,Single,0.08630,248,3486,0.07698,0.09562
1984,30-45 y.,West,Divorced,0.05244,162,3486,0.04504,0.05984
1984,30-45 y.,West,Widowed,0.01456,44,3486,0.01058,0.01854
1984,46-65 y.,West,Married,0.71113,2623,3123,0.69523,0.72703
1984,46-65 y.,West,"Married, living apart",0.01265,55,3123,0.00873,0.01657
1984,46-65 y.,West,Single,0.04189,115,3123,0.03486,0.04891
1984,46-65 y.,West,Divorced,0.04314,120,3123,0.03601,0.05027
1984,46-65 y.,West,Widowed,0.07725,210,3123,0.06789,0.08662
1984,66 and older,West,Married,0.35476,522,999,0.32508,0.38445
1984,66 and older,West,Single,0.05525,62,999,0.04108,0.06943
1984,66 and older,West,Widowed,0.37387,415,999,0.34386,0.40389
1985,17-29 y.,West,Married,0.22101,825,2925,0.20597,0.23605
1985,17-29 y.,West,"Married, living apart",0.01264,45,2925,0.00859,0.01669
1985,17-29 y.,West,Single,0.69201,2020,2925,0.67528,0.70875
1985,17-29 y.,West,Divorced,0.01437,35,2925,0.01006,0.01869
1985,30-45 y.,West,Married,0.73311,2721,3243,0.71788,0.74833
1985,30-45 y.,West,"Married, living apart",0.01997,75,3243,0.01515,0.02479
1985,30-45 y.,West,Single,0.10887,257,3243,0.09814,0.11959
1985,30-45 y.,West,Divorced,0.05968,155,3243,0.05153,0.06784
1985,30-45 y.,West,Widowed,0.01232,35,3243,0.00853,0.01612
1985,46-65 y.,West,Married,0.71411,2506,3005,0.69795,0.73026
1985,46-65 y.,West,"Married, living apart",0.01791,66,3005,0.01317,0.02265
1985,46-65 y.,West,Single,0.04619,111,3005,0.03868,0.05369
1985,46-65 y.,West,Divorced,0.04887,121,3005,0.04116,0.05658
1985,46-65 y.,West,Widowed,0.08132,201,3005,0.07154,0.09109
1985,66 and older,West,Married,0.37089,478,952,0.34019,0.40159
1985,66 and older,West,Single,0.06166,60,952,0.04638,0.07695
1985,66 and older,West,Widowed,0.42683,414,952,0.39539,0.45826
1986,17-29 y.,West,Married,0.24299,832,2989,0.22761,0.25837
1986,17-29 y.,West,"Married, living apart",0.01014,46,2989,0.00655,0.01373
1986,17-29 y.,West,Single,0.72106,2078,2989,0.70498,0.73714
1986,17-29 y.,West,Divorced,0.01399,33,2989,0.00978,0.01820
1986,30-45 y.,West,Married,0.76428,2659,3232,0.74964,0.77891
1986,30-45 y.,West,"Married, living apart",0.03399,104,3232,0.02774,0.04023
1986,30-45 y.,West,Single,0.12111,276,3232,0.10986,0.13235
1986,30-45 y.,West,Divorced,0.06439,162,3232,0.05593,0.07286
1986,30-45 y.,West,Widowed,0.01079,31,3232,0.00723,0.01435
1986,46-65 y.,West,Married,0.77814,2666,3179,0.76370,0.79259
1986,46-65 y.,West,"Married, living apart",0.02013,78,3179,0.01525,0.02502
