year,age_gr,migback,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,No migration background,Married,0.24079,632,2081,0.22241,0.25916
1984,17-29 y.,No migration background,Single,0.62768,1418,2081,0.60691,0.64846
1984,17-29 y.,No migration background,Divorced,0.01378,31,2081,0.00877,0.01879
1984,17-29 y.,Direct migration background,Married,0.35554,358,781,0.32195,0.38913
1984,17-29 y.,Direct migration background,Single,0.42997,423,781,0.39523,0.46471
1984,17-29 y.,Indirect migration background,Single,0.81674,72,72,0.72675,0.90673
1984,30-45 y.,No migration background,Married,0.72563,1861,2268,0.70726,0.74400
1984,30-45 y.,No migration background,"Married, living apart",0.01583,35,2268,0.01069,0.02097
1984,30-45 y.,No migration background,Single,0.09275,205,2268,0.08081,0.10470
1984,30-45 y.,No migration background,Divorced,0.05562,132,2268,0.04619,0.06506
1984,30-45 y.,No migration background,Widowed,0.01537,35,2268,0.01031,0.02044
1984,30-45 y.,Direct migration background,Married,0.73986,1078,1164,0.71465,0.76508
1984,30-45 y.,Direct migration background,"Married, living apart",0.05032,43,1164,0.03776,0.06289
1984,30-45 y.,Direct migration background,Single,0.04660,43,1164,0.03448,0.05871
1984,46-65 y.,No migration background,Married,0.71250,1915,2281,0.69393,0.73108
1984,46-65 y.,No migration background,Single,0.04212,94,2281,0.03388,0.05037
1984,46-65 y.,No migration background,Divorced,0.04286,98,2281,0.03455,0.05117
1984,46-65 y.,No migration background,Widowed,0.07782,174,2281,0.06683,0.08882
1984,46-65 y.,Direct migration background,Married,0.70939,700,769,0.67728,0.74150
1984,46-65 y.,Direct migration background,"Married, living apart",0.03832,33,769,0.02474,0.05189
1984,46-65 y.,Direct migration background,Widowed,0.07394,36,769,0.05543,0.09244
1984,66 and older,No migration background,Married,0.35659,509,967,0.32638,0.38679
1984,66 and older,No migration background,Single,0.05467,60,967,0.04033,0.06900
1984,66 and older,No migration background,Widowed,0.36986,398,967,0.33941,0.40030
1985,17-29 y.,No migration background,Married,0.20953,515,2027,0.19181,0.22726
1985,17-29 y.,No migration background,Single,0.70769,1512,2027,0.68788,0.72749
1985,17-29 y.,Direct migration background,Married,0.35374,303,713,0.31862,0.38886
1985,17-29 y.,Direct migration background,Single,0.50858,410,713,0.47186,0.54530
1985,17-29 y.,Indirect migration background,Single,0.87212,98,98,0.80567,0.93858
1985,30-45 y.,No migration background,Married,0.72542,1721,2099,0.70632,0.74452
1985,30-45 y.,No migration background,"Married, living apart",0.01516,35,2099,0.00993,0.02038
1985,30-45 y.,No migration background,Single,0.11682,214,2099,0.10308,0.13057
1985,30-45 y.,No migration background,Divorced,0.06414,129,2099,0.05366,0.07463
1985,30-45 y.,Direct migration background,Married,0.78113,987,1069,0.75633,0.80593
1985,30-45 y.,Direct migration background,"Married, living apart",0.04874,39,1069,0.03583,0.06166
1985,30-45 y.,Direct migration background,Single,0.06037,43,1069,0.04609,0.07466
1985,46-65 y.,No migration background,Married,0.71120,1812,2206,0.69228,0.73012
1985,46-65 y.,No migration background,"Married, living apart",0.01495,33,2206,0.00988,0.02001
1985,46-65 y.,No migration background,Single,0.04757,93,2206,0.03868,0.05645
1985,46-65 y.,No migration background,Divorced,0.04977,100,2206,0.04069,0.05884
1985,46-65 y.,No migration background,Widowed,0.08130,168,2206,0.06989,0.09271
1985,46-65 y.,Direct migration background,Married,0.75340,689,754,0.72261,0.78418
1985,46-65 y.,Direct migration background,"Married, living apart",0.03903,32,754,0.02519,0.05286
1985,46-65 y.,Direct migration background,Widowed,0.08370,33,754,0.06392,0.10348
1985,66 and older,No migration background,Married,0.37333,464,917,0.34201,0.40466
1985,66 and older,No migration background,Single,0.06025,57,917,0.04484,0.07566
1985,66 and older,No migration background,Widowed,0.42325,396,917,0.39126,0.45525
1986,17-29 y.,No migration background,Married,0.23206,538,2049,0.21378,0.25034
1986,17-29 y.,No migration background,Single,0.73420,1511,2049,0.71507,0.75334
1986,17-29 y.,Direct migration background,Married,0.37940,288,739,0.34439,0.41441
1986,17-29 y.,Direct migration background,Single,0.55700,451,739,0.52116,0.59283
1986,17-29 y.,Indirect migration background,Single,0.93532,116,116,0.89037,0.98028
1986,30-45 y.,No migration background,Married,0.75852,1701,2118,0.74029,0.77675
1986,30-45 y.,No migration background,"Married, living apart",0.02899,56,2118,0.02184,0.03613
1986,30-45 y.,No migration background,Single,0.13086,228,2118,0.11649,0.14522
1986,30-45 y.,No migration background,Divorced,0.06697,133,2118,0.05632,0.07761
1986,30-45 y.,Direct migration background,Married,0.79841,943,1038,0.77399,0.82283
1986,30-45 y.,Direct migration background,"Married, living apart",0.06319,47,1038,0.04838,0.07800
1986,30-45 y.,Direct migration background,Single,0.06450,48,1038,0.04955,0.07945
1986,46-65 y.,No migration background,Married,0.78040,1922,2317,0.76354,0.79726
1986,46-65 y.,No migration background,"Married, living apart",0.01509,32,2317,0.01012,0.02005
1986,46-65 y.,No migration background,Single,0.04993,90,2317,0.04106,0.05880
1986,46-65 y.,No migration background,Divorced,0.05744,107,2317,0.04796,0.06691
1986,46-65 y.,No migration background,Widowed,0.08398,166,2317,0.07268,0.09527
1986,46-65 y.,Direct migration background,Married,0.77263,737,782,0.74323,0.80202
1986,46-65 y.,Direct migration background,"Married, living apart",0.05656,45,782,0.04036,0.07276
1986,66 and older,No migration background,Married,0.43448,498,932,0.40264,0.46632
1986,66 and older,No migration background,Single,0.06887,58,932,0.05260,0.08514
1986,66 and older,No migration background,Widowed,0.44474,376,932,0.41282,0.47666
1987,17-29 y.,No migration background,Married,0.23843,517,2022,0.21985,0.25701
1987,17-29 y.,No migration background,Single,0.73258,1505,2022,0.71328,0.75188
1987,17-29 y.,Direct migration background,Married,0.41394,295,778,0.37931,0.44857
1987,17-29 y.,Direct migration background,"Married, living apart",0.03128,33,778,0.01904,0.04352
1987,17-29 y.,Direct migration background,Single,0.53423,450,778,0.49915,0.56930
1987,17-29 y.,Indirect migration background,Single,0.88708,126,126,0.83159,0.94256
1987,30-45 y.,No migration background,Married,0.75305,1651,2071,0.73447,0.77163
1987,30-45 y.,No migration background,"Married, living apart",0.02021,42,2071,0.01415,0.02627
1987,30-45 y.,No migration background,Single,0.14201,240,2071,0.12697,0.15705
1987,30-45 y.,No migration background,Divorced,0.07075,138,2071,0.05971,0.08180
1987,30-45 y.,Direct migration background,Married,0.80269,910,1024,0.77830,0.82707
1987,30-45 y.,Direct migration background,"Married, living apart",0.04336,36,1024,0.03088,0.05584
1987,30-45 y.,Direct migration background,Single,0.07194,44,1024,0.05611,0.08778
1987,30-45 y.,Direct migration background,Divorced,0.05690,34,1024,0.04271,0.07110
1987,46-65 y.,No migration background,Married,0.77285,1857,2266,0.75559,0.79010
1987,46-65 y.,No migration background,"Married, living apart",0.01995,40,2266,0.01419,0.02570
1987,46-65 y.,No migration background,Single,0.05048,86,2266,0.04147,0.05950
1987,46-65 y.,No migration background,Divorced,0.06262,116,2266,0.05264,0.07260
1987,46-65 y.,No migration background,Widowed,0.08273,167,2266,0.07139,0.09408
1987,46-65 y.,Direct migration background,Married,0.79035,778,856,0.76306,0.81763
1987,46-65 y.,Direct migration background,"Married, living apart",0.04377,46,856,0.03006,0.05748
1987,46-65 y.,Direct migration background,Widowed,0.08290,32,856,0.06442,0.10138
1987,66 and older,No migration background,Married,0.44887,523,971,0.41757,0.48017
1987,66 and older,No migration background,Single,0.06400,57,971,0.04860,0.07941
1987,66 and older,No migration background,Widowed,0.44128,391,971,0.41004,0.47253
1988,17-29 y.,No migration background,Married,0.22263,463,1869,0.20376,0.24149
1988,17-29 y.,No migration background,Single,0.74323,1406,1869,0.72342,0.76304
1988,17-29 y.,Direct migration background,Married,0.43922,319,756,0.40381,0.47462
1988,17-29 y.,Direct migration background,"Married, living apart",0.03311,34,756,0.02035,0.04587
1988,17-29 y.,Direct migration background,Single,0.51166,403,756,0.47600,0.54731
1988,17-29 y.,Indirect migration background,Single,0.88626,165,165,0.83767,0.93485
1988,30-45 y.,No migration background,Married,0.73297,1561,1976,0.71346,0.75248
1988,30-45 y.,No migration background,"Married, living apart",0.03031,56,1976,0.02275,0.03787
1988,30-45 y.,No migration background,Single,0.15103,231,1976,0.13523,0.16682
1988,30-45 y.,No migration background,Divorced,0.07193,128,1976,0.06054,0.08333
1988,30-45 y.,Direct migration background,Married,0.79024,808,887,0.76343,0.81705
1988,30-45 y.,Direct migration background,Single,0.08770,47,887,0.06908,0.10633
1988,30-45 y.,Direct migration background,Divorced,0.06656,32,887,0.05015,0.08298
1988,46-65 y.,No migration background,Married,0.77286,1780,2175,0.75525,0.79047
1988,46-65 y.,No migration background,"Married, living apart",0.02679,51,2175,0.02000,0.03357
1988,46-65 y.,No migration background,Single,0.04891,79,2175,0.03984,0.05797
1988,46-65 y.,No migration background,Divorced,0.05860,108,2175,0.04872,0.06847
1988,46-65 y.,No migration background,Widowed,0.07987,157,2175,0.06847,0.09126
1988,46-65 y.,Direct migration background,Married,0.78472,783,858,0.75720,0.81224
1988,46-65 y.,Direct migration background,"Married, living apart",0.04048,42,858,0.02728,0.05367
1988,46-65 y.,Direct migration background,Widowed,0.08608,33,858,0.06731,0.10486
1988,66 and older,No migration background,Married,0.45297,504,926,0.42089,0.48505
1988,66 and older,No migration background,Single,0.05999,51,926,0.04468,0.07529
1988,66 and older,No migration background,Widowed,0.43467,371,926,0.40273,0.46662
1988,66 and older,Direct migration background,Married,0.49000,35,35,0.32197,0.65804
1989,17-29 y.,No migration background,Married,0.21776,449,1822,0.19881,0.23672
1989,17-29 y.,No migration background,Single,0.74715,1373,1822,0.72719,0.76712
1989,17-29 y.,Direct migration background,Married,0.44746,329,702,0.41065,0.48427
1989,17-29 y.,Direct migration background,Single,0.51382,373,702,0.47682,0.55082
1989,17-29 y.,Indirect migration background,Single,0.89386,196,196,0.85062,0.93709
1989,30-45 y.,No migration background,Married,0.73274,1500,1922,0.71295,0.75253
1989,30-45 y.,No migration background,"Married, living apart",0.03063,57,1922,0.02293,0.03834
1989,30-45 y.,No migration background,Single,0.14519,230,1922,0.12944,0.16094
1989,30-45 y.,No migration background,Divorced,0.07895,135,1922,0.06689,0.09100
1989,30-45 y.,Direct migration background,Married,0.80194,757,837,0.77492,0.82896
1989,30-45 y.,Direct migration background,Single,0.08118,43,837,0.06266,0.09969
1989,30-45 y.,Direct migration background,Divorced,0.06990,37,837,0.05261,0.08718
1989,46-65 y.,No migration background,Married,0.76448,1659,2046,0.74608,0.78287
1989,46-65 y.,No migration background,"Married, living apart",0.02605,46,2046,0.01915,0.03296
1989,46-65 y.,No migration background,Single,0.05328,82,2046,0.04355,0.06301
1989,46-65 y.,No migration background,Divorced,0.06505,110,2046,0.05436,0.07573
1989,46-65 y.,No migration background,Widowed,0.07863,149,2046,0.06696,0.09029
1989,46-65 y.,Direct migration background,Married,0.78549,781,885,0.75843,0.81255
1989,46-65 y.,Direct migration background,"Married, living apart",0.04294,42,885,0.02957,0.05630
1989,46-65 y.,Direct migration background,Divorced,0.05924,31,885,0.04368,0.07480
1989,46-65 y.,Direct migration background,Widowed,0.07458,31,885,0.05726,0.09190
1989,66 and older,No migration background,Married,0.44423,479,896,0.41168,0.47678
1989,66 and older,No migration background,Single,0.05918,48,896,0.04372,0.07464
1989,66 and older,No migration background,Widowed,0.44199,369,896,0.40946,0.47453
1989,66 and older,Direct migration background,Married,0.54360,42,42,0.39113,0.69607
1990,17-29 y.,No migration background,Married,0.25396,897,2867,0.23802,0.26990
1990,17-29 y.,No migration background,Single,0.71338,1913,2867,0.69682,0.72993
1990,17-29 y.,No migration background,Divorced,0.02335,57,2867,0.01782,0.02887
1990,17-29 y.,Direct migration background,Married,0.43719,316,659,0.39929,0.47509
1990,17-29 y.,Direct migration background,Single,0.49843,343,659,0.46022,0.53663
1990,17-29 y.,Indirect migration background,Married,0.13631,31,259,0.09444,0.17818
1990,17-29 y.,Indirect migration background,Single,0.85318,228,259,0.80999,0.89637
1990,30-45 y.,No migration background,Married,0.73224,2736,3376,0.71731,0.74718
1990,30-45 y.,No migration background,"Married, living apart",0.02374,62,3376,0.01860,0.02887
1990,30-45 y.,No migration background,Single,0.14664,334,3376,0.13471,0.15858
1990,30-45 y.,No migration background,Divorced,0.08729,244,3376,0.07776,0.09681
1990,30-45 y.,Direct migration background,Married,0.78467,750,842,0.75689,0.81245
1990,30-45 y.,Direct migration background,Single,0.09415,47,842,0.07442,0.11389
1990,30-45 y.,Direct migration background,Divorced,0.08191,45,842,0.06338,0.10045
1990,46-65 y.,No migration background,Married,0.76254,2650,3239,0.74789,0.77720
1990,46-65 y.,No migration background,"Married, living apart",0.01846,46,3239,0.01382,0.02310
1990,46-65 y.,No migration background,Single,0.05595,119,3239,0.04803,0.06386
1990,46-65 y.,No migration background,Divorced,0.07694,221,3239,0.06776,0.08612
1990,46-65 y.,No migration background,Widowed,0.07530,203,3239,0.06621,0.08439
1990,46-65 y.,Direct migration background,Married,0.79296,854,970,0.76744,0.81847
1990,46-65 y.,Direct migration background,"Married, living apart",0.04273,49,970,0.03000,0.05547
1990,46-65 y.,Direct migration background,Divorced,0.06271,33,970,0.04745,0.07798
1990,46-65 y.,Direct migration background,Widowed,0.06680,34,970,0.05108,0.08252
1990,66 and older,No migration background,Married,0.43903,677,1326,0.41231,0.46576
1990,66 and older,No migration background,Single,0.05106,62,1326,0.03921,0.06291
1990,66 and older,No migration background,Divorced,0.03024,35,1326,0.02102,0.03946
1990,66 and older,No migration background,Widowed,0.45317,552,1326,0.42637,0.47998
1990,66 and older,Direct migration background,Married,0.55885,65,65,0.43721,0.68050
1991,17-29 y.,No migration background,Married,0.24347,780,2683,0.22723,0.25971
1991,17-29 y.,No migration background,Single,0.71917,1857,2683,0.70216,0.73618
1991,17-29 y.,No migration background,Divorced,0.02226,46,2683,0.01668,0.02784
1991,17-29 y.,Direct migration background,Married,0.46617,329,633,0.42727,0.50506
1991,17-29 y.,Direct migration background,Single,0.48559,304,633,0.44662,0.52455
1991,17-29 y.,Indirect migration background,Married,0.10715,37,309,0.07260,0.14169
1991,17-29 y.,Indirect migration background,Single,0.87702,272,309,0.84035,0.91370
1991,30-45 y.,No migration background,Married,0.72300,2759,3422,0.70800,0.73800
1991,30-45 y.,No migration background,"Married, living apart",0.02110,57,3422,0.01629,0.02592
1991,30-45 y.,No migration background,Single,0.15402,352,3422,0.14192,0.16612
1991,30-45 y.,No migration background,Divorced,0.09313,254,3422,0.08340,0.10287
1991,30-45 y.,Direct migration background,Married,0.82001,722,811,0.79355,0.84646
1991,30-45 y.,Direct migration background,Single,0.07555,46,811,0.05735,0.09375
1991,30-45 y.,Direct migration background,Divorced,0.07493,43,811,0.05680,0.09306
1991,46-65 y.,No migration background,Married,0.75750,2538,3104,0.74241,0.77258
1991,46-65 y.,No migration background,"Married, living apart",0.01813,41,3104,0.01344,0.02283
1991,46-65 y.,No migration background,Single,0.05405,108,3104,0.04610,0.06201
1991,46-65 y.,No migration background,Divorced,0.08373,218,3104,0.07398,0.09347
1991,46-65 y.,No migration background,Widowed,0.07778,199,3104,0.06836,0.08721
1991,46-65 y.,Direct migration background,Married,0.79389,861,981,0.76857,0.81922
1991,46-65 y.,Direct migration background,"Married, living apart",0.04811,49,981,0.03471,0.06151
1991,46-65 y.,Direct migration background,Divorced,0.06290,39,981,0.04770,0.07810
1991,46-65 y.,Direct migration background,Widowed,0.05264,32,981,0.03866,0.06662
1991,66 and older,No migration background,Married,0.44621,685,1295,0.41912,0.47329
1991,66 and older,No migration background,Single,0.04846,55,1295,0.03676,0.06016
1991,66 and older,No migration background,Divorced,0.02780,33,1295,0.01884,0.03676
1991,66 and older,No migration background,Widowed,0.45277,522,1295,0.42564,0.47989
1991,66 and older,Direct migration background,Married,0.52511,74,110,0.43136,0.61886
1991,66 and older,Direct migration background,Widowed,0.35049,36,110,0.26092,0.44006
1992,17-29 y.,No migration background,Married,0.22490,678,2573,0.20877,0.24104
1992,17-29 y.,No migration background,"Married, living apart",0.01388,34,2573,0.00936,0.01840
1992,17-29 y.,No migration background,Single,0.73653,1810,2573,0.71950,0.75355
1992,17-29 y.,No migration background,Divorced,0.02400,51,2573,0.01809,0.02991
1992,17-29 y.,Direct migration background,Married,0.47891,331,600,0.43890,0.51891
1992,17-29 y.,Direct migration background,Single,0.47780,269,600,0.43779,0.51780
1992,17-29 y.,Indirect migration background,Married,0.11023,47,363,0.07797,0.14250
1992,17-29 y.,Indirect migration background,Single,0.86976,316,363,0.83509,0.90444
1992,30-45 y.,No migration background,Married,0.72468,2729,3410,0.70969,0.73968
1992,30-45 y.,No migration background,"Married, living apart",0.02340,64,3410,0.01833,0.02848
1992,30-45 y.,No migration background,Single,0.15677,369,3410,0.14456,0.16897
1992,30-45 y.,No migration background,Divorced,0.08439,248,3410,0.07506,0.09372
1992,30-45 y.,Direct migration background,Married,0.81091,678,761,0.78307,0.83875
1992,30-45 y.,Direct migration background,Single,0.07437,48,761,0.05571,0.09302
1992,30-45 y.,Direct migration background,Divorced,0.07604,35,761,0.05720,0.09489
1992,46-65 y.,No migration background,Married,0.76619,2482,3013,0.75107,0.78130
1992,46-65 y.,No migration background,"Married, living apart",0.01664,35,3013,0.01207,0.02121
1992,46-65 y.,No migration background,Single,0.05108,98,3013,0.04322,0.05894
1992,46-65 y.,No migration background,Divorced,0.08531,209,3013,0.07534,0.09529
1992,46-65 y.,No migration background,Widowed,0.07391,189,3013,0.06456,0.08325
1992,46-65 y.,Direct migration background,Married,0.79328,852,970,0.76778,0.81878
1992,46-65 y.,Direct migration background,"Married, living apart",0.03832,44,970,0.02623,0.05040
1992,46-65 y.,Direct migration background,Divorced,0.06343,40,970,0.04808,0.07877
1992,46-65 y.,Direct migration background,Widowed,0.05605,34,970,0.04156,0.07053
1992,66 and older,No migration background,Married,0.45128,690,1282,0.42402,0.47853
1992,66 and older,No migration background,Single,0.04820,55,1282,0.03647,0.05993
1992,66 and older,No migration background,Divorced,0.03258,37,1282,0.02286,0.04230
1992,66 and older,No migration background,Widowed,0.44007,500,1282,0.41289,0.46726
1992,66 and older,Direct migration background,Married,0.54447,85,125,0.45681,0.63213
1992,66 and older,Direct migration background,Widowed,0.33374,40,125,0.25074,0.41674
1993,17-29 y.,No migration background,Married,0.21456,618,2474,0.19838,0.23074
1993,17-29 y.,No migration background,"Married, living apart",0.01706,41,2474,0.01196,0.02217
1993,17-29 y.,No migration background,Single,0.74417,1771,2474,0.72698,0.76137
1993,17-29 y.,No migration background,Divorced,0.02217,44,2474,0.01637,0.02797
1993,17-29 y.,Direct migration background,Married,0.46800,320,558,0.42656,0.50944
1993,17-29 y.,Direct migration background,Single,0.50014,238,558,0.45861,0.54166
1993,17-29 y.,Indirect migration background,Married,0.10997,61,408,0.07958,0.14037
1993,17-29 y.,Indirect migration background,Single,0.85437,347,408,0.82010,0.88864
1993,30-45 y.,No migration background,Married,0.72185,2668,3377,0.70674,0.73697
1993,30-45 y.,No migration background,"Married, living apart",0.03002,85,3377,0.02426,0.03577
1993,30-45 y.,No migration background,Single,0.15145,378,3377,0.13936,0.16354
1993,30-45 y.,No migration background,Divorced,0.08649,246,3377,0.07700,0.09597
1993,30-45 y.,Direct migration background,Married,0.80637,632,722,0.77752,0.83521
1993,30-45 y.,Direct migration background,Single,0.09185,57,722,0.07076,0.11293
1993,30-45 y.,Direct migration background,Divorced,0.06151,33,722,0.04398,0.07905
1993,46-65 y.,No migration background,Married,0.76490,2419,2938,0.74957,0.78024
1993,46-65 y.,No migration background,"Married, living apart",0.01747,37,2938,0.01273,0.02221
1993,46-65 y.,No migration background,Single,0.04983,91,2938,0.04196,0.05770
1993,46-65 y.,No migration background,Divorced,0.08196,201,2938,0.07204,0.09188
1993,46-65 y.,No migration background,Widowed,0.07813,190,2938,0.06842,0.08783
1993,46-65 y.,Direct migration background,Married,0.77757,836,967,0.75135,0.80380
1993,46-65 y.,Direct migration background,"Married, living apart",0.05287,52,967,0.03876,0.06698
1993,46-65 y.,Direct migration background,Divorced,0.07691,44,967,0.06010,0.09371
1993,46-65 y.,Direct migration background,Widowed,0.05441,35,967,0.04011,0.06872
1993,66 and older,No migration background,Married,0.44943,688,1284,0.42221,0.47664
1993,66 and older,No migration background,Single,0.04988,56,1284,0.03797,0.06180
1993,66 and older,No migration background,Divorced,0.03924,44,1284,0.02861,0.04986
1993,66 and older,No migration background,Widowed,0.43135,496,1284,0.40425,0.45845
1993,66 and older,Direct migration background,Married,0.59122,102,142,0.51007,0.67236
1993,66 and older,Direct migration background,Widowed,0.29193,40,142,0.21689,0.36698
1994,17-29 y.,No migration background,Married,0.21939,579,2382,0.20277,0.23601
1994,17-29 y.,No migration background,"Married, living apart",0.01462,34,2382,0.00980,0.01944
1994,17-29 y.,No migration background,Single,0.75059,1730,2382,0.73321,0.76797
1994,17-29 y.,No migration background,Divorced,0.01520,39,2382,0.01029,0.02012
1994,17-29 y.,Direct migration background,Married,0.52254,302,503,0.47885,0.56624
1994,17-29 y.,Direct migration background,Single,0.44710,201,503,0.40360,0.49059
