year,sex,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,male,Married,0.47181,3553,5229,0.45828,0.48534
1984,male,"Married, living apart",0.01176,113,5229,0.00884,0.01469
1984,male,Single,0.18507,1324,5229,0.17454,0.19560
1984,male,Divorced,0.02267,131,5229,0.01864,0.02671
1984,male,Widowed,0.02501,108,5229,0.02077,0.02924
1984,female,Married,0.42142,3542,5404,0.40825,0.43459
1984,female,"Married, living apart",0.00957,69,5404,0.00697,0.01217
1984,female,Single,0.14345,1014,5404,0.13411,0.15280
1984,female,Divorced,0.03325,214,5404,0.02847,0.03803
1984,female,Widowed,0.12450,565,5404,0.11570,0.13330
1985,male,Married,0.47564,3260,5004,0.46180,0.48948
1985,male,"Married, living apart",0.01376,118,5004,0.01053,0.01699
1985,male,Single,0.21896,1396,5004,0.20750,0.23042
1985,male,Divorced,0.02629,127,5004,0.02186,0.03073
1985,male,Widowed,0.02789,103,5004,0.02333,0.03246
1985,female,Married,0.42274,3270,5154,0.40925,0.43623
1985,female,"Married, living apart",0.01093,73,5154,0.00809,0.01377
1985,female,Single,0.16701,1052,5154,0.15682,0.17719
1985,female,Divorced,0.03774,208,5154,0.03254,0.04294
1985,female,Widowed,0.14053,551,5154,0.13104,0.15001
1986,male,Married,0.51563,3335,5172,0.50201,0.52925
1986,male,"Married, living apart",0.01960,149,5172,0.01582,0.02338
1986,male,Single,0.22928,1450,5172,0.21783,0.24074
1986,male,Divorced,0.02983,138,5172,0.02520,0.03447
1986,male,Widowed,0.02957,100,5172,0.02495,0.03419
1986,female,Married,0.45694,3340,5249,0.44346,0.47041
1986,female,"Married, living apart",0.01497,96,5249,0.01168,0.01825
1986,female,Single,0.17507,1075,5249,0.16479,0.18535
1986,female,Divorced,0.03974,210,5249,0.03445,0.04502
1986,female,Widowed,0.14515,528,5249,0.13562,0.15468
1987,male,Married,0.51687,3298,5148,0.50321,0.53052
1987,male,"Married, living apart",0.01594,135,5148,0.01252,0.01936
1987,male,Single,0.22536,1459,5148,0.21394,0.23677
1987,male,Divorced,0.03214,148,5148,0.02732,0.03696
1987,male,Widowed,0.03109,108,5148,0.02635,0.03583
1987,female,Married,0.45972,3295,5221,0.44620,0.47324
1987,female,"Married, living apart",0.01283,88,5221,0.00978,0.01589
1987,female,Single,0.17101,1069,5221,0.16080,0.18123
1987,female,Divorced,0.04327,228,5221,0.03775,0.04879
1987,female,Widowed,0.14733,541,5221,0.13771,0.15694
1988,male,Married,0.50858,3146,4916,0.49461,0.52256
1988,male,"Married, living apart",0.02058,140,4916,0.01661,0.02455
1988,male,Single,0.23096,1383,4916,0.21918,0.24274
1988,male,Divorced,0.03148,136,4916,0.02660,0.03636
1988,male,Widowed,0.03166,111,4916,0.02676,0.03655
1988,female,Married,0.45874,3148,4996,0.44492,0.47255
1988,female,"Married, living apart",0.01812,106,4996,0.01442,0.02182
1988,female,Single,0.16786,1017,4996,0.15750,0.17822
1988,female,Divorced,0.04396,217,4996,0.03827,0.04964
1988,female,Widowed,0.14454,508,4996,0.13479,0.15430
1989,male,Married,0.50489,3019,4750,0.49067,0.51911
1989,male,"Married, living apart",0.02025,122,4750,0.01625,0.02426
1989,male,Single,0.23298,1350,4750,0.22096,0.24500
1989,male,Divorced,0.03557,150,4750,0.03030,0.04083
1989,male,Widowed,0.03117,109,4750,0.02623,0.03611
1989,female,Married,0.45753,3022,4857,0.44352,0.47155
1989,female,"Married, living apart",0.01626,97,4857,0.01270,0.01982
1989,female,Single,0.16895,1014,4857,0.15841,0.17949
1989,female,Divorced,0.04805,225,4857,0.04204,0.05407
1989,female,Widowed,0.14359,499,4857,0.13372,0.15345
1990,male,Married,0.50041,4474,6759,0.48849,0.51233
1990,male,"Married, living apart",0.01496,126,6759,0.01206,0.01785
1990,male,Single,0.22405,1741,6759,0.21411,0.23399
1990,male,Divorced,0.04291,258,6759,0.03807,0.04774
1990,male,Widowed,0.02860,160,6759,0.02463,0.03258
1990,female,Married,0.46287,4524,7067,0.45124,0.47449
1990,female,"Married, living apart",0.01371,113,7067,0.01100,0.01643
1990,female,Single,0.15769,1328,7067,0.14919,0.16619
1990,female,Divorced,0.05256,395,7067,0.04735,0.05776
1990,female,Widowed,0.13618,707,7067,0.12818,0.14417
1991,male,Married,0.50433,4389,6625,0.49229,0.51637
1991,male,"Married, living apart",0.01436,119,6625,0.01149,0.01722
1991,male,Single,0.21826,1708,6625,0.20831,0.22821
1991,male,Divorced,0.04437,257,6625,0.03941,0.04933
1991,male,Widowed,0.02946,152,6625,0.02539,0.03353
1991,female,Married,0.45888,4420,6906,0.44712,0.47063
1991,female,"Married, living apart",0.01406,106,6906,0.01129,0.01684
1991,female,Single,0.15765,1310,6906,0.14906,0.16625
1991,female,Divorced,0.05548,391,6906,0.05008,0.06088
1991,female,Widowed,0.13919,679,6906,0.13102,0.14735
1992,male,Married,0.50834,4271,6456,0.49615,0.52054
1992,male,"Married, living apart",0.01625,117,6456,0.01316,0.01933
1992,male,Single,0.21757,1680,6456,0.20751,0.22764
1992,male,Divorced,0.04187,242,6456,0.03698,0.04676
1992,male,Widowed,0.02846,146,6456,0.02440,0.03252
1992,female,Married,0.46094,4327,6808,0.44910,0.47279
1992,female,"Married, living apart",0.01308,114,6808,0.01038,0.01578
1992,female,Single,0.15550,1311,6808,0.14689,0.16411
1992,female,Divorced,0.05741,394,6808,0.05188,0.06293
1992,female,Widowed,0.13726,662,6808,0.12908,0.14543
1993,male,Married,0.50811,4179,6355,0.49582,0.52040
1993,male,"Married, living apart",0.01797,132,6355,0.01470,0.02124
1993,male,Single,0.21606,1666,6355,0.20594,0.22618
1993,male,Divorced,0.04229,238,6355,0.03735,0.04724
1993,male,Widowed,0.02824,140,6355,0.02416,0.03231
1993,female,Married,0.45812,4194,6686,0.44617,0.47006
1993,female,"Married, living apart",0.01702,140,6686,0.01392,0.02012
1993,female,Single,0.15226,1303,6686,0.14364,0.16087
1993,female,Divorced,0.05769,386,6686,0.05210,0.06328
1993,female,Widowed,0.13646,663,6686,0.12823,0.14469
1994,male,Married,0.50699,4070,6207,0.49455,0.51943
1994,male,"Married, living apart",0.01919,144,6207,0.01578,0.02261
1994,male,Single,0.21043,1616,6207,0.20028,0.22057
1994,male,Divorced,0.04293,239,6207,0.03789,0.04797
1994,male,Widowed,0.02978,138,6207,0.02555,0.03401
1994,female,Married,0.45651,4108,6605,0.44450,0.46853
1994,female,"Married, living apart",0.01802,134,6605,0.01482,0.02123
1994,female,Single,0.15402,1323,6605,0.14531,0.16273
1994,female,Divorced,0.05743,383,6605,0.05182,0.06304
1994,female,Widowed,0.13612,657,6605,0.12785,0.14439
1995,male,Married,0.50759,4194,6400,0.49534,0.51984
1995,male,"Married, living apart",0.01600,119,6400,0.01293,0.01908
1995,male,Single,0.20973,1679,6400,0.19976,0.21971
1995,male,Divorced,0.04596,265,6400,0.04083,0.05109
1995,male,Widowed,0.02941,143,6400,0.02527,0.03355
1995,female,Married,0.45521,4243,6820,0.44339,0.46703
1995,female,"Married, living apart",0.01457,126,6820,0.01173,0.01741
1995,female,Single,0.15298,1372,6820,0.14444,0.16152
1995,female,Divorced,0.06195,423,6820,0.05623,0.06767
1995,female,Widowed,0.13647,656,6820,0.12832,0.14461
1996,male,Married,0.50551,4068,6287,0.49315,0.51787
1996,male,"Married, living apart",0.02062,142,6287,0.01710,0.02413
1996,male,Single,0.21207,1687,6287,0.20197,0.22218
1996,male,Divorced,0.04536,259,6287,0.04021,0.05050
1996,male,Widowed,0.02636,131,6287,0.02240,0.03032
1996,female,Married,0.44998,4127,6713,0.43808,0.46188
1996,female,"Married, living apart",0.01627,141,6713,0.01325,0.01930
1996,female,Single,0.15939,1383,6713,0.15063,0.16815
1996,female,Divorced,0.06275,415,6713,0.05695,0.06855
1996,female,Widowed,0.13592,647,6713,0.12772,0.14412
1997,male,Married,0.50358,3960,6190,0.49112,0.51603
1997,male,"Married, living apart",0.01925,134,6190,0.01583,0.02268
1997,male,Single,0.21269,1695,6190,0.20249,0.22288
1997,male,Divorced,0.04754,276,6190,0.04224,0.05285
1997,male,Widowed,0.02637,125,6190,0.02237,0.03036
1997,female,Married,0.44183,4007,6580,0.42983,0.45383
1997,female,"Married, living apart",0.02042,158,6580,0.01701,0.02384
1997,female,Single,0.16211,1359,6580,0.15321,0.17102
1997,female,Divorced,0.06469,414,6580,0.05875,0.07064
1997,female,Widowed,0.13567,642,6580,0.12740,0.14395
1998,male,Married,0.50464,4362,6873,0.49282,0.51646
1998,male,"Married, living apart",0.01896,140,6873,0.01574,0.02219
1998,male,Single,0.21582,1892,6873,0.20609,0.22555
1998,male,Divorced,0.04665,327,6873,0.04166,0.05164
1998,male,Widowed,0.02816,152,6873,0.02425,0.03207
1998,female,Married,0.44606,4423,7303,0.43466,0.45747
1998,female,"Married, living apart",0.02192,180,7303,0.01856,0.02527
1998,female,Single,0.16165,1504,7303,0.15321,0.17010
1998,female,Divorced,0.06623,480,7303,0.06052,0.07193
1998,female,Widowed,0.12916,716,7303,0.12146,0.13685
1999,male,Married,0.49883,4137,6595,0.48676,0.51090
1999,male,"Married, living apart",0.01860,134,6595,0.01534,0.02186
1999,male,Single,0.21910,1826,6595,0.20912,0.22909
1999,male,Divorced,0.05213,346,6595,0.04676,0.05749
1999,male,Widowed,0.02861,152,6595,0.02459,0.03264
1999,female,Married,0.43926,4180,7019,0.42765,0.45087
1999,female,"Married, living apart",0.02132,174,7019,0.01794,0.02470
1999,female,Single,0.16673,1506,7019,0.15801,0.17545
1999,female,Divorced,0.07031,489,7019,0.06433,0.07629
1999,female,Widowed,0.12826,670,7019,0.12043,0.13608
2000,male,Married,0.50121,7446,11560,0.49209,0.51033
2000,male,"Married, living apart",0.01745,228,11560,0.01507,0.01984
2000,male,Single,0.21828,2987,11560,0.21075,0.22581
2000,male,Divorced,0.04921,593,11560,0.04527,0.05316
2000,male,Widowed,0.02979,306,11560,0.02669,0.03289
2000,female,Married,0.45816,7523,12458,0.44941,0.46691
2000,female,"Married, living apart",0.01780,266,12458,0.01547,0.02012
2000,female,Single,0.16616,2545,12458,0.15962,0.17270
2000,female,Divorced,0.06713,868,12458,0.06274,0.07153
2000,female,Widowed,0.12071,1256,12458,0.11499,0.12643
2001,male,Married,0.49400,6706,10499,0.48443,0.50356
2001,male,"Married, living apart",0.01743,210,10499,0.01492,0.01993
2001,male,Single,0.22464,2741,10499,0.21666,0.23263
2001,male,Divorced,0.05153,550,10499,0.04730,0.05576
2001,male,Widowed,0.02996,292,10499,0.02670,0.03323
2001,female,Married,0.45019,6774,11337,0.44104,0.45935
2001,female,"Married, living apart",0.01838,247,11337,0.01591,0.02085
2001,female,Single,0.17078,2377,11337,0.16386,0.17771
2001,female,Divorced,0.07159,824,11337,0.06685,0.07634
2001,female,Widowed,0.11903,1115,11337,0.11307,0.12499
2002,male,Married,0.49192,7110,11093,0.48261,0.50122
2002,male,"Married, living apart",0.01727,223,11093,0.01485,0.01970
2002,male,Single,0.22668,2864,11093,0.21889,0.23447
2002,male,Divorced,0.05453,604,11093,0.05031,0.05876
2002,male,Widowed,0.02894,292,11093,0.02582,0.03206
2002,female,Married,0.44708,7169,11837,0.43812,0.45604
2002,female,"Married, living apart",0.01880,240,11837,0.01636,0.02125
2002,female,Single,0.17424,2496,11837,0.16740,0.18107
2002,female,Divorced,0.07450,845,11837,0.06976,0.07923
2002,female,Widowed,0.11799,1087,11837,0.11217,0.12380
2003,male,Married,0.48321,6707,10641,0.47371,0.49270
2003,male,"Married, living apart",0.01889,231,10641,0.01630,0.02147
2003,male,Single,0.23235,2805,10641,0.22432,0.24037
2003,male,Divorced,0.05716,600,10641,0.05274,0.06157
2003,male,Widowed,0.03004,298,10641,0.02680,0.03328
2003,female,Married,0.44217,6781,11421,0.43306,0.45128
2003,female,"Married, living apart",0.01840,245,11421,0.01594,0.02087
2003,female,Single,0.17919,2511,11421,0.17216,0.18623
2003,female,Divorced,0.07593,823,11421,0.07108,0.08079
2003,female,Widowed,0.11691,1061,11421,0.11102,0.12280
2004,male,Married,0.47898,6451,10349,0.46935,0.48860
2004,male,"Married, living apart",0.02105,226,10349,0.01829,0.02382
2004,male,Single,0.24095,2802,10349,0.23271,0.24919
2004,male,Divorced,0.05804,592,10349,0.05354,0.06255
2004,male,Widowed,0.02779,278,10349,0.02462,0.03095
2004,female,Married,0.43583,6556,11165,0.42663,0.44503
2004,female,"Married, living apart",0.01913,236,11165,0.01659,0.02167
2004,female,Single,0.18428,2501,11165,0.17709,0.19147
2004,female,Divorced,0.07914,837,11165,0.07413,0.08415
2004,female,Widowed,0.11744,1035,11165,0.11147,0.12342
2005,male,Married,0.47100,6103,9874,0.46116,0.48085
2005,male,"Married, living apart",0.02046,213,9874,0.01767,0.02325
2005,male,Single,0.25416,2703,9874,0.24557,0.26274
2005,male,Divorced,0.05840,578,9874,0.05378,0.06303
2005,male,Widowed,0.02688,277,9874,0.02369,0.03007
2005,female,Married,0.43114,6190,10742,0.42178,0.44051
2005,female,"Married, living apart",0.02064,251,10742,0.01795,0.02333
2005,female,Single,0.19528,2462,10742,0.18779,0.20278
2005,female,Divorced,0.08374,832,10742,0.07850,0.08898
2005,female,Widowed,0.11233,1007,10742,0.10636,0.11831
2006,male,Married,0.46653,6562,10606,0.45703,0.47602
2006,male,"Married, living apart",0.02031,223,10606,0.01763,0.02300
2006,male,Single,0.25414,2832,10606,0.24585,0.26243
2006,male,Divorced,0.06354,665,10606,0.05890,0.06819
2006,male,Widowed,0.02982,324,10606,0.02659,0.03306
2006,female,Married,0.42802,6664,11572,0.41901,0.43704
2006,female,"Married, living apart",0.02186,268,11572,0.01920,0.02453
2006,female,Single,0.19697,2603,11572,0.18973,0.20422
2006,female,Divorced,0.08357,921,11572,0.07853,0.08862
2006,female,Widowed,0.11207,1116,11572,0.10633,0.11782
2007,male,Married,0.46358,6088,9919,0.45377,0.47340
2007,male,"Married, living apart",0.01918,196,9919,0.01648,0.02188
2007,male,Single,0.26184,2706,9919,0.25319,0.27049
2007,male,Divorced,0.06362,629,9919,0.05882,0.06842
2007,male,Widowed,0.02863,300,9919,0.02535,0.03191
2007,female,Married,0.42773,6181,10845,0.41842,0.43704
2007,female,"Married, living apart",0.02299,263,10845,0.02017,0.02581
2007,female,Single,0.20365,2479,10845,0.19607,0.21123
2007,female,Divorced,0.08533,891,10845,0.08007,0.09058
2007,female,Widowed,0.10985,1031,10845,0.10397,0.11574
2008,male,Married,0.46023,5714,9313,0.45011,0.47036
2008,male,"Married, living apart",0.01908,190,9313,0.01630,0.02186
2008,male,Single,0.26729,2521,9313,0.25830,0.27628
2008,male,Divorced,0.06578,596,9313,0.06075,0.07082
2008,male,Widowed,0.02887,292,9313,0.02547,0.03227
2008,female,Married,0.42411,5780,10187,0.41451,0.43371
2008,female,"Married, living apart",0.02082,235,10187,0.01804,0.02359
2008,female,Single,0.20996,2314,10187,0.20205,0.21787
2008,female,Divorced,0.08763,868,10187,0.08214,0.09313
2008,female,Widowed,0.11099,990,10187,0.10489,0.11709
2009,male,Married,0.45693,5267,8710,0.44646,0.46739
2009,male,"Married, living apart",0.02079,188,8710,0.01780,0.02379
2009,male,Single,0.27439,2394,8710,0.26502,0.28376
2009,male,Divorced,0.06392,578,8710,0.05878,0.06906
2009,male,Widowed,0.02915,283,8710,0.02561,0.03268
2009,female,Married,0.42180,5353,9486,0.41186,0.43174
2009,female,"Married, living apart",0.02016,216,9486,0.01733,0.02299
2009,female,Single,0.21467,2141,9486,0.20641,0.22293
2009,female,Divorced,0.08743,827,9486,0.08175,0.09312
