year,age_gr,quintil_oecd,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,1st Quintile,Married,0.23699,232,652,0.20432,0.26965
1984,17-29 y.,1st Quintile,Single,0.58205,420,652,0.54416,0.61994
1984,17-29 y.,2nd Quintile,Married,0.22943,192,562,0.19463,0.26422
1984,17-29 y.,2nd Quintile,Single,0.61124,370,562,0.57090,0.65158
1984,17-29 y.,3rd Quintile,Married,0.23736,184,579,0.20268,0.27205
1984,17-29 y.,3rd Quintile,Single,0.65335,395,579,0.61456,0.69215
1984,17-29 y.,4th Quintile,Married,0.26232,212,626,0.22783,0.29680
1984,17-29 y.,4th Quintile,Single,0.62255,414,626,0.58455,0.66056
1984,17-29 y.,5th Quintile,Married,0.29227,174,482,0.25163,0.33292
1984,17-29 y.,5th Quintile,Single,0.57634,308,482,0.53217,0.62050
1984,30-45 y.,1st Quintile,Married,0.67601,591,655,0.64014,0.71188
1984,30-45 y.,1st Quintile,Single,0.06582,31,655,0.04682,0.08483
1984,30-45 y.,1st Quintile,Divorced,0.06253,33,655,0.04398,0.08109
1984,30-45 y.,2nd Quintile,Married,0.77237,625,661,0.74038,0.80436
1984,30-45 y.,2nd Quintile,Divorced,0.05577,36,661,0.03827,0.07328
1984,30-45 y.,3rd Quintile,Married,0.77124,602,642,0.73873,0.80376
1984,30-45 y.,3rd Quintile,Single,0.07324,40,642,0.05307,0.09341
1984,30-45 y.,4th Quintile,Married,0.74087,587,692,0.70820,0.77354
1984,30-45 y.,4th Quintile,Single,0.09544,65,692,0.07353,0.11735
1984,30-45 y.,4th Quintile,Divorced,0.06492,40,692,0.04655,0.08329
1984,30-45 y.,5th Quintile,Married,0.68425,549,672,0.64908,0.71942
1984,30-45 y.,5th Quintile,Single,0.13826,91,672,0.11214,0.16438
1984,30-45 y.,5th Quintile,Divorced,0.04839,32,672,0.03215,0.06463
1984,46-65 y.,1st Quintile,Married,0.55973,350,394,0.51065,0.60881
1984,46-65 y.,1st Quintile,Widowed,0.13265,44,394,0.09912,0.16619
1984,46-65 y.,2nd Quintile,Married,0.66012,457,504,0.61872,0.70151
1984,46-65 y.,2nd Quintile,Widowed,0.08651,47,504,0.06195,0.11108
1984,46-65 y.,3rd Quintile,Married,0.74065,536,576,0.70482,0.77647
1984,46-65 y.,3rd Quintile,Widowed,0.07265,40,576,0.05143,0.09387
1984,46-65 y.,4th Quintile,Married,0.76106,587,628,0.72768,0.79444
1984,46-65 y.,4th Quintile,Widowed,0.06725,41,628,0.04765,0.08685
1984,46-65 y.,5th Quintile,Married,0.76419,693,763,0.73405,0.79433
1984,46-65 y.,5th Quintile,Single,0.05237,35,763,0.03656,0.06819
1984,46-65 y.,5th Quintile,Widowed,0.05023,35,763,0.03472,0.06574
1984,66 and older,1st Quintile,Married,0.26267,109,234,0.20617,0.31918
1984,66 and older,1st Quintile,Widowed,0.40200,125,234,0.33904,0.46496
1984,66 and older,2nd Quintile,Married,0.39088,123,211,0.32488,0.45688
1984,66 and older,2nd Quintile,Widowed,0.37879,88,211,0.31318,0.44440
1984,66 and older,3rd Quintile,Married,0.40710,110,182,0.33552,0.47867
1984,66 and older,3rd Quintile,Widowed,0.34502,72,182,0.27576,0.41427
1984,66 and older,4th Quintile,Married,0.40453,95,163,0.32895,0.48011
1984,66 and older,4th Quintile,Widowed,0.36282,68,163,0.28878,0.43686
1984,66 and older,5th Quintile,Married,0.37645,85,147,0.29786,0.45504
1984,66 and older,5th Quintile,Widowed,0.36636,62,147,0.28821,0.44452
1985,17-29 y.,1st Quintile,Married,0.20603,219,680,0.17561,0.23645
1985,17-29 y.,1st Quintile,Single,0.67947,461,680,0.64436,0.71457
1985,17-29 y.,2nd Quintile,Married,0.26748,181,548,0.23038,0.30457
1985,17-29 y.,2nd Quintile,Single,0.67096,367,548,0.63158,0.71034
1985,17-29 y.,3rd Quintile,Married,0.19062,153,598,0.15911,0.22213
1985,17-29 y.,3rd Quintile,Single,0.74212,445,598,0.70703,0.77721
1985,17-29 y.,4th Quintile,Married,0.20139,143,572,0.16850,0.23429
1985,17-29 y.,4th Quintile,Single,0.70828,429,572,0.67099,0.74556
1985,17-29 y.,5th Quintile,Married,0.25652,129,444,0.21585,0.29718
1985,17-29 y.,5th Quintile,Single,0.64298,315,444,0.59837,0.68760
1985,30-45 y.,1st Quintile,Married,0.70194,541,603,0.66540,0.73848
1985,30-45 y.,1st Quintile,Single,0.08216,31,603,0.06022,0.10410
1985,30-45 y.,1st Quintile,Divorced,0.07509,31,603,0.05404,0.09615
1985,30-45 y.,2nd Quintile,Married,0.79827,621,621,0.76669,0.82986
1985,30-45 y.,3rd Quintile,Married,0.79420,532,573,0.76107,0.82733
1985,30-45 y.,3rd Quintile,Single,0.09077,41,573,0.06723,0.11431
1985,30-45 y.,4th Quintile,Married,0.70510,499,597,0.66849,0.74171
1985,30-45 y.,4th Quintile,Single,0.12724,64,597,0.10049,0.15400
1985,30-45 y.,4th Quintile,Divorced,0.06069,34,597,0.04152,0.07986
1985,30-45 y.,5th Quintile,Married,0.68082,528,657,0.64514,0.71649
1985,30-45 y.,5th Quintile,Single,0.16326,94,657,0.13497,0.19154
1985,30-45 y.,5th Quintile,Divorced,0.06197,35,657,0.04352,0.08042
1985,46-65 y.,1st Quintile,Married,0.59604,370,421,0.54911,0.64297
1985,46-65 y.,1st Quintile,Widowed,0.14219,51,421,0.10879,0.17559
1985,46-65 y.,2nd Quintile,Married,0.72877,441,478,0.68887,0.76867
1985,46-65 y.,2nd Quintile,Widowed,0.09118,37,478,0.06535,0.11702
1985,46-65 y.,3rd Quintile,Married,0.72551,520,558,0.68845,0.76257
1985,46-65 y.,3rd Quintile,Widowed,0.07708,38,558,0.05493,0.09923
1985,46-65 y.,4th Quintile,Married,0.75973,571,604,0.72563,0.79384
1985,46-65 y.,4th Quintile,Widowed,0.05612,33,604,0.03775,0.07449
1985,46-65 y.,5th Quintile,Married,0.72245,602,678,0.68872,0.75619
1985,46-65 y.,5th Quintile,Single,0.06133,34,678,0.04326,0.07941
1985,46-65 y.,5th Quintile,Widowed,0.06563,42,678,0.04698,0.08429
1985,66 and older,1st Quintile,Married,0.27052,84,195,0.20801,0.33303
1985,66 and older,1st Quintile,Widowed,0.48868,111,195,0.41834,0.55902
1985,66 and older,2nd Quintile,Married,0.41899,122,227,0.35467,0.48332
1985,66 and older,2nd Quintile,Widowed,0.47608,105,227,0.41097,0.54119
1985,66 and older,3rd Quintile,Married,0.39629,102,173,0.32319,0.46939
1985,66 and older,3rd Quintile,Widowed,0.36107,71,173,0.28929,0.43285
1985,66 and older,4th Quintile,Married,0.41467,96,168,0.33995,0.48939
1985,66 and older,4th Quintile,Widowed,0.40832,72,168,0.33377,0.48287
1985,66 and older,5th Quintile,Married,0.38212,74,129,0.29794,0.46630
1985,66 and older,5th Quintile,Widowed,0.34645,55,129,0.26401,0.42888
1986,17-29 y.,1st Quintile,Married,0.22868,185,622,0.19565,0.26172
1986,17-29 y.,1st Quintile,Single,0.72912,437,622,0.69416,0.76407
1986,17-29 y.,2nd Quintile,Married,0.27747,195,586,0.24119,0.31376
1986,17-29 y.,2nd Quintile,Single,0.70010,391,586,0.66297,0.73723
1986,17-29 y.,3rd Quintile,Married,0.20795,147,587,0.17509,0.24081
1986,17-29 y.,3rd Quintile,Single,0.75588,440,587,0.72110,0.79066
1986,17-29 y.,4th Quintile,Married,0.22709,164,625,0.19422,0.25996
1986,17-29 y.,4th Quintile,Single,0.72037,461,625,0.68516,0.75559
1986,17-29 y.,5th Quintile,Married,0.28647,141,486,0.24623,0.32671
1986,17-29 y.,5th Quintile,Single,0.69522,345,486,0.65426,0.73619
1986,30-45 y.,1st Quintile,Married,0.75507,503,540,0.71876,0.79138
1986,30-45 y.,1st Quintile,Divorced,0.09743,37,540,0.07239,0.12246
1986,30-45 y.,2nd Quintile,Married,0.84429,608,639,0.81615,0.87242
1986,30-45 y.,2nd Quintile,Single,0.07498,31,639,0.05455,0.09542
1986,30-45 y.,3rd Quintile,Married,0.80436,548,590,0.77232,0.83640
1986,30-45 y.,3rd Quintile,Single,0.08984,42,590,0.06675,0.11293
1986,30-45 y.,4th Quintile,Married,0.70116,485,607,0.66471,0.73760
1986,30-45 y.,4th Quintile,Single,0.18075,80,607,0.15011,0.21139
1986,30-45 y.,4th Quintile,Divorced,0.07181,42,607,0.05125,0.09236
1986,30-45 y.,5th Quintile,Married,0.73237,515,646,0.69820,0.76653
1986,30-45 y.,5th Quintile,Single,0.16577,98,646,0.13707,0.19447
1986,30-45 y.,5th Quintile,Divorced,0.05931,33,646,0.04108,0.07754
1986,46-65 y.,1st Quintile,Married,0.67225,428,479,0.63017,0.71433
1986,46-65 y.,1st Quintile,Widowed,0.15281,51,479,0.12056,0.18507
1986,46-65 y.,2nd Quintile,Married,0.79087,448,484,0.75460,0.82714
1986,46-65 y.,2nd Quintile,Widowed,0.09179,36,484,0.06604,0.11754
1986,46-65 y.,3rd Quintile,Married,0.78944,515,552,0.75539,0.82348
1986,46-65 y.,3rd Quintile,Widowed,0.08026,37,552,0.05757,0.10295
1986,46-65 y.,4th Quintile,Married,0.81089,630,666,0.78113,0.84065
1986,46-65 y.,4th Quintile,Widowed,0.06229,36,666,0.04392,0.08065
1986,46-65 y.,5th Quintile,Married,0.79628,645,745,0.76733,0.82522
1986,46-65 y.,5th Quintile,Single,0.05753,31,745,0.04080,0.07426
1986,46-65 y.,5th Quintile,Divorced,0.05701,33,745,0.04035,0.07368
1986,46-65 y.,5th Quintile,Widowed,0.05683,36,745,0.04020,0.07347
1986,66 and older,1st Quintile,Married,0.32574,98,212,0.26250,0.38897
1986,66 and older,1st Quintile,Widowed,0.49827,114,212,0.43080,0.56573
1986,66 and older,2nd Quintile,Married,0.46652,136,229,0.40177,0.53128
1986,66 and older,2nd Quintile,Widowed,0.45542,93,229,0.39078,0.52006
1986,66 and older,3rd Quintile,Married,0.49977,120,197,0.42977,0.56977
1986,66 and older,3rd Quintile,Widowed,0.42460,77,197,0.35540,0.49380
1986,66 and older,4th Quintile,Married,0.46825,87,147,0.38731,0.54919
1986,66 and older,4th Quintile,Widowed,0.41961,60,147,0.33956,0.49966
1986,66 and older,5th Quintile,Married,0.42136,77,131,0.33648,0.50624
1986,66 and older,5th Quintile,Widowed,0.39095,54,131,0.30707,0.47484
1987,17-29 y.,1st Quintile,Married,0.22334,194,618,0.19048,0.25620
1987,17-29 y.,1st Quintile,Single,0.73074,424,618,0.69574,0.76574
1987,17-29 y.,2nd Quintile,Married,0.30082,206,598,0.26403,0.33761
1987,17-29 y.,2nd Quintile,Single,0.66665,392,598,0.62884,0.70447
1987,17-29 y.,3rd Quintile,Married,0.22204,141,587,0.18839,0.25569
1987,17-29 y.,3rd Quintile,Single,0.74367,446,587,0.70832,0.77902
1987,17-29 y.,4th Quintile,Married,0.26855,164,626,0.23380,0.30329
1987,17-29 y.,4th Quintile,Single,0.69907,462,626,0.66312,0.73503
1987,17-29 y.,5th Quintile,Married,0.24785,120,475,0.20898,0.28672
1987,17-29 y.,5th Quintile,Single,0.74362,355,475,0.70431,0.78293
1987,30-45 y.,1st Quintile,Married,0.72808,454,499,0.68900,0.76716
1987,30-45 y.,1st Quintile,Divorced,0.13088,45,499,0.10125,0.16050
1987,30-45 y.,2nd Quintile,Married,0.83549,575,610,0.80605,0.86494
1987,30-45 y.,2nd Quintile,Single,0.08451,35,610,0.06242,0.10660
1987,30-45 y.,3rd Quintile,Married,0.78466,536,588,0.75141,0.81792
1987,30-45 y.,3rd Quintile,Single,0.12233,52,588,0.09582,0.14884
1987,30-45 y.,4th Quintile,Married,0.73875,491,599,0.70354,0.77396
1987,30-45 y.,4th Quintile,Single,0.16613,73,599,0.13630,0.19596
1987,30-45 y.,4th Quintile,Divorced,0.06840,35,599,0.04817,0.08864
1987,30-45 y.,5th Quintile,Married,0.72302,520,655,0.68873,0.75732
1987,30-45 y.,5th Quintile,Single,0.17801,96,655,0.14869,0.20733
1987,30-45 y.,5th Quintile,Divorced,0.06163,39,655,0.04320,0.08006
1987,46-65 y.,1st Quintile,Married,0.61001,377,463,0.56554,0.65449
1987,46-65 y.,1st Quintile,Divorced,0.10973,37,463,0.08123,0.13824
1987,46-65 y.,1st Quintile,Widowed,0.14297,49,463,0.11105,0.17489
1987,46-65 y.,2nd Quintile,Married,0.77816,451,496,0.74156,0.81476
1987,46-65 y.,2nd Quintile,Widowed,0.10994,45,496,0.08238,0.13750
1987,46-65 y.,3rd Quintile,Married,0.81724,538,575,0.78562,0.84886
1987,46-65 y.,3rd Quintile,Widowed,0.08223,37,575,0.05976,0.10471
1987,46-65 y.,4th Quintile,Married,0.82638,640,676,0.79780,0.85495
1987,46-65 y.,4th Quintile,Divorced,0.06443,36,676,0.04591,0.08295
1987,46-65 y.,5th Quintile,Married,0.77979,636,747,0.75005,0.80952
1987,46-65 y.,5th Quintile,Single,0.06213,33,747,0.04481,0.07945
1987,46-65 y.,5th Quintile,Divorced,0.05965,35,747,0.04265,0.07664
1987,46-65 y.,5th Quintile,Widowed,0.07241,43,747,0.05381,0.09101
1987,66 and older,1st Quintile,Married,0.41960,153,272,0.36084,0.47836
1987,66 and older,1st Quintile,Widowed,0.44062,119,272,0.38151,0.49973
1987,66 and older,2nd Quintile,Married,0.43086,114,209,0.36356,0.49815
1987,66 and older,2nd Quintile,Widowed,0.47725,95,209,0.40937,0.54513
1987,66 and older,3rd Quintile,Married,0.45564,110,197,0.38592,0.52537
1987,66 and older,3rd Quintile,Widowed,0.46911,87,197,0.39924,0.53897
1987,66 and older,4th Quintile,Married,0.50835,97,155,0.42939,0.58731
1987,66 and older,4th Quintile,Widowed,0.40823,58,155,0.33060,0.48586
1987,66 and older,5th Quintile,Married,0.45224,76,130,0.36635,0.53813
1987,66 and older,5th Quintile,Widowed,0.37598,54,130,0.29239,0.45957
1988,17-29 y.,1st Quintile,Married,0.23912,213,608,0.20518,0.27305
1988,17-29 y.,1st Quintile,Single,0.70167,395,608,0.66528,0.73807
1988,17-29 y.,2nd Quintile,Married,0.27461,175,543,0.23703,0.31218
1988,17-29 y.,2nd Quintile,Single,0.68299,368,543,0.64381,0.72216
1988,17-29 y.,3rd Quintile,Married,0.21398,150,591,0.18089,0.24707
1988,17-29 y.,3rd Quintile,Single,0.76166,441,591,0.72728,0.79604
1988,17-29 y.,4th Quintile,Married,0.24889,161,608,0.21450,0.28329
1988,17-29 y.,4th Quintile,Single,0.72037,447,608,0.68466,0.75607
1988,17-29 y.,5th Quintile,Married,0.23064,104,426,0.19059,0.27069
1988,17-29 y.,5th Quintile,Single,0.74783,322,426,0.70655,0.78912
1988,30-45 y.,1st Quintile,Married,0.73335,447,491,0.69419,0.77250
1988,30-45 y.,1st Quintile,Divorced,0.13122,44,491,0.10132,0.16111
1988,30-45 y.,2nd Quintile,Married,0.84354,568,568,0.81364,0.87344
1988,30-45 y.,3rd Quintile,Married,0.75747,489,539,0.72125,0.79368
1988,30-45 y.,3rd Quintile,Single,0.12998,50,539,0.10157,0.15840
1988,30-45 y.,4th Quintile,Married,0.70130,434,532,0.66237,0.74023
1988,30-45 y.,4th Quintile,Single,0.18654,66,532,0.15341,0.21968
1988,30-45 y.,4th Quintile,Divorced,0.07097,32,532,0.04913,0.09281
1988,30-45 y.,5th Quintile,Married,0.68500,445,591,0.64752,0.72249
1988,30-45 y.,5th Quintile,Single,0.21379,110,591,0.18071,0.24687
1988,30-45 y.,5th Quintile,Divorced,0.06168,36,591,0.04227,0.08110
1988,46-65 y.,1st Quintile,Married,0.64433,388,462,0.60063,0.68803
1988,46-65 y.,1st Quintile,Divorced,0.09281,32,462,0.06632,0.11929
1988,46-65 y.,1st Quintile,Widowed,0.12432,42,462,0.09420,0.15444
1988,46-65 y.,2nd Quintile,Married,0.76475,425,466,0.72620,0.80330
1988,46-65 y.,2nd Quintile,Widowed,0.11341,41,466,0.08458,0.14223
1988,46-65 y.,3rd Quintile,Married,0.80473,524,565,0.77201,0.83744
1988,46-65 y.,3rd Quintile,Widowed,0.08284,41,565,0.06009,0.10559
1988,46-65 y.,4th Quintile,Married,0.81312,629,661,0.78338,0.84286
1988,46-65 y.,4th Quintile,Widowed,0.05678,32,661,0.03912,0.07443
1988,46-65 y.,5th Quintile,Married,0.79112,603,709,0.76118,0.82107
1988,46-65 y.,5th Quintile,Single,0.06273,32,709,0.04487,0.08059
1988,46-65 y.,5th Quintile,Divorced,0.06373,40,709,0.04573,0.08172
1988,46-65 y.,5th Quintile,Widowed,0.05441,34,709,0.03770,0.07112
1988,66 and older,1st Quintile,Married,0.42359,136,240,0.36095,0.48624
1988,66 and older,1st Quintile,Widowed,0.42171,104,240,0.35911,0.48432
1988,66 and older,2nd Quintile,Married,0.42294,132,242,0.36057,0.48532
1988,66 and older,2nd Quintile,Widowed,0.48740,110,242,0.42430,0.55051
1988,66 and older,3rd Quintile,Married,0.49247,99,167,0.41642,0.56853
1988,66 and older,3rd Quintile,Widowed,0.44258,68,167,0.36702,0.51814
1988,66 and older,4th Quintile,Married,0.48209,87,144,0.40019,0.56398
1988,66 and older,4th Quintile,Widowed,0.41961,57,144,0.33872,0.50049
1988,66 and older,5th Quintile,Married,0.49885,85,138,0.41513,0.58258
1988,66 and older,5th Quintile,Widowed,0.34392,53,138,0.26438,0.42347
