year,pgisced97,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Pre-primary Level,Very important,0.37585,52,93,0.27688,0.47482
1990,Pre-primary Level,Important,0.32498,41,93,0.22928,0.42069
1990,Primary Level,Very important,0.17713,36,36,0.05065,0.30361
1990,Lower Secondary Level,Very important,0.42720,928,1585,0.40284,0.45156
1990,Lower Secondary Level,Important,0.23726,469,1585,0.21631,0.25821
1990,Lower Secondary Level,Less important,0.04233,80,1585,0.03241,0.05224
1990,Lower Secondary Level,Unimportant,0.07148,108,1585,0.05879,0.08416
1990,Upper Secondary Level,Very important,0.50026,2698,3849,0.48446,0.51606
1990,Upper Secondary Level,Important,0.19449,924,3849,0.18198,0.20699
1990,Upper Secondary Level,Less important,0.03389,130,3849,0.02817,0.03961
1990,Upper Secondary Level,Unimportant,0.02844,97,3849,0.02319,0.03369
1990,Post-secondary Non-tertiary Level,Very important,0.55305,148,188,0.48179,0.62431
1990,Post-secondary Non-tertiary Level,Important,0.16595,40,188,0.11263,0.21928
1990,First Stage of Tertiary Education,Very important,0.55266,362,460,0.50717,0.59815
1990,First Stage of Tertiary Education,Important,0.16593,98,460,0.13189,0.19996
1990,Second Stage of Tertiary Education,Very important,0.41491,463,614,0.37591,0.45392
1990,Second Stage of Tertiary Education,Important,0.15053,151,614,0.12223,0.17884
1992,Pre-primary Level,Very important,0.39126,70,120,0.30357,0.47895
1992,Pre-primary Level,Important,0.34854,50,120,0.26293,0.43416
1992,Primary Level,Very important,0.18566,47,47,0.07330,0.29803
1992,Lower Secondary Level,Very important,0.48967,1146,1916,0.46728,0.51206
1992,Lower Secondary Level,Important,0.24618,523,1916,0.22689,0.26548
1992,Lower Secondary Level,Less important,0.05162,100,1916,0.04171,0.06153
1992,Lower Secondary Level,Unimportant,0.08507,147,1916,0.07257,0.09756
1992,Upper Secondary Level,Very important,0.65349,4381,5993,0.64144,0.66553
1992,Upper Secondary Level,Important,0.22169,1250,5993,0.21118,0.23221
1992,Upper Secondary Level,Less important,0.03149,174,5993,0.02706,0.03591
1992,Upper Secondary Level,Unimportant,0.04740,188,5993,0.04202,0.05278
1992,Post-secondary Non-tertiary Level,Very important,0.62786,213,267,0.56977,0.68595
1992,Post-secondary Non-tertiary Level,Important,0.18552,54,267,0.13880,0.23223
