year,regtyp,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,Very important,0.43627,3630,5373,0.42301,0.44953
1990,Urban regions,Important,0.18131,1339,5373,0.17101,0.19161
1990,Urban regions,Less important,0.03369,214,5373,0.02886,0.03851
1990,Urban regions,Unimportant,0.03441,190,5373,0.02953,0.03928
1990,Rural regions,Very important,0.28794,1108,1668,0.26621,0.30968
1990,Rural regions,Important,0.12201,422,1668,0.10630,0.13772
1990,Rural regions,Less important,0.02530,75,1668,0.01777,0.03284
1990,Rural regions,Unimportant,0.02342,63,1668,0.01616,0.03068
1992,Urban regions,Very important,0.49859,4633,6563,0.48649,0.51069
1992,Urban regions,Important,0.18280,1480,6563,0.17345,0.19215
1992,Urban regions,Less important,0.03151,220,6563,0.02729,0.03574
1992,Urban regions,Unimportant,0.03860,230,6563,0.03394,0.04327
1992,Rural regions,Very important,0.52138,3020,4202,0.50628,0.53649
1992,Rural regions,Important,0.18059,863,4202,0.16896,0.19222
1992,Rural regions,Less important,0.03470,158,4202,0.02916,0.04023
1992,Rural regions,Unimportant,0.04618,161,4202,0.03983,0.05253
1995,Urban regions,Very important,0.51041,4895,6844,0.49856,0.52225
1995,Urban regions,Important,0.17564,1502,6844,0.16663,0.18466
1995,Urban regions,Less important,0.03761,261,6844,0.03310,0.04212
1995,Urban regions,Unimportant,0.03089,186,6844,0.02679,0.03499
1995,Rural regions,Very important,0.52289,3018,4263,0.50790,0.53789
1995,Rural regions,Important,0.18529,945,4263,0.17363,0.19696
1995,Rural regions,Less important,0.03220,147,4263,0.02690,0.03750
1995,Rural regions,Unimportant,0.04341,153,4263,0.03729,0.04953
2004,Urban regions,Very important,0.51661,9548,14156,0.50837,0.52484
2004,Urban regions,Important,0.22546,3655,14156,0.21857,0.23234
2004,Urban regions,Less important,0.04547,632,14156,0.04204,0.04890
2004,Urban regions,Unimportant,0.02955,321,14156,0.02676,0.03234
2004,Rural regions,Very important,0.51212,4653,7175,0.50055,0.52369
2004,Rural regions,Important,0.24234,2047,7175,0.23242,0.25226
2004,Rural regions,Less important,0.04219,299,7175,0.03753,0.04684
2004,Rural regions,Unimportant,0.02999,176,7175,0.02604,0.03394
2008,Urban regions,Very important,0.51377,8304,12525,0.50502,0.52252
2008,Urban regions,Important,0.23200,3363,12525,0.22461,0.23939
2008,Urban regions,Less important,0.04826,566,12525,0.04451,0.05202
2008,Urban regions,Unimportant,0.02921,292,12525,0.02626,0.03216
2008,Rural regions,Very important,0.48959,4087,6578,0.47751,0.50167
2008,Rural regions,Important,0.25870,2014,6578,0.24812,0.26928
2008,Rural regions,Less important,0.05574,312,6578,0.05020,0.06129
2008,Rural regions,Unimportant,0.02827,165,6578,0.02426,0.03227
2012,Urban regions,Very important,0.50324,11184,17287,0.49579,0.51069
2012,Urban regions,Important,0.24333,4876,17287,0.23693,0.24972
2012,Urban regions,Less important,0.04639,791,17287,0.04326,0.04953
2012,Urban regions,Unimportant,0.02920,436,17287,0.02669,0.03171
2012,Rural regions,Very important,0.49503,6414,10032,0.48525,0.50481
2012,Rural regions,Important,0.25860,2921,10032,0.25003,0.26717
2012,Rural regions,Less important,0.04914,437,10032,0.04491,0.05337
2012,Rural regions,Unimportant,0.02713,260,10032,0.02395,0.03031
2016,Urban regions,Very important,0.50444,10086,15595,0.49659,0.51229
2016,Urban regions,Important,0.23458,4351,15595,0.22793,0.24123
2016,Urban regions,Less important,0.05468,757,15595,0.05111,0.05825
2016,Urban regions,Unimportant,0.02893,401,15595,0.02630,0.03156
2016,Rural regions,Very important,0.47806,5328,8432,0.46740,0.48872
2016,Rural regions,Important,0.25885,2441,8432,0.24950,0.26820
2016,Rural regions,Less important,0.06206,438,8432,0.05691,0.06721
2016,Rural regions,Unimportant,0.02914,225,8432,0.02555,0.03273
2021,Urban regions,Very important,0.47876,6916,11217,0.46952,0.48801
2021,Urban regions,Important,0.23654,3272,11217,0.22868,0.24441
2021,Urban regions,Less important,0.05415,700,11217,0.04996,0.05834
2021,Urban regions,Unimportant,0.03026,329,11217,0.02709,0.03343
2021,Rural regions,Very important,0.45689,3480,5728,0.44399,0.46979
2021,Rural regions,Important,0.25114,1685,5728,0.23991,0.26237
2021,Rural regions,Less important,0.06931,385,5728,0.06274,0.07589
2021,Rural regions,Unimportant,0.03639,178,5728,0.03154,0.04124
