year,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,-1,,,,,,,,,,,,
1985,Staedtischer Raum,,,,,,,,,,,,
1985,Laendlicher Raum,,,,,,,,,,,,
1986,Staedtischer Raum,,,,,,,,,,,,
1986,Laendlicher Raum,,,,,,,,,,,,
1987,Staedtischer Raum,,,,,,,,,,,,
1987,Laendlicher Raum,,,,,,,,,,,,
1988,Staedtischer Raum,,,,,,,,,,,,
1988,Laendlicher Raum,,,,,,,,,,,,
1989,Staedtischer Raum,,,,,,,,,,,,
1989,Laendlicher Raum,,,,,,,,,,,,
1990,-1,,,,,,,,,,,,
1990,Staedtischer Raum,,,,,,,,,,,,
1990,Laendlicher Raum,,,,,,,,,,,,
1991,-1,,,,,,,,,,,,
1991,Staedtischer Raum,,,,,,,,,,,,
1991,Laendlicher Raum,,,,,,,,,,,,
1992,-1,,,,,,,,,,,,
1992,Staedtischer Raum,,,,,,,,,,,,
1992,Laendlicher Raum,,,,,,,,,,,,
1993,Staedtischer Raum,,,,,,,,,,,,
1993,Laendlicher Raum,,,,,,,,,,,,
1994,Staedtischer Raum,,,,,,,,,,,,
1994,Laendlicher Raum,,,,,,,,,,,,
1995,Staedtischer Raum,,,,,,,,,,,,
1995,Laendlicher Raum,,,,,,,,,,,,
1996,Staedtischer Raum,,,,,,,,,,,,
1996,Laendlicher Raum,,,,,,,,,,,,
1997,-1,,,,,,,,,,,,
1997,Staedtischer Raum,,,,,,,,,,,,
1997,Laendlicher Raum,,,,,,,,,,,,
1998,Staedtischer Raum,,,,,,,,,,,,
1998,Laendlicher Raum,,,,,,,,,,,,
1999,Staedtischer Raum,,,,,,,,,,,,
1999,Laendlicher Raum,,,,,,,,,,,,
2000,Staedtischer Raum,,,,,,,,,,,,
2000,Laendlicher Raum,,,,,,,,,,,,
2001,Staedtischer Raum,0.12873643508482147,0.12185609941381748,0.13561677075582546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14116.0
2001,Laendlicher Raum,0.1328587640698554,0.12342304155300517,0.1422944865867056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7492.0
2002,Staedtischer Raum,0.14056717139317781,0.13277964187818816,0.14835470090816746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15036.0
2002,Laendlicher Raum,0.14501102437306482,0.13484995854633613,0.1551720901997935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7616.0
2003,Staedtischer Raum,0.14055671441307843,0.1327652150051032,0.14834821382105368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14509.0
2003,Laendlicher Raum,0.14295611354473242,0.1335042474157365,0.15240797967372835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7302.0
2004,Staedtischer Raum,0.13579105929025037,0.12804599441537573,0.143536124165125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14130.0
2004,Laendlicher Raum,0.14718478072729196,0.13736070735097267,0.15700885410361126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7119.0
2005,Staedtischer Raum,0.1332417958751495,0.12517145308867828,0.14131213866162073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13531.0
2005,Laendlicher Raum,0.1355398248928325,0.12575786660311614,0.14532178318254887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6817.0
2006,Staedtischer Raum,0.15244761345340752,0.14334719128160842,0.16154803562520662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14424.0
2006,Laendlicher Raum,0.15368336398968788,0.1426141641701721,0.16475256380920367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7510.0
2007,Staedtischer Raum,0.15728673269291438,0.14866062804101143,0.16591283734481732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13440.0
2007,Laendlicher Raum,0.13876772903632084,0.12888174804722083,0.14865371002542085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7069.0
2008,Staedtischer Raum,0.15928465178410606,0.1499916221617189,0.1685776814064932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12662.0
2008,Laendlicher Raum,0.15855955616236658,0.1461460283009883,0.17097308402374486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6653.0
2009,Staedtischer Raum,0.14880922776103334,0.13940798971351814,0.15821046580854853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11682.0
2009,Laendlicher Raum,0.14276995877467819,0.1303709908165148,0.15516892673284158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6335.0
2010,Staedtischer Raum,0.15355096907896765,0.14532374490235017,0.16177819325558512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15620.0
2010,Laendlicher Raum,0.1497975254066357,0.1391384963292621,0.16045655448400933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8346.0
2011,Staedtischer Raum,0.11393486941418135,0.10804291496903937,0.11982682385932333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18164.0
2011,Laendlicher Raum,0.14042691509922917,0.130513139079397,0.15034069111906134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10206.0
2012,Staedtischer Raum,0.15045939828666408,0.14297975967115464,0.1579390369021735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17495.0
