year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,n
1984,,,,,,,,,
1985,,,,,,,,,
1986,,,,,,,,,
1987,,,,,,,,,
1988,,,,,,,,,
1989,,,,,,,,,
1990,,,,,,,,,
1991,,,,,,,,,
1992,,,,,,,,,
1993,,,,,,,,,
1994,,,,,,,,,
1995,,,,,,,,,
1996,,,,,,,,,
1997,,,,,,,,,
1998,,,,,,,,,
1999,,,,,,,,,
2000,,,,,,,,,
2001,0.12861,0.11729,0.13993,0.00000,0.00000,0.00000,0.00000,0.00000,21921.00000
2002,0.14023,0.12761,0.15285,0.00000,0.00000,0.00000,0.00000,0.00000,23021.00000
2003,0.13973,0.12733,0.15212,0.00000,0.00000,0.00000,0.00000,0.00000,22166.00000
2004,0.13795,0.12549,0.15041,0.00000,0.00000,0.00000,0.00000,0.00000,21612.00000
2005,0.13235,0.11954,0.14516,0.00000,0.00000,0.00000,0.00000,0.00000,20698.00000
2006,0.15265,0.13802,0.16729,0.00000,0.00000,0.00000,0.00000,0.00000,21966.00000
2007,0.15128,0.13761,0.16495,0.00000,0.00000,0.00000,0.00000,0.00000,20509.00000
2008,0.15901,0.14365,0.17438,0.00000,0.00000,0.00000,0.00000,0.00000,19315.00000
2009,0.14681,0.13134,0.16228,0.00000,0.00000,0.00000,0.00000,0.00000,18017.00000
2010,0.15199,0.13854,0.16543,0.00000,0.00000,0.00000,0.00000,0.00000,23966.00000
2011,0.12240,0.11178,0.13302,0.00000,0.00000,0.00000,0.00000,0.00000,28372.00000
2012,0.15098,0.13888,0.16309,0.00000,0.00000,0.00000,0.00000,0.00000,27635.00000
2013,0.14608,0.13405,0.15811,0.00000,0.00000,0.00000,0.00000,0.00000,25672.00000
2014,0.17248,0.15967,0.18529,0.00000,0.00000,0.00000,0.00000,0.00000,27081.00000
2015,0.16857,0.15600,0.18113,0.00000,0.00000,0.00000,0.00000,0.00000,26784.00000
2016,0.14037,0.12925,0.15150,0.00000,0.00000,0.00000,0.00000,0.00000,27208.00000
2017,0.14312,0.13246,0.15379,0.00000,0.00000,0.00000,0.00000,0.00000,30486.00000
2018,0.15272,0.14102,0.16443,0.00000,0.00000,0.00000,0.00000,0.00000,29164.00000
2019,0.15589,0.14458,0.16720,0.00000,0.00000,0.00000,0.00000,0.00000,29056.00000
2020,0.18121,0.16898,0.19345,0.00000,0.00000,0.00000,0.00000,0.00000,29394.00000
2021,0.25207,0.23154,0.27261,0.00000,0.00000,0.00000,0.00000,0.00000,18630.00000
2022,0.26241,0.24592,0.27890,0.00000,0.00000,0.00000,0.00000,0.00000,26425.00000
