"party","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"keine Parteineigung","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","383","0.749057651999205","0.710392552979382","0.787722751019028"
"keine Parteineigung","1995","(noch) kein Abschluss","2","161","0.70001018892308","0.639593435088056","0.760426942758105"
"keine Parteineigung","1995","(noch) kein Abschluss","3","73","0.65327080490737","0.559520578702124","0.747021031112616"
"keine Parteineigung","1995","(noch) kein Abschluss","4","39","0.64155575878848","0.517064553776281","0.76604696380068"
"keine Parteineigung","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","10","","",""
"keine Parteineigung","1995","Hauptschule","1 Einkommensschwächstes Quintil","1603","0.585584535027072","0.566388982973016","0.604780087081127"
"keine Parteineigung","1995","Hauptschule","2","1002","0.472790099869785","0.450251943940571","0.495328255798999"
"keine Parteineigung","1995","Hauptschule","3","465","0.447687360640018","0.416033708162852","0.479341013117183"
"keine Parteineigung","1995","Hauptschule","4","281","0.44438545625102","0.403193832852333","0.485577079649707"
"keine Parteineigung","1995","Hauptschule","5 Einkommensstärkstes Quintil","52","0.254150918767213","0.190547104598982","0.317754732935445"
"keine Parteineigung","1995","Realschule","1 Einkommensschwächstes Quintil","730","0.623801153459677","0.59497643736389","0.652625869555464"
"keine Parteineigung","1995","Realschule","2","546","0.523174855260127","0.490865391025497","0.555484319494758"
"keine Parteineigung","1995","Realschule","3","285","0.469524215160686","0.427662834369182","0.511385595952191"
"keine Parteineigung","1995","Realschule","4","190","0.424372897183114","0.374809525083716","0.473936269282513"
"keine Parteineigung","1995","Realschule","5 Einkommensstärkstes Quintil","71","0.37188736912511","0.301282229541749","0.442492508708471"
"keine Parteineigung","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","201","0.472392396781365","0.422459190796058","0.522325602766672"
"keine Parteineigung","1995","(Fach-)Abitur","2","134","0.4281634087087","0.370411773907065","0.485915043510335"
"keine Parteineigung","1995","(Fach-)Abitur","3","92","0.450866309975121","0.378377371419315","0.523355248530927"
"keine Parteineigung","1995","(Fach-)Abitur","4","51","0.33664957240172","0.256337134199041","0.416962010604398"
