year,pgisced97,sex,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Pre-primary Level,male,Not leaning towards specific party,0.46912,43,43,0.31819,0.62005
1984,Pre-primary Level,female,Not leaning towards specific party,0.75016,70,70,0.64801,0.85231
1984,Primary Level,male,Not leaning towards specific party,0.61365,270,385,0.56495,0.66235
1984,Primary Level,male,SPD,0.27118,115,385,0.22672,0.31565
1984,Primary Level,female,Not leaning towards specific party,0.75330,473,566,0.71776,0.78885
1984,Primary Level,female,SPD,0.17789,93,566,0.14636,0.20942
1984,Lower Secondary Level,male,Not leaning towards specific party,0.42470,590,1117,0.39570,0.45370
1984,Lower Secondary Level,male,SPD,0.29056,315,1117,0.26392,0.31719
1984,Lower Secondary Level,male,CDU/CSU,0.21766,171,1117,0.19345,0.24187
1984,Lower Secondary Level,male,Bündnis90/Grüne,0.03693,41,1117,0.02587,0.04800
1984,Lower Secondary Level,female,Not leaning towards specific party,0.43979,1156,2264,0.41934,0.46024
1984,Lower Secondary Level,female,SPD,0.26042,554,2264,0.24234,0.27850
1984,Lower Secondary Level,female,CDU/CSU,0.25938,501,2264,0.24133,0.27744
1984,Lower Secondary Level,female,Bündnis90/Grüne,0.01912,53,2264,0.01348,0.02476
1984,Upper Secondary Level,male,Not leaning towards specific party,0.37448,1292,3114,0.35748,0.39149
1984,Upper Secondary Level,male,SPD,0.30133,941,3114,0.28521,0.31745
1984,Upper Secondary Level,male,CDU/CSU,0.26784,747,3114,0.25229,0.28340
1984,Upper Secondary Level,male,FDP,0.01399,37,3114,0.00987,0.01812
1984,Upper Secondary Level,male,Bündnis90/Grüne,0.02630,97,3114,0.02068,0.03192
1984,Upper Secondary Level,female,Not leaning towards specific party,0.40000,1095,2519,0.38086,0.41913
1984,Upper Secondary Level,female,SPD,0.26488,683,2519,0.24765,0.28212
1984,Upper Secondary Level,female,CDU/CSU,0.27505,619,2519,0.25761,0.29249
1984,Upper Secondary Level,female,FDP,0.01605,34,2519,0.01114,0.02096
1984,Upper Secondary Level,female,Bündnis90/Grüne,0.03169,88,2519,0.02485,0.03853
1984,Post-secondary Non-tertiary Level,male,Not leaning towards specific party,0.31594,72,169,0.24564,0.38624
1984,Post-secondary Non-tertiary Level,male,SPD,0.31567,65,169,0.24539,0.38595
1984,Post-secondary Non-tertiary Level,male,CDU/CSU,0.20502,32,169,0.14397,0.26606
1984,Post-secondary Non-tertiary Level,female,Not leaning towards specific party,0.42182,51,51,0.28493,0.55871
1984,First Stage of Tertiary Education,male,Not leaning towards specific party,0.30302,116,349,0.25473,0.35130
1984,First Stage of Tertiary Education,male,SPD,0.17987,71,349,0.13952,0.22023
1984,First Stage of Tertiary Education,male,CDU/CSU,0.43412,162,349,0.38204,0.48619
1984,First Stage of Tertiary Education,female,Not leaning towards specific party,0.34638,99,249,0.28716,0.40560
1984,First Stage of Tertiary Education,female,SPD,0.26569,73,249,0.21072,0.32066
1984,First Stage of Tertiary Education,female,CDU/CSU,0.29245,77,249,0.23584,0.34907
1984,Second Stage of Tertiary Education,male,Not leaning towards specific party,0.33819,186,529,0.29783,0.37854
1984,Second Stage of Tertiary Education,male,SPD,0.20977,122,529,0.17504,0.24450
1984,Second Stage of Tertiary Education,male,CDU/CSU,0.31304,155,529,0.27349,0.35260
1984,Second Stage of Tertiary Education,male,FDP,0.06645,34,529,0.04521,0.08770
1984,Second Stage of Tertiary Education,male,Bündnis90/Grüne,0.06172,32,529,0.04120,0.08225
1984,Second Stage of Tertiary Education,female,Not leaning towards specific party,0.34865,90,211,0.28419,0.41310
1984,Second Stage of Tertiary Education,female,SPD,0.19481,57,211,0.14124,0.24838
1984,Second Stage of Tertiary Education,female,CDU/CSU,0.29397,64,211,0.23235,0.35559
1985,Pre-primary Level,male,Not leaning towards specific party,0.52444,59,59,0.39591,0.65296
1985,Pre-primary Level,female,Not leaning towards specific party,0.72339,55,55,0.60408,0.84270
1985,Primary Level,male,Not leaning towards specific party,0.65094,243,325,0.59904,0.70285
1985,Primary Level,male,SPD,0.26113,82,325,0.21330,0.30896
1985,Primary Level,female,Not leaning towards specific party,0.79235,411,472,0.75571,0.82898
1985,Primary Level,female,SPD,0.14456,61,472,0.11280,0.17631
1985,Lower Secondary Level,male,Not leaning towards specific party,0.48881,578,1009,0.45795,0.51967
1985,Lower Secondary Level,male,SPD,0.24114,254,1009,0.21473,0.26754
1985,Lower Secondary Level,male,CDU/CSU,0.21824,146,1009,0.19274,0.24374
1985,Lower Secondary Level,male,Bündnis90/Grüne,0.03262,31,1009,0.02165,0.04359
1985,Lower Secondary Level,female,Not leaning towards specific party,0.47487,1078,2009,0.45303,0.49671
1985,Lower Secondary Level,female,SPD,0.25001,475,2009,0.23107,0.26895
1985,Lower Secondary Level,female,CDU/CSU,0.24207,416,2009,0.22334,0.26081
1985,Lower Secondary Level,female,Bündnis90/Grüne,0.01614,40,2009,0.01063,0.02166
1985,Upper Secondary Level,male,Not leaning towards specific party,0.36958,1143,2804,0.35171,0.38744
1985,Upper Secondary Level,male,SPD,0.30401,861,2804,0.28699,0.32104
1985,Upper Secondary Level,male,CDU/CSU,0.26402,663,2804,0.24770,0.28034
1985,Upper Secondary Level,male,FDP,0.01725,41,2804,0.01243,0.02207
1985,Upper Secondary Level,male,Bündnis90/Grüne,0.02986,96,2804,0.02356,0.03616
1985,Upper Secondary Level,female,Not leaning towards specific party,0.41616,1036,2319,0.39610,0.43623
1985,Upper Secondary Level,female,SPD,0.25875,615,2319,0.24092,0.27658
1985,Upper Secondary Level,female,CDU/CSU,0.25693,540,2319,0.23914,0.27472
1985,Upper Secondary Level,female,FDP,0.02773,52,2319,0.02105,0.03441
1985,Upper Secondary Level,female,Bündnis90/Grüne,0.02999,76,2319,0.02305,0.03693
1985,Post-secondary Non-tertiary Level,male,Not leaning towards specific party,0.31854,60,118,0.23412,0.40296
1985,Post-secondary Non-tertiary Level,male,SPD,0.30247,58,118,0.21924,0.38570
1985,Post-secondary Non-tertiary Level,female,Not leaning towards specific party,0.34371,40,40,0.19465,0.49277
1985,First Stage of Tertiary Education,male,Not leaning towards specific party,0.27572,99,328,0.22729,0.32416
1985,First Stage of Tertiary Education,male,SPD,0.20110,74,328,0.15766,0.24455
1985,First Stage of Tertiary Education,male,CDU/CSU,0.44352,155,328,0.38967,0.49736
1985,First Stage of Tertiary Education,female,Not leaning towards specific party,0.40427,104,236,0.34153,0.46702
1985,First Stage of Tertiary Education,female,SPD,0.23788,63,236,0.18344,0.29232
1985,First Stage of Tertiary Education,female,CDU/CSU,0.28880,69,236,0.23085,0.34674
1985,Second Stage of Tertiary Education,male,Not leaning towards specific party,0.28505,144,500,0.24544,0.32466
1985,Second Stage of Tertiary Education,male,SPD,0.24395,132,500,0.20627,0.28163
1985,Second Stage of Tertiary Education,male,CDU/CSU,0.29941,149,500,0.25923,0.33960
1985,Second Stage of Tertiary Education,male,FDP,0.07984,39,500,0.05606,0.10363
1985,Second Stage of Tertiary Education,male,Bündnis90/Grüne,0.07332,36,500,0.05045,0.09619
1985,Second Stage of Tertiary Education,female,Not leaning towards specific party,0.31099,79,204,0.24731,0.37466
1985,Second Stage of Tertiary Education,female,SPD,0.23892,64,204,0.18026,0.29758
1985,Second Stage of Tertiary Education,female,CDU/CSU,0.28524,61,204,0.22312,0.34735
1986,Pre-primary Level,male,Not leaning towards specific party,0.54763,70,70,0.43019,0.66507
1986,Pre-primary Level,female,Not leaning towards specific party,0.71829,57,57,0.60047,0.83611
1986,Primary Level,male,Not leaning towards specific party,0.66229,226,304,0.60904,0.71554
1986,Primary Level,male,SPD,0.26762,78,304,0.21777,0.31747
1986,Primary Level,female,Not leaning towards specific party,0.81788,375,436,0.78161,0.85415
1986,Primary Level,female,SPD,0.11315,61,436,0.08338,0.14292
1986,Lower Secondary Level,male,Not leaning towards specific party,0.48847,584,965,0.45691,0.52002
1986,Lower Secondary Level,male,SPD,0.27039,255,965,0.24235,0.29843
1986,Lower Secondary Level,male,CDU/CSU,0.19054,126,965,0.16575,0.21533
1986,Lower Secondary Level,female,Not leaning towards specific party,0.46485,1011,1881,0.44230,0.48740
1986,Lower Secondary Level,female,SPD,0.25045,436,1881,0.23086,0.27004
1986,Lower Secondary Level,female,CDU/CSU,0.25372,397,1881,0.23405,0.27339
1986,Lower Secondary Level,female,Bündnis90/Grüne,0.01881,37,1881,0.01267,0.02495
1986,Upper Secondary Level,male,Not leaning towards specific party,0.35968,1090,2706,0.34159,0.37776
1986,Upper Secondary Level,male,SPD,0.32228,857,2706,0.30467,0.33990
1986,Upper Secondary Level,male,CDU/CSU,0.26315,637,2706,0.24656,0.27974
1986,Upper Secondary Level,male,FDP,0.01795,43,2706,0.01295,0.02296
1986,Upper Secondary Level,male,Bündnis90/Grüne,0.02564,79,2706,0.01968,0.03160
1986,Upper Secondary Level,female,Not leaning towards specific party,0.42684,1016,2234,0.40632,0.44735
1986,Upper Secondary Level,female,SPD,0.25557,586,2234,0.23747,0.27366
1986,Upper Secondary Level,female,CDU/CSU,0.25112,517,2234,0.23313,0.26911
