year,age_gr,pgisced97,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Pre-primary Level,Not leaning towards specific party,0.62989,113,144,0.55076,0.70903
1984,17-29 y.,Pre-primary Level,SPD,0.13367,31,144,0.07789,0.18944
1984,17-29 y.,Primary Level,Not leaning towards specific party,0.64687,152,190,0.57873,0.71501
1984,17-29 y.,Primary Level,SPD,0.22716,38,190,0.16742,0.28689
1984,17-29 y.,Lower Secondary Level,Not leaning towards specific party,0.60884,673,1023,0.57892,0.63876
1984,17-29 y.,Lower Secondary Level,SPD,0.16104,178,1023,0.13851,0.18358
1984,17-29 y.,Lower Secondary Level,CDU/CSU,0.13249,101,1023,0.11171,0.15328
1984,17-29 y.,Lower Secondary Level,Bündnis90/Grüne,0.08242,71,1023,0.06556,0.09928
1984,17-29 y.,Upper Secondary Level,Not leaning towards specific party,0.49150,822,1577,0.46682,0.51619
1984,17-29 y.,Upper Secondary Level,SPD,0.21650,356,1577,0.19617,0.23684
1984,17-29 y.,Upper Secondary Level,CDU/CSU,0.19823,264,1577,0.17855,0.21792
1984,17-29 y.,Upper Secondary Level,Bündnis90/Grüne,0.08386,135,1577,0.07018,0.09755
1984,17-29 y.,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.38677,54,86,0.28324,0.49031
1984,17-29 y.,Post-secondary Non-tertiary Level,SPD,0.27957,32,86,0.18417,0.37498
1984,17-29 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.39849,49,49,0.25998,0.53699
1984,17-29 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.45344,59,59,0.32532,0.58156
1984,30-45 y.,Primary Level,Not leaning towards specific party,0.75336,302,387,0.71036,0.79636
1984,30-45 y.,Primary Level,SPD,0.22489,85,387,0.18324,0.26654
1984,30-45 y.,Lower Secondary Level,Not leaning towards specific party,0.43170,433,778,0.39687,0.46652
1984,30-45 y.,Lower Secondary Level,SPD,0.31535,225,778,0.28267,0.34802
1984,30-45 y.,Lower Secondary Level,CDU/CSU,0.22053,120,778,0.19138,0.24969
1984,30-45 y.,Upper Secondary Level,Not leaning towards specific party,0.36432,770,1906,0.34271,0.38593
1984,30-45 y.,Upper Secondary Level,SPD,0.32974,640,1906,0.30863,0.35085
1984,30-45 y.,Upper Secondary Level,CDU/CSU,0.26622,456,1906,0.24637,0.28607
1984,30-45 y.,Upper Secondary Level,Bündnis90/Grüne,0.02170,40,1906,0.01515,0.02824
1984,30-45 y.,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.37351,44,44,0.22892,0.51810
1984,30-45 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.31627,78,229,0.25591,0.37663
1984,30-45 y.,First Stage of Tertiary Education,SPD,0.27860,68,229,0.22041,0.33680
1984,30-45 y.,First Stage of Tertiary Education,CDU/CSU,0.34473,83,229,0.28304,0.40643
1984,30-45 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.33950,126,350,0.28982,0.38918
1984,30-45 y.,Second Stage of Tertiary Education,SPD,0.27195,104,350,0.22527,0.31864
1984,30-45 y.,Second Stage of Tertiary Education,CDU/CSU,0.22201,81,350,0.17840,0.26561
1984,30-45 y.,Second Stage of Tertiary Education,Bündnis90/Grüne,0.10344,39,350,0.07149,0.13539
1984,46-65 y.,Primary Level,Not leaning towards specific party,0.72869,279,362,0.68282,0.77456
1984,46-65 y.,Primary Level,SPD,0.19801,83,362,0.15690,0.23912
1984,46-65 y.,Lower Secondary Level,Not leaning towards specific party,0.34058,428,1055,0.31197,0.36919
1984,46-65 y.,Lower Secondary Level,SPD,0.32322,329,1055,0.29498,0.35145
1984,46-65 y.,Lower Secondary Level,CDU/CSU,0.31553,298,1055,0.28748,0.34359
1984,46-65 y.,Upper Secondary Level,Not leaning towards specific party,0.34722,590,1529,0.32335,0.37109
1984,46-65 y.,Upper Secondary Level,SPD,0.31396,478,1529,0.29069,0.33724
1984,46-65 y.,Upper Secondary Level,CDU/CSU,0.31817,461,1529,0.29482,0.34153
1984,46-65 y.,First Stage of Tertiary Education,Not leaning towards specific party,0.33679,65,193,0.26994,0.40364
1984,46-65 y.,First Stage of Tertiary Education,SPD,0.15552,33,193,0.10426,0.20679
1984,46-65 y.,First Stage of Tertiary Education,CDU/CSU,0.46574,95,193,0.39518,0.53630
1984,46-65 y.,Second Stage of Tertiary Education,Not leaning towards specific party,0.31651,72,202,0.25221,0.38081
1984,46-65 y.,Second Stage of Tertiary Education,SPD,0.17341,43,202,0.12107,0.22575
1984,46-65 y.,Second Stage of Tertiary Education,CDU/CSU,0.42705,87,202,0.35866,0.49543
1984,66 and older,Lower Secondary Level,Not leaning towards specific party,0.42252,212,502,0.37927,0.46578
1984,66 and older,Lower Secondary Level,SPD,0.27166,137,502,0.23271,0.31061
1984,66 and older,Lower Secondary Level,CDU/CSU,0.28922,153,502,0.24952,0.32893
1984,66 and older,Upper Secondary Level,Not leaning towards specific party,0.36330,205,540,0.32270,0.40391
1984,66 and older,Upper Secondary Level,SPD,0.26938,150,540,0.23192,0.30683
1984,66 and older,Upper Secondary Level,CDU/CSU,0.32761,185,540,0.28799,0.36724
1984,66 and older,First Stage of Tertiary Education,CDU/CSU,0.43084,34,34,0.26188,0.59980
1984,66 and older,Second Stage of Tertiary Education,CDU/CSU,0.52402,33,33,0.35098,0.69706
1985,17-29 y.,No answer / don't know,Not leaning towards specific party,0.66074,46,46,0.52241,0.79908
1985,17-29 y.,Pre-primary Level,Not leaning towards specific party,0.60368,114,114,0.51349,0.69386
1985,17-29 y.,Primary Level,Not leaning towards specific party,0.67557,126,126,0.59349,0.75764
1985,17-29 y.,Lower Secondary Level,Not leaning towards specific party,0.67888,666,950,0.64918,0.70859
1985,17-29 y.,Lower Secondary Level,SPD,0.13238,148,950,0.11081,0.15394
1985,17-29 y.,Lower Secondary Level,CDU/CSU,0.11607,82,950,0.09569,0.13645
1985,17-29 y.,Lower Secondary Level,Bündnis90/Grüne,0.06611,54,950,0.05030,0.08192
1985,17-29 y.,Upper Secondary Level,Not leaning towards specific party,0.49649,741,1409,0.47038,0.52261
