year,bula_h,hhtyp,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,Single-person household,No,0.94869,51,51,0.88753,1.00984
1984,Schleswig-Holstein,Couple with children,No,0.96398,78,78,0.92235,1.00560
1984,Hamburg,Couple without children,No,0.94010,42,42,0.86746,1.01274
1984,Hamburg,Couple with children,No,0.99630,50,50,0.97931,1.01330
1984,Lower Saxony,Single-person household,No,0.98203,115,115,0.95764,1.00641
1984,Lower Saxony,Couple without children,No,0.94587,134,134,0.90741,0.98433
1984,Lower Saxony,Single parent,No,0.96662,34,34,0.90534,1.02791
1984,Lower Saxony,Couple with children,No,0.96729,245,245,0.94496,0.98961
1984,North Rhine-Westphalia,Single-person household,No,0.97516,355,355,0.95895,0.99138
1984,North Rhine-Westphalia,Couple without children,No,0.96889,346,346,0.95057,0.98721
1984,North Rhine-Westphalia,Single parent,No,0.94886,83,83,0.90117,0.99654
1984,North Rhine-Westphalia,Couple with children,No,0.97603,702,702,0.96470,0.98735
1984,Hesse,Single-person household,No,0.96320,115,115,0.92864,0.99776
1984,Hesse,Couple without children,No,0.98181,141,141,0.95968,1.00395
1984,Hesse,Couple with children,No,0.99799,262,262,0.99256,1.00342
1984,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98482,76,76,0.95714,1.01249
1984,"Rhineland-Palatinate, Saarland",Couple without children,No,0.96756,100,100,0.93267,1.00246
1984,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99226,164,164,0.97880,1.00571
1984,Baden-Wuerttemberg,Single-person household,No,0.96510,201,201,0.93966,0.99053
1984,Baden-Wuerttemberg,Couple without children,No,0.94819,193,193,0.91683,0.97954
1984,Baden-Wuerttemberg,Single parent,No,0.97606,60,60,0.93705,1.01507
1984,Baden-Wuerttemberg,Couple with children,No,0.97259,527,527,0.95863,0.98654
1984,Bavaria,Single-person household,No,0.96485,182,182,0.93802,0.99168
1984,Bavaria,Couple without children,No,0.92615,226,226,0.89198,0.96032
1984,Bavaria,Couple with children,No,0.98174,450,450,0.96935,0.99412
1984,Berlin,Single-person household,No,0.94998,69,69,0.89817,1.00179
1984,Berlin,Couple without children,No,0.92345,48,48,0.84744,0.99946
1984,Berlin,Couple with children,No,0.97253,70,70,0.93396,1.01110
1985,Schleswig-Holstein,Couple without children,No,0.97336,41,41,0.92346,1.02326
1985,Schleswig-Holstein,Couple with children,No,0.94865,73,73,0.89767,0.99963
1985,Hamburg,Single-person household,No,0.97382,55,55,0.93124,1.01641
1985,Hamburg,Couple without children,No,0.93701,44,44,0.86439,1.00962
1985,Hamburg,Couple with children,No,0.99605,44,44,0.97732,1.01479
1985,Lower Saxony,Single-person household,No,0.97091,101,101,0.93798,1.00385
1985,Lower Saxony,Couple without children,No,0.93444,125,125,0.89087,0.97800
1985,Lower Saxony,Couple with children,No,0.96777,212,212,0.94394,0.99160
1985,North Rhine-Westphalia,Single-person household,No,0.97131,316,316,0.95287,0.98974
1985,North Rhine-Westphalia,Couple without children,No,0.96809,305,305,0.94833,0.98785
1985,North Rhine-Westphalia,Single parent,No,0.91927,70,70,0.85499,0.98355
1985,North Rhine-Westphalia,Couple with children,No,0.98678,639,639,0.97792,0.99564
1985,Hesse,Single-person household,No,0.97033,96,96,0.93621,1.00445
1985,Hesse,Couple without children,No,0.96294,134,134,0.93083,0.99505
1985,Hesse,Couple with children,No,0.99789,236,236,0.99203,1.00376
1985,"Rhineland-Palatinate, Saarland",Couple without children,No,0.97396,87,87,0.94030,1.00762
1985,"Rhineland-Palatinate, Saarland",Couple with children,No,0.96308,143,143,0.93206,0.99409
1985,Baden-Wuerttemberg,Single-person household,No,0.97147,173,173,0.94658,0.99635
1985,Baden-Wuerttemberg,Couple without children,No,0.93346,171,171,0.89600,0.97093
1985,Baden-Wuerttemberg,Single parent,No,0.97048,49,49,0.92259,1.01836
1985,Baden-Wuerttemberg,Couple with children,No,0.98123,490,490,0.96921,0.99326
1985,Bavaria,Single-person household,No,0.99265,167,167,0.97967,1.00564
1985,Bavaria,Couple without children,No,0.91837,205,205,0.88080,0.95595
1985,Bavaria,Single parent,No,0.97356,46,46,0.92668,1.02044
1985,Bavaria,Couple with children,No,0.97916,406,406,0.96525,0.99308
1985,Berlin,Single-person household,No,0.93689,69,69,0.87909,0.99468
1985,Berlin,Couple without children,No,0.88196,39,39,0.77937,0.98455
1986,Schleswig-Holstein,Couple without children,No,0.91032,33,33,0.81132,1.00932
1986,Schleswig-Holstein,Couple with children,No,0.95916,69,69,0.91212,1.00620
1986,Hamburg,Single-person household,No,0.98513,55,55,0.95285,1.01741
1986,Hamburg,Couple without children,No,0.96762,34,34,0.90724,1.02801
1986,Hamburg,Couple with children,No,0.98802,41,41,0.95430,1.02174
1986,Lower Saxony,Single-person household,No,0.97256,96,96,0.93971,1.00541
1986,Lower Saxony,Couple without children,No,0.93084,136,136,0.88804,0.97364
1986,Lower Saxony,Couple with children,No,0.96617,200,200,0.94105,0.99129
1986,North Rhine-Westphalia,Single-person household,No,0.97278,282,282,0.95375,0.99180
1986,North Rhine-Westphalia,Couple without children,No,0.95890,313,313,0.93688,0.98093
1986,North Rhine-Westphalia,Single parent,No,0.98585,65,65,0.95692,1.01479
1986,North Rhine-Westphalia,Couple with children,No,0.98089,609,609,0.97000,0.99177
1986,Hesse,Single-person household,No,0.98352,100,100,0.95844,1.00860
1986,Hesse,Couple without children,No,0.96219,123,123,0.92834,0.99603
1986,Hesse,Couple with children,No,0.98882,218,218,0.97482,1.00281
1986,"Rhineland-Palatinate, Saarland",Single-person household,No,0.94079,65,65,0.88297,0.99862
1986,"Rhineland-Palatinate, Saarland",Couple without children,No,0.95445,92,92,0.91160,0.99729
1986,"Rhineland-Palatinate, Saarland",Couple with children,No,0.97231,140,140,0.94503,0.99959
1986,Baden-Wuerttemberg,Single-person household,No,0.97985,158,158,0.95788,1.00183
1986,Baden-Wuerttemberg,Couple without children,No,0.94326,178,178,0.90917,0.97734
1986,Baden-Wuerttemberg,Single parent,No,0.96423,42,42,0.90738,1.02108
1986,Baden-Wuerttemberg,Couple with children,No,0.97127,461,461,0.95600,0.98653
1986,Bavaria,Single-person household,No,0.96062,164,164,0.93076,0.99048
1986,Bavaria,Couple without children,No,0.95507,191,191,0.92562,0.98453
1986,Bavaria,Single parent,No,0.96221,45,45,0.90586,1.01855
1986,Bavaria,Couple with children,No,0.98408,374,374,0.97138,0.99678
1986,Berlin,Single-person household,No,0.96912,71,71,0.92860,1.00965
1986,Berlin,Couple without children,No,0.89334,36,36,0.79107,0.99560
1986,Berlin,Couple with children,No,0.99545,58,58,0.97797,1.01292
1987,Schleswig-Holstein,Single-person household,No,0.97473,36,36,0.92274,1.02673
1987,Schleswig-Holstein,Couple without children,No,0.91993,38,38,0.83247,1.00738
1987,Schleswig-Holstein,Couple with children,No,0.98514,69,69,0.95637,1.01390
1987,Hamburg,Single-person household,No,0.98230,48,48,0.94460,1.02000
1987,Hamburg,Couple without children,No,0.96632,33,33,0.90381,1.02883
1987,Hamburg,Couple with children,No,0.99445,34,34,0.96910,1.01980
1987,Lower Saxony,Single-person household,No,0.97626,100,100,0.94627,1.00625
1987,Lower Saxony,Couple without children,No,0.93602,133,133,0.89427,0.97777
1987,Lower Saxony,Couple with children,No,0.96374,199,199,0.93770,0.98978
1987,North Rhine-Westphalia,Single-person household,No,0.97234,288,288,0.95336,0.99131
1987,North Rhine-Westphalia,Couple without children,No,0.96668,304,304,0.94647,0.98689
