"hlf0291","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","1-Pers.- Haushalt","2","23","","",""
"Ja","1995","1-Pers.- Haushalt","3","7","","",""
"Ja","1995","1-Pers.- Haushalt","4","4","","",""
"Ja","1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","(Ehe-)Paar ohne Kind(er)","2","34","0.0390324516617899","0.0261926105090465","0.0518722928145332"
"Ja","1995","(Ehe-)Paar ohne Kind(er)","3","30","0.0407749592437566","0.0273688740822951","0.0541810444052181"
"Ja","1995","(Ehe-)Paar ohne Kind(er)","4","12","","",""
"Ja","1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Alleinerziehende","2","7","","",""
"Ja","1995","Alleinerziehende","3","2","","",""
"Ja","1995","Alleinerziehende","4","4","","",""
"Ja","1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Paar mit Kind(ern)","2","52","0.0194705518681048","0.0145940279619099","0.0243470757742996"
"Ja","1995","Paar mit Kind(ern)","3","6","","",""
"Ja","1995","Paar mit Kind(ern)","4","19","","",""
"Ja","1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Sonstige","2","57","0.209021101056493","0.165479619537449","0.252562582575538"
"Ja","1995","Sonstige","3","61","0.301533333280671","0.2408908108715","0.362175855689843"
"Ja","1995","Sonstige","4","31","0.325766161167757","0.236547969560774","0.41498435277474"
"Ja","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","1-Pers.- Haushalt","2","398","0.923190586558343","0.897753934398302","0.948627238718384"
"Nein","1995","1-Pers.- Haushalt","3","214","0.955270190320534","0.928017235759376","0.982523144881691"
"Nein","1995","1-Pers.- Haushalt","4","138","0.969485087812972","0.941195244129069","0.997774931496876"
"Nein","1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","(Ehe-)Paar ohne Kind(er)","2","840","0.96096754833821","0.948127707185467","0.973807389490953"
"Nein","1995","(Ehe-)Paar ohne Kind(er)","3","806","0.959225040756243","0.945818955594782","0.972631125917705"
"Nein","1995","(Ehe-)Paar ohne Kind(er)","4","690","0.975946164752904","0.964612127602508","0.9872802019033"
"Nein","1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Alleinerziehende","2","196","0.973907059864053","0.951977983594913","0.995836136133194"
"Nein","1995","Alleinerziehende","3","112","0.982422291468337","0.958299592408668","1.00654499052801"
"Nein","1995","Alleinerziehende","4","54","0.952419451885376","0.897634290802067","1.00720461296868"
"Nein","1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Paar mit Kind(ern)","2","3032","0.980529448131895","0.9756529242257","0.98540597203809"
"Nein","1995","Paar mit Kind(ern)","3","1610","0.996315488979361","0.993361452978579","0.999269524980143"
"Nein","1995","Paar mit Kind(ern)","4","753","0.976249362910833","0.965508047873141","0.986990677948525"
"Nein","1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Sonstige","2","278","0.790978898943506","0.747437417424462","0.834520380462551"
"Nein","1995","Sonstige","3","159","0.698466666719329","0.637824144310157","0.7591091891285"
"Nein","1995","Sonstige","4","75","0.674233838832243","0.58501564722526","0.763452030439226"
"Nein","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","1-Pers.- Haushalt","2","15","","",""
"Ja","1996","1-Pers.- Haushalt","3","5","","",""
"Ja","1996","1-Pers.- Haushalt","4","6","","",""
"Ja","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","2","48","0.0636826470861246","0.0474004386664252","0.0799648555058241"
"Ja","1996","(Ehe-)Paar ohne Kind(er)","3","24","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","4","10","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Alleinerziehende","2","5","","",""
"Ja","1996","Alleinerziehende","3","6","","",""
"Ja","1996","Alleinerziehende","4","2","","",""
"Ja","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Paar mit Kind(ern)","2","34","0.0111826403080012","0.00753012722170685","0.0148351533942955"
"Ja","1996","Paar mit Kind(ern)","3","23","","",""
"Ja","1996","Paar mit Kind(ern)","4","14","","",""
"Ja","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Sonstige","2","46","0.131490210198828","0.0911065182947591","0.171873902102898"
"Ja","1996","Sonstige","3","58","0.294991600489455","0.232102645677231","0.35788055530168"
"Ja","1996","Sonstige","4","28","","",""
"Ja","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","1-Pers.- Haushalt","2","396","0.960349402745069","0.941483973892248","0.97921483159789"
"Nein","1996","1-Pers.- Haushalt","3","233","0.980506372683051","0.962942060308547","0.998070685057556"
"Nein","1996","1-Pers.- Haushalt","4","150","0.964040839134355","0.934823660074355","0.993258018194355"
"Nein","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","(Ehe-)Paar ohne Kind(er)","2","816","0.936317352913875","0.920035144494176","0.952599561333575"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","3","806","0.966163824654411","0.953863259534216","0.978464389774607"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","4","718","0.983180865469451","0.973839702856561","0.992522028082342"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Alleinerziehende","2","183","0.995469993986649","0.985870846984379","1.00506914098892"
"Nein","1996","Alleinerziehende","3","119","0.957514468688239","0.922156583278127","0.992872354098352"
"Nein","1996","Alleinerziehende","4","69","0.966910982364414","0.925305161000334","1.00851680372849"
"Nein","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Paar mit Kind(ern)","2","3150","0.988817359691999","0.985164846605704","0.992469872778293"
"Nein","1996","Paar mit Kind(ern)","3","1733","0.983178180669859","0.977163141867374","0.989193219472344"
"Nein","1996","Paar mit Kind(ern)","4","818","0.983501537460157","0.974845967181407","0.992157107738908"
"Nein","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Sonstige","2","223","0.868509789801172","0.828126097897102","0.908893481705241"
"Nein","1996","Sonstige","3","144","0.705008399510545","0.64211944469832","0.767897354322769"
"Nein","1996","Sonstige","4","77","0.75400087727456","0.671623844187285","0.836377910361835"
"Nein","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","1-Pers.- Haushalt","2","17","","",""
"Ja","1997","1-Pers.- Haushalt","3","5","","",""
"Ja","1997","1-Pers.- Haushalt","4","2","","",""
"Ja","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","2","48","0.0581680975905397","0.042927109600336","0.0734090855807434"
"Ja","1997","(Ehe-)Paar ohne Kind(er)","3","26","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","4","24","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Alleinerziehende","2","10","","",""
"Ja","1997","Alleinerziehende","3","6","","",""
"Ja","1997","Alleinerziehende","4","5","","",""
"Ja","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Paar mit Kind(ern)","2","58","0.0245970598280722","0.0190608185908811","0.0301333010652633"
"Ja","1997","Paar mit Kind(ern)","3","20","","",""
"Ja","1997","Paar mit Kind(ern)","4","11","","",""
"Ja","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Sonstige","2","66","0.211963099059585","0.164679497378561","0.25924670074061"
"Ja","1997","Sonstige","3","47","0.180507816765336","0.129685183300312","0.23133045023036"
"Ja","1997","Sonstige","4","19","","",""
"Ja","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","1-Pers.- Haushalt","2","394","0.950351564440841","0.929351428252083","0.9713517006296"
"Nein","1997","1-Pers.- Haushalt","3","247","0.972167341888544","0.951858008121915","0.992476675655173"
"Nein","1997","1-Pers.- Haushalt","4","160","0.991134698191354","0.976700133654748","1.00556926272796"
"Nein","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","(Ehe-)Paar ohne Kind(er)","2","858","0.94183190240946","0.926590914419257","0.957072890399664"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","3","904","0.96835634629344","0.957105957532936","0.979606735053944"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","4","720","0.949876570016589","0.934197669585348","0.965555470447829"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Alleinerziehende","2","200","0.895905414229022","0.854602224252097","0.937208604205948"
"Nein","1997","Alleinerziehende","3","132","0.952513805938603","0.917030190086701","0.987997421790505"
"Nein","1997","Alleinerziehende","4","73","0.93697499026577","0.883046129028536","0.990903851503003"
"Nein","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Paar mit Kind(ern)","2","2949","0.975402940171928","0.969866698934737","0.980939181409119"
"Nein","1997","Paar mit Kind(ern)","3","1715","0.988935090115715","0.984012924915241","0.99385725531619"
"Nein","1997","Paar mit Kind(ern)","4","836","0.991735428152613","0.985638452235021","0.997832404070206"
"Nein","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Sonstige","2","221","0.788036900940415","0.74075329925939","0.835320502621439"
"Nein","1997","Sonstige","3","173","0.819492183234664","0.76866954976964","0.870314816699689"
"Nein","1997","Sonstige","4","85","0.83171872620636","0.759817291446789","0.90362016096593"
"Nein","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","1-Pers.- Haushalt","2","21","","",""
"Ja","1998","1-Pers.- Haushalt","3","6","","",""
"Ja","1998","1-Pers.- Haushalt","4","3","","",""
"Ja","1998","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","2","54","0.0696486757917765","0.0531819720379707","0.0861153795455823"
"Ja","1998","(Ehe-)Paar ohne Kind(er)","3","44","0.0506761792110457","0.037842216194358","0.0635101422277333"
"Ja","1998","(Ehe-)Paar ohne Kind(er)","4","28","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Alleinerziehende","2","16","","",""
"Ja","1998","Alleinerziehende","3","2","","",""
"Ja","1998","Alleinerziehende","4","2","","",""
"Ja","1998","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Paar mit Kind(ern)","2","44","0.0176596633322388","0.0130753724297527","0.0222439542347249"
"Ja","1998","Paar mit Kind(ern)","3","43","0.0289289412485678","0.0212455708429099","0.0366123116542258"
"Ja","1998","Paar mit Kind(ern)","4","30","0.0203231944158591","0.0120260536079981","0.0286203352237201"
"Ja","1998","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Sonstige","2","73","0.274726001391946","0.226046315591484","0.323405687192409"
"Ja","1998","Sonstige","3","36","0.220955557222984","0.159833911500554","0.282077202945413"
"Ja","1998","Sonstige","4","43","0.28347075385144","0.207163331771092","0.359778175931787"
"Ja","1998","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","1-Pers.- Haushalt","2","470","0.948119829719167","0.928502510626826","0.967737148811508"
"Nein","1998","1-Pers.- Haushalt","3","298","0.975539757196148","0.958175181820765","0.99290433257153"
"Nein","1998","1-Pers.- Haushalt","4","215","0.981886582475418","0.964183426086679","0.999589738864158"
"Nein","1998","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","(Ehe-)Paar ohne Kind(er)","2","864","0.930351324208223","0.913884620454418","0.946818027962029"
"Nein","1998","(Ehe-)Paar ohne Kind(er)","3","1078","0.949323820788954","0.936489857772267","0.962157783805642"
"Nein","1998","(Ehe-)Paar ohne Kind(er)","4","826","0.957878419750332","0.944406587134335","0.971350252366329"
"Nein","1998","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Alleinerziehende","2","253","0.92323415159546","0.891420618083214","0.955047685107706"
"Nein","1998","Alleinerziehende","3","158","0.970459319882192","0.944223960831478","0.996694678932906"
"Nein","1998","Alleinerziehende","4","64","0.967097318433253","0.924061817752244","1.01013281911426"
"Nein","1998","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Paar mit Kind(ern)","2","3127","0.982340336667761","0.977756045765275","0.986924627570247"
"Nein","1998","Paar mit Kind(ern)","3","1785","0.971071058751432","0.963387688345774","0.97875442915709"
"Nein","1998","Paar mit Kind(ern)","4","1081","0.979676805584141","0.97137966477628","0.987973946392002"
"Nein","1998","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Sonstige","2","250","0.725273998608054","0.676594312807591","0.773953684408516"
"Nein","1998","Sonstige","3","141","0.779044442777016","0.717922797054587","0.840166088499446"
"Nein","1998","Sonstige","4","91","0.71652924614856","0.640221824068213","0.792836668228908"
"Nein","1998","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","1-Pers.- Haushalt","2","28","","",""
"Ja","1999","1-Pers.- Haushalt","3","6","","",""
"Ja","1999","1-Pers.- Haushalt","4","6","","",""
"Ja","1999","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","(Ehe-)Paar ohne Kind(er)","2","36","0.0490213634829518","0.0349776086113199","0.0630651183545838"
"Ja","1999","(Ehe-)Paar ohne Kind(er)","3","42","0.0423136306488908","0.0304925469021524","0.0541347143956293"
"Ja","1999","(Ehe-)Paar ohne Kind(er)","4","26","","",""
"Ja","1999","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","Alleinerziehende","2","16","","",""
"Ja","1999","Alleinerziehende","3","6","","",""
"Ja","1999","Alleinerziehende","4","","","",""
"Ja","1999","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
