,Unnamed: 0,year,hhtyp,rentown,hlf0291,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,1984,Single-person household,Owner,No,1.0,251,5700,0.98008,1.01923
1,1,1984,Single-person household,Tenant,No,1.0,992,5700,0.97927,1.02432
2,2,1984,Couple without children,Owner,No,1.0,488,5700,0.98838,1.01275
3,3,1984,Couple without children,Tenant,Yes,0.05016,32,5700,0.04358,0.05582
4,4,1984,Couple without children,Tenant,No,0.94984,806,5700,0.91907,0.98026
5,5,1984,Single parent,Owner,No,1.0,82,5700,0.9633,1.02783
6,6,1984,Single parent,Tenant,No,1.0,231,5700,0.93674,1.05381
7,7,1984,Couple with children,Owner,No,1.0,1006,5700,0.98669,1.01312
8,8,1984,Couple with children,Tenant,Yes,0.02461,39,5700,0.01842,0.03051
9,9,1984,Couple with children,Tenant,No,0.97539,1562,5700,0.93615,1.01143
10,10,1984,Multi-generational household,Owner,No,1.0,53,5700,0.9468,1.04765
11,11,1984,Multi-generational household,Tenant,No,1.0,51,5700,0.7242,1.2558
12,12,1984,Other Combinations,Owner,No,1.0,40,5700,0.92674,1.07208
13,13,1984,Other Combinations,Tenant,No,1.0,67,5700,0.85029,1.13294
14,14,1985,Single-person household,Owner,No,1.0,214,5078,0.97232,1.02643
15,15,1985,Single-person household,Tenant,No,1.0,899,5078,0.97571,1.02379
16,16,1985,Couple without children,Owner,No,1.0,430,5078,0.98472,1.01721
17,17,1985,Couple without children,Tenant,No,1.0,740,5078,0.96901,1.03687
18,18,1985,Single parent,Owner,No,1.0,83,5078,0.94356,1.06001
19,19,1985,Single parent,Tenant,No,1.0,201,5078,0.92028,1.06222
20,20,1985,Couple with children,Owner,No,1.0,966,5078,0.98407,1.01542
21,21,1985,Couple with children,Tenant,No,1.0,1357,5078,0.95974,1.04554
22,22,1985,Multi-generational household,Owner,No,1.0,47,5078,0.93118,1.06965
23,23,1985,Multi-generational household,Tenant,No,1.0,43,5078,0.66605,1.35246
24,24,1985,Other Combinations,Owner,No,1.0,33,5078,0.89936,1.11521
25,25,1985,Other Combinations,Tenant,No,1.0,65,5078,0.86809,1.12664
26,26,1986,Single-person household,Owner,No,1.0,215,4851,0.97073,1.03191
27,27,1986,Single-person household,Tenant,No,1.0,837,4851,0.97149,1.03075
28,28,1986,Couple without children,Owner,No,1.0,428,4851,0.98008,1.02363
29,29,1986,Couple without children,Tenant,No,1.0,724,4851,0.96048,1.03751
30,30,1986,Single parent,Owner,No,1.0,83,4851,0.93539,1.05997
31,31,1986,Single parent,Tenant,No,1.0,190,4851,0.93332,1.0825
32,32,1986,Couple with children,Owner,No,1.0,936,4851,0.98112,1.01889
33,33,1986,Couple with children,Tenant,No,1.0,1248,4851,0.95414,1.04086
34,34,1986,Multi-generational household,Owner,No,1.0,50,4851,0.92037,1.10043
35,35,1986,Multi-generational household,Tenant,No,1.0,45,4851,0.69308,1.38097
36,36,1986,Other Combinations,Owner,No,1.0,36,4851,0.88074,1.10688
37,37,1986,Other Combinations,Tenant,No,1.0,59,4851,0.82943,1.16045
38,38,1987,Single-person household,Owner,No,1.0,215,4767,0.9692,1.03203
39,39,1987,Single-person household,Tenant,No,1.0,823,4767,0.9706,1.02349
40,40,1987,Couple without children,Owner,No,1.0,452,4767,0.9765,1.02248
41,41,1987,Couple without children,Tenant,No,1.0,697,4767,0.95936,1.04082
42,42,1987,Single parent,Owner,No,1.0,85,4767,0.9388,1.06234
43,43,1987,Single parent,Tenant,No,1.0,186,4767,0.93824,1.0765
44,44,1987,Couple with children,Owner,No,1.0,916,4767,0.98091,1.01999
45,45,1987,Couple with children,Tenant,No,1.0,1226,4767,0.95458,1.04895
46,46,1987,Multi-generational household,Owner,No,1.0,52,4767,0.8978,1.09283
47,47,1987,Multi-generational household,Tenant,No,1.0,52,4767,0.6599,1.3765
48,48,1987,Other Combinations,Tenant,No,1.0,63,4767,0.87012,1.11503
49,49,1988,Single-person household,Owner,No,1.0,217,4606,0.96616,1.03115
50,50,1988,Single-person household,Tenant,No,1.0,785,4606,0.96775,1.02595
51,51,1988,Couple without children,Owner,No,1.0,429,4606,0.97452,1.02478
52,52,1988,Couple without children,Tenant,Yes,0.06455,34,4606,0.05693,0.07218
53,53,1988,Couple without children,Tenant,No,0.93545,684,4606,0.89185,0.97524
54,54,1988,Single parent,Owner,No,1.0,90,4606,0.92037,1.07049
55,55,1988,Single parent,Tenant,No,1.0,179,4606,0.91435,1.10006
56,56,1988,Couple with children,Owner,No,1.0,877,4606,0.97631,1.02148
57,57,1988,Couple with children,Tenant,No,1.0,1161,4606,0.95714,1.04728
58,58,1988,Multi-generational household,Owner,No,1.0,41,4606,0.87191,1.13646
59,59,1988,Multi-generational household,Tenant,No,1.0,51,4606,0.65339,1.34379
60,60,1988,Other Combinations,Tenant,No,1.0,58,4606,0.84007,1.18895
61,61,1989,Single-person household,Owner,No,1.0,211,4482,0.9623,1.04174
62,62,1989,Single-person household,Tenant,No,1.0,802,4482,0.97087,1.02823
63,63,1989,Couple without children,Owner,No,1.0,426,4482,0.96985,1.02992
64,64,1989,Couple without children,Tenant,No,1.0,695,4482,0.95288,1.04622
65,65,1989,Single parent,Owner,No,1.0,94,4482,0.93498,1.07093
66,66,1989,Single parent,Tenant,No,1.0,157,4482,0.89887,1.10277
67,67,1989,Couple with children,Owner,No,1.0,846,4482,0.97412,1.02022
68,68,1989,Couple with children,Tenant,No,1.0,1103,4482,0.94338,1.04259
69,69,1989,Multi-generational household,Owner,No,1.0,43,4482,0.86038,1.14075
70,70,1989,Multi-generational household,Tenant,No,1.0,54,4482,0.62619,1.36221
71,71,1989,Other Combinations,Tenant,No,1.0,51,4482,0.82601,1.1909
72,72,1990,Single-person household,Owner,No,1.0,222,4413,0.96295,1.03372
73,73,1990,Single-person household,Tenant,No,1.0,749,4413,0.96788,1.02888
74,74,1990,Couple without children,Owner,No,1.0,447,4413,0.97234,1.02731
75,75,1990,Couple without children,Tenant,No,1.0,695,4413,0.96265,1.04099
76,76,1990,Single parent,Owner,No,1.0,88,4413,0.93584,1.06735
77,77,1990,Single parent,Tenant,No,1.0,165,4413,0.89786,1.1059
78,78,1990,Couple with children,Owner,No,1.0,841,4413,0.97405,1.02635
79,79,1990,Couple with children,Tenant,No,1.0,1066,4413,0.95334,1.05066
80,80,1990,Multi-generational household,Owner,No,1.0,42,4413,0.85645,1.15172
81,81,1990,Multi-generational household,Tenant,No,1.0,52,4413,0.63566,1.42308
82,82,1990,Other Combinations,Tenant,No,1.0,46,4413,0.7676,1.20159
83,83,1991,Single-person household,Owner,No,1.0,254,6503,0.95846,1.04209
84,84,1991,Single-person household,Tenant,Yes,0.03942,35,6503,0.03565,0.04317
85,85,1991,Single-person household,Tenant,No,0.96058,988,6503,0.93417,0.9889
86,86,1991,Couple without children,Owner,Yes,0.05732,31,6503,0.0516,0.06402
87,87,1991,Couple without children,Owner,No,0.94268,579,6503,0.91469,0.97569
88,88,1991,Couple without children,Tenant,Yes,0.05272,44,6503,0.04461,0.06014
89,89,1991,Couple without children,Tenant,No,0.94728,990,6503,0.91492,0.98501
90,90,1991,Single parent,Owner,No,1.0,111,6503,0.9092,1.07289
91,91,1991,Single parent,Tenant,No,1.0,258,6503,0.93388,1.07514
92,92,1991,Couple with children,Owner,No,1.0,1174,6503,0.96732,1.02684
93,93,1991,Couple with children,Tenant,Yes,0.0247,40,6503,0.01868,0.03194
94,94,1991,Couple with children,Tenant,No,0.9753,1750,6503,0.93741,1.01254
95,95,1991,Multi-generational household,Owner,No,1.0,59,6503,0.837,1.18048
96,96,1991,Multi-generational household,Tenant,No,1.0,69,6503,0.77082,1.2609
97,97,1991,Other Combinations,Owner,No,1.0,45,6503,0.87864,1.11886
98,98,1991,Other Combinations,Tenant,No,1.0,76,6503,0.81989,1.15897
99,99,1992,Single-person household,Owner,No,1.0,249,6458,0.95142,1.04909
100,100,1992,Single-person household,Tenant,Yes,0.04423,37,6458,0.039,0.04903
101,101,1992,Single-person household,Tenant,No,0.95577,993,6458,0.93025,0.98786
102,102,1992,Couple without children,Owner,Yes,0.06148,34,6458,0.054,0.07035
103,103,1992,Couple without children,Owner,No,0.93852,589,6458,0.90544,0.97256
104,104,1992,Couple without children,Tenant,Yes,0.05502,43,6458,0.048,0.06148
105,105,1992,Couple without children,Tenant,No,0.94498,1018,6458,0.90817,0.98099
106,106,1992,Single parent,Owner,No,1.0,100,6458,0.91078,1.09594
107,107,1992,Single parent,Tenant,No,1.0,275,6458,0.91595,1.0818
108,108,1992,Couple with children,Owner,No,1.0,1167,6458,0.96817,1.03218
109,109,1992,Couple with children,Tenant,Yes,0.02847,34,6458,0.02139,0.03729
110,110,1992,Couple with children,Tenant,No,0.97153,1665,6458,0.93493,1.00756
111,111,1992,Multi-generational household,Owner,No,1.0,61,6458,0.81133,1.24152
112,112,1992,Multi-generational household,Tenant,No,1.0,62,6458,0.71497,1.29082
113,113,1992,Other Combinations,Owner,No,1.0,44,6458,0.8403,1.16543
114,114,1992,Other Combinations,Tenant,No,1.0,87,6458,0.82762,1.19084
115,115,1993,Single-person household,Owner,No,1.0,265,6380,0.9596,1.04636
116,116,1993,Single-person household,Tenant,Yes,0.04035,35,6380,0.03487,0.04727
117,117,1993,Single-person household,Tenant,No,0.95965,1040,6380,0.92855,0.99161
118,118,1993,Couple without children,Owner,No,1.0,614,6380,0.95737,1.03606
119,119,1993,Couple without children,Tenant,Yes,0.04497,39,6380,0.03826,0.05142
120,120,1993,Couple without children,Tenant,No,0.95503,1030,6380,0.91517,0.98598
121,121,1993,Single parent,Owner,No,1.0,86,6380,0.89013,1.11165
122,122,1993,Single parent,Tenant,No,1.0,269,6380,0.90323,1.07513
123,123,1993,Couple with children,Owner,No,1.0,1113,6380,0.96734,1.03285
124,124,1993,Couple with children,Tenant,Yes,0.02866,34,6380,0.02118,0.0371
125,125,1993,Couple with children,Tenant,No,0.97134,1603,6380,0.93446,1.01186
126,126,1993,Multi-generational household,Owner,No,1.0,67,6380,0.78193,1.20207
127,127,1993,Multi-generational household,Tenant,No,1.0,48,6380,0.72963,1.28535
128,128,1993,Other Combinations,Owner,No,1.0,49,6380,0.86888,1.15972
129,129,1993,Other Combinations,Tenant,No,1.0,88,6380,0.83291,1.13392
130,130,1994,Single-person household,Owner,No,1.0,270,6302,0.94791,1.05493
131,131,1994,Single-person household,Tenant,Yes,0.04664,41,6302,0.0406,0.05099
132,132,1994,Single-person household,Tenant,No,0.95336,1028,6302,0.91759,0.98435
133,133,1994,Couple without children,Owner,No,1.0,624,6302,0.95426,1.04642
134,134,1994,Couple without children,Tenant,Yes,0.04681,44,6302,0.04074,0.05353
135,135,1994,Couple without children,Tenant,No,0.95319,1066,6302,0.91579,0.99165
136,136,1994,Single parent,Owner,No,1.0,86,6302,0.90067,1.10788
137,137,1994,Single parent,Tenant,No,1.0,257,6302,0.9133,1.0835
138,138,1994,Couple with children,Owner,No,1.0,1114,6302,0.96379,1.03804
139,139,1994,Couple with children,Tenant,No,1.0,1524,6302,0.95908,1.04914
140,140,1994,Multi-generational household,Owner,No,1.0,63,6302,0.78681,1.21912
141,141,1994,Multi-generational household,Tenant,No,1.0,49,6302,0.71277,1.27086
142,142,1994,Other Combinations,Owner,No,1.0,45,6302,0.81375,1.21244
143,143,1994,Other Combinations,Tenant,No,1.0,91,6302,0.85414,1.16418
144,144,1995,Single-person household,Owner,No,1.0,271,6527,0.94485,1.04664
145,145,1995,Single-person household,Tenant,Yes,0.05498,47,6527,0.04838,0.06175
146,146,1995,Single-person household,Tenant,No,0.94502,1058,6527,0.90756,0.97785
147,147,1995,Couple without children,Owner,No,1.0,646,6527,0.95576,1.04404
148,148,1995,Couple without children,Tenant,Yes,0.04701,47,6527,0.04149,0.05364
149,149,1995,Couple without children,Tenant,No,0.95299,1104,6527,0.90727,0.988
150,150,1995,Single parent,Owner,No,1.0,93,6527,0.87485,1.14403
151,151,1995,Single parent,Tenant,No,1.0,273,6527,0.92183,1.08348
152,152,1995,Couple with children,Owner,No,1.0,1121,6527,0.96343,1.04612
153,153,1995,Couple with children,Tenant,Yes,0.02299,35,6527,0.01803,0.02898
154,154,1995,Couple with children,Tenant,No,0.97701,1582,6527,0.94334,1.01898
155,155,1995,Multi-generational household,Owner,No,1.0,55,6527,0.80617,1.22385
156,156,1995,Multi-generational household,Tenant,No,1.0,53,6527,0.73269,1.26782
157,157,1995,Other Combinations,Owner,No,1.0,51,6527,0.82679,1.21202
158,158,1995,Other Combinations,Tenant,No,1.0,91,6527,0.85704,1.15942
159,159,1996,Single-person household,Owner,No,1.0,276,6478,0.93822,1.05167
160,160,1996,Single-person household,Tenant,Yes,0.03887,37,6478,0.0324,0.04476
161,161,1996,Single-person household,Tenant,No,0.96113,1096,6478,0.92774,0.99461
162,162,1996,Couple without children,Owner,No,1.0,664,6478,0.95019,1.04758
163,163,1996,Couple without children,Tenant,Yes,0.05704,52,6478,0.04885,0.06855
164,164,1996,Couple without children,Tenant,No,0.94296,1096,6478,0.9028,0.9851
165,165,1996,Single parent,Owner,No,1.0,98,6478,0.86536,1.10741
166,166,1996,Single parent,Tenant,No,1.0,276,6478,0.91566,1.08929
167,167,1996,Couple with children,Owner,No,1.0,1146,6478,0.95671,1.04219
168,168,1996,Couple with children,Tenant,Yes,0.0243,35,6478,0.01919,0.02903
169,169,1996,Couple with children,Tenant,No,0.9757,1469,6478,0.92732,1.0201
170,170,1996,Multi-generational household,Owner,No,1.0,48,6478,0.77674,1.24022
171,171,1996,Multi-generational household,Tenant,No,1.0,47,6478,0.72988,1.25103
172,172,1996,Other Combinations,Owner,No,1.0,52,6478,0.84602,1.17757
173,173,1996,Other Combinations,Tenant,No,1.0,86,6478,0.83444,1.13539
174,174,1997,Single-person household,Owner,No,1.0,278,6380,0.94896,1.06456
175,175,1997,Single-person household,Tenant,Yes,0.04388,38,6380,0.03812,0.05038
176,176,1997,Single-person household,Tenant,No,0.95612,1071,6380,0.92756,0.99825
177,177,1997,Couple without children,Owner,No,1.0,694,6380,0.9554,1.04825
178,178,1997,Couple without children,Tenant,Yes,0.05396,49,6380,0.04569,0.06161
179,179,1997,Couple without children,Tenant,No,0.94604,1104,6380,0.90541,0.98942
180,180,1997,Single parent,Owner,No,1.0,96,6380,0.87584,1.1331
181,181,1997,Single parent,Tenant,No,1.0,283,6380,0.92713,1.08364
