year,age_gr,bula_h,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,Protestant,0.74807,54,54,0.63119,0.86495
1990,17-29 y.,Lower Saxony,Catholic,0.09911,42,225,0.05998,0.13824
1990,17-29 y.,Lower Saxony,Protestant,0.77574,183,225,0.72112,0.83036
1990,17-29 y.,North Rhine-Westphalia,Catholic,0.43126,281,681,0.39403,0.46848
1990,17-29 y.,North Rhine-Westphalia,Protestant,0.41368,237,681,0.37667,0.45070
1990,17-29 y.,North Rhine-Westphalia,Islamic community,0.06175,132,681,0.04365,0.07984
1990,17-29 y.,North Rhine-Westphalia,Non-denominational,0.05344,31,681,0.03653,0.07034
1990,17-29 y.,Hesse,Catholic,0.30329,79,242,0.24525,0.36132
1990,17-29 y.,Hesse,Protestant,0.55646,108,242,0.49374,0.61919
1990,17-29 y.,Hesse,Islamic community,0.05570,55,242,0.02675,0.08466
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Catholic,0.59153,110,166,0.51653,0.66654
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Protestant,0.31154,56,166,0.24088,0.38221
1990,17-29 y.,Baden-Wuerttemberg,Catholic,0.48706,251,504,0.44338,0.53074
1990,17-29 y.,Baden-Wuerttemberg,Protestant,0.38118,133,504,0.33874,0.42362
1990,17-29 y.,Baden-Wuerttemberg,Islamic community,0.04889,88,504,0.03004,0.06773
1990,17-29 y.,Baden-Wuerttemberg,Christian orthodox,0.01295,32,504,0.00307,0.02283
1990,17-29 y.,Bavaria,Catholic,0.67942,289,411,0.63425,0.72460
1990,17-29 y.,Bavaria,Protestant,0.21827,82,411,0.17829,0.25826
1990,17-29 y.,Bavaria,Islamic community,0.02726,40,411,0.01150,0.04302
1990,17-29 y.,Berlin,Islamic community,0.07788,33,121,0.02994,0.12583
1990,17-29 y.,Berlin,Non-denominational,0.51107,88,121,0.42163,0.60051
