year,age_gr,quintil_oecd,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,Catholic,0.33296,178,500,0.29161,0.37431
1990,17-29 y.,1st Quintile,Protestant,0.41580,147,500,0.37255,0.45904
1990,17-29 y.,1st Quintile,Islamic community,0.11568,175,500,0.08761,0.14374
1990,17-29 y.,2nd Quintile,Catholic,0.44404,221,509,0.40084,0.48725
1990,17-29 y.,2nd Quintile,Protestant,0.42501,173,509,0.38202,0.46800
1990,17-29 y.,2nd Quintile,Islamic community,0.06417,115,509,0.04286,0.08548
1990,17-29 y.,3rd Quintile,Catholic,0.42250,229,484,0.37845,0.46655
1990,17-29 y.,3rd Quintile,Protestant,0.44896,183,484,0.40460,0.49332
1990,17-29 y.,3rd Quintile,Islamic community,0.04230,72,484,0.02435,0.06025
1990,17-29 y.,4th Quintile,Catholic,0.44927,270,545,0.40747,0.49107
1990,17-29 y.,4th Quintile,Protestant,0.42527,227,545,0.38373,0.46682
1990,17-29 y.,4th Quintile,Non-denominational,0.08899,48,545,0.06506,0.11291
1990,17-29 y.,5th Quintile,Catholic,0.41133,181,353,0.35992,0.46273
1990,17-29 y.,5th Quintile,Protestant,0.47705,172,353,0.42487,0.52923
1990,30-45 y.,1st Quintile,Catholic,0.44202,207,461,0.39663,0.48740
1990,30-45 y.,1st Quintile,Protestant,0.35167,119,461,0.30804,0.39531
1990,30-45 y.,1st Quintile,Other Christian community,0.03042,31,461,0.01472,0.04611
1990,30-45 y.,1st Quintile,Islamic community,0.09010,104,461,0.06394,0.11627
1990,30-45 y.,2nd Quintile,Catholic,0.45952,289,598,0.41954,0.49950
1990,30-45 y.,2nd Quintile,Protestant,0.37113,179,598,0.33237,0.40988
1990,30-45 y.,2nd Quintile,Other Christian community,0.03578,33,598,0.02088,0.05068
1990,30-45 y.,2nd Quintile,Islamic community,0.03772,56,598,0.02243,0.05300
1990,30-45 y.,2nd Quintile,Non-denominational,0.08691,41,598,0.06432,0.10951
1990,30-45 y.,3rd Quintile,Catholic,0.45521,269,559,0.41389,0.49653
1990,30-45 y.,3rd Quintile,Protestant,0.34775,161,559,0.30823,0.38727
1990,30-45 y.,3rd Quintile,Other Christian community,0.02832,35,559,0.01456,0.04209
1990,30-45 y.,3rd Quintile,Islamic community,0.02749,34,559,0.01392,0.04106
1990,30-45 y.,3rd Quintile,Non-denominational,0.12270,60,559,0.09548,0.14993
1990,30-45 y.,4th Quintile,Catholic,0.43335,221,438,0.38689,0.47981
1990,30-45 y.,4th Quintile,Protestant,0.39196,162,438,0.34619,0.43774
1990,30-45 y.,4th Quintile,Non-denominational,0.12854,55,438,0.09716,0.15992
1990,30-45 y.,5th Quintile,Catholic,0.38709,227,561,0.34675,0.42744
1990,30-45 y.,5th Quintile,Protestant,0.38317,215,561,0.34290,0.42343
1990,30-45 y.,5th Quintile,Non-denominational,0.21236,119,561,0.17848,0.24623
1990,46-65 y.,1st Quintile,Catholic,0.39479,190,437,0.34891,0.44068
1990,46-65 y.,1st Quintile,Protestant,0.45550,149,437,0.40875,0.50224
1990,46-65 y.,1st Quintile,Islamic community,0.06504,98,437,0.04189,0.08818
1990,46-65 y.,2nd Quintile,Catholic,0.42558,189,423,0.37840,0.47275
1990,46-65 y.,2nd Quintile,Protestant,0.45008,162,423,0.40261,0.49755
1990,46-65 y.,2nd Quintile,Islamic community,0.04323,72,423,0.02383,0.06264
1990,46-65 y.,3rd Quintile,Catholic,0.42468,243,565,0.38388,0.46547
1990,46-65 y.,3rd Quintile,Protestant,0.45664,209,565,0.41553,0.49775
1990,46-65 y.,3rd Quintile,Islamic community,0.01661,37,565,0.00606,0.02715
1990,46-65 y.,3rd Quintile,Non-denominational,0.08358,38,565,0.06074,0.10642
1990,46-65 y.,3rd Quintile,Christian orthodox,0.01153,38,565,0.00272,0.02035
1990,46-65 y.,4th Quintile,Catholic,0.38584,275,627,0.34771,0.42398
1990,46-65 y.,4th Quintile,Protestant,0.46482,261,627,0.42575,0.50390
1990,46-65 y.,4th Quintile,Non-denominational,0.10657,60,627,0.08240,0.13074
1990,46-65 y.,4th Quintile,Christian orthodox,0.00784,31,627,0.00093,0.01474
1990,46-65 y.,5th Quintile,Catholic,0.36887,256,623,0.33095,0.40679
1990,46-65 y.,5th Quintile,Protestant,0.43423,275,623,0.39527,0.47318
1990,46-65 y.,5th Quintile,Non-denominational,0.15653,92,623,0.12797,0.18508
1990,66 and older,1st Quintile,Catholic,0.36850,109,261,0.30986,0.42714
1990,66 and older,1st Quintile,Protestant,0.56626,152,261,0.50602,0.62650
1990,66 and older,2nd Quintile,Catholic,0.39386,94,208,0.32729,0.46042
1990,66 and older,2nd Quintile,Protestant,0.53510,114,208,0.46716,0.60305
1990,66 and older,3rd Quintile,Catholic,0.40713,81,176,0.33434,0.47993
1990,66 and older,3rd Quintile,Protestant,0.48156,95,176,0.40753,0.55559
1990,66 and older,4th Quintile,Catholic,0.42514,77,154,0.34681,0.50348
1990,66 and older,4th Quintile,Protestant,0.45621,77,154,0.37729,0.53514
1990,66 and older,5th Quintile,Catholic,0.40664,65,147,0.32696,0.48632
1990,66 and older,5th Quintile,Protestant,0.50875,82,147,0.42766,0.58984
1997,17-29 y.,1st Quintile,Catholic,0.24625,142,654,0.21321,0.27930
1997,17-29 y.,1st Quintile,Protestant,0.26862,131,654,0.23462,0.30262
1997,17-29 y.,1st Quintile,Other religious community,0.16006,168,654,0.13194,0.18818
1997,17-29 y.,1st Quintile,Non-denominational,0.29356,213,654,0.25863,0.32849
1997,17-29 y.,2nd Quintile,Catholic,0.28916,154,674,0.25490,0.32341
1997,17-29 y.,2nd Quintile,Protestant,0.22166,124,674,0.19028,0.25304
1997,17-29 y.,2nd Quintile,Other Christian community,0.03102,35,674,0.01792,0.04412
1997,17-29 y.,2nd Quintile,Other religious community,0.11142,124,674,0.08765,0.13519
1997,17-29 y.,2nd Quintile,Non-denominational,0.33692,237,674,0.30121,0.37264
1997,17-29 y.,3rd Quintile,Catholic,0.36423,199,526,0.32306,0.40539
1997,17-29 y.,3rd Quintile,Protestant,0.35081,172,526,0.30999,0.39164
1997,17-29 y.,3rd Quintile,Non-denominational,0.21744,155,526,0.18215,0.25273
1997,17-29 y.,4th Quintile,Catholic,0.37862,213,595,0.33962,0.41763
1997,17-29 y.,4th Quintile,Protestant,0.35004,212,595,0.31168,0.38840
1997,17-29 y.,4th Quintile,Non-denominational,0.23112,170,595,0.19722,0.26502
1997,17-29 y.,5th Quintile,Catholic,0.41652,173,413,0.36892,0.46412
1997,17-29 y.,5th Quintile,Protestant,0.38177,156,413,0.33486,0.42868
1997,17-29 y.,5th Quintile,Non-denominational,0.17171,84,413,0.13529,0.20812
1997,30-45 y.,1st Quintile,Catholic,0.30232,195,763,0.26971,0.33493
1997,30-45 y.,1st Quintile,Protestant,0.27849,159,763,0.24666,0.31032
1997,30-45 y.,1st Quintile,Other Christian community,0.04421,42,763,0.02961,0.05881
1997,30-45 y.,1st Quintile,Other religious community,0.07575,100,763,0.05696,0.09454
1997,30-45 y.,1st Quintile,Non-denominational,0.28797,267,763,0.25582,0.32012
1997,30-45 y.,2nd Quintile,Catholic,0.33197,294,959,0.30215,0.36179
1997,30-45 y.,2nd Quintile,Protestant,0.29415,238,959,0.26530,0.32301
1997,30-45 y.,2nd Quintile,Other religious community,0.05596,93,959,0.04140,0.07051
1997,30-45 y.,2nd Quintile,Non-denominational,0.29602,334,959,0.26711,0.32493
1997,30-45 y.,3rd Quintile,Catholic,0.34406,280,888,0.31280,0.37532
1997,30-45 y.,3rd Quintile,Protestant,0.32366,262,888,0.29287,0.35445
1997,30-45 y.,3rd Quintile,Other religious community,0.02898,38,888,0.01794,0.04002
1997,30-45 y.,3rd Quintile,Non-denominational,0.27583,308,888,0.24642,0.30524
1997,30-45 y.,4th Quintile,Catholic,0.30701,256,851,0.27600,0.33802
1997,30-45 y.,4th Quintile,Protestant,0.34483,284,851,0.31288,0.37679
1997,30-45 y.,4th Quintile,Other Christian community,0.02522,33,851,0.01468,0.03576
1997,30-45 y.,4th Quintile,Non-denominational,0.31259,278,851,0.28143,0.34375
1997,30-45 y.,5th Quintile,Catholic,0.32978,262,774,0.29663,0.36292
1997,30-45 y.,5th Quintile,Protestant,0.30905,233,774,0.27648,0.34163
1997,30-45 y.,5th Quintile,Non-denominational,0.33454,279,774,0.30128,0.36781
1997,46-65 y.,1st Quintile,Catholic,0.27939,133,575,0.24268,0.31609
1997,46-65 y.,1st Quintile,Protestant,0.35379,155,575,0.31467,0.39290
1997,46-65 y.,1st Quintile,Other Christian community,0.03290,31,575,0.01830,0.04749
1997,46-65 y.,1st Quintile,Other religious community,0.09117,110,575,0.06762,0.11471
1997,46-65 y.,1st Quintile,Non-denominational,0.23133,146,575,0.19683,0.26583
1997,46-65 y.,2nd Quintile,Catholic,0.34094,189,670,0.30502,0.37686
1997,46-65 y.,2nd Quintile,Protestant,0.28510,159,670,0.25089,0.31931
1997,46-65 y.,2nd Quintile,Other Christian community,0.02339,34,670,0.01194,0.03484
1997,46-65 y.,2nd Quintile,Other religious community,0.04627,68,670,0.03035,0.06219
1997,46-65 y.,2nd Quintile,Non-denominational,0.29775,220,670,0.26309,0.33240
1997,46-65 y.,3rd Quintile,Catholic,0.32247,214,657,0.28670,0.35824
1997,46-65 y.,3rd Quintile,Protestant,0.37670,210,657,0.33961,0.41378
1997,46-65 y.,3rd Quintile,Non-denominational,0.26186,233,657,0.22821,0.29550
1997,46-65 y.,4th Quintile,Catholic,0.33175,277,885,0.30071,0.36279
1997,46-65 y.,4th Quintile,Protestant,0.36801,297,885,0.33622,0.39981
1997,46-65 y.,4th Quintile,Other Christian community,0.02562,36,885,0.01521,0.03604
1997,46-65 y.,4th Quintile,Non-denominational,0.25870,275,885,0.22983,0.28757
1997,46-65 y.,5th Quintile,Catholic,0.31258,284,949,0.28307,0.34209
1997,46-65 y.,5th Quintile,Protestant,0.35694,319,949,0.32645,0.38744
1997,46-65 y.,5th Quintile,Other Christian community,0.02739,33,949,0.01700,0.03778
1997,46-65 y.,5th Quintile,Non-denominational,0.29398,313,949,0.26497,0.32298
1997,66 and older,1st Quintile,Catholic,0.31149,108,316,0.26035,0.36263
1997,66 and older,1st Quintile,Protestant,0.49824,158,316,0.44303,0.55346
1997,66 and older,1st Quintile,Non-denominational,0.11988,50,316,0.08401,0.15575
1997,66 and older,2nd Quintile,Catholic,0.32266,124,408,0.27724,0.36807
1997,66 and older,2nd Quintile,Protestant,0.48416,185,408,0.43561,0.53271
1997,66 and older,2nd Quintile,Non-denominational,0.17356,99,408,0.13676,0.21035
1997,66 and older,3rd Quintile,Catholic,0.34308,104,334,0.29209,0.39407
1997,66 and older,3rd Quintile,Protestant,0.47932,158,334,0.42566,0.53298
1997,66 and older,3rd Quintile,Non-denominational,0.16826,72,334,0.12808,0.20844
1997,66 and older,4th Quintile,Catholic,0.36347,85,242,0.30274,0.42420
1997,66 and older,4th Quintile,Protestant,0.46737,111,242,0.40437,0.53036
1997,66 and older,4th Quintile,Non-denominational,0.15240,46,242,0.10702,0.19778
1997,66 and older,5th Quintile,Catholic,0.41953,86,224,0.35476,0.48430
1997,66 and older,5th Quintile,Protestant,0.40901,100,224,0.34448,0.47354
1997,66 and older,5th Quintile,Non-denominational,0.14910,38,224,0.10235,0.19586
2003,17-29 y.,1st Quintile,Catholic,0.23024,172,831,0.20160,0.25888
2003,17-29 y.,1st Quintile,Protestant,0.29882,249,831,0.26768,0.32996
2003,17-29 y.,1st Quintile,Other religious community,0.11002,87,831,0.08873,0.13130
2003,17-29 y.,1st Quintile,Non-denominational,0.31791,323,831,0.28623,0.34959
2003,17-29 y.,2nd Quintile,Catholic,0.31592,209,743,0.28247,0.34937
2003,17-29 y.,2nd Quintile,Protestant,0.29029,203,743,0.25763,0.32295
2003,17-29 y.,2nd Quintile,Other religious community,0.08312,70,743,0.06326,0.10299
2003,17-29 y.,2nd Quintile,Non-denominational,0.28065,261,743,0.24832,0.31298
2003,17-29 y.,3rd Quintile,Catholic,0.32131,217,730,0.28741,0.35521
2003,17-29 y.,3rd Quintile,Protestant,0.33667,249,730,0.30237,0.37098
2003,17-29 y.,3rd Quintile,Other religious community,0.03576,35,730,0.02228,0.04924
2003,17-29 y.,3rd Quintile,Non-denominational,0.27570,229,730,0.24327,0.30814
2003,17-29 y.,4th Quintile,Catholic,0.32323,265,753,0.28980,0.35666
2003,17-29 y.,4th Quintile,Protestant,0.36082,266,753,0.32649,0.39514
2003,17-29 y.,4th Quintile,Non-denominational,0.25608,222,753,0.22488,0.28727
2003,17-29 y.,5th Quintile,Catholic,0.41130,303,792,0.37700,0.44559
2003,17-29 y.,5th Quintile,Protestant,0.35676,298,792,0.32337,0.39014
2003,17-29 y.,5th Quintile,Non-denominational,0.18763,191,792,0.16042,0.21483
2003,30-45 y.,1st Quintile,Catholic,0.23952,220,949,0.21235,0.26669
2003,30-45 y.,1st Quintile,Protestant,0.24023,212,949,0.21303,0.26742
2003,30-45 y.,1st Quintile,Other Christian community,0.04155,38,949,0.02885,0.05426
2003,30-45 y.,1st Quintile,Other religious community,0.10739,115,949,0.08768,0.12710
2003,30-45 y.,1st Quintile,Non-denominational,0.36453,364,949,0.33389,0.39517
2003,30-45 y.,2nd Quintile,Catholic,0.31602,358,1223,0.28995,0.34208
2003,30-45 y.,2nd Quintile,Protestant,0.28652,334,1223,0.26117,0.31187
2003,30-45 y.,2nd Quintile,Other religious community,0.05738,105,1223,0.04434,0.07042
2003,30-45 y.,2nd Quintile,Non-denominational,0.31105,426,1223,0.28509,0.33700
2003,30-45 y.,3rd Quintile,Catholic,0.27690,376,1363,0.25314,0.30067
2003,30-45 y.,3rd Quintile,Protestant,0.33390,466,1363,0.30885,0.35894
2003,30-45 y.,3rd Quintile,Other Christian community,0.02195,38,1363,0.01417,0.02973
2003,30-45 y.,3rd Quintile,Other religious community,0.04025,66,1363,0.02981,0.05069
2003,30-45 y.,3rd Quintile,Non-denominational,0.31854,417,1363,0.29380,0.34329
2003,30-45 y.,4th Quintile,Catholic,0.34709,497,1484,0.32286,0.37132
2003,30-45 y.,4th Quintile,Protestant,0.31859,464,1484,0.29487,0.34230
2003,30-45 y.,4th Quintile,Other Christian community,0.02060,31,1484,0.01337,0.02783
2003,30-45 y.,4th Quintile,Other religious community,0.01597,37,1484,0.00959,0.02235
2003,30-45 y.,4th Quintile,Non-denominational,0.29479,455,1484,0.27158,0.31799
2003,30-45 y.,5th Quintile,Catholic,0.31944,609,1818,0.29800,0.34088
2003,30-45 y.,5th Quintile,Protestant,0.32514,576,1818,0.30360,0.34668
2003,30-45 y.,5th Quintile,Other Christian community,0.01678,33,1818,0.01087,0.02268
2003,30-45 y.,5th Quintile,Non-denominational,0.31050,600,1818,0.28922,0.33177
2003,46-65 y.,1st Quintile,Catholic,0.24956,200,845,0.22036,0.27876
2003,46-65 y.,1st Quintile,Protestant,0.28248,240,845,0.25211,0.31285
2003,46-65 y.,1st Quintile,Other religious community,0.10569,97,845,0.08494,0.12643
2003,46-65 y.,1st Quintile,Non-denominational,0.32001,308,845,0.28854,0.35148
2003,46-65 y.,2nd Quintile,Catholic,0.32854,279,932,0.29837,0.35871
2003,46-65 y.,2nd Quintile,Protestant,0.31385,282,932,0.28404,0.34366
2003,46-65 y.,2nd Quintile,Other religious community,0.04396,55,932,0.03079,0.05713
2003,46-65 y.,2nd Quintile,Non-denominational,0.28379,316,932,0.25483,0.31275
2003,46-65 y.,3rd Quintile,Catholic,0.31014,346,1231,0.28429,0.33599
2003,46-65 y.,3rd Quintile,Protestant,0.34019,399,1231,0.31371,0.36667
2003,46-65 y.,3rd Quintile,Other Christian community,0.02372,38,1231,0.01522,0.03223
2003,46-65 y.,3rd Quintile,Other religious community,0.02307,39,1231,0.01468,0.03146
2003,46-65 y.,3rd Quintile,Non-denominational,0.30019,409,1231,0.27457,0.32580
2003,46-65 y.,4th Quintile,Catholic,0.34952,521,1540,0.32570,0.37334
2003,46-65 y.,4th Quintile,Protestant,0.32191,489,1540,0.29857,0.34526
2003,46-65 y.,4th Quintile,Other Christian community,0.02111,42,1540,0.01393,0.02829
2003,46-65 y.,4th Quintile,Non-denominational,0.28968,488,1540,0.26701,0.31234
2003,46-65 y.,5th Quintile,Catholic,0.29468,845,2876,0.27802,0.31135
2003,46-65 y.,5th Quintile,Protestant,0.35541,1020,2876,0.33791,0.37290
2003,46-65 y.,5th Quintile,Other Christian community,0.01732,45,2876,0.01255,0.02209
2003,46-65 y.,5th Quintile,Non-denominational,0.31942,966,2876,0.30238,0.33647
2003,66 and older,1st Quintile,Catholic,0.34342,228,674,0.30754,0.37930
2003,66 and older,1st Quintile,Protestant,0.45455,304,674,0.41693,0.49217
2003,66 and older,1st Quintile,Other religious community,0.05478,41,674,0.03758,0.07197
2003,66 and older,1st Quintile,Non-denominational,0.12398,101,674,0.09908,0.14888
2003,66 and older,2nd Quintile,Catholic,0.32174,267,851,0.29034,0.35315
2003,66 and older,2nd Quintile,Protestant,0.47752,395,851,0.44394,0.51110
2003,66 and older,2nd Quintile,Non-denominational,0.17808,189,851,0.15236,0.20380
2003,66 and older,3rd Quintile,Catholic,0.31962,217,744,0.28609,0.35315
2003,66 and older,3rd Quintile,Protestant,0.43858,324,744,0.40290,0.47426
2003,66 and older,3rd Quintile,Non-denominational,0.21604,203,744,0.18645,0.24563
2003,66 and older,4th Quintile,Catholic,0.33559,192,552,0.29616,0.37502
2003,66 and older,4th Quintile,Protestant,0.43881,237,552,0.39737,0.48024
2003,66 and older,4th Quintile,Non-denominational,0.20219,123,552,0.16866,0.23573
2003,66 and older,5th Quintile,Catholic,0.38288,259,735,0.34772,0.41805
2003,66 and older,5th Quintile,Protestant,0.45720,361,735,0.42116,0.49324
2003,66 and older,5th Quintile,Non-denominational,0.14023,115,735,0.11511,0.16535
2007,17-29 y.,1st Quintile,Catholic,0.22295,174,806,0.19420,0.25170
2007,17-29 y.,1st Quintile,Protestant,0.26898,240,806,0.23835,0.29961
2007,17-29 y.,1st Quintile,Islamic community,0.07550,62,806,0.05725,0.09375
2007,17-29 y.,1st Quintile,Non-denominational,0.31780,330,806,0.28564,0.34997
2007,17-29 y.,2nd Quintile,Catholic,0.20532,145,634,0.17385,0.23679
2007,17-29 y.,2nd Quintile,Protestant,0.32520,239,634,0.28871,0.36169
2007,17-29 y.,2nd Quintile,Islamic community,0.08119,43,634,0.05991,0.10247
2007,17-29 y.,2nd Quintile,Non-denominational,0.24003,207,634,0.20676,0.27331
2007,17-29 y.,3rd Quintile,Catholic,0.29300,198,589,0.25621,0.32978
2007,17-29 y.,3rd Quintile,Protestant,0.26845,191,589,0.23263,0.30427
2007,17-29 y.,3rd Quintile,Non-denominational,0.27433,200,589,0.23827,0.31040
2007,17-29 y.,4th Quintile,Catholic,0.28711,201,627,0.25167,0.32255
2007,17-29 y.,4th Quintile,Protestant,0.38397,269,627,0.34587,0.42207
2007,17-29 y.,4th Quintile,Non-denominational,0.20645,157,627,0.17475,0.23816
2007,17-29 y.,5th Quintile,Catholic,0.38574,221,578,0.34602,0.42546
2007,17-29 y.,5th Quintile,Protestant,0.36707,230,578,0.32774,0.40640
2007,17-29 y.,5th Quintile,Non-denominational,0.16562,127,578,0.13529,0.19596
