year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,,,,,,,,,,,,
1985,West,,,,,,,,,,,,
1986,West,,,,,,,,,,,,
1987,West,,,,,,,,,,,,
1988,West,,,,,,,,,,,,
1989,West,,,,,,,,,,,,
1990,West,,,,,,,,,,,,
1990,East,,,,,,,,,,,,
1991,West,,,,,,,,,,,,
1991,East,,,,,,,,,,,,
1992,West,,,,,,,,,,,,
1992,East,,,,,,,,,,,,
1993,West,,,,,,,,,,,,
1993,East,,,,,,,,,,,,
1994,West,,,,,,,,,,,,
1994,East,,,,,,,,,,,,
1995,West,,,,,,,,,,,,
1995,East,,,,,,,,,,,,
1996,West,,,,,,,,,,,,
1996,East,,,,,,,,,,,,
1997,West,,,,,,,,,,,,
1997,East,,,,,,,,,,,,
1998,West,,,,,,,,,,,,
1998,East,,,,,,,,,,,,
1999,West,,,,,,,,,,,,
1999,East,,,,,,,,,,,,
2000,West,,,,,,,,,,,,
2000,East,,,,,,,,,,,,
2001,West,,,,,,,,,,,,
2001,East,,,,,,,,,,,,
2002,West,,,,,,,,,,,,
2002,East,,,,,,,,,,,,
2003,West,,,,,,,,,,,,
2003,East,,,,,,,,,,,,
2004,West,,,,,,,,,,,,
2004,East,,,,,,,,,,,,
2005,West,15499,4.79673,4.77868,4.81479,4.00000,5.00000,5.66667,1.50000,7.0,5.0,4.66667,5.00000
2005,East,5001,4.82612,4.79439,4.85784,4.00000,5.00000,5.66667,1.50000,7.0,5.0,4.66667,5.00000
2006,West,,,,,,,,,,,,
2006,East,,,,,,,,,,,,
2007,West,,,,,,,,,,,,
2007,East,,,,,,,,,,,,
2008,West,,,,,,,,,,,,
2008,East,,,,,,,,,,,,
2009,West,13280,4.73712,4.71755,4.75669,4.00000,4.66667,5.66667,1.50000,7.0,4.6666665,4.66667,4.66667
2009,East,4484,4.70322,4.67004,4.73640,4.00000,4.66667,5.58286,1.62571,7.0,4.6666665,4.66667,4.66667
2010,West,,,,,,,,,,,,
2010,East,,,,,,,,,,,,
2011,West,,,,,,,,,,,,
2011,East,,,,,,,,,,,,
2012,West,5767,5.07718,5.04861,5.10576,4.33333,5.00000,6.00000,1.83333,7.0,5.0,5.00000,5.00000
2012,East,1332,5.06034,4.99933,5.12136,4.33333,5.00000,6.00000,1.83333,7.0,5.0,5.00000,5.33333
2013,West,14270,4.82903,4.81062,4.84744,4.00000,5.00000,5.66667,1.50000,7.0,5.0,5.00000,5.00000
2013,East,4413,4.79918,4.76662,4.83174,4.00000,4.66667,5.66667,1.50000,7.0,4.6666665,4.66667,5.00000
2014,West,,,,,,,,,,,,
2014,East,,,,,,,,,,,,
2015,West,,,,,,,,,,,,
2015,East,,,,,,,,,,,,
2016,West,,,,,,,,,,,,
2016,East,,,,,,,,,,,,
2017,West,22540,4.87233,4.85745,4.88722,4.00000,5.00000,5.66667,1.50000,7.0,5.0,5.00000,5.00000
2017,East,5932,4.83612,4.80715,4.86509,4.00000,5.00000,5.66667,1.50000,7.0,5.0,5.00000,5.00000
2018,West,,,,,,,,,,,,
2018,East,,,,,,,,,,,,
2019,West,19926,4.86871,4.85280,4.88461,4.00000,5.00000,5.66667,1.50000,7.0,5.0,5.00000,5.00000
2019,East,5504,4.83435,4.80427,4.86443,4.00000,5.00000,5.66667,1.50000,7.0,5.0,4.99167,5.00000
2020,West,,,,,,,,,,,,
2020,East,,,,,,,,,,,,
2021,West,,,,,,,,,,,,
2021,East,,,,,,,,,,,,
