"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2005","(Fach-)Abitur","Ostdeutschland","4.93","4.83","395","3.33","4.33","5.67","6.33","7","4.81","5.05","1.67","7","4.66666650772095","5"
"2005","(Fach-)Abitur","Westdeutschland","4.91","4.83","1896","3.33","4","5.67","6.33","7","4.86","4.96","1","7","5","5"
"2005","(noch) kein Abschluss","Ostdeutschland","4.94","4.83","167","3","4","6","6.67","7","4.75","5.13","1.67","7","4.66666650772095","5"
"2005","(noch) kein Abschluss","Westdeutschland","4.81","4.83","733","3.33","4","5.67","6.33","7","4.72","4.9","1","7","4.66666650772095","5"
"2005","AkademikerIn","Ostdeutschland","4.88","4.83","1250","3.67","4","5.67","6.33","7","4.82","4.94","1","7","5","5"
"2005","AkademikerIn","Westdeutschland","4.81","4.83","2910","3.33","4","5.67","6.33","7","4.77","4.85","1","7","5","5"
"2005","Hauptschule","Ostdeutschland","4.7","4.58","1281","3.33","4","5.67","6.33","7","4.64","4.76","1","7","4.66666650772095","4.66666650772095"
"2005","Hauptschule","Westdeutschland","4.7","4.58","6251","3.33","4","5.67","6.33","7","4.67","4.73","1","7","4.66666650772095","4.66666650772095"
"2005","Realschule","Ostdeutschland","4.85","4.83","1842","3.33","4","5.67","6.33","7","4.8","4.9","1","7","5","5"
"2005","Realschule","Westdeutschland","4.91","4.83","3532","3.33","4.33","5.67","6.33","7","4.87","4.95","1","7","5","5"
"2006","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2006","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2006","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2006","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2006","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2006","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2006","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2007","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2007","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2007","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2007","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2007","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2007","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2008","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2008","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2008","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2008","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2008","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2008","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","Ostdeutschland","4.81","4.83","347","3","4","5.67","6","7","4.68","4.94","1.67","7","4.66666650772095","5"
"2009","(Fach-)Abitur","Westdeutschland","4.88","4.83","1650","3.33","4","5.67","6.33","7","4.82","4.94","1.5","7","5","5"
"2009","(noch) kein Abschluss","Ostdeutschland","4.62","4.5","71","3","3.67","5.33","6.33","7","4.31","4.93","1.67","7","4.66666650772095","5.33333349227905"
"2009","(noch) kein Abschluss","Westdeutschland","4.7","4.5","409","3.33","3.67","5.67","6.33","7","4.58","4.82","1.33","7","4.66666650772095","5"
"2009","AkademikerIn","Ostdeutschland","4.79","4.5","1205","3.33","4","5.67","6.33","7","4.73","4.85","1","7","4.66666650772095","5"
"2009","AkademikerIn","Westdeutschland","4.68","4.58","2817","3","4","5.67","6.33","7","4.64","4.72","1","7","4.66666650772095","4.66666650772095"
"2009","Hauptschule","Ostdeutschland","4.54","4.5","1118","3","4","5.33","6","7","4.47","4.61","1","7","4.33333349227905","4.66666650772095"
"2009","Hauptschule","Westdeutschland","4.64","4.58","5056","3","4","5.33","6","7","4.61","4.67","1","7","4.66666650772095","4.66666650772095"
"2009","Realschule","Ostdeutschland","4.7","4.5","1664","3.33","4","5.33","6.33","7","4.65","4.75","1","7","4.66666650772095","5"
"2009","Realschule","Westdeutschland","4.83","4.83","3131","3.33","4","5.67","6.33","7","4.79","4.87","1","7","5","5"
"2010","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2010","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2010","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2010","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2010","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2010","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2010","Realschule","Westdeutschland","","","","","","","","","","","","","",""
