"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2005","(Fach-)Abitur","männlich","4.82","4.83","1026","3.33","4","5.67","6.33","7","4.75","4.89","1","7","4.66666650772095","5"
"2005","(Fach-)Abitur","weiblich","4.98","4.83","1265","3.67","4.33","6","6.33","7","4.92","5.04","1.67","7","5","5"
"2005","(noch) kein Abschluss","männlich","4.83","4.83","418","3.33","4","6","6.33","7","4.71","4.95","1","7","4.66666650772095","5"
"2005","(noch) kein Abschluss","weiblich","4.82","4.83","482","3","4","5.67","6.67","7","4.7","4.94","1","7","4.66666650772095","5"
"2005","AkademikerIn","männlich","4.68","4.5","2305","3.33","4","5.33","6","7","4.63","4.73","1","7","4.66666650772095","4.66666650772095"
"2005","AkademikerIn","weiblich","5.01","4.83","1855","3.67","4.33","5.67","6.33","7","4.96","5.06","1","7","5","5"
"2005","Hauptschule","männlich","4.65","4.58","3641","3","4","5.33","6.33","7","4.61","4.69","1","7","4.66666650772095","4.66666650772095"
"2005","Hauptschule","weiblich","4.75","4.58","3891","3.33","4","5.67","6.33","7","4.71","4.79","1","7","4.66666650772095","4.66666650772095"
"2005","Realschule","männlich","4.82","4.83","2284","3.33","4","5.67","6.33","7","4.78","4.86","1","7","4.66666650772095","5"
"2005","Realschule","weiblich","4.96","4.83","3090","3.33","4.33","5.67","6.33","7","4.92","5","1","7","5","5"
"2006","(Fach-)Abitur","männlich","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","männlich","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2006","AkademikerIn","männlich","","","","","","","","","","","","","",""
"2006","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2006","Hauptschule","männlich","","","","","","","","","","","","","",""
"2006","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2006","Realschule","männlich","","","","","","","","","","","","","",""
"2006","Realschule","weiblich","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","männlich","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","männlich","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2007","AkademikerIn","männlich","","","","","","","","","","","","","",""
"2007","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2007","Hauptschule","männlich","","","","","","","","","","","","","",""
"2007","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2007","Realschule","männlich","","","","","","","","","","","","","",""
"2007","Realschule","weiblich","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","männlich","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","männlich","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2008","AkademikerIn","männlich","","","","","","","","","","","","","",""
"2008","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2008","Hauptschule","männlich","","","","","","","","","","","","","",""
"2008","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2008","Realschule","männlich","","","","","","","","","","","","","",""
"2008","Realschule","weiblich","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","männlich","4.79","4.83","886","3.33","4","5.67","6.33","7","4.71","4.87","1.67","7","4.66666650772095","5"
"2009","(Fach-)Abitur","weiblich","4.94","4.83","1111","3.33","4","6","6.33","7","4.87","5.01","1.5","7","5","5"
"2009","(noch) kein Abschluss","männlich","4.71","4.5","245","3","3.67","5.67","6.33","7","4.55","4.87","1.67","7","4.66666650772095","5.33333349227905"
"2009","(noch) kein Abschluss","weiblich","4.67","4.5","235","3.33","3.67","5.67","6.33","7","4.52","4.82","1.33","7","4.66666650772095","5"
"2009","AkademikerIn","männlich","4.54","4.58","2178","3","3.67","5.33","6","7","4.49","4.59","1","7","4.66666650772095","4.66666650772095"
"2009","AkademikerIn","weiblich","4.91","4.83","1844","3.33","4.33","5.67","6.33","7","4.86","4.96","1","7","5","5"
"2009","Hauptschule","männlich","4.55","4.58","2990","3","3.67","5.33","6","7","4.51","4.59","1","7","4.66666650772095","4.66666650772095"
"2009","Hauptschule","weiblich","4.7","4.58","3184","3.33","4","5.33","6","7","4.66","4.74","1","7","4.66666650772095","4.66666650772095"
"2009","Realschule","männlich","4.71","4.58","2014","3.33","4","5.33","6.33","7","4.66","4.76","1","7","4.66666650772095","4.66666650772095"
"2009","Realschule","weiblich","4.86","4.83","2781","3.33","4","5.67","6.33","7","4.82","4.9","1","7","5","5"
"2010","(Fach-)Abitur","männlich","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","männlich","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2010","AkademikerIn","männlich","","","","","","","","","","","","","",""
"2010","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2010","Hauptschule","männlich","","","","","","","","","","","","","",""
