"year","bildungsniveau","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2005","(Fach-)Abitur","Ländlicher Raum","4.9","4.83","552","3.33","4.33","5.67","6.33","7","4.8","5","1.67","7","4.66666650772095","5"
"2005","(Fach-)Abitur","Städtischer Raum","4.91","4.83","1739","3.67","4","5.67","6.33","7","4.86","4.96","1","7","5","5"
"2005","(noch) kein Abschluss","Ländlicher Raum","4.77","4.5","260","3.33","4","5.67","6.67","7","4.62","4.92","1","7","4.66666650772095","5"
"2005","(noch) kein Abschluss","Städtischer Raum","4.85","4.83","640","3.33","4","5.67","6.33","7","4.75","4.95","1","7","4.66666650772095","5"
"2005","AkademikerIn","Ländlicher Raum","4.87","4.83","1222","3.67","4.33","5.67","6.33","7","4.81","4.93","1","7","5","5"
"2005","AkademikerIn","Städtischer Raum","4.81","4.83","2938","3.33","4","5.67","6.33","7","4.77","4.85","1.33","7","5","5"
"2005","Hauptschule","Ländlicher Raum","4.67","4.58","2615","3","4","5.33","6","7","4.63","4.71","1","7","4.66666650772095","4.66666650772095"
"2005","Hauptschule","Städtischer Raum","4.72","4.58","4917","3.33","4","5.67","6.33","7","4.69","4.75","1","7","4.66666650772095","4.66666650772095"
"2005","Realschule","Ländlicher Raum","4.85","4.83","2181","3.33","4","5.67","6.33","7","4.8","4.9","1","7","5","5"
"2005","Realschule","Städtischer Raum","4.92","4.83","3193","3.33","4.33","5.67","6.33","7","4.88","4.96","1","7","5","5"
"2006","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2006","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2006","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2006","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2007","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2007","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2007","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2008","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2008","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2008","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","Ländlicher Raum","4.8","4.83","519","3.33","4","5.67","6.33","7","4.69","4.91","1.67","7","4.66666650772095","5"
"2009","(Fach-)Abitur","Städtischer Raum","4.9","4.83","1478","3.33","4","5.67","6.33","7","4.84","4.96","1.5","7","5","5"
"2009","(noch) kein Abschluss","Ländlicher Raum","4.82","4.83","137","3.33","4","5.67","6.33","7","4.62","5.02","1.67","7","4.66666650772095","5.33333349227905"
"2009","(noch) kein Abschluss","Städtischer Raum","4.64","4.5","343","3","3.67","5.67","6.33","7","4.51","4.77","1.33","7","4.66666650772095","5"
"2009","AkademikerIn","Ländlicher Raum","4.71","4.5","1218","3.33","4","5.33","6","7","4.65","4.77","1","7","4.66666650772095","5"
"2009","AkademikerIn","Städtischer Raum","4.7","4.58","2804","3","4","5.67","6.33","7","4.66","4.74","1","7","4.66666650772095","4.66666650772095"
"2009","Hauptschule","Ländlicher Raum","4.6","4.58","2273","3","4","5.33","6","7","4.55","4.65","1","7","4.66666650772095","4.66666650772095"
"2009","Hauptschule","Städtischer Raum","4.64","4.58","3901","3","4","5.33","6","7","4.6","4.68","1","7","4.66666650772095","4.66666650772095"
"2009","Realschule","Ländlicher Raum","4.76","4.58","2030","3.33","4","5.33","6","7","4.71","4.81","1","7","4.66666650772095","5"
"2009","Realschule","Städtischer Raum","4.81","4.83","2765","3.33","4","5.67","6.33","7","4.77","4.85","1","7","5","5"
"2010","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2010","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2010","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2010","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2010","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2010","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2010","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2011","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2011","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2011","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","Ländlicher Raum","4.9","4.83","343","3.33","4.33","5.67","6.33","7","4.78","5.02","1","7","5","5.33333349227905"
"2012","(Fach-)Abitur","Städtischer Raum","5.09","4.83","780","3.67","4.33","6","6.67","7","5.01","5.17","1.33","7","5","5.33333349227905"
"2012","(noch) kein Abschluss","Ländlicher Raum","5.11","5.17","125","3.67","4.33","5.67","6.67","7","4.91","5.31","2","7","4.66666650772095","5.33333349227905"
"2012","(noch) kein Abschluss","Städtischer Raum","5.07","4.83","223","3.67","4.33","5.67","6.67","7","4.91","5.23","1.33","7","5","5.33333349227905"
"2012","AkademikerIn","Ländlicher Raum","4.92","4.83","390","3.67","4","5.67","6.67","7","4.81","5.03","1.67","7","4.66666650772095","5"
"2012","AkademikerIn","Städtischer Raum","5.02","4.83","1104","3.67","4.33","6","6.67","7","4.96","5.08","1","7","5","5"
"2012","Hauptschule","Ländlicher Raum","4.97","4.83","686","3.67","4.33","5.67","6.33","7","4.89","5.05","1.33","7","5","5"
"2012","Hauptschule","Städtischer Raum","5.03","4.83","1022","3.67","4.33","6","6.67","7","4.96","5.1","1","7","5","5.33333349227905"
"2012","Realschule","Ländlicher Raum","5.16","5.17","1095","3.67","4.33","6","6.67","7","5.09","5.23","1.33","7","5","5.33333349227905"
"2012","Realschule","Städtischer Raum","5.21","5.17","1200","3.67","4.67","6","6.67","7","5.15","5.27","1.67","7","5","5.33333349227905"
"2013","(Fach-)Abitur","Ländlicher Raum","4.91","4.83","595","3.33","4.33","5.67","6.33","7","4.82","5","1.67","7","5","5"
"2013","(Fach-)Abitur","Städtischer Raum","4.96","4.83","1615","3.33","4.33","6","6.33","7","4.9","5.02","1","7","5","5"
"2013","(noch) kein Abschluss","Ländlicher Raum","4.75","4.83","157","3","4.33","5.67","6.33","7","4.56","4.94","1","7","4.66666650772095","5.33333349227905"
"2013","(noch) kein Abschluss","Städtischer Raum","4.87","4.83","325","3.33","4.33","5.67","6.67","7","4.74","5","1","7","4.66666650772095","5"
"2013","AkademikerIn","Ländlicher Raum","4.79","4.83","1307","3.33","4","5.67","6.33","7","4.73","4.85","1","7","5","5"
"2013","AkademikerIn","Städtischer Raum","4.82","4.83","3148","3.33","4","5.67","6.33","7","4.78","4.86","1","7","5","5"
"2013","Hauptschule","Ländlicher Raum","4.73","4.58","2430","3.33","4","5.33","6","7","4.69","4.77","1","7","4.66666650772095","4.66666650772095"
