year,pgisced97,sex,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,male,Very important,0.32541,140,411,0.28006,0.37076
1990,Lower Secondary Level,male,Important,0.45058,193,411,0.40242,0.49874
1990,Lower Secondary Level,male,Less important,0.10563,38,411,0.07588,0.13539
1990,Lower Secondary Level,male,Unimportant,0.11837,40,411,0.08710,0.14964
1990,Lower Secondary Level,female,Very important,0.12025,151,1117,0.10117,0.13934
1990,Lower Secondary Level,female,Important,0.35167,419,1117,0.32365,0.37968
1990,Lower Secondary Level,female,Less important,0.22286,252,1117,0.19844,0.24728
1990,Lower Secondary Level,female,Unimportant,0.30522,295,1117,0.27820,0.33224
1990,Upper Secondary Level,male,Very important,0.27390,565,1966,0.25418,0.29362
1990,Upper Secondary Level,male,Important,0.51263,1019,1966,0.49053,0.53473
1990,Upper Secondary Level,male,Less important,0.11413,217,1966,0.10007,0.12818
1990,Upper Secondary Level,male,Unimportant,0.09935,165,1966,0.08612,0.11257
1990,Upper Secondary Level,female,Very important,0.14665,272,1743,0.13004,0.16327
1990,Upper Secondary Level,female,Important,0.49608,900,1743,0.47260,0.51956
1990,Upper Secondary Level,female,Less important,0.19651,351,1743,0.17785,0.21517
1990,Upper Secondary Level,female,Unimportant,0.16075,220,1743,0.14350,0.17800
1990,Post-secondary Non-tertiary Level,male,Very important,0.39081,38,87,0.28769,0.49394
1990,Post-secondary Non-tertiary Level,male,Important,0.43904,49,87,0.33415,0.54393
1990,Post-secondary Non-tertiary Level,female,Important,0.63101,61,61,0.50891,0.75311
1990,First Stage of Tertiary Education,male,Very important,0.25125,72,221,0.19394,0.30857
1990,First Stage of Tertiary Education,male,Important,0.57069,149,221,0.50528,0.63610
1990,First Stage of Tertiary Education,female,Important,0.46039,102,156,0.38192,0.53885
1990,First Stage of Tertiary Education,female,Less important,0.25005,54,156,0.18187,0.31822
1990,Second Stage of Tertiary Education,male,Very important,0.25843,114,405,0.21574,0.30112
1990,Second Stage of Tertiary Education,male,Important,0.57791,242,405,0.52975,0.62608
1990,Second Stage of Tertiary Education,male,Less important,0.10978,49,405,0.07930,0.14027
1990,Second Stage of Tertiary Education,female,Very important,0.18154,42,198,0.12771,0.23536
1990,Second Stage of Tertiary Education,female,Important,0.54796,117,198,0.47846,0.61746
1990,Second Stage of Tertiary Education,female,Less important,0.17619,39,198,0.12299,0.22939
1992,Pre-primary Level,male,Important,0.50813,33,33,0.33491,0.68135
1992,Pre-primary Level,female,Very important,0.44051,33,64,0.31792,0.56310
1992,Pre-primary Level,female,Important,0.42420,31,64,0.30216,0.54625
1992,Lower Secondary Level,male,Very important,0.30203,182,512,0.26222,0.34184
1992,Lower Secondary Level,male,Important,0.47181,230,512,0.42853,0.51510
1992,Lower Secondary Level,male,Less important,0.08733,41,512,0.06285,0.11181
1992,Lower Secondary Level,male,Unimportant,0.13882,59,512,0.10884,0.16880
1992,Lower Secondary Level,female,Very important,0.11317,201,1345,0.09623,0.13010
1992,Lower Secondary Level,female,Important,0.32273,461,1345,0.29773,0.34772
1992,Lower Secondary Level,female,Less important,0.21007,279,1345,0.18829,0.23185
1992,Lower Secondary Level,female,Unimportant,0.35403,404,1345,0.32846,0.37960
1992,Upper Secondary Level,male,Very important,0.29741,965,2926,0.28084,0.31397
1992,Upper Secondary Level,male,Important,0.48055,1419,2926,0.46245,0.49866
1992,Upper Secondary Level,male,Less important,0.10518,270,2926,0.09406,0.11629
1992,Upper Secondary Level,male,Unimportant,0.11686,272,2926,0.10522,0.12851
1992,Upper Secondary Level,female,Very important,0.18274,637,2911,0.16869,0.19678
1992,Upper Secondary Level,female,Important,0.46745,1398,2911,0.44932,0.48558
1992,Upper Secondary Level,female,Less important,0.17008,478,2911,0.15643,0.18373
1992,Upper Secondary Level,female,Unimportant,0.17973,398,2911,0.16578,0.19368
1992,Post-secondary Non-tertiary Level,male,Very important,0.32576,50,130,0.24488,0.40663
1992,Post-secondary Non-tertiary Level,male,Important,0.50102,80,130,0.41473,0.58730
1992,Post-secondary Non-tertiary Level,female,Important,0.58295,76,76,0.47135,0.69454
1992,First Stage of Tertiary Education,male,Very important,0.33874,176,467,0.29577,0.38172
1992,First Stage of Tertiary Education,male,Important,0.46190,211,467,0.41663,0.50716
1992,First Stage of Tertiary Education,male,Less important,0.09441,36,467,0.06786,0.12096
1992,First Stage of Tertiary Education,male,Unimportant,0.10494,44,467,0.07712,0.13277
1992,First Stage of Tertiary Education,female,Very important,0.17444,53,257,0.12795,0.22092
1992,First Stage of Tertiary Education,female,Important,0.44004,121,257,0.37923,0.50084
1992,First Stage of Tertiary Education,female,Less important,0.21735,51,257,0.16683,0.26788
