"plh0107","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr wichtig","1990","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Hamburg","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Niedersachsen","6","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Bremen","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Nordrhein-Westfalen","18","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Hessen","5","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Baden-Württemberg","6","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Bayern","14","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Saarland","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Berlin","2","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Sachsen","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Thüringen","","","",""
"Sehr wichtig","1990","Hauptschule","Schleswig-Holstein","33","0.189003714962417","0.123918057898385","0.254089372026449"
"Sehr wichtig","1990","Hauptschule","Hamburg","14","","",""
"Sehr wichtig","1990","Hauptschule","Niedersachsen","86","0.182817012362833","0.147341095232466","0.218292929493201"
"Sehr wichtig","1990","Hauptschule","Bremen","7","","",""
"Sehr wichtig","1990","Hauptschule","Nordrhein-Westfalen","186","0.173432312981216","0.149654449331033","0.197210176631399"
"Sehr wichtig","1990","Hauptschule","Hessen","55","0.164804878111391","0.12513531129847","0.204474444924311"
"Sehr wichtig","1990","Hauptschule","Rheinland-Pfalz,Saarland","67","0.164952772511968","0.127187165880603","0.202718379143333"
