year,migback,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Very important,0.21072,1412,6341,0.20068,0.22075
1990,No migration background,Important,0.48518,3167,6341,0.47288,0.49748
1990,No migration background,Less important,0.16007,1014,6341,0.15105,0.16910
1990,No migration background,Unimportant,0.14403,748,6341,0.13539,0.15267
1990,Direct migration background,Very important,0.24124,108,418,0.20018,0.28231
1990,Direct migration background,Important,0.42060,183,418,0.37322,0.46798
1990,Direct migration background,Less important,0.14591,59,418,0.11203,0.17979
1990,Direct migration background,Unimportant,0.19225,68,418,0.15443,0.23008
1992,No migration background,Very important,0.24052,2786,9986,0.23213,0.24890
1992,No migration background,Important,0.45708,4677,9986,0.44731,0.46685
1992,No migration background,Less important,0.14048,1290,9986,0.13366,0.14729
1992,No migration background,Unimportant,0.16193,1233,9986,0.15470,0.16916
1992,Direct migration background,Very important,0.22923,136,555,0.19423,0.26424
1992,Direct migration background,Important,0.42757,233,555,0.38637,0.46877
1992,Direct migration background,Less important,0.14054,72,555,0.11160,0.16948
1992,Direct migration background,Unimportant,0.20266,114,555,0.16918,0.23613
1992,Indirect migration background,Important,0.53778,42,42,0.38517,0.69040
1995,No migration background,Very important,0.23218,2519,9527,0.22370,0.24066
1995,No migration background,Important,0.48412,4786,9527,0.47409,0.49416
1995,No migration background,Less important,0.14502,1243,9527,0.13794,0.15209
1995,No migration background,Unimportant,0.13868,979,9527,0.13174,0.14563
1995,Direct migration background,Very important,0.27927,303,1084,0.25255,0.30599
1995,Direct migration background,Important,0.42930,486,1084,0.39982,0.45878
1995,Direct migration background,Less important,0.13538,153,1084,0.11500,0.15576
1995,Direct migration background,Unimportant,0.15605,142,1084,0.13443,0.17766
1995,Indirect migration background,Very important,0.43056,52,113,0.33886,0.52227
1995,Indirect migration background,Important,0.42184,61,113,0.33038,0.51330
2004,No migration background,Very important,0.20058,3766,17269,0.19461,0.20655
2004,No migration background,Important,0.51546,9132,17269,0.50801,0.52291
2004,No migration background,Less important,0.15936,2651,17269,0.15390,0.16482
2004,No migration background,Unimportant,0.12460,1720,17269,0.11968,0.12953
2004,Direct migration background,Very important,0.22435,510,2408,0.20769,0.24102
2004,Direct migration background,Important,0.45120,1122,2408,0.43132,0.47108
2004,Direct migration background,Less important,0.21554,514,2408,0.19911,0.23196
2004,Direct migration background,Unimportant,0.10891,262,2408,0.09647,0.12136
2004,Indirect migration background,Very important,0.40481,307,763,0.36995,0.43966
2004,Indirect migration background,Important,0.48305,379,763,0.44757,0.51853
2004,Indirect migration background,Less important,0.09604,77,763,0.07512,0.11696
2008,No migration background,Very important,0.18072,2942,15692,0.17470,0.18674
2008,No migration background,Important,0.52226,8291,15692,0.51444,0.53007
2008,No migration background,Less important,0.15956,2501,15692,0.15383,0.16529
2008,No migration background,Unimportant,0.13746,1958,15692,0.13207,0.14285
2008,Direct migration background,Very important,0.22004,372,1819,0.20100,0.23908
2008,Direct migration background,Important,0.44891,816,1819,0.42605,0.47178
2008,Direct migration background,Less important,0.19459,368,1819,0.17639,0.21279
2008,Direct migration background,Unimportant,0.13646,263,1819,0.12068,0.15224
2008,Indirect migration background,Very important,0.35757,285,738,0.32297,0.39217
2008,Indirect migration background,Important,0.49609,360,738,0.46000,0.53219
2008,Indirect migration background,Less important,0.11943,93,738,0.09602,0.14285
2012,No migration background,Very important,0.18814,4119,21674,0.18293,0.19334
2012,No migration background,Important,0.51828,11546,21674,0.51162,0.52493
2012,No migration background,Less important,0.17340,3844,21674,0.16836,0.17844
2012,No migration background,Unimportant,0.12019,2165,21674,0.11586,0.12452
2012,Direct migration background,Very important,0.24129,770,3037,0.22607,0.25651
2012,Direct migration background,Important,0.48423,1469,3037,0.46646,0.50201
2012,Direct migration background,Less important,0.16524,518,3037,0.15203,0.17845
2012,Direct migration background,Unimportant,0.10924,280,3037,0.09815,0.12034
2012,Indirect migration background,Very important,0.33921,404,1153,0.31187,0.36655
2012,Indirect migration background,Important,0.52368,592,1153,0.49484,0.55253
2012,Indirect migration background,Less important,0.11389,157,1153,0.09555,0.13224
2016,No migration background,Very important,0.15283,2563,16552,0.14735,0.15831
2016,No migration background,Important,0.51091,8612,16552,0.50329,0.51852
2016,No migration background,Less important,0.21413,3584,16552,0.20788,0.22038
2016,No migration background,Unimportant,0.12214,1793,16552,0.11715,0.12713
2016,Direct migration background,Very important,0.25450,1315,4873,0.24227,0.26673
2016,Direct migration background,Important,0.48196,2454,4873,0.46793,0.49600
2016,Direct migration background,Less important,0.16350,766,4873,0.15312,0.17388
2016,Direct migration background,Unimportant,0.10003,338,4873,0.09161,0.10846
2016,Indirect migration background,Very important,0.36103,519,1437,0.33619,0.38587
2016,Indirect migration background,Important,0.49951,748,1437,0.47365,0.52538
2016,Indirect migration background,Less important,0.12331,170,1437,0.10630,0.14032
2021,No migration background,Very important,0.13038,1598,12194,0.12440,0.13636
2021,No migration background,Important,0.51094,6450,12194,0.50207,0.51981
2021,No migration background,Less important,0.24244,2918,12194,0.23484,0.25005
2021,No migration background,Unimportant,0.11624,1228,12194,0.11055,0.12192
2021,Direct migration background,Very important,0.23018,892,2976,0.21505,0.24531
2021,Direct migration background,Important,0.48729,1455,2976,0.46933,0.50525
2021,Direct migration background,Less important,0.21197,476,2976,0.19728,0.22665
2021,Direct migration background,Unimportant,0.07056,153,2976,0.06136,0.07976
2021,Indirect migration background,Very important,0.21666,203,892,0.18961,0.24371
2021,Indirect migration background,Important,0.55718,514,892,0.52457,0.58980
2021,Indirect migration background,Less important,0.19817,175,892,0.17200,0.22435
