year,pgisced97,regtyp,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Pre-primary Level,Urban regions,Important,0.51042,42,42,0.35740,0.66343
1990,Lower Secondary Level,Urban regions,Very important,0.17775,218,1121,0.15536,0.20014
1990,Lower Secondary Level,Urban regions,Important,0.38843,457,1121,0.35988,0.41697
1990,Lower Secondary Level,Urban regions,Less important,0.17647,201,1121,0.15414,0.19880
1990,Lower Secondary Level,Urban regions,Unimportant,0.25735,245,1121,0.23175,0.28296
1990,Lower Secondary Level,Rural regions,Very important,0.15484,73,407,0.11965,0.19002
1990,Lower Secondary Level,Rural regions,Important,0.34341,155,407,0.29722,0.38960
1990,Lower Secondary Level,Rural regions,Less important,0.24046,89,407,0.19889,0.28203
1990,Lower Secondary Level,Rural regions,Unimportant,0.26130,90,407,0.21856,0.30403
1990,Upper Secondary Level,Urban regions,Very important,0.21021,622,2813,0.19515,0.22527
1990,Upper Secondary Level,Urban regions,Important,0.50519,1453,2813,0.48671,0.52367
1990,Upper Secondary Level,Urban regions,Less important,0.15525,439,2813,0.14187,0.16864
1990,Upper Secondary Level,Urban regions,Unimportant,0.12935,299,2813,0.11694,0.14175
1990,Upper Secondary Level,Rural regions,Very important,0.22790,215,896,0.20042,0.25538
1990,Upper Secondary Level,Rural regions,Important,0.50400,466,896,0.47124,0.53675
1990,Upper Secondary Level,Rural regions,Less important,0.14426,129,896,0.12124,0.16728
1990,Upper Secondary Level,Rural regions,Unimportant,0.12385,86,896,0.10226,0.14543
1990,Post-secondary Non-tertiary Level,Urban regions,Very important,0.33079,48,142,0.25313,0.40845
1990,Post-secondary Non-tertiary Level,Urban regions,Important,0.54562,94,142,0.46343,0.62780
1990,First Stage of Tertiary Education,Urban regions,Very important,0.19869,76,332,0.15571,0.24168
1990,First Stage of Tertiary Education,Urban regions,Important,0.52346,194,332,0.46965,0.57726
1990,First Stage of Tertiary Education,Urban regions,Less important,0.17477,62,332,0.13386,0.21569
1990,First Stage of Tertiary Education,Rural regions,Important,0.51447,57,57,0.38357,0.64537
1990,Second Stage of Tertiary Education,Urban regions,Very important,0.22955,130,544,0.19418,0.26493
1990,Second Stage of Tertiary Education,Urban regions,Important,0.56969,309,544,0.52805,0.61134
1990,Second Stage of Tertiary Education,Urban regions,Less important,0.13488,74,544,0.10614,0.16361
1990,Second Stage of Tertiary Education,Urban regions,Unimportant,0.06588,31,544,0.04501,0.08674
1990,Second Stage of Tertiary Education,Rural regions,Important,0.55671,50,50,0.41761,0.69580
1992,No answer / don't know,Urban regions,Important,0.42709,34,34,0.25832,0.59586
1992,Pre-primary Level,Urban regions,Very important,0.36028,32,78,0.25305,0.46751
1992,Pre-primary Level,Urban regions,Important,0.53911,46,78,0.42777,0.65045
1992,Lower Secondary Level,Urban regions,Very important,0.16014,224,1164,0.13907,0.18122
1992,Lower Secondary Level,Urban regions,Important,0.37248,451,1164,0.34469,0.40027
1992,Lower Secondary Level,Urban regions,Less important,0.18118,211,1164,0.15905,0.20332
1992,Lower Secondary Level,Urban regions,Unimportant,0.28619,278,1164,0.26022,0.31217
1992,Lower Secondary Level,Rural regions,Very important,0.16054,152,678,0.13288,0.18819
1992,Lower Secondary Level,Rural regions,Important,0.33825,237,678,0.30261,0.37389
1992,Lower Secondary Level,Rural regions,Less important,0.17677,108,678,0.14803,0.20550
