year,pgisced97,sampreg,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,West,Important,0.42467,35,35,0.25852,0.59082
1990,Pre-primary Level,West,Very important,0.37499,42,98,0.27865,0.47133
1990,Pre-primary Level,West,Important,0.51509,56,98,0.41564,0.61455
1990,Lower Secondary Level,West,Very important,0.17166,291,1528,0.15274,0.19057
1990,Lower Secondary Level,West,Important,0.37645,612,1528,0.35215,0.40075
1990,Lower Secondary Level,West,Less important,0.19349,290,1528,0.17367,0.21330
1990,Lower Secondary Level,West,Unimportant,0.25840,335,1528,0.23645,0.28036
1990,Upper Secondary Level,West,Very important,0.21449,837,3709,0.20128,0.22771
1990,Upper Secondary Level,West,Important,0.50490,1919,3709,0.48881,0.52100
1990,Upper Secondary Level,West,Less important,0.15259,568,3709,0.14101,0.16416
1990,Upper Secondary Level,West,Unimportant,0.12801,385,3709,0.11726,0.13877
1990,Post-secondary Non-tertiary Level,West,Very important,0.33869,61,171,0.26755,0.40983
1990,Post-secondary Non-tertiary Level,West,Important,0.53064,110,171,0.45562,0.60566
1990,First Stage of Tertiary Education,West,Very important,0.19660,100,473,0.16074,0.23245
1990,First Stage of Tertiary Education,West,Important,0.52142,251,473,0.47635,0.56648
1990,First Stage of Tertiary Education,West,Less important,0.17397,81,473,0.13977,0.20817
1990,First Stage of Tertiary Education,West,Unimportant,0.10802,41,473,0.08001,0.13602
1990,Second Stage of Tertiary Education,West,Very important,0.23227,156,640,0.19953,0.26502
1990,Second Stage of Tertiary Education,West,Important,0.56773,359,640,0.52932,0.60614
1990,Second Stage of Tertiary Education,West,Less important,0.13237,88,640,0.10609,0.15865
1990,Second Stage of Tertiary Education,West,Unimportant,0.06763,37,640,0.04816,0.08710
1992,No answer / don't know,West,Very important,0.43808,38,74,0.32427,0.55190
1992,No answer / don't know,West,Important,0.39500,36,74,0.28286,0.50714
1992,Pre-primary Level,West,Very important,0.35967,32,82,0.25515,0.46418
1992,Pre-primary Level,West,Important,0.50576,50,82,0.39688,0.61464
1992,Lower Secondary Level,West,Very important,0.14921,251,1433,0.13076,0.16766
1992,Lower Secondary Level,West,Important,0.38117,578,1433,0.35601,0.40632
1992,Lower Secondary Level,West,Less important,0.18750,269,1433,0.16728,0.20771
1992,Lower Secondary Level,West,Unimportant,0.28212,335,1433,0.25881,0.30543
1992,Lower Secondary Level,East,Very important,0.23795,132,424,0.19737,0.27853
1992,Lower Secondary Level,East,Important,0.22102,113,424,0.18148,0.26057
