year,bula_h,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Very important,0.19759,55,212,0.14386,0.25131
1990,Schleswig-Holstein,Important,0.49362,115,212,0.42616,0.56108
1990,Schleswig-Holstein,Less important,0.18874,42,212,0.13594,0.24154
1990,Hamburg,Important,0.53508,64,64,0.41192,0.65825
1990,Lower Saxony,Very important,0.20899,185,818,0.18111,0.23687
1990,Lower Saxony,Important,0.45884,386,818,0.42467,0.49301
1990,Lower Saxony,Less important,0.14602,124,818,0.12181,0.17024
1990,Lower Saxony,Unimportant,0.18615,123,818,0.15946,0.21284
1990,Bremen,Important,0.38083,32,32,0.20989,0.55177
1990,North Rhine-Westphalia,Very important,0.20653,396,1833,0.18799,0.22507
1990,North Rhine-Westphalia,Important,0.52800,993,1833,0.50514,0.55086
1990,North Rhine-Westphalia,Less important,0.13815,256,1833,0.12235,0.15395
1990,North Rhine-Westphalia,Unimportant,0.12731,188,1833,0.11205,0.14258
1990,Hesse,Very important,0.18645,120,642,0.15630,0.21660
1990,Hesse,Important,0.44944,311,642,0.41093,0.48795
1990,Hesse,Less important,0.18858,116,642,0.15830,0.21886
1990,Hesse,Unimportant,0.17553,95,642,0.14608,0.20499
1990,"Rhineland-Palatinate, Saarland",Very important,0.20925,118,538,0.17485,0.24366
1990,"Rhineland-Palatinate, Saarland",Important,0.41680,230,538,0.37510,0.45850
1990,"Rhineland-Palatinate, Saarland",Less important,0.18953,105,538,0.15638,0.22268
1990,"Rhineland-Palatinate, Saarland",Unimportant,0.18442,85,538,0.15162,0.21722
1990,Baden-Wuerttemberg,Very important,0.24519,282,1100,0.21976,0.27063
1990,Baden-Wuerttemberg,Important,0.48494,539,1100,0.45539,0.51449
1990,Baden-Wuerttemberg,Less important,0.14530,165,1100,0.12446,0.16613
1990,Baden-Wuerttemberg,Unimportant,0.12457,114,1100,0.10504,0.14409
1990,Bavaria,Very important,0.22609,288,1214,0.20255,0.24963
1990,Bavaria,Important,0.46324,592,1214,0.43518,0.49131
1990,Bavaria,Less important,0.17357,205,1214,0.15225,0.19488
1990,Bavaria,Unimportant,0.13710,129,1214,0.11774,0.15646
1990,Berlin,Very important,0.18911,46,193,0.13372,0.24450
1990,Berlin,Important,0.46614,110,193,0.39557,0.53670
1990,Berlin,Less important,0.17869,37,193,0.12450,0.23287
1992,Schleswig-Holstein,Very important,0.27375,66,234,0.21649,0.33100
1992,Schleswig-Holstein,Important,0.42462,102,234,0.36115,0.48809
1992,Schleswig-Holstein,Less important,0.14558,34,234,0.10029,0.19086
1992,Schleswig-Holstein,Unimportant,0.15606,32,234,0.10946,0.20266
1992,Hamburg,Important,0.46808,53,53,0.33246,0.60371
1992,Lower Saxony,Very important,0.19836,171,816,0.17098,0.22574
1992,Lower Saxony,Important,0.48345,409,816,0.44914,0.51776
1992,Lower Saxony,Less important,0.13646,123,816,0.11289,0.16002
1992,Lower Saxony,Unimportant,0.18173,113,816,0.15526,0.20821
1992,Bremen,Important,0.32074,33,33,0.15902,0.48247
1992,North Rhine-Westphalia,Very important,0.21796,410,1835,0.19906,0.23685
1992,North Rhine-Westphalia,Important,0.48646,922,1835,0.46358,0.50933
1992,North Rhine-Westphalia,Less important,0.14715,277,1835,0.13094,0.16337
1992,North Rhine-Westphalia,Unimportant,0.14843,226,1835,0.13216,0.16470
1992,Hesse,Very important,0.14993,110,638,0.12220,0.17765
1992,Hesse,Important,0.48464,322,638,0.44583,0.52345
1992,Hesse,Less important,0.14351,94,638,0.11628,0.17073
1992,Hesse,Unimportant,0.22193,112,638,0.18966,0.25420
1992,"Rhineland-Palatinate, Saarland",Very important,0.22539,133,535,0.18995,0.26083
1992,"Rhineland-Palatinate, Saarland",Important,0.47049,247,535,0.42815,0.51282
1992,"Rhineland-Palatinate, Saarland",Less important,0.17096,92,535,0.13902,0.20289
1992,"Rhineland-Palatinate, Saarland",Unimportant,0.13316,63,535,0.10434,0.16198
1992,Baden-Wuerttemberg,Very important,0.23803,268,1062,0.21240,0.26365
1992,Baden-Wuerttemberg,Important,0.45163,494,1062,0.42168,0.48157
1992,Baden-Wuerttemberg,Less important,0.15696,165,1062,0.13507,0.17885
1992,Baden-Wuerttemberg,Unimportant,0.15338,135,1062,0.13170,0.17507
1992,Bavaria,Very important,0.20561,292,1286,0.18351,0.22771
1992,Bavaria,Important,0.46283,616,1286,0.43557,0.49009
1992,Bavaria,Less important,0.18596,230,1286,0.16468,0.20723
1992,Bavaria,Unimportant,0.14560,148,1286,0.12632,0.16489
1992,Berlin,Very important,0.27064,144,477,0.23072,0.31055
1992,Berlin,Important,0.46250,232,477,0.41770,0.50729
1992,Berlin,Less important,0.13893,58,477,0.10786,0.17000
1992,Berlin,Unimportant,0.12794,43,477,0.09793,0.15795
1992,Brandenburg,Very important,0.36531,246,633,0.32777,0.40285
1992,Brandenburg,Important,0.38898,268,633,0.35097,0.42699
1992,Brandenburg,Less important,0.05367,33,633,0.03610,0.07124
1992,Brandenburg,Unimportant,0.19204,86,633,0.16133,0.22275
1992,Mecklenburg-Western Pomerania,Very important,0.41501,165,359,0.36397,0.46605
1992,Mecklenburg-Western Pomerania,Important,0.40066,162,359,0.34990,0.45142
1992,Mecklenburg-Western Pomerania,Unimportant,0.11205,32,359,0.07938,0.14473
1992,Saxony,Very important,0.32205,402,1121,0.29468,0.34941
1992,Saxony,Important,0.40270,475,1121,0.37398,0.43142
1992,Saxony,Less important,0.07842,91,1121,0.06267,0.09416
1992,Saxony,Unimportant,0.19683,153,1121,0.17355,0.22012
1992,Saxony-Anhalt,Very important,0.31138,253,756,0.27835,0.34441
1992,Saxony-Anhalt,Important,0.39842,336,756,0.36350,0.43334
1992,Saxony-Anhalt,Less important,0.09711,67,756,0.07599,0.11823
1992,Saxony-Anhalt,Unimportant,0.19309,100,756,0.16494,0.22125
1992,Thuringa,Very important,0.35011,244,646,0.31329,0.38692
1992,Thuringa,Important,0.41371,281,646,0.37570,0.45172
1992,Thuringa,Less important,0.08447,52,646,0.06301,0.10593
1992,Thuringa,Unimportant,0.15172,69,646,0.12403,0.17940
1995,Schleswig-Holstein,Very important,0.24295,66,231,0.18753,0.29838
1995,Schleswig-Holstein,Important,0.49374,125,231,0.42913,0.55836
1995,Schleswig-Holstein,Less important,0.16846,40,231,0.12009,0.21683
1995,Hamburg,Important,0.50934,53,53,0.37346,0.64522
1995,Lower Saxony,Very important,0.24351,233,891,0.21531,0.27171
1995,Lower Saxony,Important,0.43973,409,891,0.40712,0.47234
1995,Lower Saxony,Less important,0.18365,157,891,0.15822,0.20909
1995,Lower Saxony,Unimportant,0.13311,92,891,0.11079,0.15542
1995,North Rhine-Westphalia,Very important,0.23442,485,1961,0.21567,0.25318
1995,North Rhine-Westphalia,Important,0.50447,1003,1961,0.48234,0.52661
1995,North Rhine-Westphalia,Less important,0.14832,297,1961,0.13258,0.16405
1995,North Rhine-Westphalia,Unimportant,0.11279,176,1961,0.09878,0.12679
1995,Hesse,Very important,0.19513,144,662,0.16492,0.22535
1995,Hesse,Important,0.47110,321,662,0.43304,0.50915
1995,Hesse,Less important,0.17169,111,662,0.14295,0.20044
1995,Hesse,Unimportant,0.16208,86,662,0.13398,0.19017
1995,"Rhineland-Palatinate, Saarland",Very important,0.23265,150,606,0.19898,0.26632
1995,"Rhineland-Palatinate, Saarland",Important,0.41590,272,606,0.37662,0.45517
1995,"Rhineland-Palatinate, Saarland",Less important,0.17305,103,606,0.14290,0.20319
1995,"Rhineland-Palatinate, Saarland",Unimportant,0.17841,81,606,0.14790,0.20892
1995,Baden-Wuerttemberg,Very important,0.23207,279,1132,0.20746,0.25667
1995,Baden-Wuerttemberg,Important,0.48918,587,1132,0.46005,0.51831
1995,Baden-Wuerttemberg,Less important,0.14467,160,1132,0.12417,0.16518
1995,Baden-Wuerttemberg,Unimportant,0.13408,106,1132,0.11422,0.15394
1995,Bavaria,Very important,0.20806,299,1344,0.18635,0.22977
1995,Bavaria,Important,0.48651,687,1344,0.45978,0.51324
1995,Bavaria,Less important,0.16691,223,1344,0.14697,0.18686
1995,Bavaria,Unimportant,0.13852,135,1344,0.12004,0.15699
1995,Berlin,Very important,0.21856,117,470,0.18116,0.25597
1995,Berlin,Important,0.52849,244,470,0.48331,0.57367
1995,Berlin,Less important,0.12860,58,470,0.09830,0.15889
1995,Berlin,Unimportant,0.12435,51,470,0.09448,0.15421
1995,Brandenburg,Very important,0.27759,180,556,0.24033,0.31484
1995,Brandenburg,Important,0.47668,275,556,0.43512,0.51823
1995,Brandenburg,Less important,0.08960,39,556,0.06584,0.11336
1995,Brandenburg,Unimportant,0.15614,62,556,0.12594,0.18634
1995,Mecklenburg-Western Pomerania,Very important,0.33371,133,370,0.28559,0.38182
1995,Mecklenburg-Western Pomerania,Important,0.50182,206,370,0.45080,0.55284
1995,Mecklenburg-Western Pomerania,Less important,0.08350,31,370,0.05528,0.11173
1995,Saxony,Very important,0.26596,305,1028,0.23894,0.29298
1995,Saxony,Important,0.46599,509,1028,0.43548,0.49650
1995,Saxony,Less important,0.07094,77,1028,0.05524,0.08664
