year,quintil_oecd,regtyp,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Urban regions,Very important,0.14696,133,746,0.12154,0.17239
1990,1st Quintile,Urban regions,Important,0.38381,302,746,0.34889,0.41873
1990,1st Quintile,Urban regions,Less important,0.20047,147,746,0.17172,0.22921
1990,1st Quintile,Urban regions,Unimportant,0.26876,164,746,0.23693,0.30059
1990,1st Quintile,Rural regions,Very important,0.15887,55,296,0.11716,0.20059
1990,1st Quintile,Rural regions,Important,0.34551,113,296,0.29125,0.39978
1990,1st Quintile,Rural regions,Less important,0.23177,64,296,0.18362,0.27992
1990,1st Quintile,Rural regions,Unimportant,0.26384,64,296,0.21355,0.31414
1990,2nd Quintile,Urban regions,Very important,0.17733,171,950,0.15303,0.20164
1990,2nd Quintile,Urban regions,Important,0.44957,453,950,0.41792,0.48122
1990,2nd Quintile,Urban regions,Less important,0.18086,181,950,0.15637,0.20535
1990,2nd Quintile,Urban regions,Unimportant,0.19223,145,950,0.16716,0.21731
1990,2nd Quintile,Rural regions,Very important,0.19379,73,338,0.15159,0.23599
1990,2nd Quintile,Rural regions,Important,0.46508,164,338,0.41182,0.51833
1990,2nd Quintile,Rural regions,Less important,0.14323,49,338,0.10583,0.18063
1990,2nd Quintile,Rural regions,Unimportant,0.19790,52,338,0.15536,0.24044
1990,3rd Quintile,Urban regions,Very important,0.20429,231,1046,0.17985,0.22874
1990,3rd Quintile,Urban regions,Important,0.50783,537,1046,0.47752,0.53814
1990,3rd Quintile,Urban regions,Less important,0.13789,146,1046,0.11698,0.15879
1990,3rd Quintile,Urban regions,Unimportant,0.14999,132,1046,0.12834,0.17164
1990,3rd Quintile,Rural regions,Very important,0.23926,72,292,0.19024,0.28828
1990,3rd Quintile,Rural regions,Important,0.42286,128,292,0.36610,0.47962
1990,3rd Quintile,Rural regions,Less important,0.17537,51,292,0.13168,0.21907
1990,3rd Quintile,Rural regions,Unimportant,0.16251,41,292,0.12012,0.20490
1990,4th Quintile,Urban regions,Very important,0.24594,283,1135,0.22088,0.27100
1990,4th Quintile,Urban regions,Important,0.52580,598,1135,0.49674,0.55487
1990,4th Quintile,Urban regions,Less important,0.14226,166,1135,0.12193,0.16259
1990,4th Quintile,Urban regions,Unimportant,0.08600,88,1135,0.06968,0.10231
1990,4th Quintile,Rural regions,Very important,0.22776,90,360,0.18437,0.27114
1990,4th Quintile,Rural regions,Important,0.54812,213,360,0.49664,0.59960
1990,4th Quintile,Rural regions,Less important,0.14264,57,360,0.10646,0.17881
1990,5th Quintile,Urban regions,Very important,0.25554,339,1325,0.23205,0.27904
