year,migback,pgisced97,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,No answer / don't know,Important,0.43966,33,33,0.26768,0.61163
1990,No migration background,Pre-primary Level,Very important,0.37232,38,89,0.27132,0.47333
1990,No migration background,Pre-primary Level,Important,0.50946,51,89,0.40501,0.61391
1990,No migration background,Lower Secondary Level,Very important,0.16857,265,1407,0.14900,0.18814
1990,No migration background,Lower Secondary Level,Important,0.37808,566,1407,0.35274,0.40343
1990,No migration background,Lower Secondary Level,Less important,0.19515,269,1407,0.17444,0.21587
1990,No migration background,Lower Secondary Level,Unimportant,0.25819,307,1407,0.23532,0.28107
1990,No migration background,Upper Secondary Level,Very important,0.21183,777,3486,0.19826,0.22540
1990,No migration background,Upper Secondary Level,Important,0.50846,1814,3486,0.49186,0.52506
1990,No migration background,Upper Secondary Level,Less important,0.15272,536,3486,0.14078,0.16467
1990,No migration background,Upper Secondary Level,Unimportant,0.12699,359,3486,0.11593,0.13804
1990,No migration background,Post-secondary Non-tertiary Level,Very important,0.35290,59,162,0.27909,0.42672
1990,No migration background,Post-secondary Non-tertiary Level,Important,0.53022,103,162,0.45313,0.60731
1990,No migration background,First Stage of Tertiary Education,Very important,0.19117,89,434,0.15413,0.22821
1990,No migration background,First Stage of Tertiary Education,Important,0.53311,236,434,0.48612,0.58011
1990,No migration background,First Stage of Tertiary Education,Less important,0.18273,76,434,0.14633,0.21913
1990,No migration background,First Stage of Tertiary Education,Unimportant,0.09299,33,434,0.06563,0.12034
1990,No migration background,Second Stage of Tertiary Education,Very important,0.23264,143,562,0.19768,0.26761
1990,No migration background,Second Stage of Tertiary Education,Important,0.57363,337,562,0.53271,0.61456
1990,No migration background,Second Stage of Tertiary Education,Less important,0.13263,82,562,0.10456,0.16069
1990,Direct migration background,Lower Secondary Level,Important,0.35791,43,43,0.21293,0.50289
1990,Direct migration background,Upper Secondary Level,Very important,0.26223,56,150,0.19160,0.33285
1990,Direct migration background,Upper Secondary Level,Important,0.45477,94,150,0.37481,0.53472
1992,No migration background,No answer / don't know,Very important,0.42275,42,86,0.31773,0.52777
1992,No migration background,No answer / don't know,Important,0.39658,44,86,0.29258,0.50057
1992,No migration background,Pre-primary Level,Very important,0.39670,53,110,0.30486,0.48854
1992,No migration background,Pre-primary Level,Important,0.48309,57,110,0.38927,0.57690
1992,No migration background,Primary Level,Important,0.41328,34,34,0.24527,0.58130
1992,No migration background,Lower Secondary Level,Very important,0.15249,345,1708,0.13544,0.16955
1992,No migration background,Lower Secondary Level,Important,0.35759,632,1708,0.33485,0.38033
1992,No migration background,Lower Secondary Level,Less important,0.18265,299,1708,0.16432,0.20098
1992,No migration background,Lower Secondary Level,Unimportant,0.30727,432,1708,0.28539,0.32916
1992,No migration background,Upper Secondary Level,Very important,0.24418,1540,5545,0.23287,0.25549
1992,No migration background,Upper Secondary Level,Important,0.47627,2688,5545,0.46313,0.48942
1992,No migration background,Upper Secondary Level,Less important,0.13614,708,5545,0.12711,0.14517
1992,No migration background,Upper Secondary Level,Unimportant,0.14340,609,5545,0.13418,0.15263
1992,No migration background,Post-secondary Non-tertiary Level,Very important,0.24774,70,257,0.19485,0.30062
1992,No migration background,Post-secondary Non-tertiary Level,Important,0.55134,150,257,0.49041,0.61226
1992,No migration background,Post-secondary Non-tertiary Level,Less important,0.14562,37,257,0.10241,0.18883
1992,No migration background,First Stage of Tertiary Education,Very important,0.27473,214,674,0.24100,0.30845
1992,No migration background,First Stage of Tertiary Education,Important,0.44736,308,674,0.40979,0.48492
1992,No migration background,First Stage of Tertiary Education,Less important,0.14073,79,674,0.11446,0.16701
1992,No migration background,First Stage of Tertiary Education,Unimportant,0.13718,73,674,0.11119,0.16317
1992,No migration background,Second Stage of Tertiary Education,Very important,0.31051,501,1486,0.28698,0.33405
1992,No migration background,Second Stage of Tertiary Education,Important,0.51661,764,1486,0.49119,0.54202
1992,No migration background,Second Stage of Tertiary Education,Less important,0.09636,131,1486,0.08135,0.11137
1992,No migration background,Second Stage of Tertiary Education,Unimportant,0.07652,90,1486,0.06300,0.09004
1992,Direct migration background,Lower Secondary Level,Important,0.37075,43,43,0.22468,0.51683
1992,Direct migration background,Upper Secondary Level,Very important,0.19285,59,270,0.14570,0.23999
1992,Direct migration background,Upper Secondary Level,Important,0.42603,113,270,0.36693,0.48512
1992,Direct migration background,Upper Secondary Level,Less important,0.15253,37,270,0.10956,0.19549
1992,Direct migration background,Upper Secondary Level,Unimportant,0.22860,61,270,0.17842,0.27878
1992,Direct migration background,Second Stage of Tertiary Education,Important,0.49787,44,44,0.34842,0.64731
1995,No migration background,No answer / don't know,Very important,0.34202,33,73,0.23244,0.45160
1995,No migration background,No answer / don't know,Important,0.35174,40,73,0.24144,0.46204
1995,No migration background,Pre-primary Level,Very important,0.42637,89,172,0.35224,0.50049
1995,No migration background,Pre-primary Level,Important,0.47193,83,172,0.39710,0.54675
1995,No migration background,Lower Secondary Level,Very important,0.17139,304,1448,0.15198,0.19081
1995,No migration background,Lower Secondary Level,Important,0.37177,589,1448,0.34687,0.39667
1995,No migration background,Lower Secondary Level,Less important,0.16708,225,1448,0.14786,0.18631
1995,No migration background,Lower Secondary Level,Unimportant,0.28975,330,1448,0.26638,0.31312
1995,No migration background,Upper Secondary Level,Very important,0.23643,1392,5292,0.22498,0.24788
1995,No migration background,Upper Secondary Level,Important,0.49908,2713,5292,0.48561,0.51255
1995,No migration background,Upper Secondary Level,Less important,0.14204,693,5292,0.13263,0.15145
1995,No migration background,Upper Secondary Level,Unimportant,0.12245,494,5292,0.11362,0.13128
1995,No migration background,Post-secondary Non-tertiary Level,Very important,0.25117,83,291,0.20125,0.30108
1995,No migration background,Post-secondary Non-tertiary Level,Important,0.56177,166,291,0.50466,0.61887
1995,No migration background,Post-secondary Non-tertiary Level,Less important,0.14767,42,291,0.10683,0.18850
1995,No migration background,First Stage of Tertiary Education,Very important,0.23293,175,653,0.20048,0.26537
1995,No migration background,First Stage of Tertiary Education,Important,0.50373,335,653,0.46535,0.54211
1995,No migration background,First Stage of Tertiary Education,Less important,0.16681,95,653,0.13820,0.19543
1995,No migration background,First Stage of Tertiary Education,Unimportant,0.09653,48,653,0.07386,0.11920
1995,No migration background,Second Stage of Tertiary Education,Very important,0.25974,433,1499,0.23753,0.28194
1995,No migration background,Second Stage of Tertiary Education,Important,0.54628,838,1499,0.52107,0.57149
1995,No migration background,Second Stage of Tertiary Education,Less important,0.11232,142,1499,0.09633,0.12831
1995,No migration background,Second Stage of Tertiary Education,Unimportant,0.08166,86,1499,0.06779,0.09553
1995,Direct migration background,Lower Secondary Level,Very important,0.22744,51,224,0.17242,0.28246
1995,Direct migration background,Lower Secondary Level,Important,0.36726,94,224,0.30399,0.43053
1995,Direct migration background,Lower Secondary Level,Less important,0.13434,33,224,0.08958,0.17910
1995,Direct migration background,Lower Secondary Level,Unimportant,0.27097,46,224,0.21263,0.32930
1995,Direct migration background,Upper Secondary Level,Very important,0.27670,140,486,0.23689,0.31652
1995,Direct migration background,Upper Secondary Level,Important,0.42661,217,486,0.38259,0.47063
1995,Direct migration background,Upper Secondary Level,Less important,0.13943,67,486,0.10860,0.17026
1995,Direct migration background,Upper Secondary Level,Unimportant,0.15725,62,486,0.12486,0.18965
1995,Direct migration background,Post-secondary Non-tertiary Level,Important,0.44866,40,40,0.29256,0.60475
1995,Direct migration background,Second Stage of Tertiary Education,Very important,0.29567,45,123,0.21469,0.37665
1995,Direct migration background,Second Stage of Tertiary Education,Important,0.49442,78,123,0.40570,0.58314
2004,No migration background,No answer / don't know,Very important,0.38000,75,168,0.30638,0.45361
2004,No migration background,No answer / don't know,Important,0.53424,93,168,0.45858,0.60990
2004,No migration background,Pre-primary Level,Very important,0.41159,190,441,0.36561,0.45758
2004,No migration background,Pre-primary Level,Important,0.50850,251,441,0.46178,0.55521
2004,No migration background,Primary Level,Important,0.43557,33,33,0.26378,0.60737
2004,No migration background,Lower Secondary Level,Very important,0.16313,310,1630,0.14519,0.18108
2004,No migration background,Lower Secondary Level,Important,0.38462,657,1630,0.36099,0.40825
2004,No migration background,Lower Secondary Level,Less important,0.21749,340,1630,0.19745,0.23752
2004,No migration background,Lower Secondary Level,Unimportant,0.23476,323,1630,0.21418,0.25534
2004,No migration background,Upper Secondary Level,Very important,0.17934,1729,8949,0.17139,0.18728
2004,No migration background,Upper Secondary Level,Important,0.52311,4744,8949,0.51276,0.53346
2004,No migration background,Upper Secondary Level,Less important,0.16835,1488,8949,0.16060,0.17611
2004,No migration background,Upper Secondary Level,Unimportant,0.12920,988,8949,0.12225,0.13615
2004,No migration background,Post-secondary Non-tertiary Level,Very important,0.20377,197,857,0.17679,0.23076
2004,No migration background,Post-secondary Non-tertiary Level,Important,0.55691,478,857,0.52364,0.59019
2004,No migration background,Post-secondary Non-tertiary Level,Less important,0.17193,135,857,0.14666,0.19721
2004,No migration background,Post-secondary Non-tertiary Level,Unimportant,0.06738,47,857,0.05059,0.08417
