year,migback,quintil_oecd,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,1st Quintile,Very important,0.14779,170,959,0.12532,0.17026
1990,No migration background,1st Quintile,Important,0.37567,384,959,0.34500,0.40634
1990,No migration background,1st Quintile,Less important,0.20872,193,959,0.18298,0.23445
1990,No migration background,1st Quintile,Unimportant,0.26782,212,959,0.23978,0.29586
1990,No migration background,2nd Quintile,Very important,0.17555,220,1188,0.15390,0.19719
1990,No migration background,2nd Quintile,Important,0.45320,569,1188,0.42488,0.48152
1990,No migration background,2nd Quintile,Less important,0.17903,221,1188,0.15722,0.20084
1990,No migration background,2nd Quintile,Unimportant,0.19222,178,1188,0.16980,0.21463
1990,No migration background,3rd Quintile,Very important,0.21207,273,1228,0.18920,0.23494
1990,No migration background,3rd Quintile,Important,0.49393,617,1228,0.46595,0.52190
1990,No migration background,3rd Quintile,Less important,0.14574,182,1228,0.12600,0.16548
1990,No migration background,3rd Quintile,Unimportant,0.14826,156,1228,0.12838,0.16815
1990,No migration background,4th Quintile,Very important,0.23411,345,1439,0.21222,0.25599
1990,No migration background,4th Quintile,Important,0.54074,779,1439,0.51498,0.56649
1990,No migration background,4th Quintile,Less important,0.14120,208,1439,0.12320,0.15919
1990,No migration background,4th Quintile,Unimportant,0.08396,107,1439,0.06963,0.09829
1990,No migration background,5th Quintile,Very important,0.26138,404,1524,0.23931,0.28344
1990,No migration background,5th Quintile,Important,0.52991,816,1524,0.50484,0.55498
1990,No migration background,5th Quintile,Less important,0.13956,210,1524,0.12215,0.15696
1990,No migration background,5th Quintile,Unimportant,0.06916,94,1524,0.05641,0.08190
1990,Direct migration background,2nd Quintile,Important,0.44020,38,38,0.28024,0.60015
1990,Direct migration background,3rd Quintile,Important,0.44247,46,46,0.29735,0.58759
1990,Direct migration background,5th Quintile,Important,0.48445,42,42,0.33147,0.63743
1992,No migration background,1st Quintile,Very important,0.21582,558,2030,0.19792,0.23372
1992,No migration background,1st Quintile,Important,0.34994,777,2030,0.32919,0.37070
1992,No migration background,1st Quintile,Less important,0.13523,244,2030,0.12035,0.15011
1992,No migration background,1st Quintile,Unimportant,0.29901,451,2030,0.27909,0.31893
1992,No migration background,2nd Quintile,Very important,0.25105,650,2098,0.23249,0.26961
1992,No migration background,2nd Quintile,Important,0.41583,931,2098,0.39473,0.43692
1992,No migration background,2nd Quintile,Less important,0.13630,248,2098,0.12162,0.15099
1992,No migration background,2nd Quintile,Unimportant,0.19682,269,2098,0.17980,0.21383
1992,No migration background,3rd Quintile,Very important,0.25760,579,1903,0.23795,0.27726
1992,No migration background,3rd Quintile,Important,0.44627,877,1903,0.42393,0.46861
1992,No migration background,3rd Quintile,Less important,0.14435,248,1903,0.12855,0.16014
1992,No migration background,3rd Quintile,Unimportant,0.15177,199,1903,0.13565,0.16790
1992,No migration background,4th Quintile,Very important,0.21434,456,1910,0.19593,0.23275
1992,No migration background,4th Quintile,Important,0.50396,979,1910,0.48154,0.52639
1992,No migration background,4th Quintile,Less important,0.16055,293,1910,0.14408,0.17702
1992,No migration background,4th Quintile,Unimportant,0.12114,182,1910,0.10651,0.13578
1992,No migration background,5th Quintile,Very important,0.26103,543,2045,0.24199,0.28007
