year,regtyp,sampreg,plh0107,proportion,n,lower_confidence,upper_confidence
1990,Urban regions,West,2.0,0.38091042584434653,13886,0.3728333220097004,0.3889875296789927
1990,Urban regions,West,1.0,0.1698972099853157,13886,0.1636508565922663,0.17614356337836512
1990,Urban regions,West,3.0,0.12085168869309838,13886,0.11543012048859727,0.1262732568975995
1990,Rural regions,West,2.0,0.11424375917767988,13886,0.10895272162501543,0.11953479673034434
1990,Urban regions,West,4.0,0.09133627019089574,13886,0.08654455800976736,0.09612798237202412
1990,Rural regions,West,1.0,0.05491923641703377,13886,0.051129890976529535,0.05870858185753801
1990,Rural regions,West,3.0,0.03861967694566813,13886,0.03541474048621065,0.04182461340512562
1990,Rural regions,West,4.0,0.02922173274596182,13886,0.02642029809738629,0.03202316739453735
1992,Urban regions,West,2.0,0.23928775471338792,13316,0.23204106578733902,0.24653444363943683
1992,Urban regions,West,1.0,0.10855075223766901,13316,0.10326710385691713,0.11383440061842089
1992,Rural regions,East,2.0,0.0981717768044182,13316,0.09311790274683675,0.10322565086199965
1992,Rural regions,East,1.0,0.08645972195772234,13316,0.08168618877913274,0.09123325513631193
1992,Urban regions,West,3.0,0.07941344505808418,13316,0.07482095198052313,0.08400593813564522
1992,Rural regions,West,2.0,0.07512854694343934,13316,0.07065128647947291,0.07960580740740578
1992,Urban regions,West,4.0,0.06379737192915635,13316,0.05964634548129174,0.06794839837702096
1992,Urban regions,East,2.0,0.0537040563702152,13316,0.049875048911261155,0.05753306382916924
1992,Urban regions,East,1.0,0.044562940392306225,13316,0.041058189628643146,0.0480676911559693
1992,Rural regions,West,1.0,0.03646924395353266,13316,0.03328530047809779,0.039653187428967535
1992,Rural regions,East,4.0,0.030089506760617026,13316,0.027187873362403903,0.03299114015883015
1992,Rural regions,West,3.0,0.023519329651494954,13316,0.02094530042852021,0.0260933588744697
1992,Rural regions,West,4.0,0.021234050657017712,13316,0.018785410154982356,0.023682691159053068
1992,Rural regions,East,3.0,0.01713959245857932,13316,0.014935065855255966,0.01934411906190267
1992,Urban regions,East,4.0,0.012854694343934488,13316,0.01094136118682545,0.014768027501043527
1992,Urban regions,East,3.0,0.009617215768425062,13316,0.007959555992312973,0.01127487554453715
1995,Urban regions,West,2.0,0.25511913626209975,13284,0.24770592179769393,0.2625323507265056
1995,Urban regions,West,1.0,0.12211466865227104,13284,0.1165467298687444,0.12768260743579768
1995,Rural regions,East,2.0,0.1071295606850335,13284,0.10187010836562514,0.11238901300444186
1995,Urban regions,West,3.0,0.08162695457930007,13284,0.07697090068132435,0.08628300847727578
1995,Rural regions,West,2.0,0.08069620253164557,13284,0.0760644247634359,0.08532798029985524
1995,Rural regions,East,1.0,0.07110945644080417,13284,0.06673889139429634,0.075480021487312
1995,Urban regions,East,2.0,0.05342516753536858,13284,0.04960095464634909,0.05724938042438807
1995,Urban regions,West,4.0,0.05109828741623232,13284,0.04735368748046607,0.05484288735199857
1995,Rural regions,West,1.0,0.04086001489203276,13284,0.03749348948506293,0.04422654029900259
1995,Urban regions,East,1.0,0.033413998510796725,13284,0.030357838329817866,0.036470158691775584
1995,Rural regions,West,3.0,0.025874906924795233,13284,0.023175064599990514,0.028574749249599952
1995,Rural regions,East,4.0,0.024106478034251675,13284,0.021498164843609068,0.026714791224894282
1995,Rural regions,West,4.0,0.018428890543559198,13284,0.016141701210715644,0.02071607987640275
1995,Rural regions,East,3.0,0.01526433358153388,13284,0.013179408777494612,0.01734925838557315
1995,Urban regions,East,4.0,0.010982874162323157,13284,0.009210515763309522,0.012755232561336791
1995,Urban regions,East,3.0,0.008749069247952346,13284,0.0071654004180901065,0.010332738077814586
2004,Urban regions,West,2.0,0.2973990417522245,21612,0.29130461666255253,0.30349346684189643
2004,Urban regions,West,1.0,0.12897232815097293,21612,0.12450371419095263,0.13344094211099322
2004,Urban regions,West,3.0,0.10090935758286888,21612,0.09689352081755354,0.10492519434818423
2004,Rural regions,West,2.0,0.0933802679182556,21612,0.0895010093035751,0.0972595265329361
2004,Rural regions,East,2.0,0.08409113131905739,21612,0.0803910623300097,0.08779120030810508
2004,Urban regions,West,4.0,0.054610345164759946,21612,0.05158098105740643,0.05763970927211346
2004,Urban regions,East,2.0,0.044978977217170237,21612,0.042215729336048995,0.04774222509829148
2004,Rural regions,East,1.0,0.03945438545027868,21612,0.03685892013067795,0.0420498507698794
2004,Rural regions,West,1.0,0.03666764447051921,21612,0.034161891975745276,0.03917339696529315
2004,Rural regions,West,3.0,0.030947491933118215,21612,0.028638645881887706,0.033256337984348724
2004,Urban regions,East,1.0,0.018969394739415273,21612,0.01715062966010856,0.020788159818721987
2004,Rural regions,East,3.0,0.018040481079495452,21612,0.01626596703304943,0.019814995125941474
2004,Rural regions,East,4.0,0.01735601838271243,21612,0.015614886204263597,0.01909715056116126
2004,Rural regions,West,4.0,0.016231543952283174,21612,0.014546795932846008,0.017916291971720337
2004,Urban regions,East,4.0,0.009386916984452919,21612,0.00810126889085644,0.010672565078049397
2004,Urban regions,East,3.0,0.008604673902415176,21612,0.007373273663330232,0.009836074141500119
2008,Urban regions,West,2.0,0.2933223864258347,19571,0.2869436767685021,0.2997010960831673
2008,Urban regions,West,1.0,0.11116584564860427,19571,0.10676186280804194,0.1155698284891666
2008,Urban regions,West,3.0,0.10027367268746579,19571,0.09606545460416784,0.10448189077076374
2008,Rural regions,West,2.0,0.09359605911330049,19571,0.08951531618251635,0.09767680204408463
2008,Rural regions,East,2.0,0.08752052545155993,19571,0.08356124675480671,0.09147980414831315
2008,Urban regions,West,4.0,0.07006020799124248,19571,0.06648408299899469,0.07363633298349026
2008,Urban regions,East,2.0,0.04373289545703339,19571,0.04086777235120131,0.046598018562865474
2008,Rural regions,East,1.0,0.035139573070607555,19571,0.03255980863993002,0.03771933750128509
2008,Rural regions,West,1.0,0.033880678708264916,19571,0.03134589447247869,0.036415462944051145
2008,Rural regions,West,3.0,0.03163656267104543,19571,0.029184320254940437,0.03408880508715042
2008,Rural regions,West,4.0,0.022058018609742748,19571,0.020000284023118722,0.024115753196366774
2008,Rural regions,East,3.0,0.01992337164750958,19571,0.01796560467615833,0.02188113861886083
2008,Rural regions,East,4.0,0.017733990147783252,19571,0.01588486054050704,0.019583119755059466
2008,Urban regions,East,1.0,0.01680350301039956,19571,0.01500268577653926,0.018604320244259863
2008,Urban regions,East,4.0,0.012862616310892173,19571,0.011283903911441018,0.014441328710343329
2008,Urban regions,East,3.0,0.010290093048713738,19571,0.008876211025704527,0.011703975071722949
2012,Urban regions,West,2.0,0.2889197852701502,28166,0.28362630348472806,0.2942132670555724
2012,Rural regions,West,2.0,0.11871934499671725,28166,0.11494178519477163,0.12249690479866288
2012,Urban regions,West,1.0,0.11400764685436218,28166,0.11029592467881207,0.1177193690299123
2012,Urban regions,West,3.0,0.10427528675703858,28166,0.10070608203710953,0.10784449147696763
2012,Rural regions,East,2.0,0.0786699107866991,28166,0.07552574498189481,0.0818140765915034
2012,Urban regions,West,4.0,0.051828679565905846,28166,0.04923973969667551,0.054417619435136184
2012,Rural regions,West,1.0,0.04286872900011586,28166,0.04050308417708268,0.04523437382314904
2012,Rural regions,West,3.0,0.039933572780288105,28166,0.037646851627606635,0.042220293932969576
2012,Urban regions,East,2.0,0.03919978372533117,28166,0.03693330385928215,0.04146626359138019
2012,Rural regions,East,1.0,0.03275016413702545,28166,0.030671570676129835,0.03482875759792107
2012,Rural regions,East,3.0,0.01903989495230371,28166,0.01744382680491292,0.0206359630996945
2012,Rural regions,West,4.0,0.01815162399104005,28166,0.01659252589835754,0.01971072208372256
2012,Rural regions,East,4.0,0.015293708724365659,28166,0.013860520446145587,0.01672689700258573
2012,Urban regions,East,1.0,0.014791642528868807,28166,0.013381815836508413,0.0162014692212292
2012,Urban regions,East,3.0,0.01127717916039084,28166,0.010043986296079197,0.012510372024702482
2012,Urban regions,East,4.0,0.010273046769397134,28166,0.0090954385851147,0.011450654953679567
2016,Urban regions,West,2.0,0.29384010484927914,27798,0.28848514331247177,0.2991950663860865
2016,Urban regions,West,3.0,0.11834862385321102,27798,0.11455128505040939,0.12214596265601264
2016,Rural regions,West,2.0,0.11585845347313237,27798,0.11209597469478279,0.11962093225148195
2016,Urban regions,West,1.0,0.1126256006989952,27798,0.10890921051915149,0.11634199087883891
2016,Rural regions,East,2.0,0.06959370904325032,27798,0.06660233578618312,0.07258508230031753
2016,Urban regions,West,4.0,0.05391000436871996,27798,0.05125509191552603,0.05656491682191389
2016,Rural regions,West,3.0,0.04250764525993884,27798,0.04013599591736645,0.04487929460251123
2016,Rural regions,West,1.0,0.04067278287461774,27798,0.03835066306575094,0.042994902683484534
2016,Urban regions,East,2.0,0.03682830930537353,27798,0.0346142357655476,0.03904238284519946
2016,Rural regions,East,1.0,0.026299694189602447,27798,0.024418484103463204,0.02818090427574169
2016,Rural regions,East,3.0,0.022979467016164264,27798,0.02121801378231408,0.02474092025001445
2016,Rural regions,West,4.0,0.01961555264307558,27798,0.017985326787718744,0.021245778498432417
2016,Urban regions,East,3.0,0.01363040629095675,27798,0.012267319420032235,0.014993493161881264
2016,Rural regions,East,4.0,0.012625600698995194,27798,0.011313049501883126,0.013938151896107262
2016,Urban regions,East,1.0,0.012494539100043688,27798,0.011188731568206746,0.01380034663188063
2016,Urban regions,East,4.0,0.00816950633464395,27798,0.007111310783774263,0.009227701885513636
2021,Urban regions,West,2.0,0.3006218905472637,19931,0.2942560193816529,0.30698776171287445
2021,Urban regions,West,3.0,0.13470149253731342,19931,0.12996168499150534,0.1394413000831215
2021,Rural regions,West,2.0,0.11088308457711443,19931,0.10652391651960368,0.11524225263462519
2021,Urban regions,West,1.0,0.10093283582089552,19931,0.09675064511268307,0.10511502652910797
2021,Rural regions,East,2.0,0.06977611940298507,19931,0.066239089957677,0.07331314884829315
2021,Urban regions,West,4.0,0.049129353233830844,19931,0.04612865190416376,0.05213005456349793
2021,Rural regions,West,3.0,0.047201492537313434,19931,0.04425727478749028,0.05014571028713659
2021,Urban regions,East,2.0,0.04228855721393035,19931,0.03949459647449155,0.04508251795336915
2021,Rural regions,West,1.0,0.032711442786069654,19931,0.030241883811957096,0.03518100176018221
2021,Rural regions,East,3.0,0.024129353233830846,19931,0.02199895646421994,0.026259750003441752
2021,Rural regions,East,1.0,0.02126865671641791,19931,0.019265599726040205,0.023271713706795618
2021,Rural regions,West,4.0,0.016791044776119403,19931,0.015007215450097151,0.018574874102141654
