"plh0107","year","bula_h","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"1 Sehr wichtig","1990","Schleswig-Holstein","Westdeutschland","55","0.197622154832764","0.147137845386625","0.248106464278903"
"1 Sehr wichtig","1990","Schleswig-Holstein","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Hamburg","Westdeutschland","24","","",""
"1 Sehr wichtig","1990","Hamburg","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Niedersachsen","Westdeutschland","185","0.209129677948082","0.18126000239703","0.236999353499133"
"1 Sehr wichtig","1990","Niedersachsen","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Bremen","Westdeutschland","17","","",""
"1 Sehr wichtig","1990","Bremen","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Nordrhein-Westfalen","Westdeutschland","396","0.206586178277759","0.188052254601743","0.225120101953775"
"1 Sehr wichtig","1990","Nordrhein-Westfalen","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Hessen","Westdeutschland","120","0.186537395656308","0.156405092516261","0.216669698796355"
"1 Sehr wichtig","1990","Hessen","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Rheinland-Pfalz,Saarland","Westdeutschland","118","0.209356777360007","0.174977975122139","0.243735579597876"
"1 Sehr wichtig","1990","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Baden-Wuerttemberg","Westdeutschland","282","0.245110228425766","0.219690305100622","0.27053015175091"
"1 Sehr wichtig","1990","Baden-Wuerttemberg","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Bayern","Westdeutschland","288","0.226107576159348","0.202576781044285","0.249638371274412"
"1 Sehr wichtig","1990","Bayern","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Saarland","Westdeutschland","","","",""
"1 Sehr wichtig","1990","Saarland","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Berlin","Westdeutschland","46","0.189115833469643","0.137369437632651","0.240862229306635"
"1 Sehr wichtig","1990","Berlin","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Brandenburg","Westdeutschland","","","",""
"1 Sehr wichtig","1990","Brandenburg","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"1 Sehr wichtig","1990","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Sachsen","Westdeutschland","","","",""
"1 Sehr wichtig","1990","Sachsen","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Sachsen-Anhalt","Westdeutschland","","","",""
"1 Sehr wichtig","1990","Sachsen-Anhalt","Ostdeutschland","","","",""
"1 Sehr wichtig","1990","Thueringen","Westdeutschland","","","",""
"1 Sehr wichtig","1990","Thueringen","Ostdeutschland","","","",""
"2 Wichtig","1990","Schleswig-Holstein","Westdeutschland","115","0.493593862017952","0.430209299629043","0.556978424406861"
"2 Wichtig","1990","Schleswig-Holstein","Ostdeutschland","","","",""
"2 Wichtig","1990","Hamburg","Westdeutschland","64","0.535102560662604","0.447314725379787","0.622890395945421"
"2 Wichtig","1990","Hamburg","Ostdeutschland","","","",""
"2 Wichtig","1990","Niedersachsen","Westdeutschland","386","0.458893869113281","0.424745592220947","0.493042146005616"
"2 Wichtig","1990","Niedersachsen","Ostdeutschland","","","",""
"2 Wichtig","1990","Bremen","Westdeutschland","32","0.38044275355972","0.275361185833954","0.485524321285486"
"2 Wichtig","1990","Bremen","Ostdeutschland","","","",""
"2 Wichtig","1990","Nordrhein-Westfalen","Westdeutschland","993","0.527822322795755","0.504968257649041","0.550676387942468"
"2 Wichtig","1990","Nordrhein-Westfalen","Ostdeutschland","","","",""
"2 Wichtig","1990","Hessen","Westdeutschland","311","0.449454137288471","0.41097547016836","0.487932804408582"
"2 Wichtig","1990","Hessen","Ostdeutschland","","","",""
"2 Wichtig","1990","Rheinland-Pfalz,Saarland","Westdeutschland","230","0.416608231941236","0.374949981638031","0.458266482244442"
"2 Wichtig","1990","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"2 Wichtig","1990","Baden-Wuerttemberg","Westdeutschland","539","0.484955919643235","0.455421728525322","0.514490110761148"
"2 Wichtig","1990","Baden-Wuerttemberg","Ostdeutschland","","","",""
"2 Wichtig","1990","Bayern","Westdeutschland","592","0.463235073460508","0.435185159729539","0.491284987191476"
"2 Wichtig","1990","Bayern","Ostdeutschland","","","",""
"2 Wichtig","1990","Saarland","Westdeutschland","","","",""
"2 Wichtig","1990","Saarland","Ostdeutschland","","","",""
"2 Wichtig","1990","Berlin","Westdeutschland","110","0.466150079132407","0.400231289708545","0.532068868556269"
"2 Wichtig","1990","Berlin","Ostdeutschland","","","",""
"2 Wichtig","1990","Brandenburg","Westdeutschland","","","",""
"2 Wichtig","1990","Brandenburg","Ostdeutschland","","","",""
"2 Wichtig","1990","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"2 Wichtig","1990","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"2 Wichtig","1990","Sachsen","Westdeutschland","","","",""
"2 Wichtig","1990","Sachsen","Ostdeutschland","","","",""
"2 Wichtig","1990","Sachsen-Anhalt","Westdeutschland","","","",""
"2 Wichtig","1990","Sachsen-Anhalt","Ostdeutschland","","","",""
"2 Wichtig","1990","Thueringen","Westdeutschland","","","",""
"2 Wichtig","1990","Thueringen","Ostdeutschland","","","",""
"3 Weniger wichtig","1990","Schleswig-Holstein","Westdeutschland","42","0.188714080108759","0.139107617142581","0.238320543074937"
"3 Weniger wichtig","1990","Schleswig-Holstein","Ostdeutschland","","","",""
"3 Weniger wichtig","1990","Hamburg","Westdeutschland","23","","",""
"3 Weniger wichtig","1990","Hamburg","Ostdeutschland","","","",""
"3 Weniger wichtig","1990","Niedersachsen","Westdeutschland","124","0.145999172751871","0.121801378350412","0.17019696715333"
"3 Weniger wichtig","1990","Niedersachsen","Ostdeutschland","","","",""
"3 Weniger wichtig","1990","Bremen","Westdeutschland","13","","",""
"3 Weniger wichtig","1990","Bremen","Ostdeutschland","","","",""
