year,quintil_oecd,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Very important,0.15043,188,1042,0.12872,0.17215
1990,1st Quintile,Important,0.37265,415,1042,0.34327,0.40202
1990,1st Quintile,Less important,0.20959,211,1042,0.18487,0.23432
1990,1st Quintile,Unimportant,0.26733,228,1042,0.24044,0.29421
1990,2nd Quintile,Very important,0.18161,244,1288,0.16055,0.20267
1990,2nd Quintile,Important,0.45360,617,1288,0.42640,0.48080
1990,2nd Quintile,Less important,0.17109,230,1288,0.15051,0.19166
1990,2nd Quintile,Unimportant,0.19371,197,1288,0.17211,0.21530
1990,3rd Quintile,Very important,0.21189,303,1338,0.18998,0.23379
1990,3rd Quintile,Important,0.48936,665,1338,0.46257,0.51616
1990,3rd Quintile,Less important,0.14603,197,1338,0.12710,0.16496
1990,3rd Quintile,Unimportant,0.15271,173,1338,0.13343,0.17199
1990,4th Quintile,Very important,0.24147,373,1522,0.21996,0.26298
1990,4th Quintile,Important,0.53129,811,1522,0.50621,0.55637
1990,4th Quintile,Less important,0.14235,223,1522,0.12479,0.15991
1990,4th Quintile,Unimportant,0.08489,115,1522,0.07088,0.09889
1990,5th Quintile,Very important,0.25691,423,1617,0.23561,0.27821
1990,5th Quintile,Important,0.52787,862,1617,0.50353,0.55221
1990,5th Quintile,Less important,0.14153,225,1617,0.12453,0.15852
1990,5th Quintile,Unimportant,0.07370,107,1617,0.06096,0.08643
1992,1st Quintile,Very important,0.21057,574,2136,0.19327,0.22786
1992,1st Quintile,Important,0.34937,811,2136,0.32914,0.36959
1992,1st Quintile,Less important,0.13728,259,2136,0.12268,0.15188
1992,1st Quintile,Unimportant,0.30278,492,2136,0.28329,0.32227
1992,2nd Quintile,Very important,0.25094,684,2227,0.23293,0.26895
1992,2nd Quintile,Important,0.40998,981,2227,0.38955,0.43041
1992,2nd Quintile,Less important,0.13818,266,2227,0.12384,0.15251
1992,2nd Quintile,Unimportant,0.20090,296,2227,0.18425,0.21754
1992,3rd Quintile,Very important,0.26107,621,2039,0.24200,0.28014
1992,3rd Quintile,Important,0.44899,940,2039,0.42740,0.47059
1992,3rd Quintile,Less important,0.13860,259,2039,0.12360,0.15360
1992,3rd Quintile,Unimportant,0.15134,219,2039,0.13578,0.16689
1992,4th Quintile,Very important,0.21612,486,2045,0.19828,0.23397
1992,4th Quintile,Important,0.50481,1050,2045,0.48313,0.52648
1992,4th Quintile,Less important,0.15993,315,2045,0.14404,0.17582
1992,4th Quintile,Unimportant,0.11914,194,2045,0.10509,0.13318
1992,5th Quintile,Very important,0.25974,576,2168,0.24127,0.27820
1992,5th Quintile,Important,0.53538,1169,2168,0.51438,0.55638
1992,5th Quintile,Less important,0.12720,271,2168,0.11317,0.14123
1992,5th Quintile,Unimportant,0.07768,152,2168,0.06641,0.08895
1995,1st Quintile,Very important,0.24233,499,1800,0.22253,0.26213
1995,1st Quintile,Important,0.41597,804,1800,0.39320,0.43875
1995,1st Quintile,Less important,0.14384,231,1800,0.12763,0.16006
1995,1st Quintile,Unimportant,0.19785,266,1800,0.17944,0.21626
1995,2nd Quintile,Very important,0.22949,578,2180,0.21183,0.24715
1995,2nd Quintile,Important,0.41187,987,2180,0.39121,0.43254
1995,2nd Quintile,Less important,0.14923,299,2180,0.13427,0.16419
1995,2nd Quintile,Unimportant,0.20941,316,2180,0.19232,0.22649
1995,3rd Quintile,Very important,0.24106,621,2242,0.22335,0.25877
1995,3rd Quintile,Important,0.47864,1111,2242,0.45796,0.49932
1995,3rd Quintile,Less important,0.14734,299,2242,0.13266,0.16201
1995,3rd Quintile,Unimportant,0.13297,211,2242,0.11891,0.14702
1995,4th Quintile,Very important,0.23449,603,2308,0.21720,0.25177
1995,4th Quintile,Important,0.51035,1214,2308,0.48995,0.53075
1995,4th Quintile,Less important,0.14465,295,2308,0.13030,0.15901
1995,4th Quintile,Unimportant,0.11051,196,2308,0.09772,0.12330
1995,5th Quintile,Very important,0.24749,573,2211,0.22950,0.26548
1995,5th Quintile,Important,0.54426,1215,2211,0.52350,0.56503
1995,5th Quintile,Less important,0.13620,289,2211,0.12190,0.15050
1995,5th Quintile,Unimportant,0.07204,134,2211,0.06126,0.08282
2004,1st Quintile,Very important,0.21775,681,3064,0.20313,0.23237
2004,1st Quintile,Important,0.45827,1439,3064,0.44062,0.47591
2004,1st Quintile,Less important,0.17874,553,3064,0.16517,0.19231
2004,1st Quintile,Unimportant,0.14524,391,3064,0.13276,0.15772
2004,2nd Quintile,Very important,0.20755,757,3521,0.19415,0.22094
2004,2nd Quintile,Important,0.45955,1680,3521,0.44309,0.47601
2004,2nd Quintile,Less important,0.18507,610,3521,0.17224,0.19790
2004,2nd Quintile,Unimportant,0.14784,474,3521,0.13611,0.15956
2004,3rd Quintile,Very important,0.18927,784,3769,0.17677,0.20178
2004,3rd Quintile,Important,0.50921,1926,3769,0.49325,0.52517
2004,3rd Quintile,Less important,0.16393,598,3769,0.15211,0.17576
2004,3rd Quintile,Unimportant,0.13758,461,3769,0.12658,0.14858
2004,4th Quintile,Very important,0.19504,874,4143,0.18297,0.20711
2004,4th Quintile,Important,0.55402,2289,4143,0.53888,0.56916
