year,bula_h,migback,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,No migration background,Very important,0.19746,52,205,0.14283,0.25209
1990,Schleswig-Holstein,No migration background,Important,0.49035,112,205,0.42175,0.55896
1990,Schleswig-Holstein,No migration background,Less important,0.18914,41,205,0.13540,0.24288
1990,Hamburg,No migration background,Important,0.52722,60,60,0.39982,0.65461
1990,Lower Saxony,No migration background,Very important,0.20875,175,778,0.18017,0.23733
1990,Lower Saxony,No migration background,Important,0.45608,364,778,0.42106,0.49111
1990,Lower Saxony,No migration background,Less important,0.14772,120,778,0.12277,0.17266
1990,Lower Saxony,No migration background,Unimportant,0.18745,119,778,0.16001,0.21489
1990,Bremen,No migration background,Important,0.40326,32,32,0.23057,0.57595
1990,North Rhine-Westphalia,No migration background,Very important,0.20767,373,1724,0.18852,0.22683
1990,North Rhine-Westphalia,No migration background,Important,0.53337,942,1724,0.50981,0.55692
1990,North Rhine-Westphalia,No migration background,Less important,0.13628,238,1724,0.12008,0.15248
1990,North Rhine-Westphalia,No migration background,Unimportant,0.12268,171,1724,0.10719,0.13817
1990,North Rhine-Westphalia,Direct migration background,Important,0.42681,41,41,0.27353,0.58009
1990,Hesse,No migration background,Very important,0.19206,111,579,0.15994,0.22417
1990,Hesse,No migration background,Important,0.46550,290,579,0.42483,0.50616
1990,Hesse,No migration background,Less important,0.18996,104,579,0.15798,0.22194
1990,Hesse,No migration background,Unimportant,0.15249,74,579,0.12318,0.18180
1990,"Rhineland-Palatinate, Saarland",No migration background,Very important,0.20281,111,518,0.16815,0.23747
1990,"Rhineland-Palatinate, Saarland",No migration background,Important,0.41973,223,518,0.37719,0.46227
1990,"Rhineland-Palatinate, Saarland",No migration background,Less important,0.19377,103,518,0.15970,0.22784
1990,"Rhineland-Palatinate, Saarland",No migration background,Unimportant,0.18369,81,518,0.15031,0.21707
1990,Baden-Wuerttemberg,No migration background,Very important,0.23930,245,980,0.21258,0.26603
