year,age_gr,migback,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,Very important,0.34680,593,1739,0.32442,0.36918
1990,17-29 y.,No migration background,Important,0.52994,922,1739,0.50647,0.55340
1990,17-29 y.,No migration background,Less important,0.10530,192,1739,0.09087,0.11973
1990,17-29 y.,No migration background,Unimportant,0.01797,32,1739,0.01172,0.02421
1990,17-29 y.,Direct migration background,Very important,0.42625,35,75,0.31357,0.53892
1990,17-29 y.,Direct migration background,Important,0.43519,40,75,0.32223,0.54815
1990,30-45 y.,No migration background,Very important,0.23620,448,1897,0.21708,0.25532
1990,30-45 y.,No migration background,Important,0.57063,1073,1897,0.54835,0.59291
1990,30-45 y.,No migration background,Less important,0.16803,326,1897,0.15120,0.18486
1990,30-45 y.,No migration background,Unimportant,0.02514,50,1897,0.01809,0.03218
1990,30-45 y.,Direct migration background,Very important,0.26978,33,99,0.18190,0.35766
1990,30-45 y.,Direct migration background,Important,0.55341,66,99,0.45498,0.65184
1990,46-65 y.,No migration background,Very important,0.15877,305,1868,0.14219,0.17535
1990,46-65 y.,No migration background,Important,0.51858,969,1868,0.49592,0.54125
1990,46-65 y.,No migration background,Less important,0.18319,347,1868,0.16564,0.20074
1990,46-65 y.,No migration background,Unimportant,0.13946,247,1868,0.12375,0.15518
1990,46-65 y.,Direct migration background,Very important,0.20942,36,134,0.14026,0.27857
1990,46-65 y.,Direct migration background,Important,0.40993,65,134,0.32635,0.49352
1990,46-65 y.,Direct migration background,Unimportant,0.21709,33,134,0.14702,0.28716
1990,66 and older,No migration background,Very important,0.07217,66,837,0.05463,0.08971
1990,66 and older,No migration background,Important,0.22516,203,837,0.19685,0.25347
1990,66 and older,No migration background,Less important,0.18277,149,837,0.15658,0.20897
1990,66 and older,No migration background,Unimportant,0.51989,419,837,0.48603,0.55376
1992,17-29 y.,No migration background,Very important,0.38418,1009,2559,0.36533,0.40303
1992,17-29 y.,No migration background,Important,0.49480,1259,2559,0.47543,0.51418
1992,17-29 y.,No migration background,Less important,0.10381,253,2559,0.09199,0.11563
1992,17-29 y.,No migration background,Unimportant,0.01721,38,2559,0.01217,0.02225
1992,17-29 y.,Direct migration background,Very important,0.40432,35,69,0.28767,0.52096
1992,17-29 y.,Direct migration background,Important,0.48331,34,69,0.36453,0.60208
1992,30-45 y.,No migration background,Very important,0.27590,1078,3421,0.26092,0.29088
1992,30-45 y.,No migration background,Important,0.55186,1829,3421,0.53519,0.56853
1992,30-45 y.,No migration background,Less important,0.14175,429,3421,0.13006,0.15344
1992,30-45 y.,No migration background,Unimportant,0.03050,85,3421,0.02473,0.03626
1992,30-45 y.,Direct migration background,Very important,0.28015,42,124,0.20079,0.35951
1992,30-45 y.,Direct migration background,Important,0.55148,82,124,0.46359,0.63938
1992,46-65 y.,No migration background,Very important,0.20158,627,2857,0.18687,0.21629
1992,46-65 y.,No migration background,Important,0.47867,1363,2857,0.46035,0.49700
1992,46-65 y.,No migration background,Less important,0.16361,435,2857,0.15004,0.17718
1992,46-65 y.,No migration background,Unimportant,0.15613,432,2857,0.14282,0.16945
1992,46-65 y.,Direct migration background,Very important,0.22503,52,229,0.17082,0.27924
1992,46-65 y.,Direct migration background,Important,0.44643,100,229,0.38190,0.51095
1992,46-65 y.,Direct migration background,Less important,0.15629,31,229,0.10916,0.20343
1992,46-65 y.,Direct migration background,Unimportant,0.17225,46,229,0.12324,0.22127
1992,66 and older,No migration background,Very important,0.05991,72,1149,0.04618,0.07364
1992,66 and older,No migration background,Important,0.20609,226,1149,0.18269,0.22949
1992,66 and older,No migration background,Less important,0.14534,173,1149,0.12495,0.16573
1992,66 and older,No migration background,Unimportant,0.58867,678,1149,0.56020,0.61713
1992,66 and older,Direct migration background,Unimportant,0.57174,57,57,0.44214,0.70135
1995,17-29 y.,No migration background,Very important,0.39348,902,2249,0.37328,0.41367
1995,17-29 y.,No migration background,Important,0.50039,1142,2249,0.47972,0.52105
1995,17-29 y.,No migration background,Less important,0.09889,205,2249,0.08655,0.11123
1995,17-29 y.,Direct migration background,Very important,0.44413,94,204,0.37577,0.51248
1995,17-29 y.,Direct migration background,Important,0.47264,110,204,0.40396,0.54132
1995,17-29 y.,Indirect migration background,Very important,0.53024,46,92,0.42770,0.63279
1995,17-29 y.,Indirect migration background,Important,0.40154,46,92,0.30082,0.50226
1995,30-45 y.,No migration background,Very important,0.25131,921,3431,0.23679,0.26582
1995,30-45 y.,No migration background,Important,0.57685,1977,3431,0.56032,0.59339
1995,30-45 y.,No migration background,Less important,0.15204,464,3431,0.14002,0.16406
1995,30-45 y.,No migration background,Unimportant,0.01980,69,3431,0.01514,0.02446
1995,30-45 y.,Direct migration background,Very important,0.34249,129,387,0.29515,0.38983
1995,30-45 y.,Direct migration background,Important,0.48329,200,387,0.43344,0.53315
1995,30-45 y.,Direct migration background,Less important,0.14351,58,387,0.10854,0.17849
1995,46-65 y.,No migration background,Very important,0.19906,604,2729,0.18408,0.21405
1995,46-65 y.,No migration background,Important,0.49285,1368,2729,0.47409,0.51161
