year,age_gr,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Very important,0.34967,637,1854,0.32796,0.37138
1990,17-29 y.,Important,0.52676,976,1854,0.50403,0.54950
1990,17-29 y.,Less important,0.10456,206,1854,0.09063,0.11850
1990,17-29 y.,Unimportant,0.01900,35,1854,0.01278,0.02522
1990,30-45 y.,Very important,0.23833,483,2030,0.21980,0.25687
1990,30-45 y.,Important,0.56796,1144,2030,0.54640,0.58951
1990,30-45 y.,Less important,0.16746,347,2030,0.15122,0.18371
1990,30-45 y.,Unimportant,0.02624,56,2030,0.01929,0.03320
1990,46-65 y.,Very important,0.16258,341,2034,0.14654,0.17862
1990,46-65 y.,Important,0.50981,1037,2034,0.48808,0.53154
1990,46-65 y.,Less important,0.18165,375,2034,0.16489,0.19841
1990,46-65 y.,Unimportant,0.14596,281,2034,0.13061,0.16131
1990,66 and older,Very important,0.07224,70,892,0.05524,0.08924
1990,66 and older,Important,0.22372,215,892,0.19635,0.25108
1990,66 and older,Less important,0.18342,158,892,0.15801,0.20883
1990,66 and older,Unimportant,0.52063,449,892,0.48782,0.55343
1992,17-29 y.,Very important,0.38568,1061,2693,0.36730,0.40407
1992,17-29 y.,Important,0.49397,1321,2693,0.47508,0.51285
1992,17-29 y.,Less important,0.10178,264,2693,0.09036,0.11320
1992,17-29 y.,Unimportant,0.01857,47,2693,0.01347,0.02367
1992,30-45 y.,Very important,0.27561,1121,3587,0.26098,0.29023
1992,30-45 y.,Important,0.55258,1922,3587,0.53630,0.56885
1992,30-45 y.,Less important,0.14092,451,3587,0.12954,0.15231
1992,30-45 y.,Unimportant,0.03090,93,3587,0.02523,0.03656
1992,46-65 y.,Very important,0.20350,680,3091,0.18930,0.21769
1992,46-65 y.,Important,0.47651,1466,3091,0.45889,0.49412
1992,46-65 y.,Less important,0.16282,467,3091,0.14980,0.17583
1992,46-65 y.,Unimportant,0.15718,478,3091,0.14435,0.17001
1992,66 and older,Very important,0.06025,79,1245,0.04703,0.07347
1992,66 and older,Important,0.20571,243,1245,0.18325,0.22818
1992,66 and older,Less important,0.14728,188,1245,0.12759,0.16698
1992,66 and older,Unimportant,0.58676,735,1245,0.55939,0.61412
1995,17-29 y.,Very important,0.40310,1042,2568,0.38412,0.42207
1995,17-29 y.,Important,0.49425,1298,2568,0.47491,0.51359
1995,17-29 y.,Less important,0.09400,228,2568,0.08272,0.10529
1995,30-45 y.,Very important,0.26127,1055,3859,0.24741,0.27514
1995,30-45 y.,Important,0.56625,2188,3859,0.55061,0.58189
1995,30-45 y.,Less important,0.15158,530,3859,0.14026,0.16289
1995,30-45 y.,Unimportant,0.02090,86,3859,0.01638,0.02541
1995,46-65 y.,Very important,0.20031,671,3059,0.18612,0.21449
1995,46-65 y.,Important,0.49106,1522,3059,0.47334,0.50878
1995,46-65 y.,Less important,0.16380,465,3059,0.15068,0.17692
1995,46-65 y.,Unimportant,0.14484,401,3059,0.13236,0.15731
1995,66 and older,Very important,0.08033,106,1234,0.06516,0.09551
1995,66 and older,Important,0.27288,325,1234,0.24802,0.29774
1995,66 and older,Less important,0.15098,190,1234,0.13099,0.17096
1995,66 and older,Unimportant,0.49581,613,1234,0.46790,0.52372
2004,17-29 y.,Very important,0.39268,1539,3906,0.37736,0.40800
2004,17-29 y.,Important,0.51321,2019,3906,0.49753,0.52889
2004,17-29 y.,Less important,0.08175,313,3906,0.07315,0.09034
2004,17-29 y.,Unimportant,0.01236,35,3906,0.00890,0.01583
2004,30-45 y.,Very important,0.23107,1535,6475,0.22081,0.24134
2004,30-45 y.,Important,0.59200,3798,6475,0.58002,0.60397
2004,30-45 y.,Less important,0.15986,1033,6475,0.15093,0.16879
2004,30-45 y.,Unimportant,0.01707,109,6475,0.01391,0.02022
2004,46-65 y.,Very important,0.16644,1212,6967,0.15769,0.17518
2004,46-65 y.,Important,0.53723,3808,6967,0.52552,0.54893
2004,46-65 y.,Less important,0.19463,1302,6967,0.18533,0.20393
2004,46-65 y.,Unimportant,0.10171,645,6967,0.09461,0.10881
2004,66 and older,Very important,0.08414,297,3106,0.07437,0.09390
2004,66 and older,Important,0.30913,1008,3106,0.29287,0.32538
2004,66 and older,Less important,0.19882,594,3106,0.18478,0.21286
2004,66 and older,Unimportant,0.40791,1207,3106,0.39063,0.42520
2008,17-29 y.,Very important,0.38291,1209,3111,0.36582,0.39999
2008,17-29 y.,Important,0.52622,1643,3111,0.50867,0.54377
2008,17-29 y.,Less important,0.08155,259,3111,0.07193,0.09117
2008,30-45 y.,Very important,0.21392,1079,5140,0.20271,0.22513
2008,30-45 y.,Important,0.59745,3091,5140,0.58405,0.61086
2008,30-45 y.,Less important,0.16947,882,5140,0.15921,0.17973
2008,30-45 y.,Unimportant,0.01915,88,5140,0.01541,0.02290
2008,46-65 y.,Very important,0.14552,997,6435,0.13690,0.15414
2008,46-65 y.,Important,0.55366,3604,6435,0.54151,0.56580
2008,46-65 y.,Less important,0.19772,1222,6435,0.18799,0.20745
2008,46-65 y.,Unimportant,0.10310,612,6435,0.09567,0.11054
2008,66 and older,Very important,0.07809,314,3557,0.06927,0.08691
2008,66 and older,Important,0.30644,1129,3557,0.29129,0.32159
2008,66 and older,Less important,0.16569,599,3557,0.15347,0.17791
2008,66 and older,Unimportant,0.44978,1515,3557,0.43343,0.46613
2012,17-29 y.,Very important,0.39744,1580,3914,0.38210,0.41277
2012,17-29 y.,Important,0.51281,1979,3914,0.49715,0.52847
2012,17-29 y.,Less important,0.08263,355,3914,0.07400,0.09126
2012,30-45 y.,Very important,0.21514,1868,9000,0.20665,0.22363
2012,30-45 y.,Important,0.59320,5248,9000,0.58305,0.60335
2012,30-45 y.,Less important,0.17215,1691,9000,0.16435,0.17995
2012,30-45 y.,Unimportant,0.01952,193,9000,0.01666,0.02237
2012,46-65 y.,Very important,0.15664,1429,8985,0.14913,0.16416
2012,46-65 y.,Important,0.55861,5103,8985,0.54834,0.56888
2012,46-65 y.,Less important,0.20678,1784,8985,0.19841,0.21516
2012,46-65 y.,Unimportant,0.07796,669,8985,0.07242,0.08351
2012,66 and older,Very important,0.09645,416,3969,0.08726,0.10563
2012,66 and older,Important,0.32110,1277,3969,0.30657,0.33563
2012,66 and older,Less important,0.17427,689,3969,0.16246,0.18607
2012,66 and older,Unimportant,0.40819,1587,3969,0.39289,0.42348
2016,17-29 y.,Very important,0.33692,1401,3828,0.32194,0.35189
2016,17-29 y.,Important,0.52817,1951,3828,0.51236,0.54399
2016,17-29 y.,Less important,0.12542,439,3828,0.11493,0.13591
2016,17-29 y.,Unimportant,0.00949,37,3828,0.00642,0.01256
2016,30-45 y.,Very important,0.21027,1495,7042,0.20075,0.21978
2016,30-45 y.,Important,0.56495,3973,7042,0.55337,0.57653
2016,30-45 y.,Less important,0.20811,1407,7042,0.19863,0.21760
2016,30-45 y.,Unimportant,0.01667,167,7042,0.01368,0.01966
2016,46-65 y.,Very important,0.14100,1162,8319,0.13352,0.14848
2016,46-65 y.,Important,0.54582,4594,8319,0.53512,0.55652
2016,46-65 y.,Less important,0.23717,1984,8319,0.22803,0.24631
2016,46-65 y.,Unimportant,0.07601,579,8319,0.07031,0.08170
2016,66 and older,Very important,0.08220,339,3701,0.07335,0.09105
2016,66 and older,Important,0.33899,1296,3701,0.32374,0.35424
2016,66 and older,Less important,0.19047,690,3701,0.17782,0.20313
2016,66 and older,Unimportant,0.38834,1376,3701,0.37263,0.40404
2021,17-29 y.,Very important,0.26356,772,2662,0.24682,0.28030
2021,17-29 y.,Important,0.56960,1478,2662,0.55079,0.58841
2021,17-29 y.,Less important,0.15981,412,2662,0.14589,0.17374
