"plh0107","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr wichtig","1990","(noch) kein Abschluss","kein Migrationshintergrund","52","0.33489649264272","0.259868000981266","0.409924984304173"
"Sehr wichtig","1990","(noch) kein Abschluss","direkter Migrationshintergrund","1","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1990","Hauptschule","kein Migrationshintergrund","730","0.188888338588983","0.17611283213107","0.201663845046896"
"Sehr wichtig","1990","Hauptschule","direkter Migrationshintergrund","58","0.225563845119325","0.172575946687583","0.278551743551066"
"Sehr wichtig","1990","Hauptschule","indirekter Migrationshintergrund","5","","",""
"Sehr wichtig","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1990","Realschule","kein Migrationshintergrund","308","0.208658679002698","0.187281346782748","0.230036011222647"
"Sehr wichtig","1990","Realschule","direkter Migrationshintergrund","26","","",""
"Sehr wichtig","1990","Realschule","indirekter Migrationshintergrund","2","","",""
"Sehr wichtig","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","kein Migrationshintergrund","144","0.290468246738028","0.251029377970505","0.32990711550555"
"Sehr wichtig","1990","(Fach-)Abitur","direkter Migrationshintergrund","9","","",""
"Sehr wichtig","1990","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr wichtig","1990","AkademikerIn","kein Migrationshintergrund","143","0.232741948359227","0.19870149795553","0.266782398762924"
"Sehr wichtig","1990","AkademikerIn","direkter Migrationshintergrund","12","","",""
"Sehr wichtig","1990","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Sehr wichtig","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1990","(noch) kein Abschluss","kein Migrationshintergrund","74","0.485171041291973","0.405718971331238","0.564623111252707"
"Wichtig","1990","(noch) kein Abschluss","direkter Migrationshintergrund","5","","",""
"Wichtig","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Wichtig","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1990","Hauptschule","kein Migrationshintergrund","1659","0.443439542002505","0.427224853415065","0.459654230589944"
"Wichtig","1990","Hauptschule","direkter Migrationshintergrund","106","0.422580416008655","0.359955150742033","0.485205681275277"
"Wichtig","1990","Hauptschule","indirekter Migrationshintergrund","10","","",""
"Wichtig","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1990","Realschule","kein Migrationshintergrund","766","0.534093924693241","0.507851052599998","0.560336796786485"
"Wichtig","1990","Realschule","direkter Migrationshintergrund","32","0.387902479247929","0.283073674811994","0.492731283683864"
"Wichtig","1990","Realschule","indirekter Migrationshintergrund","4","","",""
"Wichtig","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Wichtig","1990","(Fach-)Abitur","kein Migrationshintergrund","288","0.564524796984517","0.5214510724202","0.607598521548834"
"Wichtig","1990","(Fach-)Abitur","direkter Migrationshintergrund","17","","",""
"Wichtig","1990","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Wichtig","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
