year,hhtyp,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Single-person household,Yes,0.07945,123,1366,0.06510,0.09380
1995,Single-person household,No,0.92055,1243,1366,0.90620,0.93490
1995,Couple without children,Yes,0.01692,39,1777,0.01092,0.02292
1995,Couple without children,No,0.98308,1738,1777,0.97708,0.98908
1995,Single parent,Yes,0.23284,83,338,0.18771,0.27796
1995,Single parent,No,0.76716,255,338,0.72204,0.81229
1995,Couple with children,Yes,0.06158,181,2526,0.05220,0.07095
1995,Couple with children,No,0.93842,2345,2526,0.92905,0.94780
1995,Multi-generational household,No,0.93034,116,116,0.88382,0.97687
1995,Other Combinations,No,0.88960,147,147,0.83877,0.94044
1996,Single-person household,Yes,0.07078,114,1365,0.05717,0.08439
1996,Single-person household,No,0.92922,1251,1365,0.91561,0.94283
1996,Couple without children,Yes,0.01352,32,1768,0.00813,0.01890
1996,Couple without children,No,0.98648,1736,1768,0.98110,0.99187
1996,Single parent,Yes,0.17273,71,354,0.13330,0.21217
1996,Single parent,No,0.82727,283,354,0.78783,0.86670
1996,Couple with children,Yes,0.05252,150,2464,0.04371,0.06133
1996,Couple with children,No,0.94748,2314,2464,0.93867,0.95629
1996,Multi-generational household,No,0.94413,102,102,0.89934,0.98892
1996,Other Combinations,No,0.91506,134,134,0.86768,0.96244
1997,Single-person household,Yes,0.06627,99,1331,0.05290,0.07964
1997,Single-person household,No,0.93373,1232,1331,0.92036,0.94710
1997,Couple without children,Yes,0.01114,32,1798,0.00629,0.01599
1997,Couple without children,No,0.98886,1766,1798,0.98401,0.99371
1997,Single parent,Yes,0.15759,61,356,0.11969,0.19549
1997,Single parent,No,0.84241,295,356,0.80451,0.88031
1997,Couple with children,Yes,0.05043,134,2378,0.04163,0.05922
1997,Couple with children,No,0.94957,2244,2378,0.94078,0.95837
1997,Multi-generational household,No,0.98263,100,100,0.95690,1.00837
1997,Other Combinations,No,0.98125,138,138,0.95853,1.00396
1998,Single-person household,Yes,0.06986,131,1658,0.05759,0.08214
1998,Single-person household,No,0.93014,1527,1658,0.91786,0.94241
1998,Couple without children,Yes,0.01062,32,2126,0.00626,0.01498
1998,Couple without children,No,0.98938,2094,2126,0.98502,0.99374
1998,Single parent,Yes,0.20284,93,427,0.16465,0.24102
1998,Single parent,No,0.79716,334,427,0.75898,0.83535
1998,Couple with children,Yes,0.05344,145,2640,0.04486,0.06202
1998,Couple with children,No,0.94656,2495,2640,0.93798,0.95514
1998,Multi-generational household,No,0.93790,96,96,0.88937,0.98643
1998,Other Combinations,No,0.96026,142,142,0.92801,0.99250
1999,Single-person household,Yes,0.06041,109,1638,0.04887,0.07196
1999,Single-person household,No,0.93959,1529,1638,0.92804,0.95113
1999,Couple without children,No,0.99154,2129,2129,0.98765,0.99543
1999,Single parent,Yes,0.19987,99,447,0.16276,0.23699
1999,Single parent,No,0.80013,348,447,0.76301,0.83724
1999,Couple with children,Yes,0.04156,141,2733,0.03407,0.04904
1999,Couple with children,No,0.95844,2592,2733,0.95096,0.96593
1999,Multi-generational household,No,0.94109,93,93,0.89298,0.98920
2000,Single-person household,Yes,0.04840,174,3260,0.04103,0.05577
2000,Single-person household,No,0.95160,3086,3260,0.94423,0.95897
2000,Couple without children,Yes,0.01012,47,3968,0.00701,0.01323
2000,Couple without children,No,0.98988,3921,3968,0.98677,0.99299
2000,Single parent,Yes,0.17615,148,763,0.14910,0.20320
2000,Single parent,No,0.82385,615,763,0.79680,0.85090
2000,Couple with children,Yes,0.03925,193,4630,0.03366,0.04485
2000,Couple with children,No,0.96075,4437,4630,0.95515,0.96634
2000,Multi-generational household,No,0.96763,165,165,0.94054,0.99472
2000,Other Combinations,No,0.98636,158,158,0.96822,1.00450
2001,Single-person household,Yes,0.04125,134,2926,0.03405,0.04846
2001,Single-person household,No,0.95875,2792,2926,0.95154,0.96595
2001,Couple without children,Yes,0.00811,36,3589,0.00518,0.01105
