year,hhtyp,rentown,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Single-person household,Owner,No,0.98914,279,279,0.97696,1.00133
1995,Single-person household,Tenant,Yes,0.10206,119,1083,0.08402,0.12010
1995,Single-person household,Tenant,No,0.89794,964,1083,0.87990,0.91598
1995,Couple without children,Owner,No,0.99808,651,651,0.99471,1.00145
1995,Couple without children,Tenant,Yes,0.02860,37,1124,0.01885,0.03835
1995,Couple without children,Tenant,No,0.97140,1087,1124,0.96165,0.98115
1995,Single parent,Owner,No,0.96252,79,79,0.92036,1.00467
1995,Single parent,Tenant,Yes,0.32411,78,254,0.26644,0.38179
1995,Single parent,Tenant,No,0.67589,176,254,0.61821,0.73356
1995,Couple with children,Owner,Yes,0.02140,33,1043,0.01262,0.03019
1995,Couple with children,Owner,No,0.97860,1010,1043,0.96981,0.98738
1995,Couple with children,Tenant,Yes,0.10716,148,1483,0.09141,0.12291
1995,Couple with children,Tenant,No,0.89284,1335,1483,0.87709,0.90859
1995,Multi-generational household,Owner,No,0.94503,66,66,0.88961,1.00044
1995,Multi-generational household,Tenant,No,0.89869,50,50,0.81421,0.98318
1995,Other Combinations,Owner,No,0.97838,64,64,0.94246,1.01429
1995,Other Combinations,Tenant,No,0.82585,83,83,0.74376,0.90793
1996,Single-person household,Owner,No,0.99158,271,271,0.98068,1.00248
1996,Single-person household,Tenant,Yes,0.09011,110,1090,0.07310,0.10712
1996,Single-person household,Tenant,No,0.90989,980,1090,0.89288,0.92690
1996,Couple without children,Owner,No,0.99822,662,662,0.99501,1.00143
1996,Couple without children,Tenant,No,0.97644,1074,1074,0.96737,0.98552
1996,Single parent,Owner,No,0.95044,90,90,0.90535,0.99553
1996,Single parent,Tenant,Yes,0.23026,66,259,0.17889,0.28163
1996,Single parent,Tenant,No,0.76974,193,259,0.71837,0.82111
1996,Couple with children,Owner,No,0.97997,1033,1033,0.97142,0.98852
1996,Couple with children,Tenant,Yes,0.09014,125,1406,0.07517,0.10512
1996,Couple with children,Tenant,No,0.90986,1281,1406,0.89488,0.92483
1996,Multi-generational household,Owner,No,0.98787,61,61,0.96018,1.01557
1996,Multi-generational household,Tenant,No,0.81615,41,41,0.69611,0.93620
1996,Other Combinations,Owner,No,0.98200,58,58,0.94748,1.01652
1996,Other Combinations,Tenant,No,0.86152,76,76,0.78335,0.93969
1997,Single-person household,Owner,No,0.99410,272,272,0.98498,1.00322
1997,Single-person household,Tenant,Yes,0.08563,96,1056,0.06875,0.10252
1997,Single-person household,Tenant,No,0.91437,960,1056,0.89748,0.93125
1997,Couple without children,Owner,No,0.99822,687,687,0.99506,1.00137
1997,Couple without children,Tenant,No,0.98078,1079,1079,0.97258,0.98897
1997,Single parent,Owner,No,0.98018,87,87,0.95073,1.00964
1997,Single parent,Tenant,Yes,0.21665,59,267,0.16714,0.26616
1997,Single parent,Tenant,No,0.78335,208,267,0.73384,0.83286
1997,Couple with children,Owner,No,0.98010,1062,1062,0.97169,0.98850
1997,Couple with children,Tenant,Yes,0.08895,116,1298,0.07345,0.10444
1997,Couple with children,Tenant,No,0.91105,1182,1298,0.89556,0.92655
1997,Multi-generational household,Owner,No,0.98540,57,57,0.95399,1.01682
1997,Multi-generational household,Tenant,No,0.97722,43,43,0.93210,1.02234
1997,Other Combinations,Tenant,No,0.96588,75,75,0.92451,1.00724
1998,Single-person household,Owner,No,0.99710,362,362,0.99156,1.00265
1998,Single-person household,Tenant,Yes,0.09258,129,1294,0.07678,0.10838
1998,Single-person household,Tenant,No,0.90742,1165,1294,0.89162,0.92322
1998,Couple without children,Owner,No,0.99731,881,881,0.99388,1.00073
1998,Couple without children,Tenant,No,0.98203,1213,1213,0.97455,0.98951
1998,Single parent,Owner,No,0.98385,101,101,0.95915,1.00856
1998,Single parent,Tenant,Yes,0.26981,90,323,0.22133,0.31829
1998,Single parent,Tenant,No,0.73019,233,323,0.68171,0.77867
1998,Couple with children,Owner,No,0.98423,1258,1258,0.97735,0.99112
1998,Couple with children,Tenant,Yes,0.09996,127,1364,0.08404,0.11589
1998,Couple with children,Tenant,No,0.90004,1237,1364,0.88411,0.91596
1998,Multi-generational household,Owner,No,0.95160,54,54,0.89383,1.00938
1998,Multi-generational household,Tenant,No,0.91675,42,42,0.83219,1.00131
1998,Other Combinations,Tenant,No,0.92669,74,74,0.86690,0.98648
1999,Single-person household,Owner,No,0.99696,368,368,0.99133,1.00259
1999,Single-person household,Tenant,Yes,0.08014,107,1268,0.06519,0.09509
1999,Single-person household,Tenant,No,0.91986,1161,1268,0.90491,0.93481
1999,Couple without children,Owner,No,0.99720,900,900,0.99375,1.00066
1999,Couple without children,Tenant,No,0.98626,1229,1229,0.97975,0.99277
1999,Single parent,Owner,No,0.95486,103,103,0.91457,0.99515
1999,Single parent,Tenant,Yes,0.25371,91,336,0.20711,0.30031
1999,Single parent,Tenant,No,0.74629,245,336,0.69969,0.79289
1999,Couple with children,Owner,No,0.98615,1361,1361,0.97994,0.99236
1999,Couple with children,Tenant,Yes,0.07799,114,1345,0.06365,0.09233
1999,Couple with children,Tenant,No,0.92201,1231,1345,0.90767,0.93635
1999,Multi-generational household,Owner,No,0.96093,53,53,0.90827,1.01360
1999,Multi-generational household,Tenant,No,0.90271,40,40,0.80970,0.99572
2000,Single-person household,Owner,No,0.99923,868,868,0.99739,1.00108
2000,Single-person household,Tenant,Yes,0.06516,173,2391,0.05526,0.07505
2000,Single-person household,Tenant,No,0.93484,2218,2391,0.92495,0.94474
2000,Couple without children,Owner,No,0.99965,1990,1990,0.99883,1.00047
2000,Couple without children,Tenant,Yes,0.02018,46,1977,0.01398,0.02638
2000,Couple without children,Tenant,No,0.97982,1931,1977,0.97362,0.98602
2000,Single parent,Owner,No,0.98796,201,201,0.97284,1.00307
2000,Single parent,Tenant,Yes,0.23087,144,558,0.19587,0.26586
2000,Single parent,Tenant,No,0.76913,414,558,0.73414,0.80413
2000,Couple with children,Owner,Yes,0.01094,31,2558,0.00691,0.01497
2000,Couple with children,Owner,No,0.98906,2527,2558,0.98503,0.99309
2000,Couple with children,Tenant,Yes,0.07399,162,2072,0.06271,0.08526
2000,Couple with children,Tenant,No,0.92601,1910,2072,0.91474,0.93729
2000,Multi-generational household,Tenant,No,0.88941,45,45,0.79674,0.98208
2000,Other Combinations,Tenant,No,0.97329,76,76,0.93680,1.00978
2001,Single-person household,Owner,No,0.99849,772,772,0.99575,1.00123
2001,Single-person household,Tenant,Yes,0.05548,133,2153,0.04580,0.06515
2001,Single-person household,Tenant,No,0.94452,2020,2153,0.93485,0.95420
2001,Couple without children,Tenant,Yes,0.01672,36,1808,0.01081,0.02263
2001,Couple without children,Tenant,No,0.98328,1772,1808,0.97737,0.98919
