"plh0033","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","204","0.54768519480703","0.497903648662614","0.597466740951446"
"Einige Sorgen","1995","(Fach-)Abitur","2","154","0.524323252308968","0.465722726940666","0.582923777677271"
"Einige Sorgen","1995","(Fach-)Abitur","3","99","0.464662647692914","0.392203194605847","0.537122100779981"
"Einige Sorgen","1995","(Fach-)Abitur","4","68","0.469452700233719","0.384636220073297","0.554269180394141"
"Einige Sorgen","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","33","0.497470300709595","0.387215123603067","0.607725477816122"
"Einige Sorgen","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","233","0.468842927622568","0.423823262463859","0.513862592781277"
"Einige Sorgen","1995","(noch) kein Abschluss","2","107","0.478404037640839","0.412395322509146","0.544412752772532"
"Einige Sorgen","1995","(noch) kein Abschluss","3","47","0.42944536522116","0.330427159282035","0.528463571160286"
"Einige Sorgen","1995","(noch) kein Abschluss","4","35","0.605650652524036","0.478779664738582","0.732521640309491"
"Einige Sorgen","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","8","","",""
"Einige Sorgen","1995","AkademikerIn","1 Einkommensschwächstes Quintil","195","0.500576981845691","0.448638074714954","0.552515888976428"
"Einige Sorgen","1995","AkademikerIn","2","252","0.519072414509415","0.473113053326966","0.565031775691864"
"Einige Sorgen","1995","AkademikerIn","3","205","0.514021221463782","0.463163100147547","0.564879342780017"
"Einige Sorgen","1995","AkademikerIn","4","142","0.379406619159087","0.32539051409238","0.433422724225794"
"Einige Sorgen","1995","AkademikerIn","5 Einkommensstärkstes Quintil","89","0.347902016630812","0.288977485981263","0.406826547280362"
"Einige Sorgen","1995","Hauptschule","1 Einkommensschwächstes Quintil","1277","0.508655044779845","0.489077908921717","0.528232180637973"
"Einige Sorgen","1995","Hauptschule","2","932","0.462081676898213","0.439478942429021","0.484684411367406"
"Einige Sorgen","1995","Hauptschule","3","474","0.48623432558828","0.454384440298117","0.518084210878443"
"Einige Sorgen","1995","Hauptschule","4","255","0.440229555532969","0.399114710491354","0.481344400574583"
"Einige Sorgen","1995","Hauptschule","5 Einkommensstärkstes Quintil","73","0.401248322984359","0.32944383957095","0.473052806397768"
"Einige Sorgen","1995","Realschule","1 Einkommensschwächstes Quintil","612","0.556605268876884","0.526908255166558","0.586302282587209"
"Einige Sorgen","1995","Realschule","2","525","0.565773584462838","0.533640349748191","0.597906819177485"
