year,age_gr,quintil_oecd,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,1st Quintile,Very concerned,0.33447,261,778,0.30130,0.36765
1984,17-29 y.,1st Quintile,Somewhat concerned,0.47300,367,778,0.43790,0.50811
1984,17-29 y.,1st Quintile,Not concerned at all,0.19252,150,778,0.16480,0.22025
1984,17-29 y.,2nd Quintile,Very concerned,0.25037,188,678,0.21774,0.28301
1984,17-29 y.,2nd Quintile,Somewhat concerned,0.51141,333,678,0.47375,0.54906
1984,17-29 y.,2nd Quintile,Not concerned at all,0.23822,157,678,0.20613,0.27031
1984,17-29 y.,3rd Quintile,Very concerned,0.18557,135,653,0.15573,0.21542
1984,17-29 y.,3rd Quintile,Somewhat concerned,0.50943,325,653,0.47106,0.54781
1984,17-29 y.,3rd Quintile,Not concerned at all,0.30499,193,653,0.26965,0.34033
1984,17-29 y.,4th Quintile,Very concerned,0.15897,128,720,0.13224,0.18569
1984,17-29 y.,4th Quintile,Somewhat concerned,0.50355,353,720,0.46700,0.54010
1984,17-29 y.,4th Quintile,Not concerned at all,0.33749,239,720,0.30292,0.37205
1984,17-29 y.,5th Quintile,Very concerned,0.13920,82,547,0.11017,0.16824
1984,17-29 y.,5th Quintile,Somewhat concerned,0.45230,249,547,0.41056,0.49405
1984,17-29 y.,5th Quintile,Not concerned at all,0.40849,216,547,0.36726,0.44972
1984,30-45 y.,1st Quintile,Very concerned,0.34586,278,783,0.31252,0.37920
1984,30-45 y.,1st Quintile,Somewhat concerned,0.45730,348,783,0.42238,0.49222
1984,30-45 y.,1st Quintile,Not concerned at all,0.19684,157,783,0.16897,0.22471
1984,30-45 y.,2nd Quintile,Very concerned,0.24924,204,780,0.21886,0.27961
1984,30-45 y.,2nd Quintile,Somewhat concerned,0.50199,386,780,0.46688,0.53711
1984,30-45 y.,2nd Quintile,Not concerned at all,0.24877,190,780,0.21841,0.27913
1984,30-45 y.,3rd Quintile,Very concerned,0.17713,150,741,0.14962,0.20463
1984,30-45 y.,3rd Quintile,Somewhat concerned,0.48757,350,741,0.45155,0.52358
1984,30-45 y.,3rd Quintile,Not concerned at all,0.33531,241,741,0.30129,0.36932
