year,bula_h,quintil_oecd,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,2nd Quintile,Not concerned at all,0.45443,34,34,0.28454,0.62432
1984,Schleswig-Holstein,4th Quintile,Somewhat concerned,0.48550,49,87,0.37987,0.59113
1984,Schleswig-Holstein,4th Quintile,Not concerned at all,0.42583,38,87,0.32132,0.53033
1984,Schleswig-Holstein,5th Quintile,Somewhat concerned,0.31856,31,81,0.21646,0.42066
1984,Schleswig-Holstein,5th Quintile,Not concerned at all,0.61876,50,81,0.51232,0.72519
1984,Hamburg,5th Quintile,Somewhat concerned,0.42290,34,34,0.25435,0.59146
1984,Lower Saxony,1st Quintile,Very concerned,0.31049,98,296,0.25768,0.36329
1984,Lower Saxony,1st Quintile,Somewhat concerned,0.45698,138,296,0.40014,0.51383
1984,Lower Saxony,1st Quintile,Not concerned at all,0.23253,60,296,0.18432,0.28074
1984,Lower Saxony,2nd Quintile,Very concerned,0.17028,45,229,0.12149,0.21907
1984,Lower Saxony,2nd Quintile,Somewhat concerned,0.45953,105,229,0.39484,0.52422
1984,Lower Saxony,2nd Quintile,Not concerned at all,0.37019,79,229,0.30751,0.43286
1984,Lower Saxony,3rd Quintile,Very concerned,0.14262,36,226,0.09693,0.18831
1984,Lower Saxony,3rd Quintile,Somewhat concerned,0.49958,114,226,0.43425,0.56492
1984,Lower Saxony,3rd Quintile,Not concerned at all,0.35779,76,226,0.29516,0.42043
1984,Lower Saxony,4th Quintile,Somewhat concerned,0.47181,113,213,0.40461,0.53901
1984,Lower Saxony,4th Quintile,Not concerned at all,0.41428,100,213,0.34797,0.48060
1984,Lower Saxony,5th Quintile,Very concerned,0.14967,31,215,0.10187,0.19747
1984,Lower Saxony,5th Quintile,Somewhat concerned,0.33927,79,215,0.27584,0.40271
1984,Lower Saxony,5th Quintile,Not concerned at all,0.51106,105,215,0.44408,0.57803
1984,North Rhine-Westphalia,1st Quintile,Very concerned,0.33695,275,766,0.30345,0.37044
1984,North Rhine-Westphalia,1st Quintile,Somewhat concerned,0.37139,303,766,0.33715,0.40563
1984,North Rhine-Westphalia,1st Quintile,Not concerned at all,0.29166,188,766,0.25945,0.32387
1984,North Rhine-Westphalia,2nd Quintile,Very concerned,0.24337,180,621,0.20959,0.27715
1984,North Rhine-Westphalia,2nd Quintile,Somewhat concerned,0.48166,297,621,0.44233,0.52099
1984,North Rhine-Westphalia,2nd Quintile,Not concerned at all,0.27497,144,621,0.23982,0.31012
1984,North Rhine-Westphalia,3rd Quintile,Very concerned,0.17377,111,572,0.14269,0.20485
1984,North Rhine-Westphalia,3rd Quintile,Somewhat concerned,0.47460,280,572,0.43364,0.51556
1984,North Rhine-Westphalia,3rd Quintile,Not concerned at all,0.35163,181,572,0.31246,0.39079
1984,North Rhine-Westphalia,4th Quintile,Very concerned,0.16267,111,644,0.13414,0.19119
1984,North Rhine-Westphalia,4th Quintile,Somewhat concerned,0.42030,284,644,0.38214,0.45845
1984,North Rhine-Westphalia,4th Quintile,Not concerned at all,0.41704,249,644,0.37893,0.45515
1984,North Rhine-Westphalia,5th Quintile,Very concerned,0.14060,85,600,0.11276,0.16844
1984,North Rhine-Westphalia,5th Quintile,Somewhat concerned,0.35856,219,600,0.32016,0.39697
1984,North Rhine-Westphalia,5th Quintile,Not concerned at all,0.50084,296,600,0.46080,0.54088
1984,Hesse,1st Quintile,Very concerned,0.26689,83,267,0.21373,0.32005
1984,Hesse,1st Quintile,Somewhat concerned,0.43534,122,267,0.37576,0.49493
1984,Hesse,1st Quintile,Not concerned at all,0.29776,62,267,0.24281,0.35272
1984,Hesse,2nd Quintile,Very concerned,0.23912,54,229,0.18376,0.29449
1984,Hesse,2nd Quintile,Somewhat concerned,0.46233,107,229,0.39761,0.52704
