"plh0033","year","age_gr","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","1984","17-34","Westdeutschland","1061","0.213132028727604","0.201209223923138","0.22505483353207"
"Grosse Sorgen","1984","17-34","Ostdeutschland","","","",""
"Grosse Sorgen","1984","35-65","Westdeutschland","1319","0.193181868968217","0.183377719313206","0.202986018623229"
"Grosse Sorgen","1984","35-65","Ostdeutschland","","","",""
"Grosse Sorgen","1984","66 +","Westdeutschland","132","0.105116952536668","0.0880803521505684","0.122153552922768"
"Grosse Sorgen","1984","66 +","Ostdeutschland","","","",""
"Einige Sorgen","1984","17-34","Westdeutschland","2140","0.476138071578042","0.461597616017787","0.490678527138297"
"Einige Sorgen","1984","17-34","Ostdeutschland","","","",""
"Einige Sorgen","1984","35-65","Westdeutschland","2686","0.430071406511732","0.417776664125906","0.442366148897557"
"Einige Sorgen","1984","35-65","Ostdeutschland","","","",""
"Einige Sorgen","1984","66 +","Westdeutschland","376","0.300216148591012","0.27475591417072","0.325676383011304"
"Einige Sorgen","1984","66 +","Ostdeutschland","","","",""
"Keine Sorgen","1984","17-34","Westdeutschland","1331","0.310729899694353","0.297256121841037","0.32420367754767"
"Keine Sorgen","1984","17-34","Ostdeutschland","","","",""
"Keine Sorgen","1984","35-65","Westdeutschland","2224","0.376746724520051","0.364713113945252","0.38878033509485"
"Keine Sorgen","1984","35-65","Ostdeutschland","","","",""
"Keine Sorgen","1984","66 +","Westdeutschland","737","0.59466689887232","0.567395567941152","0.621938229803489"
"Keine Sorgen","1984","66 +","Ostdeutschland","","","",""
"Grosse Sorgen","1985","17-34","Westdeutschland","907","0.200756696452903","0.188520901769668","0.212992491136137"
"Grosse Sorgen","1985","17-34","Ostdeutschland","","","",""
"Grosse Sorgen","1985","35-65","Westdeutschland","1181","0.195894739789781","0.185557784234943","0.206231695344619"
"Grosse Sorgen","1985","35-65","Ostdeutschland","","","",""
"Grosse Sorgen","1985","66 +","Westdeutschland","143","0.135042866099747","0.114631439706246","0.155454292493249"
"Grosse Sorgen","1985","66 +","Ostdeutschland","","","",""
"Einige Sorgen","1985","17-34","Westdeutschland","2006","0.493939021228993","0.478667026992234","0.509211015465752"
"Einige Sorgen","1985","17-34","Ostdeutschland","","","",""
"Einige Sorgen","1985","35-65","Westdeutschland","2532","0.438229120536635","0.425306367691112","0.451151873382158"
"Einige Sorgen","1985","35-65","Ostdeutschland","","","",""
"Einige Sorgen","1985","66 +","Westdeutschland","329","0.31385981749831","0.286144840329455","0.341574794667165"
"Einige Sorgen","1985","66 +","Ostdeutschland","","","",""
"Keine Sorgen","1985","17-34","Westdeutschland","1204","0.305304282318105","0.291236636796797","0.319371927839412"
"Keine Sorgen","1985","17-34","Ostdeutschland","","","",""
"Keine Sorgen","1985","35-65","Westdeutschland","1950","0.365876139673584","0.353330901764764","0.378421377582405"
"Keine Sorgen","1985","35-65","Ostdeutschland","","","",""
"Keine Sorgen","1985","66 +","Westdeutschland","605","0.551097316401943","0.52139225268186","0.580802380122026"
"Keine Sorgen","1985","66 +","Ostdeutschland","","","",""
"Grosse Sorgen","1986","17-34","Westdeutschland","804","0.184304881935513","0.172338404365391","0.196271359505634"
"Grosse Sorgen","1986","17-34","Ostdeutschland","","","",""
"Grosse Sorgen","1986","35-65","Westdeutschland","978","0.160537191969713","0.150725898798468","0.170348485140958"
"Grosse Sorgen","1986","35-65","Ostdeutschland","","","",""
"Grosse Sorgen","1986","66 +","Westdeutschland","87","0.0871006572172047","0.0696235216812046","0.104577792753205"
"Grosse Sorgen","1986","66 +","Ostdeutschland","","","",""
"Einige Sorgen","1986","17-34","Westdeutschland","1857","0.463618840706815","0.448228392218911","0.479009289194719"
"Einige Sorgen","1986","17-34","Ostdeutschland","","","",""
"Einige Sorgen","1986","35-65","Westdeutschland","2273","0.416219487820687","0.403045304757713","0.429393670883661"
"Einige Sorgen","1986","35-65","Ostdeutschland","","","",""
"Einige Sorgen","1986","66 +","Westdeutschland","260","0.251421600771996","0.224533010702948","0.278310190841043"
"Einige Sorgen","1986","66 +","Ostdeutschland","","","",""
"Keine Sorgen","1986","17-34","Westdeutschland","1372","0.352076277357672","0.337335706511408","0.366816848203936"
"Keine Sorgen","1986","17-34","Ostdeutschland","","","",""
"Keine Sorgen","1986","35-65","Westdeutschland","2127","0.4232433202096","0.410038604213974","0.436448036205226"
"Keine Sorgen","1986","35-65","Ostdeutschland","","","",""
"Keine Sorgen","1986","66 +","Westdeutschland","653","0.6614777420108","0.632148602380366","0.690806881641233"
"Keine Sorgen","1986","66 +","Ostdeutschland","","","",""
"Grosse Sorgen","1987","17-34","Westdeutschland","754","0.179454384404036","0.167526777862978","0.191381990945094"
"Grosse Sorgen","1987","17-34","Ostdeutschland","","","",""
"Grosse Sorgen","1987","35-65","Westdeutschland","946","0.162690394848759","0.152727526685225","0.172653263012292"
"Grosse Sorgen","1987","35-65","Ostdeutschland","","","",""
"Grosse Sorgen","1987","66 +","Westdeutschland","82","0.074816938941728","0.0588039458246764","0.0908299320587795"
"Grosse Sorgen","1987","66 +","Ostdeutschland","","","",""
"Einige Sorgen","1987","17-34","Westdeutschland","2020","0.50743170694773","0.491891853105502","0.522971560789958"
"Einige Sorgen","1987","17-34","Ostdeutschland","","","",""
"Einige Sorgen","1987","35-65","Westdeutschland","2427","0.460939223712521","0.447483685019229","0.474394762405813"
"Einige Sorgen","1987","35-65","Ostdeutschland","","","",""
"Einige Sorgen","1987","66 +","Westdeutschland","290","0.274650454855511","0.247484651937832","0.30181625777319"
"Einige Sorgen","1987","66 +","Ostdeutschland","","","",""
"Keine Sorgen","1987","17-34","Westdeutschland","1202","0.313113908648234","0.298698782602691","0.327529034693777"
"Keine Sorgen","1987","17-34","Ostdeutschland","","","",""
"Keine Sorgen","1987","35-65","Westdeutschland","1899","0.37637038143872","0.363292678247626","0.389448084629815"
"Keine Sorgen","1987","35-65","Ostdeutschland","","","",""
"Keine Sorgen","1987","66 +","Westdeutschland","665","0.650532606202761","0.621512661666756","0.679552550738765"
"Keine Sorgen","1987","66 +","Ostdeutschland","","","",""
"Grosse Sorgen","1988","17-34","Westdeutschland","737","0.167816511652776","0.155947173221301","0.17968585008425"
"Grosse Sorgen","1988","17-34","Ostdeutschland","","","",""
"Grosse Sorgen","1988","35-65","Westdeutschland","940","0.16672421780857","0.156407307606538","0.177041128010603"
"Grosse Sorgen","1988","35-65","Ostdeutschland","","","",""
"Grosse Sorgen","1988","66 +","Westdeutschland","91","0.0941486611577131","0.0761738368946543","0.112123485420772"
"Grosse Sorgen","1988","66 +","Ostdeutschland","","","",""
"Einige Sorgen","1988","17-34","Westdeutschland","1948","0.515057642736728","0.499184146304847","0.530931139168609"
"Einige Sorgen","1988","17-34","Ostdeutschland","","","",""
"Einige Sorgen","1988","35-65","Westdeutschland","2337","0.459059289749779","0.445266086053132","0.472852493446426"
"Einige Sorgen","1988","35-65","Ostdeutschland","","","",""
"Einige Sorgen","1988","66 +","Westdeutschland","281","0.275149170767332","0.247661525489728","0.302636816044935"
"Einige Sorgen","1988","66 +","Ostdeutschland","","","",""
"Keine Sorgen","1988","17-34","Westdeutschland","1123","0.317125845610496","0.302345459540491","0.331906231680502"
"Keine Sorgen","1988","17-34","Ostdeutschland","","","",""
"Keine Sorgen","1988","35-65","Westdeutschland","1737","0.374216492441651","0.360821901823979","0.387611083059322"
"Keine Sorgen","1988","35-65","Ostdeutschland","","","",""
"Keine Sorgen","1988","66 +","Westdeutschland","642","0.630702168074955","0.600997161388111","0.6604071747618"
"Keine Sorgen","1988","66 +","Ostdeutschland","","","",""
"Grosse Sorgen","1989","17-34","Westdeutschland","614","0.135990630893219","0.124985831888175","0.146995429898263"
"Grosse Sorgen","1989","17-34","Ostdeutschland","","","",""
"Grosse Sorgen","1989","35-65","Westdeutschland","785","0.141843935781666","0.131976017651401","0.151711853911931"
"Grosse Sorgen","1989","35-65","Ostdeutschland","","","",""
"Grosse Sorgen","1989","66 +","Westdeutschland","66","0.0635449472545245","0.0482876949692063","0.0788021995398428"
"Grosse Sorgen","1989","66 +","Ostdeutschland","","","",""
"Einige Sorgen","1989","17-34","Westdeutschland","1869","0.500171880429809","0.484119539561472","0.516224221298147"
"Einige Sorgen","1989","17-34","Ostdeutschland","","","",""
"Einige Sorgen","1989","35-65","Westdeutschland","2085","0.424435456306869","0.410456013627082","0.438414898986655"
"Einige Sorgen","1989","35-65","Ostdeutschland","","","",""
"Einige Sorgen","1989","66 +","Westdeutschland","282","0.296531404278601","0.267965363523498","0.325097445033704"
"Einige Sorgen","1989","66 +","Ostdeutschland","","","",""
"Keine Sorgen","1989","17-34","Westdeutschland","1244","0.363837488676971","0.348391839947314","0.379283137406629"
"Keine Sorgen","1989","17-34","Ostdeutschland","","","",""
"Keine Sorgen","1989","35-65","Westdeutschland","1932","0.433720607911466","0.419703532151002","0.44773768367193"
"Keine Sorgen","1989","35-65","Ostdeutschland","","","",""
"Keine Sorgen","1989","66 +","Westdeutschland","634","0.639923648466875","0.609900673315933","0.669946623617817"
"Keine Sorgen","1989","66 +","Ostdeutschland","","","",""
"Grosse Sorgen","1990","17-34","Westdeutschland","619","0.141272616516324","0.129909137862949","0.152636095169698"
"Grosse Sorgen","1990","17-34","Ostdeutschland","544","0.317490025254824","0.295303165847618","0.33967688466203"
"Grosse Sorgen","1990","35-65","Westdeutschland","753","0.136170484649508","0.126373659093382","0.145967310205635"
"Grosse Sorgen","1990","35-65","Ostdeutschland","688","0.289397554862712","0.270872640506058","0.307922469219365"
"Grosse Sorgen","1990","66 +","Westdeutschland","66","0.0621569558831095","0.0473327667149959","0.0769811450512231"
"Grosse Sorgen","1990","66 +","Ostdeutschland","80","0.188369366023389","0.150750266479237","0.225988465567541"
"Einige Sorgen","1990","17-34","Westdeutschland","1764","0.490566197996798","0.474256446683629","0.506875949309966"
