year,pgisced97,sex,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Pre-primary Level,male,Somewhat concerned,0.54105,49,49,0.40007,0.68202
1984,Pre-primary Level,female,Somewhat concerned,0.46297,44,44,0.31393,0.61201
1984,Primary Level,male,Very concerned,0.31958,130,407,0.27422,0.36494
1984,Primary Level,male,Somewhat concerned,0.41780,159,407,0.36983,0.46578
1984,Primary Level,male,Not concerned at all,0.26262,118,407,0.21981,0.30543
1984,Primary Level,female,Very concerned,0.29070,179,577,0.25362,0.32779
1984,Primary Level,female,Somewhat concerned,0.37541,223,577,0.33587,0.41496
1984,Primary Level,female,Not concerned at all,0.33388,175,577,0.29537,0.37240
1984,Lower Secondary Level,male,Very concerned,0.25803,309,1129,0.23249,0.28356
1984,Lower Secondary Level,male,Somewhat concerned,0.43093,507,1129,0.40203,0.45983
1984,Lower Secondary Level,male,Not concerned at all,0.31104,313,1129,0.28403,0.33806
1984,Lower Secondary Level,female,Very concerned,0.19021,486,2284,0.17411,0.20631
1984,Lower Secondary Level,female,Somewhat concerned,0.41799,990,2284,0.39776,0.43822
1984,Lower Secondary Level,female,Not concerned at all,0.39180,808,2284,0.37178,0.41183
1984,Upper Secondary Level,male,Very concerned,0.18711,623,3120,0.17343,0.20080
1984,Upper Secondary Level,male,Somewhat concerned,0.44846,1423,3120,0.43101,0.46592
1984,Upper Secondary Level,male,Not concerned at all,0.36442,1074,3120,0.34753,0.38131
1984,Upper Secondary Level,female,Very concerned,0.17038,463,2511,0.15567,0.18508
1984,Upper Secondary Level,female,Somewhat concerned,0.42662,1122,2511,0.40728,0.44597
1984,Upper Secondary Level,female,Not concerned at all,0.40300,926,2511,0.38381,0.42219
1984,Post-secondary Non-tertiary Level,male,Very concerned,0.16722,42,190,0.11402,0.22043
1984,Post-secondary Non-tertiary Level,male,Somewhat concerned,0.47794,90,190,0.40672,0.54915
1984,Post-secondary Non-tertiary Level,male,Not concerned at all,0.35484,58,190,0.28663,0.42305
1984,Post-secondary Non-tertiary Level,female,Somewhat concerned,0.42644,48,98,0.32802,0.52486
1984,Post-secondary Non-tertiary Level,female,Not concerned at all,0.47681,50,98,0.37741,0.57621
1984,First Stage of Tertiary Education,male,Very concerned,0.19086,70,375,0.15104,0.23069
1984,First Stage of Tertiary Education,male,Somewhat concerned,0.40930,159,375,0.35946,0.45913
1984,First Stage of Tertiary Education,male,Not concerned at all,0.39984,146,375,0.35019,0.44949
1984,First Stage of Tertiary Education,female,Very concerned,0.16889,44,272,0.12428,0.21350
1984,First Stage of Tertiary Education,female,Somewhat concerned,0.40264,115,272,0.34425,0.46103
1984,First Stage of Tertiary Education,female,Not concerned at all,0.42847,113,272,0.36955,0.48739
