"plh0033","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","1984","(noch) kein Abschluss","kein Migrationshintergrund","46","0.210310847553278","0.156702733762591","0.263918961343964"
"Grosse Sorgen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","320","0.31270510575473","0.284310414050322","0.341099797459138"
"Grosse Sorgen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","Hauptschule","kein Migrationshintergrund","1082","0.19850681355516","0.187841409893991","0.209172217216328"
"Grosse Sorgen","1984","Hauptschule","direkter Migrationshintergrund","485","0.258132225687337","0.237391000721543","0.278873450653131"
"Grosse Sorgen","1984","Hauptschule","indirekter Migrationshintergrund","19","","",""
"Grosse Sorgen","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","Realschule","kein Migrationshintergrund","219","0.131904115281952","0.115832712393348","0.147975518170557"
"Grosse Sorgen","1984","Realschule","direkter Migrationshintergrund","25","","",""
"Grosse Sorgen","1984","Realschule","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","kein Migrationshintergrund","98","0.168182094295777","0.137768760021273","0.198595428570282"
"Grosse Sorgen","1984","(Fach-)Abitur","direkter Migrationshintergrund","90","0.327410754753209","0.271436587810715","0.383384921695703"
"Grosse Sorgen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1984","AkademikerIn","kein Migrationshintergrund","58","0.0875058094357183","0.0659150140568966","0.10909660481454"
"Grosse Sorgen","1984","AkademikerIn","direkter Migrationshintergrund","27","","",""
"Grosse Sorgen","1984","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","(noch) kein Abschluss","kein Migrationshintergrund","107","0.46432554393864","0.398721084630396","0.529930003246884"
"Einige Sorgen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","406","0.397948950425108","0.367969169605157","0.42792873124506"
"Einige Sorgen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","6","","",""
"Einige Sorgen","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","Hauptschule","kein Migrationshintergrund","2358","0.426072094887922","0.412849707190167","0.439294482585678"
"Einige Sorgen","1984","Hauptschule","direkter Migrationshintergrund","789","0.47333997148941","0.449675227794803","0.497004715184018"
"Einige Sorgen","1984","Hauptschule","indirekter Migrationshintergrund","37","0.528396909892433","0.412282165019763","0.644511654765104"
"Einige Sorgen","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","Realschule","kein Migrationshintergrund","758","0.431154410919234","0.407633486779725","0.454675335058743"
"Einige Sorgen","1984","Realschule","direkter Migrationshintergrund","63","0.450918623620998","0.367899911660346","0.53393733558165"
"Einige Sorgen","1984","Realschule","indirekter Migrationshintergrund","12","","",""
"Einige Sorgen","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","(Fach-)Abitur","kein Migrationshintergrund","255","0.424669688997906","0.384477257106396","0.464862120889417"
"Einige Sorgen","1984","(Fach-)Abitur","direkter Migrationshintergrund","122","0.489493289703686","0.429866653757756","0.549119925649617"
"Einige Sorgen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Einige Sorgen","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1984","AkademikerIn","kein Migrationshintergrund","209","0.309595829196849","0.274270648011971","0.344921010381728"
"Einige Sorgen","1984","AkademikerIn","direkter Migrationshintergrund","41","0.348184761815464","0.262229152709686","0.434140370921243"
"Einige Sorgen","1984","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Einige Sorgen","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","(noch) kein Abschluss","kein Migrationshintergrund","69","0.325363608508082","0.263733777907987","0.386993439108178"
"Keine Sorgen","1984","(noch) kein Abschluss","direkter Migrationshintergrund","298","0.289345943820161","0.261572103671971","0.317119783968352"
"Keine Sorgen","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","5","","",""
"Keine Sorgen","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","Hauptschule","kein Migrationshintergrund","1933","0.375421091556918","0.36247339055002","0.388368792563816"
"Keine Sorgen","1984","Hauptschule","direkter Migrationshintergrund","436","0.268527802823253","0.247521792395502","0.289533813251004"
"Keine Sorgen","1984","Hauptschule","indirekter Migrationshintergrund","15","","",""
"Keine Sorgen","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","Realschule","kein Migrationshintergrund","726","0.436941473798814","0.413383975346267","0.460498972251361"
"Keine Sorgen","1984","Realschule","direkter Migrationshintergrund","50","0.394054556094801","0.312527175954582","0.47558193623502"
"Keine Sorgen","1984","Realschule","indirekter Migrationshintergrund","12","","",""
"Keine Sorgen","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","(Fach-)Abitur","kein Migrationshintergrund","228","0.407148216706316","0.367198899720369","0.447097533692264"
"Keine Sorgen","1984","(Fach-)Abitur","direkter Migrationshintergrund","58","0.183095955543105","0.136965142644459","0.22922676844175"
"Keine Sorgen","1984","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Keine Sorgen","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1984","AkademikerIn","kein Migrationshintergrund","391","0.602898361367432","0.565512444532992","0.640284278201872"
"Keine Sorgen","1984","AkademikerIn","direkter Migrationshintergrund","50","0.418039007324802","0.329044658580046","0.507033356069557"
"Keine Sorgen","1984","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","(noch) kein Abschluss","kein Migrationshintergrund","45","0.204302644461709","0.151024670407161","0.257580618516257"
"Grosse Sorgen","1985","(noch) kein Abschluss","direkter Migrationshintergrund","230","0.313234347657098","0.281527639537595","0.344941055776601"
"Grosse Sorgen","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","Hauptschule","kein Migrationshintergrund","972","0.201026331019497","0.189665061846677","0.212387600192316"
"Grosse Sorgen","1985","Hauptschule","direkter Migrationshintergrund","399","0.247628057018344","0.225645065991223","0.269611048045465"
"Grosse Sorgen","1985","Hauptschule","indirekter Migrationshintergrund","22","","",""
"Grosse Sorgen","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","Realschule","kein Migrationshintergrund","229","0.138880889788663","0.122077102577459","0.155684676999868"
"Grosse Sorgen","1985","Realschule","direkter Migrationshintergrund","33","0.20696806304438","0.138627553402741","0.275308572686019"
"Grosse Sorgen","1985","Realschule","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","(Fach-)Abitur","kein Migrationshintergrund","98","0.184311732153381","0.151907230675664","0.216716233631098"
"Grosse Sorgen","1985","(Fach-)Abitur","direkter Migrationshintergrund","88","0.353945937301168","0.292146137270833","0.415745737331503"
"Grosse Sorgen","1985","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1985","AkademikerIn","kein Migrationshintergrund","65","0.101837139253945","0.07835114140591","0.12532313710198"
"Grosse Sorgen","1985","AkademikerIn","direkter Migrationshintergrund","16","","",""
"Grosse Sorgen","1985","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","(noch) kein Abschluss","kein Migrationshintergrund","98","0.437310556933812","0.371761550229836","0.502859563637787"
"Einige Sorgen","1985","(noch) kein Abschluss","direkter Migrationshintergrund","361","0.40740341296121","0.373813870615553","0.440992955306867"
"Einige Sorgen","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","9","","",""
"Einige Sorgen","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","Hauptschule","kein Migrationshintergrund","2157","0.44067061940493","0.42659637763847","0.45474486117139"
"Einige Sorgen","1985","Hauptschule","direkter Migrationshintergrund","693","0.433243228058611","0.408006397473327","0.458480058643896"
"Einige Sorgen","1985","Hauptschule","indirekter Migrationshintergrund","37","0.510809524912866","0.399874348257026","0.621744701568706"
"Einige Sorgen","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","Realschule","kein Migrationshintergrund","776","0.47064382041632","0.446390316591879","0.494897324240762"
"Einige Sorgen","1985","Realschule","direkter Migrationshintergrund","59","0.43883424228546","0.35512430006077","0.522544184510151"
"Einige Sorgen","1985","Realschule","indirekter Migrationshintergrund","17","","",""
"Einige Sorgen","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","(Fach-)Abitur","kein Migrationshintergrund","242","0.420363135342054","0.379109990949008","0.4616162797351"
"Einige Sorgen","1985","(Fach-)Abitur","direkter Migrationshintergrund","92","0.486797058264122","0.422201491347288","0.551392625180956"
"Einige Sorgen","1985","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Einige Sorgen","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1985","AkademikerIn","kein Migrationshintergrund","205","0.307518520120342","0.27168263841569","0.343354401824995"
"Einige Sorgen","1985","AkademikerIn","direkter Migrationshintergrund","53","0.402463087438755","0.309107448636296","0.495818726241213"
"Einige Sorgen","1985","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Einige Sorgen","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","(noch) kein Abschluss","kein Migrationshintergrund","77","0.35838679860448","0.295021804607974","0.421751792600985"
"Keine Sorgen","1985","(noch) kein Abschluss","direkter Migrationshintergrund","231","0.279362239381692","0.248689360381276","0.310035118382108"
"Keine Sorgen","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","7","","",""
"Keine Sorgen","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Hauptschule","kein Migrationshintergrund","1651","0.358303049575573","0.344709765822796","0.371896333328351"
"Keine Sorgen","1985","Hauptschule","direkter Migrationshintergrund","389","0.319128714923044","0.295388425304035","0.342869004542054"
"Keine Sorgen","1985","Hauptschule","indirekter Migrationshintergrund","19","","",""
"Keine Sorgen","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","Realschule","kein Migrationshintergrund","622","0.390475289795017","0.366769919110898","0.414180660479135"
"Keine Sorgen","1985","Realschule","direkter Migrationshintergrund","43","0.35419769467016","0.273519928027608","0.434875461312711"
"Keine Sorgen","1985","Realschule","indirekter Migrationshintergrund","10","","",""
"Keine Sorgen","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","(Fach-)Abitur","kein Migrationshintergrund","210","0.395325132504565","0.354464515723585","0.436185749285545"
"Keine Sorgen","1985","(Fach-)Abitur","direkter Migrationshintergrund","50","0.15925700443471","0.111967466213843","0.206546542655577"
"Keine Sorgen","1985","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1985","AkademikerIn","kein Migrationshintergrund","367","0.590644340625712","0.552459428295188","0.628829252956237"
"Keine Sorgen","1985","AkademikerIn","direkter Migrationshintergrund","37","0.438612433025782","0.344148282716394","0.53307658333517"
"Keine Sorgen","1985","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","(noch) kein Abschluss","kein Migrationshintergrund","39","0.180706309656138","0.129393277433668","0.232019341878608"
"Grosse Sorgen","1986","(noch) kein Abschluss","direkter Migrationshintergrund","200","0.242109344254358","0.212009285416862","0.272209403091854"
"Grosse Sorgen","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Hauptschule","kein Migrationshintergrund","787","0.172489631142125","0.161370534682434","0.183608727601816"
"Grosse Sorgen","1986","Hauptschule","direkter Migrationshintergrund","352","0.181235526285455","0.161449045150358","0.201022007420552"
"Grosse Sorgen","1986","Hauptschule","indirekter Migrationshintergrund","15","","",""
"Grosse Sorgen","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","Realschule","kein Migrationshintergrund","186","0.117553527487613","0.101626966203436","0.133480088771789"
"Grosse Sorgen","1986","Realschule","direkter Migrationshintergrund","23","","",""
"Grosse Sorgen","1986","Realschule","indirekter Migrationshintergrund","6","","",""
"Grosse Sorgen","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","(Fach-)Abitur","kein Migrationshintergrund","81","0.139785955418603","0.111193009610727","0.168378901226479"
"Grosse Sorgen","1986","(Fach-)Abitur","direkter Migrationshintergrund","71","0.292362502261359","0.233451473884168","0.351273530638551"
"Grosse Sorgen","1986","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1986","AkademikerIn","kein Migrationshintergrund","54","0.0836125145610852","0.0619976243767632","0.105227404745407"
"Grosse Sorgen","1986","AkademikerIn","direkter Migrationshintergrund","15","","",""
"Grosse Sorgen","1986","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1986","(noch) kein Abschluss","kein Migrationshintergrund","79","0.361977513761668","0.297889028902216","0.426065998621119"
"Einige Sorgen","1986","(noch) kein Abschluss","direkter Migrationshintergrund","353","0.459323371458832","0.424305772631718","0.494340970285946"
"Einige Sorgen","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Einige Sorgen","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1986","Hauptschule","kein Migrationshintergrund","1852","0.40295606303657","0.388520515124654","0.417391610948486"
"Einige Sorgen","1986","Hauptschule","direkter Migrationshintergrund","641","0.441736329994997","0.416228785904507","0.467243874085487"
"Einige Sorgen","1986","Hauptschule","indirekter Migrationshintergrund","41","0.400066423991533","0.294669804568417","0.505463043414648"
"Einige Sorgen","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1986","Realschule","kein Migrationshintergrund","671","0.413055088968015","0.388707124581159","0.437403053354871"
"Einige Sorgen","1986","Realschule","direkter Migrationshintergrund","67","0.455751886381205","0.37383628527684","0.53766748748557"
"Einige Sorgen","1986","Realschule","indirekter Migrationshintergrund","11","","",""
"Einige Sorgen","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1986","(Fach-)Abitur","kein Migrationshintergrund","245","0.426182515273152","0.385406144465194","0.466958886081111"
"Einige Sorgen","1986","(Fach-)Abitur","direkter Migrationshintergrund","101","0.418549514530002","0.354655505345567","0.482443523714437"
"Einige Sorgen","1986","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Einige Sorgen","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1986","AkademikerIn","kein Migrationshintergrund","200","0.309249564120875","0.273159060019289","0.345340068222462"
"Einige Sorgen","1986","AkademikerIn","direkter Migrationshintergrund","53","0.418235070326965","0.325633397074378","0.510836743579553"
"Einige Sorgen","1986","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Einige Sorgen","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1986","(noch) kein Abschluss","kein Migrationshintergrund","98","0.457316176582195","0.390880259338092","0.523752093826298"
"Keine Sorgen","1986","(noch) kein Abschluss","direkter Migrationshintergrund","225","0.29856728428681","0.266410514944331","0.330724053629289"
"Keine Sorgen","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","6","","",""
"Keine Sorgen","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1986","Hauptschule","kein Migrationshintergrund","1796","0.424554305821305","0.410007418453301","0.439101193189309"
"Keine Sorgen","1986","Hauptschule","direkter Migrationshintergrund","463","0.377028143719548","0.352134498139641","0.401921789299456"
"Keine Sorgen","1986","Hauptschule","indirekter Migrationshintergrund","27","","",""
"Keine Sorgen","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1986","Realschule","kein Migrationshintergrund","714","0.469391383544372","0.444713113959793","0.494069653128952"
"Keine Sorgen","1986","Realschule","direkter Migrationshintergrund","52","0.437665656541684","0.356068982409248","0.51926233067412"
"Keine Sorgen","1986","Realschule","indirekter Migrationshintergrund","13","","",""
"Keine Sorgen","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1986","(Fach-)Abitur","kein Migrationshintergrund","239","0.434031529308245","0.393163788944473","0.474899269672017"
"Keine Sorgen","1986","(Fach-)Abitur","direkter Migrationshintergrund","57","0.289087983208639","0.230372411061601","0.347803555355677"
"Keine Sorgen","1986","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Keine Sorgen","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1986","AkademikerIn","kein Migrationshintergrund","376","0.607137921318039","0.569001358251714","0.645274484384364"
"Keine Sorgen","1986","AkademikerIn","direkter Migrationshintergrund","41","0.480400709464915","0.386607599392166","0.574193819537664"
"Keine Sorgen","1986","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1987","(noch) kein Abschluss","kein Migrationshintergrund","41","0.22130456394943","0.164339051680323","0.278270076218538"
"Grosse Sorgen","1987","(noch) kein Abschluss","direkter Migrationshintergrund","203","0.279251533122066","0.247355920979675","0.311147145264457"
"Grosse Sorgen","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1987","Hauptschule","kein Migrationshintergrund","727","0.161808266479009","0.150854203822926","0.172762329135092"
"Grosse Sorgen","1987","Hauptschule","direkter Migrationshintergrund","329","0.196116775032335","0.175853672805353","0.216379877259318"
"Grosse Sorgen","1987","Hauptschule","indirekter Migrationshintergrund","22","","",""
"Grosse Sorgen","1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1987","Realschule","kein Migrationshintergrund","186","0.1181780665028","0.102148445548982","0.134207687456617"
"Grosse Sorgen","1987","Realschule","direkter Migrationshintergrund","25","","",""
"Grosse Sorgen","1987","Realschule","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1987","(Fach-)Abitur","kein Migrationshintergrund","71","0.131692758308356","0.103011703390729","0.160373813225983"
"Grosse Sorgen","1987","(Fach-)Abitur","direkter Migrationshintergrund","67","0.251402625897108","0.194717921467457","0.308087330326758"
"Grosse Sorgen","1987","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"Grosse Sorgen","1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1987","AkademikerIn","kein Migrationshintergrund","52","0.0829045265014623","0.0614579673361329","0.104351085666792"
"Grosse Sorgen","1987","AkademikerIn","direkter Migrationshintergrund","18","","",""
"Grosse Sorgen","1987","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1987","(noch) kein Abschluss","kein Migrationshintergrund","87","0.394989623056029","0.327907428444511","0.462071817667547"
"Einige Sorgen","1987","(noch) kein Abschluss","direkter Migrationshintergrund","356","0.441956499562744","0.406649152663738","0.477263846461749"
"Einige Sorgen","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Einige Sorgen","1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1987","Hauptschule","kein Migrationshintergrund","2025","0.452841649542455","0.438035815431331","0.46764748365358"
"Einige Sorgen","1987","Hauptschule","direkter Migrationshintergrund","719","0.484860468858636","0.459355610935783","0.510365326781489"
"Einige Sorgen","1987","Hauptschule","indirekter Migrationshintergrund","41","0.405520859773297","0.305732122674818","0.505309596871775"
"Einige Sorgen","1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1987","Realschule","kein Migrationshintergrund","728","0.44607359022445","0.421390833886269","0.47075634656263"
"Einige Sorgen","1987","Realschule","direkter Migrationshintergrund","76","0.533916861952175","0.452155411673924","0.615678312230426"
"Einige Sorgen","1987","Realschule","indirekter Migrationshintergrund","16","","",""
"Einige Sorgen","1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1987","(Fach-)Abitur","kein Migrationshintergrund","256","0.469021547934925","0.426695052714451","0.5113480431554"
"Einige Sorgen","1987","(Fach-)Abitur","direkter Migrationshintergrund","100","0.445389511620448","0.380448228683698","0.510330794557199"
"Einige Sorgen","1987","(Fach-)Abitur","indirekter Migrationshintergrund","7","","",""
"Einige Sorgen","1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1987","AkademikerIn","kein Migrationshintergrund","216","0.318827844558312","0.282581201311132","0.355074487805491"
