year,regtyp,sampreg,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No answer / don't know,West,Very concerned,0.18448,2512,12006,0.17754,0.19142
1984,No answer / don't know,West,Somewhat concerned,0.42275,5202,12006,0.41391,0.43159
1984,No answer / don't know,West,Not concerned at all,0.39277,4292,12006,0.38403,0.40150
1985,Urban regions,West,Very concerned,0.18265,1744,8554,0.17446,0.19083
1985,Urban regions,West,Somewhat concerned,0.43164,3799,8554,0.42114,0.44214
1985,Urban regions,West,Not concerned at all,0.38571,3011,8554,0.37540,0.39603
1985,Rural regions,West,Very concerned,0.20040,487,2303,0.18405,0.21675
1985,Rural regions,West,Somewhat concerned,0.44759,1068,2303,0.42728,0.46790
1985,Rural regions,West,Not concerned at all,0.35201,748,2303,0.33250,0.37152
1986,Urban regions,West,Very concerned,0.14916,1459,8234,0.14146,0.15686
1986,Urban regions,West,Somewhat concerned,0.39521,3430,8234,0.38465,0.40577
1986,Urban regions,West,Not concerned at all,0.45563,3345,8234,0.44487,0.46639
1986,Rural regions,West,Very concerned,0.17720,410,2177,0.16115,0.19324
1986,Rural regions,West,Somewhat concerned,0.43150,960,2177,0.41069,0.45231
1986,Rural regions,West,Not concerned at all,0.39130,807,2177,0.37080,0.41181
1987,Urban regions,West,Very concerned,0.15237,1436,8123,0.14455,0.16018
1987,Urban regions,West,Somewhat concerned,0.43895,3712,8123,0.42816,0.44975
1987,Urban regions,West,Not concerned at all,0.40868,2975,8123,0.39799,0.41937
1987,Rural regions,West,Very concerned,0.15317,346,2162,0.13798,0.16835
1987,Rural regions,West,Somewhat concerned,0.45646,1025,2162,0.43546,0.47747
1987,Rural regions,West,Not concerned at all,0.39037,791,2162,0.36980,0.41094
1988,Urban regions,West,Very concerned,0.14905,1393,7799,0.14114,0.15695
1988,Urban regions,West,Somewhat concerned,0.44289,3622,7799,0.43186,0.45391
1988,Urban regions,West,Not concerned at all,0.40807,2784,7799,0.39716,0.41898
1988,Rural regions,West,Very concerned,0.16992,375,2037,0.15360,0.18623
1988,Rural regions,West,Somewhat concerned,0.44897,944,2037,0.42737,0.47058
1988,Rural regions,West,Not concerned at all,0.38111,718,2037,0.36001,0.40221
1989,Urban regions,West,Very concerned,0.11870,1159,7587,0.11142,0.12597
1989,Urban regions,West,Somewhat concerned,0.42390,3336,7587,0.41278,0.43502
1989,Urban regions,West,Not concerned at all,0.45741,3092,7587,0.44620,0.46862
1989,Rural regions,West,Very concerned,0.15033,306,1924,0.13435,0.16630
1989,Rural regions,West,Somewhat concerned,0.43707,900,1924,0.41490,0.45924
1989,Rural regions,West,Not concerned at all,0.41260,718,1924,0.39060,0.43461
1990,No answer / don't know,East,Somewhat concerned,0.58235,50,50,0.44426,0.72044
1990,Urban regions,West,Very concerned,0.11852,1129,7408,0.11116,0.12588
1990,Urban regions,West,Somewhat concerned,0.41044,3168,7408,0.39924,0.42164
1990,Urban regions,West,Not concerned at all,0.47104,3111,7408,0.45967,0.48241
1990,Urban regions,East,Very concerned,0.29471,440,1455,0.27128,0.31815
1990,Urban regions,East,Somewhat concerned,0.57237,842,1455,0.54694,0.59780
1990,Urban regions,East,Not concerned at all,0.13292,173,1455,0.11547,0.15037
1990,Rural regions,West,Very concerned,0.14693,309,1928,0.13113,0.16274
1990,Rural regions,West,Somewhat concerned,0.42703,858,1928,0.40494,0.44911
1990,Rural regions,West,Not concerned at all,0.42604,761,1928,0.40396,0.44812
1990,Rural regions,East,Very concerned,0.27982,850,2866,0.26339,0.29626
1990,Rural regions,East,Somewhat concerned,0.58056,1672,2866,0.56249,0.59863
1990,Rural regions,East,Not concerned at all,0.13961,344,2866,0.12692,0.15230
1991,No answer / don't know,East,Very concerned,0.33486,36,76,0.22805,0.44167
1991,No answer / don't know,East,Somewhat concerned,0.49983,40,76,0.38667,0.61299
1991,Urban regions,West,Very concerned,0.10256,942,7372,0.09563,0.10948
1991,Urban regions,West,Somewhat concerned,0.42404,3298,7372,0.41276,0.43532
1991,Urban regions,West,Not concerned at all,0.47340,3132,7372,0.46200,0.48480
1991,Urban regions,East,Very concerned,0.37065,485,1316,0.34455,0.39676
1991,Urban regions,East,Somewhat concerned,0.51153,686,1316,0.48452,0.53855
1991,Urban regions,East,Not concerned at all,0.11782,145,1316,0.10039,0.13524
1991,Rural regions,West,Very concerned,0.11958,253,1972,0.10526,0.13391
1991,Rural regions,West,Somewhat concerned,0.42684,896,1972,0.40500,0.44868
1991,Rural regions,West,Not concerned at all,0.45358,823,1972,0.43160,0.47556
1991,Rural regions,East,Very concerned,0.38562,1083,2717,0.36731,0.40392
1991,Rural regions,East,Somewhat concerned,0.50574,1391,2717,0.48693,0.52454
1991,Rural regions,East,Not concerned at all,0.10865,243,2717,0.09694,0.12035
1992,No answer / don't know,East,Somewhat concerned,0.57652,65,65,0.45546,0.69757
