year,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Very concerned,0.18448,2512,12006,0.17754,0.19142
1984,Somewhat concerned,0.42275,5202,12006,0.41391,0.43159
1984,Not concerned at all,0.39277,4292,12006,0.38403,0.40150
1985,Very concerned,0.18696,2231,10857,0.17963,0.19430
1985,Somewhat concerned,0.43552,4867,10857,0.42619,0.44485
1985,Not concerned at all,0.37751,3759,10857,0.36840,0.38663
1986,Very concerned,0.15584,1869,10411,0.14887,0.16281
1986,Somewhat concerned,0.40386,4390,10411,0.39443,0.41328
1986,Not concerned at all,0.44031,4152,10411,0.43077,0.44984
1987,Very concerned,0.15256,1782,10285,0.14561,0.15950
1987,Somewhat concerned,0.44310,4737,10285,0.43350,0.45270
1987,Not concerned at all,0.40435,3766,10285,0.39486,0.41383
1988,Very concerned,0.15394,1768,9836,0.14681,0.16107
1988,Somewhat concerned,0.44431,4566,9836,0.43449,0.45413
1988,Not concerned at all,0.40174,3502,9836,0.39206,0.41143
1989,Very concerned,0.12593,1465,9511,0.11926,0.13260
1989,Somewhat concerned,0.42691,4236,9511,0.41697,0.43685
1989,Not concerned at all,0.44716,3810,9511,0.43716,0.45715
1990,Very concerned,0.15659,2750,13744,0.15051,0.16267
1990,Somewhat concerned,0.44672,6590,13744,0.43840,0.45503
1990,Not concerned at all,0.39670,4404,13744,0.38852,0.40487
1991,Very concerned,0.16264,2800,13467,0.15641,0.16888
1991,Somewhat concerned,0.44175,6313,13467,0.43336,0.45014
1991,Not concerned at all,0.39561,4354,13467,0.38735,0.40387
1992,Very concerned,0.16850,2728,13185,0.16211,0.17489
1992,Somewhat concerned,0.48905,6630,13185,0.48052,0.49758
1992,Not concerned at all,0.34245,3827,13185,0.33435,0.35055
1993,Very concerned,0.17099,2669,13000,0.16451,0.17746
1993,Somewhat concerned,0.50204,6709,13000,0.49345,0.51064
1993,Not concerned at all,0.32697,3622,13000,0.31891,0.33504
1994,Very concerned,0.18929,2798,12796,0.18251,0.19608
1994,Somewhat concerned,0.50992,6778,12796,0.50126,0.51859
1994,Not concerned at all,0.30078,3220,12796,0.29284,0.30873
1995,Very concerned,0.17362,2689,13159,0.16715,0.18009
1995,Somewhat concerned,0.49075,6782,13159,0.48221,0.49929
1995,Not concerned at all,0.33563,3688,13159,0.32757,0.34370
1996,Very concerned,0.16828,2586,12995,0.16185,0.17471
1996,Somewhat concerned,0.52517,7033,12995,0.51658,0.53375
1996,Not concerned at all,0.30655,3376,12995,0.29862,0.31448
1997,Very concerned,0.19736,2852,12778,0.19046,0.20426
1997,Somewhat concerned,0.54495,7188,12778,0.53631,0.55358
1997,Not concerned at all,0.25770,2738,12778,0.25011,0.26528
1998,Very concerned,0.23080,3577,14162,0.22386,0.23774
1998,Somewhat concerned,0.50483,7322,14162,0.49659,0.51306
1998,Not concerned at all,0.26437,3263,14162,0.25711,0.27164
1999,Very concerned,0.16843,2593,13621,0.16214,0.17471
1999,Somewhat concerned,0.50024,7149,13621,0.49184,0.50863
1999,Not concerned at all,0.33134,3879,13621,0.32343,0.33924
2000,Very concerned,0.16589,4242,23880,0.16117,0.17061
2000,Somewhat concerned,0.46686,11458,23880,0.46053,0.47319
2000,Not concerned at all,0.36725,8180,23880,0.36114,0.37336
2001,Very concerned,0.16269,3722,21743,0.15779,0.16760
2001,Somewhat concerned,0.46471,10487,21743,0.45809,0.47134
2001,Not concerned at all,0.37259,7534,21743,0.36616,0.37902
2002,Very concerned,0.19114,4171,22898,0.18605,0.19623
2002,Somewhat concerned,0.50297,11418,22898,0.49650,0.50945
2002,Not concerned at all,0.30589,7309,22898,0.29992,0.31185
2003,Very concerned,0.24176,5115,22034,0.23611,0.24742
2003,Somewhat concerned,0.49863,11096,22034,0.49203,0.50523
2003,Not concerned at all,0.25961,5823,22034,0.25382,0.26540
2004,Very concerned,0.26740,5379,21488,0.26148,0.27332
2004,Somewhat concerned,0.50604,10950,21488,0.49935,0.51272
2004,Not concerned at all,0.22656,5159,21488,0.22097,0.23216
2005,Very concerned,0.27287,5236,20603,0.26679,0.27895
2005,Somewhat concerned,0.50520,10517,20603,0.49837,0.51202
2005,Not concerned at all,0.22193,4850,20603,0.21626,0.22761
2006,Very concerned,0.27200,5395,21829,0.26609,0.27790
2006,Somewhat concerned,0.48831,10815,21829,0.48168,0.49494
2006,Not concerned at all,0.23969,5619,21829,0.23403,0.24535
2007,Very concerned,0.25185,4676,20374,0.24588,0.25781
